SkillID	SkillLevel	LevelUpExp	LevelUpPlayerLevel	ExpAddOdds	Name	School
232	4	79	18	1024	普渡四方	少林
232	5	87	19	1024	普渡四方	少林
232	6	95	20	1024	普渡四方	少林
232	7	183	21	1024	普渡四方	少林
232	8	225	22	1024	普渡四方	少林
232	9	261	24	1024	普渡四方	少林
232	10	285	27	1024	普渡四方	少林
232	11	325	30	1024	普渡四方	少林
232	12	363	33	1024	普渡四方	少林
232	13	401	36	1024	普渡四方	少林
232	14	439	39	1024	普渡四方	少林
232	15	473	42	1024	普渡四方	少林
232	16	505	45	1024	普渡四方	少林
232	17	536	48	1024	普渡四方	少林
232	18	576	51	1024	普渡四方	少林
232	19	1308	55	1024	普渡四方	少林
232	20	1469	59	1024	普渡四方	少林
232	21	1632	63	1024	普渡四方	少林
232	22	1795	67	1024	普渡四方	少林
232	23	5403	71	1024	普渡四方	少林
232	24	5808	75	1024	普渡四方	少林
232	25	6177	79	1024	普渡四方	少林
232	26	5936	83	1024	普渡四方	少林
232	27	6275	87	1024	普渡四方	少林
232	28	9999	99	1024	普渡四方	少林
233	1	53	16	1024	韦陀献杵	少林
233	2	63	17	1024	韦陀献杵	少林
233	3	71	18	1024	韦陀献杵	少林
233	4	79	19	1024	韦陀献杵	少林
233	5	87	20	1024	韦陀献杵	少林
233	6	95	21	1024	韦陀献杵	少林
233	7	169	22	1024	韦陀献杵	少林
233	8	210	23	1024	韦陀献杵	少林
233	9	254	24	1024	韦陀献杵	少林
233	10	278	27	1024	韦陀献杵	少林
233	11	312	30	1024	韦陀献杵	少林
233	12	350	32	1024	韦陀献杵	少林
233	13	388	35	1024	韦陀献杵	少林
233	14	426	38	1024	韦陀献杵	少林
233	15	462	41	1024	韦陀献杵	少林
233	16	495	44	1024	韦陀献杵	少林
233	17	526	47	1024	韦陀献杵	少林
233	18	556	50	1024	韦陀献杵	少林
233	19	634	54	1024	韦陀献杵	少林
233	20	714	58	1024	韦陀献杵	少林
233	21	795	62	1024	韦陀献杵	少林
233	22	877	66	1024	韦陀献杵	少林
233	23	2657	70	1024	韦陀献杵	少林
233	24	2834	74	1024	韦陀献杵	少林
233	25	3042	78	1024	韦陀献杵	少林
233	26	2932	82	1024	韦陀献杵	少林
233	27	3101	86	1024	韦陀献杵	少林
233	28	3248	90	1024	韦陀献杵	少林
233	29	9999	99	1024	韦陀献杵	少林
235	1	120	15	1024	横扫六合	少林
235	2	156	16	1024	横扫六合	少林
235	3	169	17	1024	横扫六合	少林
235	4	183	18	1024	横扫六合	少林
235	5	196	19	1024	横扫六合	少林
235	6	210	20	1024	横扫六合	少林
235	7	225	21	1024	横扫六合	少林
235	8	240	22	1024	横扫六合	少林
235	9	254	23	1024	横扫六合	少林
235	10	271	25	1024	横扫六合	少林
235	11	299	28	1024	横扫六合	少林
235	12	338	31	1024	横扫六合	少林
235	13	376	34	1024	横扫六合	少林
235	14	413	37	1024	横扫六合	少林
235	15	451	40	1024	横扫六合	少林
235	16	484	43	1024	横扫六合	少林
235	17	516	46	1024	横扫六合	少林
235	18	547	49	1024	横扫六合	少林
235	19	595	52	1024	横扫六合	少林
235	20	674	56	1024	横扫六合	少林
235	21	755	60	1024	横扫六合	少林
235	22	836	64	1024	横扫六合	少林
235	23	918	68	1024	横扫六合	少林
235	24	2745	72	1024	横扫六合	少林
235	25	2949	76	1024	横扫六合	少林
235	26	2862	80	1024	横扫六合	少林
235	27	3004	84	1024	横扫六合	少林
235	28	3174	88	1024	横扫六合	少林
235	29	9999	99	1024	横扫六合	少林
236	1	160	23	1024	摩诃无量	少林
236	2	330	33	1024	摩诃无量	少林
236	3	520	52	1024	摩诃无量	少林
236	4	710	71	1024	摩诃无量	少林
236	5	890	89	1024	摩诃无量	少林
236	6	990	99	1024	摩诃无量	少林
238	1	240	17	1024	捕风式	少林
238	2	278	20	1024	捕风式	少林
238	3	285	23	1024	捕风式	少林
238	4	312	26	1024	捕风式	少林
238	5	325	29	1024	捕风式	少林
238	6	363	32	1024	捕风式	少林
238	7	401	35	1024	捕风式	少林
238	8	439	38	1024	捕风式	少林
238	9	473	41	1024	捕风式	少林
238	10	505	44	1024	捕风式	少林
238	11	536	48	1024	捕风式	少林
238	12	576	52	1024	捕风式	少林
238	13	634	54	1024	捕风式	少林
238	14	714	58	1024	捕风式	少林
238	15	795	62	1024	捕风式	少林
238	16	877	66	1024	捕风式	少林
238	17	2657	70	1024	捕风式	少林
238	18	2834	74	1024	捕风式	少林
238	19	3042	78	1024	捕风式	少林
238	20	2932	82	1024	捕风式	少林
238	21	3101	86	1024	捕风式	少林
238	22	3248	90	1024	捕风式	少林
238	23	9999	99	1024	捕风式	少林
241	1	53	15	1024	守缺式	少林
241	2	63	16	1024	守缺式	少林
241	3	71	17	1024	守缺式	少林
241	4	79	18	1024	守缺式	少林
241	5	87	19	1024	守缺式	少林
241	6	95	20	1024	守缺式	少林
241	7	156	21	1024	守缺式	少林
241	8	196	22	1024	守缺式	少林
241	9	240	23	1024	守缺式	少林
241	10	271	25	1024	守缺式	少林
241	11	299	28	1024	守缺式	少林
241	12	338	31	1024	守缺式	少林
241	13	376	34	1024	守缺式	少林
241	14	413	37	1024	守缺式	少林
241	15	451	40	1024	守缺式	少林
241	16	484	43	1024	守缺式	少林
241	17	516	46	1024	守缺式	少林
241	18	547	49	1024	守缺式	少林
241	19	595	52	1024	守缺式	少林
241	20	674	56	1024	守缺式	少林
241	21	755	60	1024	守缺式	少林
241	22	836	64	1024	守缺式	少林
241	23	918	68	1024	守缺式	少林
241	24	2745	72	1024	守缺式	少林
241	25	2949	76	1024	守缺式	少林
241	26	2862	80	1024	守缺式	少林
241	27	3004	84	1024	守缺式	少林
241	28	3174	88	1024	守缺式	少林
241	29	9999	99	1024	守缺式	少林
243	1	310	26	1024	拿云式	少林
243	2	350	32	1024	拿云式	少林
243	3	388	35	1024	拿云式	少林
243	4	426	38	1024	拿云式	少林
243	5	462	41	1024	拿云式	少林
243	6	495	44	1024	拿云式	少林
243	7	526	47	1024	拿云式	少林
243	8	556	50	1024	拿云式	少林
243	9	1230	53	1024	拿云式	少林
243	10	1388	57	1024	拿云式	少林
243	11	1550	61	1024	拿云式	少林
243	12	1713	65	1024	拿云式	少林
243	13	1877	69	1024	拿云式	少林
243	14	5580	73	1024	拿云式	少林
243	15	5991	77	1024	拿云式	少林
243	16	5794	81	1024	拿云式	少林
243	17	6130	85	1024	拿云式	少林
243	18	6422	89	1024	拿云式	少林
243	19	9999	99	1024	拿云式	少林
252	1	280	28	1024	大狮子吼	少林
252	2	550	55	1024	大狮子吼	少林
252	3	990	99	1024	大狮子吼	少林
261	1	440	56	1024	无相诀	少林
261	2	640	64	1024	无相诀	少林
261	3	840	84	1024	无相诀	少林
261	4	990	99	1024	无相诀	少林
301	1	38	5	1024	两仪化形	纯阳
301	2	46	10	1024	两仪化形	纯阳
301	3	55	17	1024	两仪化形	纯阳
301	4	58	18	1024	两仪化形	纯阳
301	5	63	19	1024	两仪化形	纯阳
301	6	66	20	1024	两仪化形	纯阳
301	7	79	21	1024	两仪化形	纯阳
301	8	90	22	1024	两仪化形	纯阳
301	9	98	23	1024	两仪化形	纯阳
301	10	109	24	1024	两仪化形	纯阳
301	11	113	25	1024	两仪化形	纯阳
301	12	123	26	1024	两仪化形	纯阳
301	13	139	27	1024	两仪化形	纯阳
301	14	142	28	1024	两仪化形	纯阳
301	15	143	29	1024	两仪化形	纯阳
301	16	162	30	1024	两仪化形	纯阳
301	17	175	33	1024	两仪化形	纯阳
301	18	182	36	1024	两仪化形	纯阳
301	19	428	39	1024	两仪化形	纯阳
301	20	434	42	1024	两仪化形	纯阳
301	21	442	45	1024	两仪化形	纯阳
301	22	446	48	1024	两仪化形	纯阳
301	23	450	51	1024	两仪化形	纯阳
301	24	458	54	1024	两仪化形	纯阳
301	25	831	57	1024	两仪化形	纯阳
301	26	896	60	1024	两仪化形	纯阳
301	27	981	63	1024	两仪化形	纯阳
301	28	1158	66	1024	两仪化形	纯阳
301	29	1339	69	1024	两仪化形	纯阳
301	30	1914	73	1024	两仪化形	纯阳
301	31	2070	77	1024	两仪化形	纯阳
301	32	2223	81	1024	两仪化形	纯阳
301	33	2265	85	1024	两仪化形	纯阳
301	34	2876	89	1024	两仪化形	纯阳
301	35	9999	99	1024	两仪化形	纯阳
303	1	66	20	1024	三才化生	纯阳
303	2	123	28	1024	三才化生	纯阳
303	3	142	30	1024	三才化生	纯阳
303	4	150	32	1024	三才化生	纯阳
303	5	174	35	1024	三才化生	纯阳
303	6	183	38	1024	三才化生	纯阳
303	7	219	41	1024	三才化生	纯阳
303	8	221	44	1024	三才化生	纯阳
303	9	223	47	1024	三才化生	纯阳
303	10	227	50	1024	三才化生	纯阳
303	11	238	53	1024	三才化生	纯阳
303	12	434	56	1024	三才化生	纯阳
303	13	436	59	1024	三才化生	纯阳
303	14	521	62	1024	三才化生	纯阳
303	15	565	65	1024	三才化生	纯阳
303	16	609	68	1024	三才化生	纯阳
303	17	4008	71	1024	三才化生	纯阳
303	18	4273	75	1024	三才化生	纯阳
303	19	4422	79	1024	三才化生	纯阳
303	20	4587	83	1024	三才化生	纯阳
303	21	4675	87	1024	三才化生	纯阳
303	22	9999	99	1024	三才化生	纯阳
306	1	38	15	1024	太极无极	纯阳
306	2	46	16	1024	太极无极	纯阳
306	3	55	17	1024	太极无极	纯阳
306	4	58	18	1024	太极无极	纯阳
306	5	63	19	1024	太极无极	纯阳
306	6	66	20	1024	太极无极	纯阳
306	7	79	21	1024	太极无极	纯阳
306	8	90	22	1024	太极无极	纯阳
306	9	98	23	1024	太极无极	纯阳
306	10	109	24	1024	太极无极	纯阳
306	11	113	25	1024	太极无极	纯阳
306	12	123	28	1024	太极无极	纯阳
306	13	142	30	1024	太极无极	纯阳
306	14	150	32	1024	太极无极	纯阳
306	15	174	35	1024	太极无极	纯阳
306	16	183	38	1024	太极无极	纯阳
306	17	219	41	1024	太极无极	纯阳
306	18	221	44	1024	太极无极	纯阳
306	19	223	47	1024	太极无极	纯阳
306	20	227	50	1024	太极无极	纯阳
306	21	238	53	1024	太极无极	纯阳
306	22	434	56	1024	太极无极	纯阳
306	23	436	59	1024	太极无极	纯阳
306	24	521	62	1024	太极无极	纯阳
306	25	565	65	1024	太极无极	纯阳
306	26	609	68	1024	太极无极	纯阳
306	27	2919	72	1024	太极无极	纯阳
306	28	3103	76	1024	太极无极	纯阳
306	29	4072	80	1024	太极无极	纯阳
306	30	4474	84	1024	太极无极	纯阳
306	31	4732	88	1024	太极无极	纯阳
306	32	9999	99	1024	太极无极	纯阳
309	1	38	16	1024	天地无极	纯阳
309	2	46	17	1024	天地无极	纯阳
309	3	55	18	1024	天地无极	纯阳
309	4	63	19	1024	天地无极	纯阳
309	5	66	20	1024	天地无极	纯阳
309	6	79	21	1024	天地无极	纯阳
309	7	90	22	1024	天地无极	纯阳
309	8	98	23	1024	天地无极	纯阳
309	9	109	24	1024	天地无极	纯阳
309	10	113	25	1024	天地无极	纯阳
309	11	123	26	1024	天地无极	纯阳
309	12	142	28	1024	天地无极	纯阳
309	13	150	30	1024	天地无极	纯阳
309	14	162	32	1024	天地无极	纯阳
309	15	174	35	1024	天地无极	纯阳
309	16	183	38	1024	天地无极	纯阳
309	17	219	41	1024	天地无极	纯阳
309	18	221	44	1024	天地无极	纯阳
309	19	223	47	1024	天地无极	纯阳
309	20	227	50	1024	天地无极	纯阳
309	21	238	53	1024	天地无极	纯阳
309	22	434	56	1024	天地无极	纯阳
309	23	436	59	1024	天地无极	纯阳
309	24	521	62	1024	天地无极	纯阳
309	25	565	65	1024	天地无极	纯阳
309	26	609	68	1024	天地无极	纯阳
309	27	2919	72	1024	天地无极	纯阳
309	28	3103	76	1024	天地无极	纯阳
309	29	4072	80	1024	天地无极	纯阳
309	30	4474	84	1024	天地无极	纯阳
309	31	4732	88	1024	天地无极	纯阳
309	32	9999	99	1024	天地无极	纯阳
311	1	38	16	1024	万剑归宗	纯阳
311	2	46	17	1024	万剑归宗	纯阳
311	3	55	18	1024	万剑归宗	纯阳
311	4	58	19	1024	万剑归宗	纯阳
311	5	58	20	1024	万剑归宗	纯阳
311	6	63	21	1024	万剑归宗	纯阳
311	7	79	22	1024	万剑归宗	纯阳
311	8	90	23	1024	万剑归宗	纯阳
311	9	98	25	1024	万剑归宗	纯阳
311	10	111	27	1024	万剑归宗	纯阳
311	11	139	29	1024	万剑归宗	纯阳
311	12	143	31	1024	万剑归宗	纯阳
311	13	172	34	1024	万剑归宗	纯阳
311	14	180	37	1024	万剑归宗	纯阳
311	15	217	40	1024	万剑归宗	纯阳
311	16	219	43	1024	万剑归宗	纯阳
311	17	223	46	1024	万剑归宗	纯阳
311	18	227	49	1024	万剑归宗	纯阳
311	19	280	52	1024	万剑归宗	纯阳
311	20	340	55	1024	万剑归宗	纯阳
311	21	462	58	1024	万剑归宗	纯阳
311	22	507	61	1024	万剑归宗	纯阳
311	23	547	64	1024	万剑归宗	纯阳
311	24	551	67	1024	万剑归宗	纯阳
311	25	639	70	1024	万剑归宗	纯阳
311	26	1748	74	1024	万剑归宗	纯阳
311	27	2102	78	1024	万剑归宗	纯阳
311	28	2257	82	1024	万剑归宗	纯阳
311	29	2312	86	1024	万剑归宗	纯阳
311	30	3227	90	1024	万剑归宗	纯阳
311	31	9999	99	1024	万剑归宗	纯阳
312	1	109	16	1024	坐忘无我	纯阳
312	2	109	19	1024	坐忘无我	纯阳
312	3	109	23	1024	坐忘无我	纯阳
312	4	162	28	1024	坐忘无我	纯阳
312	5	175	36	1024	坐忘无我	纯阳
312	6	180	46	1024	坐忘无我	纯阳
312	7	238	56	1024	坐忘无我	纯阳
312	8	831	66	1024	坐忘无我	纯阳
312	9	2919	76	1024	坐忘无我	纯阳
312	10	9999	99	1024	坐忘无我	纯阳
346	1	66	30	1024	梯云纵	纯阳
346	2	66	32	1024	梯云纵	纯阳
346	3	66	34	1024	梯云纵	纯阳
346	4	111	36	1024	梯云纵	纯阳
346	5	123	40	1024	梯云纵	纯阳
346	6	183	50	1024	梯云纵	纯阳
346	7	428	60	1024	梯云纵	纯阳
346	8	547	70	1024	梯云纵	纯阳
346	9	3103	80	1024	梯云纵	纯阳
346	10	9999	99	1024	梯云纵	纯阳
364	1	38	5	1024	三环套月	纯阳
364	2	46	17	1024	三环套月	纯阳
364	3	55	18	1024	三环套月	纯阳
364	4	63	19	1024	三环套月	纯阳
364	5	66	20	1024	三环套月	纯阳
364	6	79	21	1024	三环套月	纯阳
364	7	90	22	1024	三环套月	纯阳
364	8	98	23	1024	三环套月	纯阳
364	9	109	24	1024	三环套月	纯阳
364	10	111	25	1024	三环套月	纯阳
364	11	113	26	1024	三环套月	纯阳
364	12	139	27	1024	三环套月	纯阳
364	13	143	29	1024	三环套月	纯阳
364	14	162	31	1024	三环套月	纯阳
364	15	172	34	1024	三环套月	纯阳
364	16	180	37	1024	三环套月	纯阳
364	17	217	40	1024	三环套月	纯阳
364	18	219	43	1024	三环套月	纯阳
364	19	223	46	1024	三环套月	纯阳
364	20	227	49	1024	三环套月	纯阳
364	21	280	52	1024	三环套月	纯阳
364	22	340	55	1024	三环套月	纯阳
364	23	462	58	1024	三环套月	纯阳
364	24	507	61	1024	三环套月	纯阳
364	25	547	64	1024	三环套月	纯阳
364	26	551	67	1024	三环套月	纯阳
364	27	639	70	1024	三环套月	纯阳
364	28	1748	74	1024	三环套月	纯阳
364	29	2102	78	1024	三环套月	纯阳
364	30	2257	82	1024	三环套月	纯阳
364	31	2312	86	1024	三环套月	纯阳
364	32	3227	90	1024	三环套月	纯阳
364	33	9999	99	1024	三环套月	纯阳
365	1	38	16	1024	无我无剑	纯阳
365	2	46	17	1024	无我无剑	纯阳
365	3	55	18	1024	无我无剑	纯阳
365	4	63	19	1024	无我无剑	纯阳
365	5	66	20	1024	无我无剑	纯阳
365	6	79	21	1024	无我无剑	纯阳
365	7	90	22	1024	无我无剑	纯阳
365	8	98	23	1024	无我无剑	纯阳
365	9	109	24	1024	无我无剑	纯阳
365	10	113	25	1024	无我无剑	纯阳
365	11	123	26	1024	无我无剑	纯阳
365	12	139	27	1024	无我无剑	纯阳
365	13	142	28	1024	无我无剑	纯阳
365	14	143	29	1024	无我无剑	纯阳
365	15	162	30	1024	无我无剑	纯阳
365	16	172	31	1024	无我无剑	纯阳
365	17	175	33	1024	无我无剑	纯阳
365	18	182	36	1024	无我无剑	纯阳
365	19	428	39	1024	无我无剑	纯阳
365	20	434	42	1024	无我无剑	纯阳
365	21	442	45	1024	无我无剑	纯阳
365	22	446	48	1024	无我无剑	纯阳
365	23	450	51	1024	无我无剑	纯阳
365	24	458	54	1024	无我无剑	纯阳
365	25	831	57	1024	无我无剑	纯阳
365	26	896	60	1024	无我无剑	纯阳
365	27	981	63	1024	无我无剑	纯阳
