ID	PATH	PATH_MOBILE
SFX_UP_07	data/source/other/新特效/其他/Pss/S_升级07.pss	
SFX_UP_08	data/source/other/新特效/其他/Pss/S_升级08.pss	
SFX_UP_09	data/source/other/新特效/其他/Pss/S_升级09.pss	
SFX_SPRINT_HANG_1	data/source/other/新特效/其他/Pss/UI_轻功少林.pss	
SFX_SPRINT_HANG_2	data/source/other/新特效/其他/Pss/UI_轻功万花.pss	
SFX_SPRINT_HANG_3	data/source/other/新特效/其他/Pss/UI_轻功天策.pss	
SFX_SPRINT_HANG_4	data/source/other/新特效/其他/Pss/UI_轻功纯阳.pss	
SFX_SPRINT_HANG_5	data/source/other/新特效/其他/Pss/UI_轻功七秀.pss	
SFX_SPRINT_HANG_6	data/source/other/新特效/其他/Pss/UI_轻功五毒.pss	
SFX_SPRINT_HANG_7	data/source/other/新特效/其他/Pss/UI_轻功唐门.pss	
SFX_SPRINT_HANG_8	data/source/other/新特效/其他/Pss/UI_轻功藏剑.pss	
SFX_SPRINT_HANG_22	data/source/other/新特效/其他/Pss/UI_轻功长歌.pss	
SFX_SPRINT_HANG_24	data/source/other/HD特效/其他/Pss/UI_轻功蓬莱.pss	
SFX_SPRINT_HANG_25	data/source/other/HD特效/其他/Pss/UI_轻功凌雪.pss	
SFX_SPRINT_HANG_211	data/source/other/新特效/其他/Pss/UI_轻功衍天.pss	
SFX_SPRINT_HANG_212	data/source/other/HD特效/其他/Pss/UI_轻功药宗.pss	
SFX_SPRINT_HANG_213	data/source/other/HD特效/其他/Pss/UI_轻功刀宗.pss	
SFX_SPRINT_HANG_214	data/source/other/HD特效/其他/Pss/UI_轻功万灵.pss	
WIZARD_VISIABLE_OPEN	data/source/other/新特效/其他/Pss/Y_眼眶01.pss	
WIZARD_VISIABLE_KEEP	data/source/other/新特效/其他/Pss/Y_眼眶持续01.pss	
WIZARD_VISIABLE_CLOSE	data/source/other/新特效/其他/Pss/Y_眼眶关闭01.pss	
WIZARD_VISIABLE_BEHIT	data/source/other/新特效/其他/Pss/Y_眼眶被击01.pss	
ROB_TRAP_SFX_1	data/source/other/新特效/其他/Pss/H_黑烟02.pss	
ROB_TRAP_SFX_2	data/source/other/新特效/其他/Pss/B_冰冻.pss	
ROB_TRAP_SFX_3	data/source/other/新特效/其他/Pss/Z_转场金.pss	
PVP_SHOW_FINAL_WIN	data/source/other/新特效/其他/Pss/S_胜利01.pss	
PVP_SHOW_FINAL_FINAL	data/source/other/新特效/其他/Pss/B_败01.pss	
GROWTH_EQUIT_FULL_TIP	data/source/other/新特效/其他/Pss/UI_戒指0	
SFX_ACTIVITY_SAND	data/source/other/HD特效/技能/Pss/发招/S_沙尘屏幕特效a01.pss	
BALL_RED	data/source/other/HD特效/其他/Pss/X_性能按钮_循环.pss	
BALL_GREEN	data/source/other/HD特效/其他/Pss/X_性能按钮_循环绿.pss	
BALL_YELLOW	data/source/other/HD特效/其他/Pss/X_性能按钮_循环黄.pss	
RU_WEI	data/source/other/HD特效/其他/Pss/y_眼眶01HD.pss	
SFX_ACTIVITY_SANDNIGHT	data/source/other/HD特效/技能/Pss/发招/S_沙尘屏幕特效_夜晚.pss	
PRE_LOAD_RESOURCE	data/public/UIEnginePreloadList.csv	
BECOME_VAMPIRE	data/source/other/HD特效/其他/Pss/P_屏幕尸化01.pss	
HUMAN_POWER	data/source/other/HD特效/其他/Pss/P_屏幕主角狂暴01.pss	
SFX_ACTIVITY_POISION	data/source/other/HD特效/其他/Pss/z_中毒提示屏幕.pss	
Fly_Skill	data/source/other/HD特效/其他/Pss/p_屏幕冲刺01.pss	
LONELYMODE_CLOUD_WHITE	data/source/other/HD特效/其他/Pss/P_屏幕云雾转场_白01.pss	
LONELYMODE_CLOUD_QING	data/source/other/HD特效/其他/Pss/P_屏幕云雾转场_青01.pss	
PL_EAGLEEYE	data/source/other/HD特效/其他/Pss/p_屏幕冲刺02.pss	
P_SMOG	data/source/other/hd特效/其他/pss/p_屏幕毒液01.pss	
PVP_KUNGFU10003	data/source/other/HD特效/其他/Pss/UI_大师赛_少林01.pss	
PVP_KUNGFU10014	data/source/other/HD特效/其他/Pss/UI_大师赛_纯阳01.pss	
PVP_KUNGFU10015	data/source/other/HD特效/其他/Pss/UI_大师赛_纯阳02.pss	
PVP_KUNGFU10021	data/source/other/HD特效/其他/Pss/UI_大师赛_万花02.pss	
PVP_KUNGFU10026	data/source/other/HD特效/其他/Pss/UI_大师赛_天策02.pss	
PVP_KUNGFU10028	data/source/other/HD特效/其他/Pss/UI_大师赛_万花01.pss	
PVP_KUNGFU10080	data/source/other/HD特效/其他/Pss/UI_大师赛_七秀02.pss	
PVP_KUNGFU10081	data/source/other/HD特效/其他/Pss/UI_大师赛_七秀01.pss	
PVP_KUNGFU10144	data/source/other/HD特效/其他/Pss/UI_大师赛_藏剑01.pss	
PVP_KUNGFU10145	data/source/other/HD特效/其他/Pss/UI_大师赛_藏剑02.pss	
PVP_KUNGFU10175	data/source/other/HD特效/其他/Pss/UI_大师赛_五毒01.pss	
PVP_KUNGFU10176	data/source/other/HD特效/其他/Pss/UI_大师赛_五毒02.pss	
PVP_KUNGFU10224	data/source/other/HD特效/其他/Pss/UI_大师赛_唐门01.pss	
PVP_KUNGFU10225	data/source/other/HD特效/其他/Pss/UI_大师赛_唐门02.pss	
PVP_KUNGFU10242	data/source/other/HD特效/其他/Pss/UI_大师赛_明教01.pss	
PVP_KUNGFU10268	data/source/other/HD特效/其他/Pss/UI_大师赛_丐帮01.pss	
PVP_KUNGFU10390	data/source/other/HD特效/其他/Pss/UI_大师赛_苍云01.pss	
PVP_KUNGFU10447	data/source/other/HD特效/其他/Pss/UI_大师赛_长歌02.pss	
PVP_KUNGFU10448	data/source/other/HD特效/其他/Pss/UI_大师赛_长歌01.pss	
PVP_KUNGFU10464	data/source/other/HD特效/其他/Pss/UI_大师赛_霸刀01.pss	
PVP_KUNGFU10533	data/source/other/HD特效/其他/Pss/UI_大师赛_凌海决01.pss	
PVP_KUNGFU10585	data/source/other/HD特效/其他/Pss/UI_大师赛_凌雪01.pss	
MJ_SkillID21757	data/source/other/HD特效/技能/Pss/状态/M_明教屏幕风沙_HD.pss	
SFX_ACTIVITY_WATER	data/source/other/HD特效/技能/Pss/发招/S_水雾屏幕特效a01.pss	
LXG_SkillID22360	data/source/other/HD特效/其他/Pss/p_屏幕凌雪阁02.pss	
SFXP_GIFTA	data\source\other\hd特效\其他\pss\p_屏幕护盾01.pss	
SFXP_GIFTB	data\source\other\hd特效\其他\pss\p_屏幕回血01.pss	
SFXP_GIFTC	data\source\other\hd特效\其他\pss\ui_屏幕雷电3秒01.pss	
SFXP_GIFTD	data\source\other\hd特效\其他\pss\p_屏幕紫色01.pss	
FYYB_XM_START	data\source\other\hd特效\其他\pss\b_白某炫目闪光_完整.pss	
FYYB_XM_CONTINUE	data\source\other\hd特效\其他\pss\b_白某炫目闪光_持续.pss	
FYYB_XM_END	data\source\other\hd特效\其他\pss\b_白某炫目闪光_消散.pss	
CUT_SCENE	data\source\other\新特效\其他\Pss\Z_转场雪.pss	
AXF_SUCCESSPINK	data\source\other\hd特效\其他\pss\ui_成功粉色.pss	
AXF_SUCCESSBLUE	data\source\other\hd特效\其他\pss\ui_成功蓝色.pss	
AXF_FAIL	data\source\other\hd特效\其他\pss\ui_失败.pss	
AXF_BLOOD	data\source\other\hd特效\其他\pss\a_安小锋捂眼_屏幕.pss	
YT_SkillID24385	data/source/other/HD特效/其他/Pss/p_屏幕天禁.pss	
WTSZ_BLACK	data\source\other\特效\系统\sfx\其他\屏幕特效_黑屏01.sfx	data/source/other/HD特效/其他/Pss/UI_屏幕特效_黑屏01.pss
ZYRC_SURF	data\source\other\hd特效\其他\pss\p_屏幕水波01.pss	
YF_DEAD	data\source\other\hd特效\其他\pss\p_屏幕毒液01.pss	
GJT_XINMO	data\source\other\HD特效\其他\Pss\P_屏幕特效_心魔01.pss	
DMD_MITAO	data\source\other\hd特效\其他\pss\b_白某炫目闪光_完整.pss	
CANGYUN_BUQU	data\source\other\hd特效\其他\pss\p_屏幕苍云不屈.pss	
TXS_FSMY	data\source\other\hd特效\技能\pss\发招\s_沙尘屏幕特效a01.pss	
TANGMEN_SHANGUANG	data/source/other/HD特效/技能/Pss/发招/T_唐门屏幕闪光01.pss	
SFX_THUNDER	data\source\other\hd特效\其他\pss\ui_屏幕雷电01.pss	
SFX_ACTIVITY_POISION2	data\source\other\hd特效\技能\pss\发招\s_沙尘屏幕特效a01_绿色.pss	
SFX_HELL	data/source/other/HD特效/其他/Pss/p_屏幕凌雪阁01.pss	
SFX_BLACKOUT	data\source\other\特效\技能\sfx\释放\h黑屏.sfx	
TSWQ_PL	data\source\other\hd特效\技能\pss\发招\p_蓬莱特殊武器氛围屏幕效果02.pss	
GA_WATER	data\source\other\hd特效\其他\pss\p_屏幕水上升.pss	
HT_DEST	data\source\other\hd特效\其他\pss\p_屏幕粉尘01.pss	
GA_OUT	data\source\other\hd特效\其他\pss\p_屏幕水02.pss	
SFX_TK	data\source\other\hd特效\其他\pss\p_屏幕特效_偷看.pss	
PVP_KUNGFU10615	data/source/other/HD特效/其他/Pss/UI_大师赛_衍天宗01.pss	
SFX_TRANSMISSION_INK	data/source/other/HD特效/其他/Pss/P_屏幕特效_水墨扩散.pss	
TZ_DMD_EYES	data\source\other\hd特效\其他\pss\p_屏幕特效_偷看.pss	
SFX_PMS	data/source/other/HD特效/其他/Pss/p_屏幕水.pss	
SFX_PMGR	data\source\other\HD特效\其他\Pss\ui_屏幕信号干扰01.pss	
SFX_828CAIDAN	data\source\other\hd特效\其他\pss\p_屏幕828_彩蛋.pss	
SFX_828YIZHANG	data\source\other\hd特效\其他\pss\p_屏幕828_第一章.pss	
SFX_828ERZHANG	data\source\other\hd特效\其他\pss\p_屏幕828_第二章.pss	
SFX_828SANZHANG	data\source\other\hd特效\其他\pss\p_屏幕828_第三章.pss	
SFX_828SIZHANG	data\source\other\hd特效\其他\pss\p_屏幕828_第四章.pss	
SFX_828WUZHANG	data\source\other\hd特效\其他\pss\p_屏幕828_第五章.pss	
SFX_FROZEN	data\source\other\hd特效\其他\pss\ui_冰冻全屏.pss	
SFX_ACTIVITY_TIANYUAN	data\source\other\hd特效\技能\pss\发招\s_沙尘屏幕特效雪圈01.pss	
SQ_BLACK	data\source\other\HD特效\其他\Pss\S_桑乔黑屏.pss	
ARENA_INHERIT_PARENT	data/source/other/HD特效/其他/Pss/	
HSLH_ANY_WIND	data/source/other/HD特效/技能/Pss/状态/A_阿诺依屏幕风_HD.pss	
HECTOBATTLE_RED	data\source\other\hd特效\其他\pss\p_屏幕特效红.pss	
HECTOBATTLE_BLUE	data\source\other\hd特效\其他\pss\p_屏幕特效蓝.pss	
HECTOBATTLE_YELLOW	data\source\other\hd特效\其他\pss\p_屏幕特效黄.pss	
HECTOBATTLE_GREEN	data\source\other\hd特效\其他\pss\p_屏幕特效绿.pss	
HECTOBATTLE_PURPLE	data\source\other\hd特效\其他\pss\p_屏幕特效紫.pss	
HECTOBATTLE_BLACK	data\source\other\hd特效\其他\pss\p_屏幕特效黑.pss	
HECTOBATTLE_WHITE	data\source\other\hd特效\其他\pss\p_屏幕特效白.pss	
PVP_KUNGFU10626	data/source/other/HD特效/其他/Pss/UI_大师赛_药宗01.pss	
PVP_KUNGFU10627	data/source/other/HD特效/其他/Pss/UI_大师赛_药宗02.pss	
BATTLEEND_HQ1	data/source/other/HD特效/其他/Pss/UI_攻防结算_完胜_浩气盟.pss	
BATTLEEND_HQ2	data/source/other/HD特效/其他/Pss/UI_攻防结算_大胜_浩气盟.pss	
BATTLEEND_HQ3	data/source/other/HD特效/其他/Pss/UI_攻防结算_险胜_浩气盟.pss	
BATTLEEND_HQ4	data/source/other/HD特效/其他/Pss/UI_攻防结算_战平_浩气盟.pss	
BATTLEEND_HQ5	data/source/other/HD特效/其他/Pss/UI_攻防结算_战败_浩气盟.pss	
BATTLEEND_ER1	data/source/other/HD特效/其他/Pss/UI_攻防结算_完胜_恶人谷.pss	
BATTLEEND_ER2	data/source/other/HD特效/其他/Pss/UI_攻防结算_大胜_恶人谷.pss	
BATTLEEND_ER3	data/source/other/HD特效/其他/Pss/UI_攻防结算_险胜_恶人谷.pss	
BATTLEEND_ER4	data/source/other/HD特效/其他/Pss/UI_攻防结算_战平_恶人谷.pss	
BATTLEEND_ER5	data/source/other/HD特效/其他/Pss/UI_攻防结算_战败_恶人谷.pss	
BATTLEEND_LOOP_HQ1	data/source/other/HD特效/其他/Pss/UI_攻防结算_完胜_循环_浩气盟.pss	
BATTLEEND_LOOP_HQ2	data/source/other/HD特效/其他/Pss/UI_攻防结算_大胜_循环_浩气盟.pss	
BATTLEEND_LOOP_HQ3	data/source/other/HD特效/其他/Pss/UI_攻防结算_险胜_循环_浩气盟.pss	
BATTLEEND_LOOP_HQ4	data/source/other/HD特效/其他/Pss/UI_攻防结算_战平_循环_浩气盟.pss	
BATTLEEND_LOOP_HQ5	data/source/other/HD特效/其他/Pss/UI_攻防结算_战败_循环_浩气盟.pss	
BATTLEEND_LOOP_ER1	data/source/other/HD特效/其他/Pss/UI_攻防结算_完胜_循环_恶人谷.pss	
BATTLEEND_LOOP_ER2	data/source/other/HD特效/其他/Pss/UI_攻防结算_大胜_循环_恶人谷.pss	
BATTLEEND_LOOP_ER3	data/source/other/HD特效/其他/Pss/UI_攻防结算_险胜_循环_恶人谷.pss	
BATTLEEND_LOOP_ER4	data/source/other/HD特效/其他/Pss/UI_攻防结算_战平_循环_恶人谷.pss	
BATTLEEND_LOOP_ER5	data/source/other/HD特效/其他/Pss/UI_攻防结算_战败_循环_恶人谷.pss	
CHANGSU_HEI	data\source\other\hd特效\其他\pss\p_屏幕黑.pss	
CHANGSU_BAI	data\source\other\hd特效\其他\pss\p_屏幕白.pss	
CONTINUE_BLACK	data\source\other\HD特效\其他\Pss\S_桑乔黑屏.pss	
END_CONTINUE_BLACK	data/source/other/HD特效/其他/Pss/	
TIAOZHANKAISHI	data\source\other\新特效\其他\pss\t_挑战开始01.pss	
TIAOZHANCHENGGONG	data\source\other\新特效\其他\pss\t_挑战成功01.pss	
TIAOZHANJIESHU	data\source\other\新特效\其他\pss\t_挑战结束01.pss	
HECTOBATTLE_ENDURANCE	data\source\other\HD特效\其他\Pss\p_屏幕破碎01_耐力.pss	
HECTOBATTLE_SPIRIT	data\source\other\HD特效\其他\Pss\p_屏幕破碎01_精神.pss	
GET_HURT_ONCE	data\source\other\HD特效\技能\Pss\发招\p_屏幕受伤_李重茂.pss	
YJLM_RAIN	data\source\other\hd特效\其他\pss\p_屏幕虫雨.pss	
GJT_BLACKRED	data\source\other\hd特效\其他\pss\p_屏幕红.pss	
ACTIVITY_FIRE	data\source\other\hd特效\其他\pss\p_屏幕火场01.pss	
WYZ_XL_A	data\source\other\hd特效\其他\pss\p_屏幕锁链缠绕01.pss	
WYZ_XL_B	data\source\other\hd特效\其他\pss\p_屏幕锁链持续01.pss	
WYZ_XL_C	data\source\other\hd特效\其他\pss\p_屏幕锁链破碎01.pss	
SFX_GOLDSWIRL	data\source\other\HD特效\其他\Pss\P_屏幕特效_金色扩散.pss	
LOGIN_MOVIE	ui/Video/JX3WLSZ.mp4	
ROUGELIKE_KILL	data\source\other\HD特效\其他\Pss\UI_击杀数字_	
ROUGELIKE_RESULT_WIN	data\source\other\HD特效\其他\Pss\UI_八荒衡鉴_结算成功.pss	
ROUGELIKE_RESULT_FAILED	data\source\other\HD特效\其他\Pss\UI_八荒衡鉴_结算失败.pss	
ROUGELIKE_TIME_WIN	data\source\other\HD特效\其他\Pss\UI_战场结算胜利01.pss	
ROUGELIKE_TIME_FAILED	data\source\other\HD特效\其他\Pss\UI_战场结算失败01.pss	
KUNFU_FLUCTUATE	data\source\other\hd特效\技能\pss\发招\p_屏幕内力波动.pss	
YQH_YB	data\source\other\hd特效\技能\pss\发招\p_屏幕月泉淮白屏.pss	
MOBILE_LOGIN_MOVIE	mui/Video/load_video.mp4	
KANYU	data\source\other\hd特效\其他\pss\p_屏幕堪舆师.pss	
JLD_QL_DIE1	data\source\other\hd特效\其他\pss\q_麒麟屏幕秽气.pss	
JLD_QL_DIE2	data\source\other\hd特效\其他\pss\p_屏幕特效_水墨扩散.pss	
JLD_QL_FIN	data\source\other\hd特效\其他\pss\b_白某炫目闪光_完整.pss
LONELYMODE_CLOUD_WHITE_2	data\source\other\HD特效\其他\Pss\P_屏幕云雾转场_白01_优化版.pss	
QUEST_KEEP_REDANDBLACK	data\source\other\HD特效\其他\Pss\Y_眼眶屏幕循环01.pss	
