ID	Level	TypeID	SkillID	IconID	Name	Desc	BindSkillID	TrainCost	ShowNewRecipeTip	nPriority	nShowAppendSkillID
91	1	2	306	1825	《北冥剑气·太极无极》注解残页	施展招式的消耗降低30%。		1800			
92	1	5	306	1828	《北冥剑气·太极无极》秘诀残页	会心提高2%。		2100			
93	1	5	306	1828	《北冥剑气·太极无极》秘诀断篇	会心提高3%。		2400			
94	1	5	306	1828	《北冥剑气·太极无极》秘诀绝章	会心提高4%。		2100			
95	1	7	306	1830	《北冥剑气·太极无极》详解残页	命中提高1%。		3300			
96	1	7	306	1830	《北冥剑气·太极无极》详解断篇	命中提高2%。		3300			
97	1	6	306	1829	《北冥剑气·太极无极》参悟残页	伤害提高15%。		2100			
98	1	6	306	1829	《北冥剑气·太极无极》参悟断篇	伤害提高15%。		2100			
99	1	6	306	1829	《北冥剑气·太极无极》参悟绝章	伤害提高20%。		2400			
100	1	5	365	1828	《天道剑势·无我无剑》秘诀残页	会心提高2%。		8400			
101	1	5	365	1828	《天道剑势·无我无剑》秘诀断篇	会心提高3%。		9900			
102	1	5	365	1828	《天道剑势·无我无剑》秘诀绝章	会心提高4%。		15000			
103	1	7	365	1830	《天道剑势·无我无剑》详解残页	命中提高1%。		11400			
104	1	7	365	1830	《天道剑势·无我无剑》详解断篇	命中提高2%。		12300			
105	1	6	365	1829	《天道剑势·无我无剑》参悟残页	伤害提高3%。		8400			
106	1	6	365	1829	《天道剑势·无我无剑》参悟断篇	伤害提高4%。		9300			
107	1	6	365	1829	《天道剑势·无我无剑》参悟绝章	伤害提高5%。		9000			
108	1	8	365	1831	《天道剑势·无我无剑》人偶图残页	命中目标则续气半格。		23400			
109	1	1	312	1824	《坐忘经·坐忘无我》穴位图残页	调息时间减少4秒。		3600			
110	1	1	312	1824	《坐忘经·坐忘无我》穴位图断篇	调息时间减少8秒。		13200			
111	1	2	312	1825	《坐忘经·坐忘无我》注解残页	施展招式的消耗降低20%。		1500			
112	1	2	312	1825	《坐忘经·坐忘无我》注解断篇	施展招式的消耗降低25%。		1800			
113	1	2	312	1825	《坐忘经·坐忘无我》注解绝章	施展招式的消耗降低30%。		1800			
114	1	1	1	1824	《坐忘经·坐忘无我》穴位图绝章	调息时间减少6秒。		4200			
115	1	8	312	1831	《坐忘经·坐忘无我》人偶图残页	移动速度提高10%，持续6秒。		6000			
116	1	8	312	1831	《坐忘经·坐忘无我》人偶图断篇	招式立刻恢复5%气血最大值及5%内力最大值。		5400			
117	1	8	312	1831	《坐忘经·坐忘无我》人偶图绝章	“坐忘无我”消失后3秒内自身受到的伤害降低50%。		14100			
118	1	1	49	1879	《扫叶腿法·回风扫叶》穴位图残页	调息时间减少0.5秒。					
119	1	1	49	1879	《扫叶腿法·回风扫叶》穴位图断篇	调息时间减少0.7秒。					
120	1	1	49	1879	《扫叶腿法·回风扫叶》穴位图绝章	调息时间减少0.8秒。					
121	1	2	49	1880	《扫叶腿法·回风扫叶》注解残页	施展招式的消耗降低40%。					
122	1	2	49	1880	《扫叶腿法·回风扫叶》注解断篇	施展招式的消耗降低50%。					
123	1	6	49	1884	《扫叶腿法·回风扫叶》参悟残页	伤害提高100%。					
124	1	6	49	1884	《扫叶腿法·回风扫叶》参悟断篇	伤害提高100%。					
125	1	1	58	1879	《混元气·猛虎下山》穴位图残页	调息时间减少5秒。					
125	2	1	0	1879	《江湖轻功·神行千里》穴位图残页	调息时间减少15分钟。					
126	1	1	58	1879	《混元气·猛虎下山》穴位图断篇	调息时间减少10秒。					
127	1	2	58	1880	《混元气·猛虎下山》注解残页	施展招式的消耗降低10%。					
128	1	8	58	1886	《混元气·猛虎下山》人偶图残页	招式附加气血恢复，持续9秒。					
129	1	8	58	1886	《混元气·猛虎下山》人偶图断篇	招式附加气血恢复，持续9秒。					
130	1	8	58	1886	《混元气·猛虎下山》人偶图绝章	招式附加气血恢复，持续9秒。					
131	1	1	564	1835	《猿公剑法·剑灵寰宇》穴位图残页	调息时间减少2秒。		6000			
132	1	1	564	1835	《猿公剑法·剑灵寰宇》穴位图断篇	调息时间减少3秒。		6600			
133	1	2	564	1836	《猿公剑法·剑灵寰宇》注解残页	施展招式的消耗降低20%。		2400			
134	1	2	564	1836	《猿公剑法·剑灵寰宇》注解断篇	施展招式的消耗降低20%。		2700			
135	1	9	564	1843	《猿公剑法·剑灵寰宇》真传残页	招式的有效距离增加2尺。		3900			
136	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟残页	伤害提高15%。		3000			
137	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟断篇	伤害提高15%。		5100			
138	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟绝章	伤害提高20%。		3300			
139	1	1	561	1835	《猿公剑法·剑气长江》穴位图残页	调息时间减少1秒。		23400			
140	1	1	561	1835	《猿公剑法·剑气长江》穴位图断篇	调息时间减少1秒。		23400			
141	1	2	1	1836	《猿公剑法·剑气长江》注解残页	施展招式的消耗降低10%。		8400			
142	1	2	1	1836	《猿公剑法·剑气长江》注解断篇	施展招式的消耗降低10%。		8400			
143	1	5	561	1839	《猿公剑法·剑气长江》秘诀残页	会心提高2%。		9000			
144	1	5	561	1839	《猿公剑法·剑气长江》秘诀断篇	会心提高3%。		11700			
145	1	6	561	1840	《猿公剑法·剑气长江》参悟残页	伤害提高4%。		9000			
146	1	6	561	1840	《猿公剑法·剑气长江》参悟断篇	伤害提高6%。		9900			
147	1	2	1	1836	《猿公剑法·剑主天地》注解残页	施展招式的消耗降低10%。		7200			
148	1	2	1	1836	《猿公剑法·剑主天地》注解断篇	施展招式的消耗降低10%。		7500			
149	1	9	561	1843	《猿公剑法·剑气长江》真传残页	招式的有效距离增加1尺。		3900			
150	1	9	561	1843	《猿公剑法·剑气长江》真传断篇	招式的有效距离增加1尺。		6000			
151	1	6	562	1840	《猿公剑法·剑主天地》参悟残页	伤害提高3%。		8100			
152	1	6	562	1840	《猿公剑法·剑主天地》参悟断篇	伤害提高4%。		9600			
153	1	8	561	1842	《猿公剑法·剑气长江》人偶图残页	招式减速效果提高15%，施展后立即为自身回复3层剑舞。		18300			
154	1	2	553	1836	《西河剑器·江海凝光》注解残页	施展招式的消耗降低10%。		1800			
155	1	5	553	1839	《西河剑器·江海凝光》秘诀残页	会心提高2%。		2100			
156	1	5	553	1839	《西河剑器·江海凝光》秘诀断篇	会心提高3%。		3600			
157	1	9	553	1843	《西河剑器·江海凝光》真传残页	招式的有效距离增加2尺。		2700			
158	1	9	553	1843	《西河剑器·江海凝光》真传断篇	招式的有效距离增加2尺。		6000			
159	1	9	553	1843	《西河剑器·江海凝光》真传绝章	招式的有效距离增加2尺。		3900			
160	1	6	553	1840	《西河剑器·江海凝光》参悟残页	伤害提高15%。		2100			
161	1	6	553	1840	《西河剑器·江海凝光》参悟断篇	伤害提高15%。		2100			
162	1	1	552	1835	《剑器浑脱·邻里曲》穴位图残页	调息时间减少100秒。		7200			
163	1	1	552	1835	《剑器浑脱·邻里曲》穴位图断篇	调息时间减少100秒。		7200			
164	1	1	552	1835	《剑器浑脱·邻里曲》穴位图绝章	调息时间减少100秒。		7200			
165	1	2	552	1836	《剑器浑脱·邻里曲》注解残页	施展招式的消耗降低20%。		2100			
166	1	2	552	1836	《剑器浑脱·邻里曲》注解断篇	施展招式的消耗降低30%。		2700			
167	1	8	552	1842	《剑器浑脱·邻里曲》人偶图残页	重置“蝶弄足”调息时间。		7800			
168	1	8	552	1842	《剑器浑脱·邻里曲》人偶图断篇	重置“帝骖龙翔”调息时间。		11400			
169	1	1	568	1835	《剑器浑脱·繁音急节》穴位图残页	调息时间减少1秒。		10800			
170	1	1	568	1835	《剑器浑脱·繁音急节》穴位图断篇	调息时间减少2秒。		13200			
171	1	1	568	1835	《剑器浑脱·繁音急节》穴位图绝章	调息时间减少3秒。		15600			
172	1	2	1	1836	《剑器浑脱·满堂势》注解残页	施展招式的消耗降低20%。		7500			
173	1	2	1	1836	《剑器浑脱·满堂势》注解断篇	施展招式的消耗降低30%。		6300			
174	1	8	568	1842	《剑器浑脱·繁音急节》人偶图残页	招式附加闪避值提高10%，持续5秒。		13200			
175	1	8	568	1842	《剑器浑脱·繁音急节》人偶图断篇	招式附加额外内功防御提高30点，持续5秒。		13200			
176	1	2	556	1836	《霓裳羽衣·上元点鬟》注解残页	施展招式的消耗降低5%。		2400			
177	1	2	556	1836	《霓裳羽衣·上元点鬟》注解断篇	施展招式的消耗降低10%。		3300			
178	1	2	556	1836	《霓裳羽衣·上元点鬟》注解绝章	施展招式的消耗降低10%。		3600			
179	1	9	556	1843	《霓裳羽衣·上元点鬟》真传残页	招式的有效距离增加2尺。		3900			
180	1	9	556	1843	《霓裳羽衣·上元点鬟》真传断篇	招式的有效距离增加2尺。		9900			
181	1	9	556	1843	《霓裳羽衣·上元点鬟》真传绝章	招式的有效距离增加2尺。		4500			
182	1	8	556	1842	《霓裳羽衣·上元点鬟》人偶图断篇	疗伤成效提高7%。		10500			
183	1	1	557	1835	《西河剑器·天地低昂》穴位图残页	调息时间减少15秒。		15000			
184	1	1	557	1835	《西河剑器·天地低昂》穴位图断篇	调息时间减少15秒。		15000			
185	1	2	557	1836	《西河剑器·天地低昂》注解残页	施展招式的消耗降低20%。		6900			
186	1	2	557	1836	《西河剑器·天地低昂》注解断篇	施展招式的消耗降低30%。		9900			
187	1	10	557	1844	《西河剑器·天地低昂》手抄残页	招式附加效果持续时间增加3秒。		23400			
188	1	8	557	1842	《西河剑器·天地低昂》人偶图断篇	招式附加内力恢复，持续12秒。		19200		2	
189	1	8	557	1842	《西河剑器·天地低昂》人偶图残页	招式附加气血恢复，持续9秒。		22500		1	
190	1	2	554	1836	《霓裳羽衣·翔鸾舞柳》注解残页	施展招式的消耗降低5%。		6000			
191	1	2	554	1836	《霓裳羽衣·翔鸾舞柳》注解断篇	施展招式的消耗降低10%。		6600			
192	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传残页	招式的有效距离增加2尺。		8100			
193	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传断篇	招式的有效距离增加2尺。		9000			
194	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传绝章	招式的有效距离增加2尺。		23400			
195	1	8	554	1842	《霓裳羽衣·翔鸾舞柳》人偶图残页	疗伤成效提高3%。		10200			
196	1	8	554	1842	《霓裳羽衣·翔鸾舞柳》人偶图断篇	疗伤成效提高5%。		15000			
197	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图残页	调息时间减少120秒。		5100			
198	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图断篇	调息时间减少180秒。		9000			
199	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图绝章	调息时间减少240秒。		16200			
200	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图残页	运功时间减少0.25秒。		14100			
201	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图断篇	运功时间减少0.25秒。		10500			
202	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图绝章	运功时间减少0.25秒。		12900			
203	1	9	551	1843	《剑器浑脱·心鼓弦》真传残页	招式的有效距离增加4尺。		4500			
204	1	1	570	1835	《西河剑器·月华倾泻》穴位图残页	调息时间减少5秒。		6000			
205	1	1	570	1835	《西河剑器·月华倾泻》穴位图断篇	调息时间减少10秒。		12900			
206	1	1	570	1835	《西河剑器·月华倾泻》穴位图绝章	调息时间减少15秒。		16500			
207	1	2	570	1836	《西河剑器·月华倾泻》注解残页	施展招式的消耗降低10%。		2700			
208	1	2	570	1836	《西河剑器·月华倾泻》注解断篇	施展招式的消耗降低20%。		2400			
209	1	9	570	1843	《西河剑器·月华倾泻》真传残页	招式的有效距离增加4尺。		4500			
210	1	8	570	1842	《西河剑器·月华倾泻》人偶图残页	招式附加气血恢复，持续9秒。		9600			
211	1	2	567	1836	《霓裳羽衣·左旋右转》注解残页	施展招式的消耗降低10%。		2100			
212	1	2	567	1836	《霓裳羽衣·左旋右转》注解断篇	施展招式的消耗降低15%。		3000			
213	1	12	567	1843	《霓裳羽衣·左旋右转》真传残页	招式的有效范围增加1尺。		3000			
214	1	12	567	1843	《霓裳羽衣·左旋右转》真传断篇	招式的有效范围增加1尺。		3000			
215	1	12	567	1843	《霓裳羽衣·左旋右转》真传绝章	招式的有效范围增加1尺。		6900			
216	1	8	567	1842	《霓裳羽衣·左旋右转》人偶图残页	疗伤成效提高3%。		4800			
217	1	8	567	1842	《霓裳羽衣·左旋右转》人偶图断篇	疗伤成效提高5%。		6300			
218	1	2	239	1847	《龙爪功·抱残式》注解残页	施展招式的消耗降低10%。		2100			
219	1	2	239	1847	《龙爪功·抱残式》注解断篇	施展招式的消耗降低15%。		3300			
220	1	2	239	1847	《龙爪功·抱残式》注解绝章	施展招式的消耗降低20%。		2100			
221	1	10	239	1855	《龙爪功·抱残式》手抄残页	招式附加效果持续时间增加2秒。		6900			
222	1	1	239	1846	《龙爪功·抱残式》穴位图残页	调息时间减少1秒。		9600			
223	1	9	239	1854	《龙爪功·抱残式》真传残页	招式的有效距离增加1尺。		3000			
224	1	9	239	1854	《龙爪功·抱残式》真传断篇	招式的有效距离增加1尺。		3600			
225	1	9	239	1854	《龙爪功·抱残式》真传绝章	招式的有效距离增加1尺。		5700			
226	1	8	239	1853	《龙爪功·抱残式》人偶图断篇	招式效果提高10%。		15900			
227	1	1	238	1846	《龙爪功·捕风式》穴位图残页	调息时间减少0.5秒。		7500			
228	1	1	238	1846	《龙爪功·捕风式》穴位图断篇	调息时间减少0.5秒。		16200			
229	1	9	238	1854	《龙爪功·捕风式》真传残页	招式的有效距离增加2尺。		3900			
230	1	9	238	1854	《龙爪功·捕风式》真传断篇	招式的有效距离增加2尺。		6600			
231	1	7	238	1852	《龙爪功·捕风式》详解残页	命中提高1%。		4200			
232	1	7	238	1852	《龙爪功·捕风式》详解断篇	命中提高2%。		4500			
233	1	6	238	1851	《龙爪功·捕风式》参悟残页	伤害提高10%。		3000			
234	1	6	238	1851	《龙爪功·捕风式》参悟断篇	伤害提高10%。		3300			
235	1	6	238	1851	《龙爪功·捕风式》参悟绝章	伤害提高15%。		3300			
236	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图残页	调息时间减少5秒。		4500			
237	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图断篇	调息时间减少10秒。		4500			
238	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图绝章	调息时间减少10秒。		13200			
239	1	2	252	1847	《袈裟伏魔功·大狮子吼》注解残页	施展招式的消耗降低20%。		1800			
240	1	2	252	1847	《袈裟伏魔功·大狮子吼》注解断篇	施展招式的消耗降低30%。		1800			
241	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传残页	招式的有效距离增加1尺。		3600			
242	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传断篇	招式的有效距离增加1尺。		5100			
243	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传绝章	招式的有效距离增加1尺。		3900			
244	1	8	252	1853	《袈裟伏魔功·大狮子吼》人偶图残页	每命中一个目标则增加一点禅那。		11100			
245	1	1	257	1846	《达摩武诀·锻骨诀》穴位图残页	调息时间减少5秒。		20100			
246	1	1	257	1846	《达摩武诀·锻骨诀》穴位图断篇	调息时间减少10秒。		20100			
247	1	1	257	1846	《达摩武诀·锻骨诀》穴位图绝章	调息时间减少10秒。		20100			
248	1	2	257	1847	《达摩武诀·锻骨诀》注解残页	施展招式的消耗降低20%。		7500			
249	1	2	257	1847	《达摩武诀·锻骨诀》注解断篇	施展招式的消耗降低20%。		6900			
250	1	2	257	1847	《达摩武诀·锻骨诀》注解绝章	施展招式的消耗降低20%。		6000			
251	1	8	257	1853	《达摩武诀·锻骨诀》人偶图残页	不受内功伤害影响，持续4秒。		22800			
252	1	8	257	1853	《达摩武诀·锻骨诀》人偶图断篇	招式附加移动速度提高，持续8秒。		22800			
253	1	8	257	1853	《达摩武诀·锻骨诀》人偶图绝章	招式附加每3秒恢复2%最大气血值，持续9秒。		19200			
254	1	2	235	1847	《罗汉棍法·横扫六合》注解残页	施展招式的消耗降低10%。		1800			
255	1	2	235	1847	《罗汉棍法·横扫六合》注解断篇	施展招式的消耗降低15%。		3000			
256	1	2	235	1847	《罗汉棍法·横扫六合》注解绝章	施展招式的消耗降低20%。		1800			
257	1	10	235	1855	《罗汉棍法·横扫六合》手抄残页	招式附加效果持续时间增加6秒。		3000			
258	1	11	235	1856	《罗汉棍法·横扫六合》气血图残页	招式的有效目标人数增加1个。		5100			
259	1	6	235	1851	《罗汉棍法·横扫六合》参悟残页	直接伤害提高50%。		2100			
260	1	4	235	1849	《罗汉棍法·横扫六合》注释残页	威胁提高10%。		2700			
261	1	4	235	1849	《罗汉棍法·横扫六合》注释断篇	威胁提高15%。		4800			
262	1	4	235	1849	《罗汉棍法·横扫六合》注释绝章	强制周围6尺范围内最多5个敌对目标攻击自身，持续3秒。		3300			
263	1	1	232	1846	《罗汉棍法·普渡四方》穴位图残页	调息时间减少0.25秒。		5700			
264	1	1	232	1846	《罗汉棍法·普渡四方》穴位图断篇	调息时间减少0.25秒。		5100			
265	1	7	232	1852	《罗汉棍法·普渡四方》详解残页	命中提高1%。		3000			
266	1	7	232	1852	《罗汉棍法·普渡四方》详解断篇	命中提高2%。		3900			
267	1	7	232	1852	《罗汉棍法·普渡四方》详解绝章	命中提高2%。		3900			
268	1	6	232	1851	《罗汉棍法·普渡四方》参悟残页	伤害提高3%。		2400			
269	1	6	232	1851	《罗汉棍法·普渡四方》参悟断篇	伤害提高4%。		5100			
270	1	6	232	1851	《罗汉棍法·普渡四方》参悟绝章	伤害提高5%。		2700			
271	1	8	1	1853	《罗汉棍法·普渡四方》人偶图残页	招式附加每层阳性内功伤害提高1%，持续15秒，最多叠加5层。		8700			
272	1	2	254	1847	《达摩武诀·清音诀》注解残页	施展招式的消耗降低10%。		900			
273	1	2	254	1847	《达摩武诀·清音诀》注解断篇	施展招式的消耗降低15%。		2100			
274	1	2	254	1847	《达摩武诀·清音诀》注解绝章	施展招式的消耗降低20%。		900			
275	1	9	254	1854	《达摩武诀·清音诀》真传残页	招式的有效距离增加2尺。		1500			
276	1	9	254	1854	《达摩武诀·清音诀》真传断篇	招式的有效距离增加2尺。		1500			
277	1	9	254	1854	《达摩武诀·清音诀》真传绝章	招式的有效距离增加2尺。		2100			
278	1	8	254	1853	《达摩武诀·清音诀》人偶图残页	能卸除额外一个点穴不利效果。		3300			
279	1	8	254	1853	《达摩武诀·清音诀》人偶图断篇	能卸除额外一个减速不利效果。		10800			
280	1	8	254	1853	《达摩武诀·清音诀》人偶图绝章	招式附加气血恢复，持续9秒。		10800			
281	1	5	2572	1850	《龙爪功·守缺式》秘诀绝章	会心提高4%。		17100		3	
282	1	2	2572	1847	《龙爪功·守缺式》注解绝章	施展招式的消耗降低15%。		23400		3	
283	1	2	2572	1847	《龙爪功·守缺式》注解残页	施展招式的消耗降低10%。		7500		1	
284	1	2	2572	1847	《龙爪功·守缺式》注解断篇	施展招式的消耗降低15%。		7500		2	
285	1	5	2572	1850	《龙爪功·守缺式》秘诀残页	会心提高2%。		10800		1	
286	1	5	2572	1850	《龙爪功·守缺式》秘诀断篇	会心提高3%。		17100		2	
287	1	6	2572	1851	《龙爪功·守缺式》参悟残页	伤害提高3%。		9000			
288	1	6	2572	1851	《龙爪功·守缺式》参悟断篇	伤害提高4%。		9000			
289	1	6	2572	1851	《龙爪功·守缺式》参悟绝章	伤害提高5%。		9000			
290	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀残页	会心提高2%。		9300			
291	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀断篇	会心提高3%。		10500			
292	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀绝章	会心提高4%。		9900			
