ID	Name	RecoverHP
175	童女	
176	万花仙鹿	
177	文西	
178	曲风	
179	徐书	
180	案台	
181	茶童	
182	白雅元	
183	柳书萍	
184	周儒	
185	宋歌生	
186	王琦	
187	蜀国银甲兵	
188	魏国金甲兵	
189	水苏	
190	王远海	
191	许楷龙	
192	骁果营禁卫军	
193	骁果营禁卫统领	
194	骁果营军犬	
195	骁果营恶狼	
196	骁果营禁军队正	
197	骁果营禁军校尉	
198	骁果营禁军军师	
200	骁果营机关技师	
201	朱杰	
202	大河龟	
203	尸兵	
204	雷霆铁甲龙	
205	雷霆铁颅	
206	亡魂尸	
207	武毒尸	
208	野狼	
210	黑斑猪	
211	肥大的青蛙	
212	壮年野狼	
213	骁果营神机弩机	
214	骁果营破损弩机	
215	骁果营猛虎	
216	大棕熊	
217	阿里曼行善者	
218	阿里曼行善者	
219	骁骑营士卒	
220	哈贝	
221	哈宝	
222	被毒害的百姓	
223	阵部下忍	
224	被毒害的百姓	
225	松岛流初段	
226	松岛流三段	
227	大黑熊	
228	被毒害的百姓	
229	被毒害的百姓	
230	被毒害的百姓	
231	被毒害的百姓	
232	被毒害的百姓	
233	被毒害的百姓	
234	被毒害的百姓	
235	哈瓜	
236	松岛流足轻组头	
237	哈皮	
238	铜钱会恶棍	
239	铜钱会恶棍	
240	董大婶	
241	地鼠门小厮	
242	迎氏	
243	万花白棋仆	
244	万花黑棋仆	
245	天峰营执戟枪兵	
246	天峰营蒙首刀兵	
247	天峰营飞羽射手	
248	王行	
249	纯阳气宗弟子	
250	焦常	
251	纯阳剑宗弟子	
252	少林达摩院弟子	
253	严正	
254	曾力	
255	姬研惠	
256	白小蝶	
257	少林戒律院弟子	
258	玄武	
259	少林初级弟子	
260	1号区域控制	
261	2号区域总控	
262	3号区域总控	
263	杜鹃	
264	楚秀弄月弟子	
265	乞丐	
266	董大叔	
267	董千青	
268	何二	
269	雁水生	
270	周乔	
271	刘兰	
272	昭秀舞风弟子	
273	魏麻	
274	徐伟	
275	绮秀纹雪弟子	
276	冯德	
277	向云峰	
278	叶承风	
279	柳随风	
280	尉迟九骏	
281	李尧	
282	玄悲	
283	陌香	
284	红兰	
285	方宇谦	
286	柳随云	
287	韩尚仁	
288	守岗水贼	
289	行不法	
290	颜如烟	
291	李文表	
292	孙傲	
293	天一教祭祀	
294	祭祀魔骨	
295	裴渺	
296	星陨	
297	忍木	
298	孙敬萧	
299	士	
300	相	
301	马	
302	车	
303	卒	
304	兵	
305	士	
306	潘毅	
307	相	
308	阮梅	
309	马	
310	道痴	
311	车	
312	许攸	
313	张晨	
314	谢长	
315	程伯	
316	舍氏	
317	炮	
318	炮	
319	秋易醉	
320	壁箭	
321	茂方雄二	
322	燕正风	
323	呈元	
324	游客	
325	伙计	
326	宫本家初段	
327	雷部下忍	
328	宫本家足轻	
329	宫本秀夫	
330	龙剑岭山贼	
331	龙剑岭土匪	
332	地字肆柒	
333	良名	
334	地字玖叁	
335	地字贰伍	
336	金鑫	
337	林瑜	
338	孔真	
339	莫雨	
340	松岛流足轻	
341	食物均输使	
342	军器均输使	
343	布帛均输使	
344	药材均输使	
345	书画均输使	
346	阿甘二型	
347	罗风肆	
348	食肉和尚	
349	花声散	
350	军器监恶僧	
351	刘鹤奔	
352	兔子的遗体	
353	布帛和尚	
354	药材监恶僧	
355	濒死的矿工	
356	水立涛	
357	书画和尚	
358	幼小的青蛙	
359	道游	
360	易和尚	
361	明师太	
362	白棋	
363	景上青	
364	天池	
365	一号BOSS总控	
366	吴乐	
367	黑棋	
368	二号BOSS总控	
369	三号BOSS总控	
370	神机箭	
371	易氏	
372	骁果营残破弩机	
373	方勇	
374	李复	
375	洛风	
376	孙婆婆	
377	张钧	
378	萧孟	
379	小四	
380	恶人谷信使	
381	慧烨	
382	慧辉	
383	柯木匠	
384	涂亮	
385	扬州车夫	
386	高渐离	
387	阿雪	
388	聂蓉儿	
389	风间家足轻	
390	罗掌柜	
391	段宝生	
392	丁聚财	
393	龙女	
394	兵部下忍	
395	土肥原家足轻	
396	土肥原龙一	
397	温吞水	
398	悠闲的茶博士	
399	陆仁甲	
400	肖兵乙	
401	管仲丁	
402	鬼祟的女子	
403	醉酒的乞丐	
404	县衙仵作	
405	粮店伙计	
406	盘查的衙役	
407	王老虎	
408	田中英吉	
409	英吉家初段	
410	英吉家足轻	
411	硕大的老鼠	
412	张三	
413	李四	
414	风间家足轻组头	
415	风间家初段	
416	土肥原次郎	
417	冯红玉	
418	丁彩	
419	宁春姐	
420	秦崇一	
421	炎部下忍	
422	被困的门派弟子	
423	郎中莫空	
424	黑棋重生点	
425	村民遗体	
426	村民遗体	
427	张五龙	
428	饭缸	
429	扬州城守卫	
430	僧一行	
432	万花弟子	
433	万花弟子	
434	范励	
435	总控一号	
436	总控二号	
437	总控三号	
438	总控四号	
439	终极铁颅	
440	终极机甲龙	
441	总控五号	
442	总控六号	
443	调整表现用专用id	
444	炎帝狱表现体	
445	内力场	
446	天一教尸人	
447	驻守首领	
448	火	
449	浩气盟守卫	
450	潘婷	
451	白少鱼	
452	浩气盟前锋	
453	慕容烟	
454	张白菜	
455	潘松	
457	潘柏	
458	于乐	
459	刘大伟	
460	蒋小房	
461	韩春	
462	马骁骁	
463	黄骁勇	
464	李大铁	
465	欧阳月兮	
467	恶人谷前锋	
468	龙薇	
469	扎玛笃的机关卫士	
470	男童	
471	玩耍的小孩	
472	恶人谷守卫	
474	恶人谷前锋	
475	浩气盟前锋	
476	天一教尸将	
477	刘华山	
478	女童	
479	薛康泰	
480	李牧牛	
481	天一教制毒师	
482	卢恒	
483	一刀流刺客	
484	杨延康	
485	大螃蟹	
486	小依	
487	马识途	
488	毒手蛇群	
489	天一教毒尸	
490	蝴蝶	
491	李果	
492	无双	
493	迦兰武僧	
494	赵山河	
495	武文墨	
496	谢断笔	
497	雌蛛	
498	骁骑营骑射生	
499	骁骑营队正	
500	骁骑营典狱官	
501	嵩蛛	
502	少室野猪	
503	外来人	
504	塔林盗墓贼	
505	蒙面盗墓贼	
506	诡行盗墓贼	
507	秘踪盗墓贼	
508	道生	
509	道相	
510	舍利院弟子	
511	罗汉堂弟子	
512	达摩院弟子	
513	禁地守卫	
514	禁地巡逻守卫	
515	呆头木人	
516	挥掌木人	
517	凌厉木人	
518	残破木人	
519	山下家足轻	
520	暗部下忍	
521	暗部中忍	
522	绯村流三段	
523	骁骑营暗卫	
524	田一郎	
525	天竺僧	
526	少壮天竺僧	
527	无我护法	
528	无相护法	
529	智慧王	
530	王婆婆	
531	慧通	
532	慧恒	
533	慧明	
534	张氏	
535	陆旺生	
536	陈江	
537	陆林	
538	秀秀	
539	陈夫人	
540	杨九江	
541	澄悲	
542	藤原	
543	道显	
544	道方	
545	王二牛	
546	吕蒙平	
547	杨伯	
548	道印	
549	察贺巴	
550	道弘	
551	慧恩	
552	澄理	
553	道元	
554	神策军信使	
555	万平	
556	莫雨	
557	慧海	
558	澄实	
559	道水	
560	慧林	
561	伙房吃饭弟子	
562	伙房吃饭弟子	
563	伙房吃饭弟子	
564	道因	
565	道果	
566	慧松	
567	成伯	
568	巡逻寺僧	
569	杨道龄	
570	张凯旋	
571	澄如	
572	道衍	
573	吴东诚	
574	澄正	
575	澄信	
576	澄通	
577	马云	
578	道光	
579	天竺小和尚	
580	慧觉	
581	道虚	
582	慧刚	
583	慧难	
584	慧心	
585	慧丰	
586	慧凡	
587	慧弘	
588	道量	
589	道无	
590	慧忍	
591	玄乘	
592	刘军行	
593	海姑	
594	毛毛	
595	古振炎	
596	江明枫	
597	曲星	
598	澄智	
599	鸡	
600	慧辉	
601	猴子	
602	一刀流守卫	
603	受伤的少林弟子	
604		
605	画像先生	
606	卢义隽	
607	柳余恨	
608	证道院弟子	
609	证道院弟子	
610	罗汉堂弟子甲	
611	罗汉堂弟子乙	
612	道丰	
613	慧量	
614	慧衡	
615	熊振鹏	
616	道缘	
617	道醒	
618	方士光	
619	桂英	
620	生病的人	
621	王大力	
622	慧景	
623	路人	
624	少林弟子	
625	少林弟子	
626	道宝	
627	洛阳少林弟子	
628	陆遥	
629	游客	
630	游客	
631	道玉	
632	木桩训练表演和尚	
633	负重训练表演和尚	
634	体操训练表演和尚	
635	慧慈	
636	慧定	
637	勥翰超	
638	燎原	
639	澄如	
640	玄正	
641	智慧王	
642	无我护法	
643	无相护法	
644	天竺僧	
645	天竺僧	
646	伙房吃饭弟子	
647	伙房吃饭弟子	
648	菠菜	
649	长门有希	
650	柳花岩	
651	桃子	
652	恶犬	
653	浩气盟引领人	
654	恶人谷战场接引人	
655	姜胜	
656	牛	
657	辛巴	
658	杨国强	
659	道智	
660	马满江	
661	香炉	
662	彭彭	
663	丁满	
664	秋凝丝	
665	成仓邕	
666	孙储顺	
667	刁山虎	
668	吴韦朗	
669	唐松进	
670	牛吞日	
671	汤早	
672	吴仓晶	
673	烟火弹	
674	林冬忆	
675	于姵华	
676	肖家奴仆	
677	梁巧如	
678	白沛天	
679	康嘉茵	
680	池茁	
681	张知鱼	
682	童桂银	
683	乐晋梦	
686	雪虎	
689	元千山	
690	周务晔	
691	卢抱雪	
692	岳知科	
693	袁映旭	
694	宁曲依	
695	陆松月	
696	周斌举	
697	潘学众	
698	风临净	
699	骁骑营十骑长	
700	时记倚	
701	华清源	
702	田瑰常	
703	祁进	
704	邓屹杰	
705	葛湃康	
706	胡老爷	
707	纪香云	
708	齐笑云	
709	金昀	
710	高剑	
711	梁萍	
713	于睿	
714	风絮儿	
715	李忘生	
716	林语元	
717	玄虚和尚	
718	阿宝	
719	素天白	
720	周小龙	
721	李元济	
722	羽林军	
723	巴依老爷	
724	丁乾	
725	吴坤	
726	颜巽	
727	潘离	
728	杨善保	
729	叶永	
730	张子卿	
731	阿囡	
732	上官博玉	
733	戚辛	
734	昆仑道士	
735	赵海峰	
736	纳斯列丁·阿凡提	
737	陆剑平	
738	曾志蓓	
739	刘梦阳	
740	琳儿	
741	华紫欣	
742	刘仲言	
743	封伶	
744	聂冲	
745	秦鹤	
746	王阳	
747	陈玄礼	
748	岳晓风	
749	上官悦	
750	羽林军	
751	岳留祥	
752	疯道人	
753	山石道人	
754	霍方	
755	郁清公主	
756	李慕云	
757	萧孟	
758	楼彦	
759	张钧	
760	洛风	
761	许天舒	
762	若兰	
763	燕小霞	
764	王建一	
765	达生	
766	马蹄	
767	骈拇	
768	山木	
769	在宥	
770	至乐	
771	谢晓元	
772	雪狐 	
773	墨狼	
774	霜狼	
775	墨狼王	
776	邪道士	
777	雪林熊	
778	雪纹虎	
779	沉香虎	
780	鸡鸣	
781	窃丹贼	
782	关中草寇	
783	双煞喽罗	
784	苏难当	
785	石不易	
786	辰字营甲兵（废弃）	
787	关恒	
788	阿大	
789	韩老二	
790	阿二(废弃)	
791	王松	
792	阿三	
793	王申竹	
794	猎鹰肖月儿	
795	血鹰胡眉儿	
796	飞鹰陆寒平	
797	苍鹰丘无尽	
798	杨叶中	
799	范定官	
800	浪客剑风	
801	东洋武士	
802	东洋浪人	
803	区慧	
804	武者柳兵卫	
805	穆云浩	
806	武士首领	
807	浪人首领	
808	范汜	
809	高东惇	
810	周风麟	
811	谢一	
812	吴富纪	
813	阳宝哥	
814	蔡柄乾	
815	阳宝哥	
816	阿诛	
817	骁骑营刀兵	
818	骁骑营枪兵	
819	万花骏马	
820	万花骏马	
821	雷雷	
822	萌萌	
823	萌萌	
824	白老虎	
825	鬼行天	
826	王雨岩	
827	堀北明	
828	陈昊	
829	李可儿	
830	箭靶	
831	阿赣	
832	毒蟒	
833	黑蝎	
835	雷霆甲士	
836	胡雪严	
837	王炽	
838	金汤寨匪头	
839	毛驴“大人”	
840	砍头组老大	
841	沙菲娜	
842	砍头组老二	
843	砍头组老三	
844	石舂奴隶	
845	逃跑奴隶遗体	
846	逃跑奴隶的遗体	
847	炎火杀怪总控	
848	白圭	
849	沈万	
850	张 骞	
851	王子贡	
852	叶澄衷	
853	孟川	
854	杉木家武士部将	
855	月部忍众	
856	新建	
857	藏经杀怪总控	
858	镖局弟子遗体	
859	阿里曼刺客	
860	蓬莱侠女	
861	月部上忍	
862	强弓足轻	
863	五毒教弟子	
864	神秘的老人	
865	张纯	
866	李欢	
867	张小勇	
868	谢渊	
869	秘境任务	
870	白蛇	
871	赵断江	
872	骏马	
873	骏马	
874	浩气盟军备官	
875	恶人谷军备官	
876	阎罗王光光	
877	牛	
878	正静堂弟子	
879	正义堂弟子	
880	正宽堂弟子	
881	正道堂弟子	
882	正仁堂弟子	
883	正静堂弟子	
884	正宽堂弟子	
885	正道堂弟子	
886	新建	
888	骁果营飞刀盾手	
889	骁果营飞星射手	
890	方婶	
891	餐风	
892	饮火	
893	吞云	
894	禁军游枪尉	
895	巨剑	
896	长剑	
897	长空令	
898	侍应弟子	
899	猫	
900	侍应弟子	
901	正静堂弟子	
902	朱囡	
903	公孙书砚	
904	古董	
905	核桃	
906	柳叶	
907	肥大的鼠王	
908	柳忠	
909	浩气盟护法弟子	
910	鲍穆侠	
911	鲍羽	
912	素兰	
913	鲍风风	
914	奴隶遗体	
915	何邪	
916	文露	
917	张恒景	
918	阿鹭	
919	牛三婶	
920	李铁头	
921	牛昂	
922	王顺仔	
923	高雨	
924	高灵	
925	王樱	
926	白素素	
927	连伊	
928	关九儿	
929	弓箭车	
930	阿绣	
931	方一兰	
932	沙利亚	
933	正义堂弟子	
934	刘不同	
935	杂役	
936	姜瑞	
937	张玄灵	
938	骆鹏飞	
939	秃鹫王	
940	戚少芳	
941	胡德	
942	环纹赤蛇	
943	细鳞蜥	
944	苏穆武	
945	林雨	
946	毒人林河	
947	孙恒	
948	针尾蝎	
949	浩气盟枪众	
950	浩气盟刀众	
951	浩气盟箭众	
952	浩气盟棍众	
953	浩气盟剑众	
954	纯阳使者	
955	万花使者	
956	洛水大龟	
957	七秀使者	
958	少林使者	
959	天策使者	
960	天极营精锐枪兵	
961	伏地营精锐射手	
962	伏地营精锐枪兵	
963	伏地营精锐刀兵	
964	天极营精锐甲兵	
965	霸刀使者	
966	谢砚章	
967	藏剑使者	
968	长歌使者	
969	白鼻灰熊	
970	昆仑使者	
971	丐帮使者	
972	唐门使者	
973	明教使者	
974	何远鸥	
975	灰鸽子	
976	受伤的霸刀弟子	
977	申行	
978	李晚照	
979	小和尚	
980	王小花	
981	小道童	
982	小药童	
983	前锋营民夫	
984	王虎	
985	毒王奴仆	
986	许先	
987	鲁观星	
988	杨心羽	
990	前锋营精锐射手	
991	墓王府色鬼	
992	斐长空	
993	浩气盟仓房管事	
994	牧有为	
995	华海	
996	阿里曼忠实者	
997	浩气盟伙房管事	
998	阿里曼忠实者	
999	正静堂弟子	
1000	阿里曼狂热者	
1001	阿里曼行善者	
1002	布坊女孩	
1003	书院弟子	
1004	正智堂弟子	
1005	正智堂弟子	
1006	中毒的熊	
1007	周杰	
1008	周丽波	
1009	陈文亮	
1010	游击营刀兵	
1011	毒人头领	
1012	小二	
1013	伤员	
1014	南宫飞霜	
1015	东郭雨	
1016	唐无悔	
1017	成云梦	
1018	竺若山	
1019	七星使·铁兰	
1020	朱困龙	
1021	游荡的毒人	
1022	蛮族力士	
1023	薛平川	
1024	洛水虎	
1025	天极营精锐射手	
1026	傅苍玄	
1027	陆凤仪	
1028	前锋营辎重豪卫	
1029	张文易	
1030	杨秋水	
1031	七星令·秦陌	
1032	郑因	
1033	周边城	
1034	皇甫惟明	
1035	张南云	
1036	焦七佛	
1037	鲍大有	
1038	燕小霞	
1039	气场	
1040	莫十七	
1041	成云烟	
1042	罗玉婉	
1043	海字营甲兵	
1044	海字营射手	
1045	周淮安	
1046	天字柒陆	
1047	瑶华	
1048	绮情	
1049	秋螟	
1050	葛武龙	
1051	葵字营精锐射手	
1052	呼晴	
1053	七星令·别南轩	
1054	万镇南	
1055	武牢关精锐甲兵	
1056	赵怀真	
1057	雷霆手谢羽	
1058	云素君	
1059	朔风营刀兵	
1060	慧若	
1061	韦虎栏	
1062	江上鸥	
1063	刘景	
1064	正智堂弟子	
1065	正智堂弟子	
1066	正宽堂弟子	
1067	正宽堂弟子	
1068	正明堂弟子	
1069	司马八	
1070	白马	
1071	澄隐	
1072	正义堂弟子	
1073	慧远	
1074	慧峰	
1075	孙玄通	
1076	杨妙常	
1077	柳静虚	
1078	正仁堂弟子	
1079	清虚弟子	
1080	玉虚弟子	
1081	灵虚弟子	
1082	金虚弟子	
1083	紫虚弟子	
1084	静虚弟子	
1085	熊白举	
1086	苏御风	
1087	李御	
1088	曹正英	
1089	白四儿	
1090	阿二	
1091	楚小妹	
1092	方紫霞	
1093	陶寒亭	
1094	梁师道	
1095	杜凤儿	
1096	孙老头	
1097	张青	
1098	丽援清	
1099	张苑颖	
1100	赵啃泥	
1101	宋笑声	
1102	纪丘年	
1103	宋家作恶家丁	
1104	宋家纨绔子弟	
1105	嗜人猛虎	
1106	血舌灰狼	
1107	巴哈	
1108	斑斓大虎	
1109	黑衣人头目	
1110	神秘黑衣人	
1111	运送黑衣人	
1112	宋吉祥	
1113	宋春来	
1114	老山野熊	
1115	纵狗家丁	
1116	恶狗	
1117	慧武	
1118	正道堂弟子	
1119	正道堂弟子	
1120	正静堂弟子	
1121	赵氏	
1122	正静堂弟子	
1123	艾氏	
1124	艾牛金	
1125	曹莺之墓	
1126	李复	
1127	紫薇岗野猪	
1128	天一教幻影杀手	
1129	证道院听禅弟子	
1130	功德箱	
1131	赵灵儿	
1132	天璇坛精锐护卫	
1133	林老板	
1134	天璇坛精锐护卫	
1135	齐纤女	
1136	大闸蟹	
1137	田中流三段	
1138	田中鹤	
1139	田中流初段	
1140	正隐堂弟子	
1141	贪婪的盗墓贼	
1142	正杀堂弟子	
1143	正杀堂弟子	
1144	蔡康来	
1145	卢广生	
1146	曾布	
1147	铜头老五	
1148	沈绿衣	
1149	王安	
1150	韩震	
1151	杨坎	
1152	秦兑	
1153	王博	
1154	无辜的小螃蟹	
1155	青木狼	
1156	赤精狐	
1157	白毛金睛虎	
1158	小白毛金睛虎	
1159	赤精幼狐	
1160	恶人谷囚徒	
1161	阿武	
1162	公猴	
1163	母猴	
1164	小猴	
1165	捧盘小猴	
1166	恶人谷囚徒	
1167	恶人谷囚徒	
1168	董勇	
1169	神机弩机	
1170	正仁堂精锐护卫	
1171	冰血护卫	
1172	潘君怜	
1173	阮氏	
1174	恶人谷精锐	
1175	秋叶青	
1176	紫晴	
1177	阮大民	
1178	王大	
1179	刘大志	
1180	刘二志	
1181	董豹	
1182	小月	
1183	火	
1184	恶人谷相师	
1185	小兔子	
1186	偷粮果子狸	
1187	朱云翼	
1188	村民的遗体	
1189	简易的稻草人	
1190	林可	
1191	李松溪	
1192	小狗	
1193	被虏的江湖人士	
1194	蓬莱访客	
1195		
1196	巨大老虎	
1197	邹义鹏	
1198	金老头	
1199	公冶芳	
1200	方伯成	
1201	阳宝哥	
1202	紫薇岗母老虎	
1203	白毛鹦鹉	
1204	宋祁黄	
1205	刘弈	
1206	玄钟	
1207		
1208	甄猛	
1209	魏清池	
1210	柳丹	
1211	丁晨飞	
1212	白劳浩	
1213	单寒峰	
1214	蓬莱使者	
1215	于成仇	
1216	莫一神	
1217	阎世通	
1218	紫薇岗野狼	
1219	矮脚猪	
1220	刘秀	
1221	小鸡	
1222	席孟卿	
1223	陈凡	
1224	蛇	
1225	水贼头子	
1226	再来镇居民	
1227	守寨水寇	
1228	巡逻水寇	
1229	蝎	
1230	正意弟子	
1231	归德弟子	
1232	修理工	
1233	苦力	
1234	女水贼	
1235	强大的龙剑岭山贼	
1236	阿里曼行善者	
1237	练武僧	
1238	蛛	
1239	蟾	
1240	蜈	
1241	母鸡	
1242	小鸡	
1243	地上龙	
1244	元翔人	
1245	云西表现	
1246	河工	
1247	枚成才	
1248	布娃娃	
1249	再来镇守卫	
1250	肖游泰	
1251	司马铁	
1252	童铁鑫	
1253	成光甫	
1254	小华佗	
1255	周琦	
1256	玉九娘	
1257	姜罗	
1258	聋哑仆人	
1259	蓬莱紫女	
1260	凌云梯守卫	
1261	少林护寺僧	
1262	少林巡寺僧	
1263	武通山	
1264	丘秋	
1265	司马雁	
1266	孟韩	
1267	上官寅	
1268	徐淮	
1269	阿九	
1270	史谦	
1271	于连	
1272	水手	
1273	李元良	
1274	秦邑	
1275	梁月	
1276	洪田胥	
1277	灵奴	
1278	香香公主	
1279	胖侍卫	
1280	厨子	
1281	瘦侍卫	
1282	法如和尚	
1283	海盗	
1284	发疯海盗	
1285	上居滨倭寇	
1286	留萌滨倭寇	
1287	鬼村上树	
1288	暗部上忍	
1289	野狗	
1290	金环蛇	
1291	寄居蟹	
1292	海龟	
1293	蜈蚣	
1294	八岐大蛇	
1295	李复	
1296	二当家	
1297	鬼马鹿也	
1298	柳雪伊	
1299	女童	
1300	柳菲	
1301	男童	
1302	卢游佳的尸身	
1303	徐质	
1304	阿里曼忠实者	
1305	万岭寨贡车	
1306	谢无双	
1307	长乐坊混混	
1308	郭海宾	
1309	地鼠门弟子	
1310	地鼠门武师	
1311	地鼠门领头人	
1312	蝙蝠帮刺客	
1313	蝙蝠帮盗贼	
1314	黑蝙蝠落叶冬	
1315	毒尸喜文哥	
1316	铜钱会弟子	
1317	左破天	
1318	金叶子胡右	
1319	金汤寨献贡头领	
1320	正力堂风护卫	
1321	杨不言	
1322	黑蜘蛛	
1323	乌鸦	
1324	清风寨献贡头领	
1325	南屏山流寇	
1326	南屏山流寇头目	
1327	阿里曼使徒	
1328	巨蜈蚣	
1329	坚壳蝎子	
1330	鱼木寨献贡头领	
1331	骁果营捕风卫	
1332	赵威	
1333	金珂的尸身	
1334	弩箭	
1335	曾冷的尸身	
1336	柯楠菱的尸身	
1337	神策追兵	
1338	万岭寨献贡头领	
1339	军机营士兵	
1340	何苦	
1341	日落	
1342	扫把	
1343	杯酒	
1344	欢歌	
1345	万岭寨献贡叛军	
1346	万岭寨献贡女兵	
1347	张开	
1348	玄字叁玖	
1349	玄字伍叁	
1350	清风寨押贡山贼	
1351	奄奄一息的教徒	
1352	奄奄一息的教徒	
1353	奄奄一息的教徒	
1354	阿里曼信徒	
1355	昆仑奴	
1356	昆仑奴	
1357	白如水	
1358	朱青昙	
1359	岳葱柏	
1360	阿里曼宣使	
1361	阿里曼监奴	
1362	源明雅	
1363	水晶瓶	
1364	腐尸	
1365	诗人达达	
1366	清风寨押贡山贼	
1367	姬月	
1368	燕不孙	
1369	向斩萧	
1370	郭小小	
1371	陈翰林	
1372	受伤的余鹤	
1373	受伤的郭林	
1374	受伤的胡大头	
1375	普通弟子	
1376	李弦	
1377	李章科	
1378	朱彦林	
1379	刘昊 	
1380	简万丰	
1381	范道辉	
1382	金勇	
1383	丰晓菲 	
1384	巨大的灰豹	
1385	周方甫	
1386	碧玉茯苓	
1387	小太华龟	
1388	神龙帮众	
1389	董大彪	
1390	灵龟舵无赖(废弃)	
1391	盘蛇舵打手	
1392	密林刺客	
1393	辰字营枪兵	
1394	何潮音	
1395	秋叶青	
1396	李复	
1397	神秘人	
1398	黑狼蛛	
1399	鱼玄机	
1400	江津村村民	
1401	阿里曼复仇者	
1402	零散的倭寇	
1403	娜依	
1404	伊慕蒂沙丽	
1405	伊武	
1406	入江直树	
1407	拉妮娜	
1408	阿里曼忠实者	
1409	阿里曼狂热者	
1410	阳宝哥	
1411	雅丝米妮	
1412	佐藤	
1413	土肥三十六	
1414	日轮山城特使	
1415	猎犬	
1416	兔兔	
1417	铁甲太华龟	
1418	塞日娅	
1419	铜钱会武师	
1420	上居滨探子	
1421	上居滨精锐	
1422	留萌滨探子	
1423	留萌滨精锐	
1424	慕容追风	
1425	余半仙	
1426	夜丝拉	
1427	秋叶青	
1428	阿依莎	
1429	海达	
1430	火把	
1431	小馋猫	
1432	浩气盟辅众	
1433	留萌滨守卫	
1434	天璇坛文华使	
1435	鬼眼野猪	
1436	天玑坛文华使	
1437	女民兵	
1438	被感染的熊	
1439	刘四	
1440	先锋营女兵	
1441	先锋营刀兵	
1442	天权坛文华使	
1443	玉衡坛文华使	
1444	神策军马	
1445	发疯海盗	
1446	桉林野熊	
1447	吴巧儿	
1448	开阳坛文华使	
1449	上居滨鱼鸥	
1450	蝎子	
1451	摇光坛文华使	
1452	曾天河	
1453	秦小蝶	
1454	香梨	
1455	清水毒蛇	
1456	上居滨毒蛇	
1457	花小郁	
1458	清水鱼鸥	
1459	图腾	
1460	鱼鸥	
1461	地鼠门喽罗	
1462	蝙蝠帮喽啰	
1463	铜钱会喽啰	
1464	洛奇飞	
1465	荣三姑	
1466	中毒AOE施放者	
1467	江湖客	
1468	马丹	
1469	范灵	
1470	罗伊	
1471	赵敬	
1472	江湖客	
1473	天枢坛文华使	
1474	万人坑精锐守卫	
1475	罗镜儿	
1476	中尸毒的罗镜儿	
1477	隐元会护集	
1478	鹰猎	
1479	三峡灰驴	
1480	金日映雪	
