MapID	SymbolID	ImagePath	nFrame	Name	Description	Position
12	9	ui/Image/Minimap/Minimap.UITex	200	叛逃者		63003,18623;
12	10	ui/Image/Minimap/Minimap.UITex	200	叛逃者		69551,30752;
12	11	ui/Image/Minimap/Minimap.UITex	200	叛逃者		77586,46742;
13	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	81869,14027;80445,23807;73849,39662;85515,51843;87223,57900;38843,38663;68001,28366;26063,57916;30191,72018;20283,65305;
13	2	ui/Image/Minimap/Minimap.UITex	200	叛逃者		81869,14027;
13	3	ui/Image/Minimap/Minimap.UITex	200	叛逃者		80445,23807;
13	4	ui/Image/Minimap/Minimap.UITex	200	叛逃者		73849,39662;
13	5	ui/Image/Minimap/Minimap.UITex	200	叛逃者		85515,51843;
13	6	ui/Image/Minimap/Minimap.UITex	200	叛逃者		87223,57900;
13	7	ui/Image/Minimap/Minimap.UITex	200	叛逃者		64446,59227;
13	8	ui/Image/Minimap/Minimap.UITex	200	叛逃者		55205,64783;
13	9	ui/Image/Minimap/Minimap.UITex	200	叛逃者		51586,71437;
13	10	ui/Image/Minimap/Minimap.UITex	200	叛逃者		30191,72018;
13	11	ui/Image/Minimap/Minimap.UITex	200	叛逃者		20283,65305;
13	12	ui/Image/Minimap/Minimap.UITex	200	猿飞鬼助	野外地图首领	44256,82980;
16	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	21031,14289;33125,25141;29583,31041;22001,33911;7927,44682;20343,51057;24457,58664;22438,67392;38504,68259;52032,73222;
16	2	ui/Image/Minimap/Minimap.UITex	199	钓鱼点	钓鱼地点	32114,11770;31789,13388;23514,15792;21689,12766;22129,19958;29006,25923;29530,25835;19873,34363;34996,24523;36415,25711;40418,30144;35778,27748;32505,24239;33483,32525;25934,42150;25029,41249;23156,41327;20943,39560;15466,42234;11755,43471;14343,35636;43963,37593;42352,37354;42698,38635;42438,43415;37487,44861;37592,43400;36179,41057;15705,47296;16598,48289;17626,48947;21467,50177;21828,47522;32476,51743;31293,50741;
16	3	ui/Image/Minimap/Minimap.UITex	200	内外坊之会	内外坊之会	28156,32056;
21	2	ui/Image/Minimap/Minimap.UITex	200	叛逃者		77452,42869;
21	3	ui/Image/Minimap/Minimap.UITex	200	叛逃者		69051,37131;
21	4	ui/Image/Minimap/Minimap.UITex	200	叛逃者		58492,41904;
21	5	ui/Image/Minimap/Minimap.UITex	200	叛逃者		48628,46052;
21	6	ui/Image/Minimap/Minimap.UITex	200	叛逃者		37279,48281;
21	7	ui/Image/Minimap/Minimap.UITex	200	叛逃者		23362,45222;
21	8	ui/Image/Minimap/Minimap.UITex	200	叛逃者		18198,35762;
21	9	ui/Image/Minimap/Minimap.UITex	200	叛逃者		21129,28361;
21	10	ui/Image/Minimap/Minimap.UITex	200	叛逃者		30395,28191;
21	11	ui/Image/Minimap/Minimap.UITex	200	叛逃者		53960,31214;
22	1	ui/Image/Minimap/Minimap.UITex	200	南屏山恶人谷据点	南屏昆仑之役	31504,65391;
22	2	ui/Image/Minimap/Minimap.UITex	200	南屏山浩气盟据点	南屏昆仑之役	24014,24873;
22	3	ui/Image/Minimap/Minimap.UITex	200	南屏山浩气盟防线	南屏昆仑之役	24480,52501;24851,46886;27298,33983;
23	1	ui/Image/Minimap/Minimap.UITex	200	南诏军伏击点		21826,55651;
23	2	ui/Image/Minimap/Minimap.UITex	200	叛逃者		79300,11472;
23	3	ui/Image/Minimap/Minimap.UITex	200	叛逃者		62490,14887;
23	4	ui/Image/Minimap/Minimap.UITex	200	叛逃者		53108,28528;
23	5	ui/Image/Minimap/Minimap.UITex	200	叛逃者		38282,32790;
23	6	ui/Image/Minimap/Minimap.UITex	200	叛逃者		44906,38644;
23	7	ui/Image/Minimap/Minimap.UITex	200	叛逃者		35349,42911;
23	8	ui/Image/Minimap/Minimap.UITex	200	叛逃者		26909,41734;
23	9	ui/Image/Minimap/Minimap.UITex	200	叛逃者		12654,39321;
23	10	ui/Image/Minimap/Minimap.UITex	200	叛逃者		10601,53876;
23	11	ui/Image/Minimap/Minimap.UITex	200	叛逃者		17929,66179;
30	1	ui/Image/Minimap/Minimap.UITex	200	昆仑恶人谷据点	南屏昆仑之役	33142,71649;
30	2	ui/Image/Minimap/Minimap.UITex	200	昆仑浩气盟据点	南屏昆仑之役	69295,26942;
30	3	ui/Image/Minimap/Minimap.UITex	200	昆仑恶人谷防线	南屏昆仑之役	63249,39977;54940,54076;45907,71626;
30	12	ui/Image/Minimap/Minimap.UITex	200	昆仑之变		55654,98555;
49	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	60458,64653;60811,56759;66703,47921;76193,43483;60674,24419;54784,32386;43142,33544;37961,48154;42439,60776;32695,67213;
49	2	ui/Image/Minimap/Minimap.UITex	200	叶凡柳惊涛会面处		78557,86115;
100	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	10451,12667;14747,41005;36144,39595;15030,78930;48073,94336;71496,20127;82846,81248;82893,37941;94365,91785;93407,50032;
102	1	ui/Image/Minimap/Minimap.UITex	200	炼药任务接取处		39579,85075;
102	2	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	40335,50337;26470,31485;63564,29533;61236,48633;63910,72925;94465,56487;64196,11091;45205,35268;93399,33027;106249,58158;
102	3	ui/Image/Minimap/Minimap.UITex	200	魂墟祭坛	魂墟祭坛可能出现的位置	50017,76783,1063488;60238,75405,1066368;36594,75954,1052160;10022,45691,1054528;24984,29985,1052416;39056,16566,1052736;46111,31732,1051840;65991,30964,1054272;93672,32899,1053568;44921,95653,1051648
104	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	38832,18722;45708,33443;57752,49510;65772,57298;85480,72573;81881,82286;81931,92166;76030,108085;
105	1	ui/Image/Minimap/Minimap.UITex	200	盗马贼首领	盗马贼首领出没处	14672,58791;19498,71761;29653,20392;74218,42170;52263,91267;
105	2	ui/Image/Minimap/Minimap.UITex	200	盗马贼首领	盗马贼首领出没处	
108	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	81717,70421;50642,59615;58876,51588;68911,43295;64286,32354;69094,23338;76344,51860;40844,61606;27621,64411;91133,72225;
108	2	ui/Image/Minimap/Minimap.UITex	200	年	所在位置	61262,89750;
108	3	ui/Image/Minimap/Minimap.UITex	200	元宵节	元宵节放花灯处	58489,80786;
122	1	ui/Image/Minimap/Minimap.UITex	200	唐小婉柳惊涛会面点		82307,77723;
122	2	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	25037,41325;36216,53058;65810,55366;69983,30055;97365,66101;116473,77436;36342,52955;61228,22657;
139	1	ui/Image/Minimap/Minimap.UITex	200	阿史那从礼	阿史那从礼抵达位置	55057,25785;
139	2	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	17168,16087;29690,11778;15854,38096;16892,49281;55363,15672;60251,26625;72625,35662;78450,50650;
150	1	ui/Image/Minimap/Minimap.UITex	200	陆危楼与阿萨辛会面点		56512,48287;
150	2	ui/Image/Minimap/Minimap.UITex	200	红衣教徒围困陆烟儿		62309,13977;
150	3	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	18659,18437;15783,34331;17942,49587;53020,41964;79068,61039;83052,83813;37914,82361;109505,98868;
150	4	ui/Image/Minimap/Minimap.UITex	200	魂墟祭坛	魂墟祭坛可能出现的位置	51683,43953,1125888;51595,36947,1125568;50236,24171,1112576;84147,61246,1101440;87031,81574,1134272;96145,92416,1134400;79850,110476,1135296;16493,72733,1143872;24495,83590,1144512;35048,85296,1143552
151	1	ui/Image/Minimap/Minimap.UITex	200	黑齿元祐	狼牙军拜月长老现身，各位侠士速速前往阻击！	21293,83835;
151	2	ui/Image/Minimap/Minimap.UITex	200	烽烟之路	各位侠士速速前往抗击狼牙！	68725,76498;67005,81476;78601,80304;79243,75487;85425,92493;
153	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	34894,67903;52994,77859;87344,67060;85013,48163;99788,26648;57108,86575;96811,72958;62166,42479;
156	1	ui/Image/Minimap/Minimap.UITex	200	苏曼莎	狼牙军摘星长老现身，各位侠士速速前往阻击！	48397,102428;
158	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	33770,21919;41659,13520;26696,37571;21932,56469;33914,65991;53354,48154;90987,44325;76807,48475;44265,55657;85098,45949;
158	2	ui/Image/Minimap/Minimap.UITex	200	狼牙军入侵点	狼牙军入侵点	65520,44710;
158	3	ui/Image/Minimap/Minimap.UITex	200	魂墟祭坛	魂墟祭坛可能出现的位置	40355,10913,1051904;13988,28506,1046016;34897,22468,1049792;18424,62664,1077312;49253,59987,1053440;57566,49410,1051968;82002,42101,1068480;81963,23333,1060992;81207,8815,1054720;68503,33265,1058944
159	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	25792,42535;26647,56587;15478,67019;74696,95632;59191,19974;86491,23365;105746,37233;113668,87052;
159	2	ui/Image/Minimap/Minimap.UITex	200	丐帮十二连环坞冲突点	丐帮十二连环坞冲突点	40061,108267;
159	3	ui/Image/Minimap/Minimap.UITex	200	端午祭台	洞庭飘香鳄和飘香宝藏出现处	52682,37767;
193	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	66420,101918;91429,99844;95524,76452;68295,48884;109838,45545;96391,20316;47228,51416;43462,83058;
193	2	ui/Image/Minimap/Minimap.UITex	200	魂墟祭坛	魂墟祭坛可能出现的位置	45884,23217,1069824;43608,17164,1070528;59975,20749,1077248;70590,16726,1097984;94946,20047,1131264;107395,42498,1077632;86106,101946,1065152;72370,101044,1058880;45356,92035,1056384;54852,67110,1060224
213	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	18210,57242;14428,94494;52884,123505;63915,19314;72840,99294;60248,44291;115346,52149;24150,17585;
214	1	ui/Image/Minimap/Minimap3.UITex	22	无遮大会	运送路线	53950,98190;51461,92548;45950,89354;43446,84841;43655,79626;44996,74655;48041,71887;
214	2	ui/Image/Minimap/Minimap3.UITex	30	无遮大会	运送终点	50736,75753;
214	3	ui/Image/Minimap/Minimap3.UITex	29	无遮大会	运送起点	58486,100693;
214	4	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	34365,25712;88664,21689;60596,41063;88624,59574;92037,93186;80947,115264;17964,73800;117081,91506;
215	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	47767,35804;24885,49694;28180,72468;24742,104482;73621,107551;115892,99841;90890,46948;78396,60144;
216	1	ui/Image/Minimap/Minimap3.UITex	22	商路	路线	102772,97520;107162,100180;110829,103970;112726,108816;114366,113035;115929,117765;
216	2	ui/Image/Minimap/Minimap3.UITex	30	商路	运马终点	117648,123694;
216	3	ui/Image/Minimap/Minimap3.UITex	30	商路	运货终点	98632,92693;
216	4	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	58510,15089;33693,26559;13460,59641;36797,87372;77715,105876;117096,71316;95796,40104;78956,72534;
217	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	26432,19192;53215,13743;85085,20904;92870,41218;90863,81532;102886,116417;45106,98721;19088,70974;
332	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	92543,32830;81625,24191;89365,50660;81907,43274;108087,84140;114799,85903;125925,58063;126371,80805;
333	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	38034,102447;5099,101128;54569,114775;78826,93857;61880,50319;43077,86122;2066,90785;29261,63632;
419	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	78560,37746;115256,68543;88739,74769;35716,44691;45270,17246;28185,95079;88577,95722;101405,61531;
444	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	44151,59573;59101,60368;59338,17022;73430,39698;112753,63213;93009,102303;30393,113999;51710,66867;
464	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	54397,88238;44199,43862;60174,105231;88110,79648;10702,67739;82136,47396;37276,82239;102077,59117;
473	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	101196,58223;32343,83260;17895,103858;76561,104124;69633,76116;80758,66172;68049,59749;39038,102192;
475	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	52826,104100;21036,109360;68219,65820;15859,7000;5559,115972;17645,102108;72246,51809;27349,12018;
488	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	92879,33689;35259,57571;16372,71441;41732,81351;102050,35056;53896,38147;23364,60091;52306,29066;
525	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	23161,104725;16585,88736;21970,70288;36327,29312;97380,28872;58583,107562;120199,111328;61694,9912;
526	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	83912,73910;20267,66175;42054,69655;103697,92375;52035,39750;71401,22052;78841,39140;70536,56612;
578	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	20182,74509;27009,61711;31843,43706;45307,74865;51346,36031;94534,14720;19788,86409;37133,88890;
579	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	39224,57198;88836,46109;56163,23504;6013,57988;18989,90599;79592,94642;15603,59401;72533,64814;
580	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	77744,63495;99334,58241;97244,17839;22872,12066;10925,76676;30812,85620;49161,83603;27560,41000;
581	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	27329,100520;26556,67209;33282,46789;57772,117395;63089,29192;39423,78397;58261,39157;65536,63122;
582	1	ui/Image/Minimap/Minimap.UITex	200	醉猿	醉猿出没处	17145,43075;44545,34496;34092,59114;60544,71907;74978,51458;99394,56004;115632,71512;74604,77750;
