ShopTemplateID	ShopName	ConfigFile	CanRepair	ScriptName	RequireForceID	PlayerRemoteDataID	CustomShop	comment	SystemShop
81	生活技艺·医术材料	Craft\Medical.tab						生活技能	
82	阅读·抄书材料	Craft\Reading.tab						其他	
83	生活技艺·烹饪调味品	Craft\Seasoning.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				生活技能	1
84	生活技艺·缝纫材料	Craft\Tailoring.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				生活技能	
85	生活技艺·烹饪蔬菜	Craft\Vegetable.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				生活技能	1
86	生活技艺·烹饪酒水	Craft\Wine.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				生活技能	
87	春节-货币·奇货	Festival\ChunJie_Currency_Goods.tab						其他	
88	春节-货币·砸年兽材料	Festival\ChunJie_Currency_Special.tab		scripts/Map/节日春节/shop/抽奖金钱统计.lua				其他	
89	春节-金币·礼盒	Festival\ChunJie_Gold_GiftBox.tab						其他	
90	春节-金币·封家肉品	Festival\ChunJie_Gold_Hunter.tab						其他	
91	春节-金币·烟花	Festival\ChunJie_Gold_Lights.tab						其他	
92	冬至-货币·佳品	Festival\DongZhi_Currency_Goods.tab						其他	
93	冬至-金币·杂货	Festival\DongZhi_Gold_Materials.tab						其他	
94	冬至-金币·西域商品	Festival\DongZhi_Gold_WestWard.tab						其他	
95	端午节·金币·粽子杂货	Festival\DuanWu_Gold_Goods.tab						其他	1
96	端午节·金币·粽子材料	Festival\DuanWu_Gold_Materials.tab						其他	1
97	活动-美人图·丁老三的小店	Festival\Party_BeautyGirlPhotos.tab						其他	
98	活动-赛马·出租比赛马驹	Festival\Party_HorseRace.tab						其他	
99	活动-茶馆·茶叶	Festival\Party_TeaBar.tab						其他	
100	阿甘的天工囊	Festival\Pet_AGan_Package.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
101	百宝袋	Festival\Pet_YuDengLong_Packge.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
102	清明节-金币·礼物	Festival\QingMing_Gold_Gift.tab						其他	
103	七夕-货币·奇货	Festival\QiXi_Currency_Goods.tab						其他	1
104	中秋节-货币·佳品	Festival\ZhongQiu_Currency_Goods.tab						其他	1
105	中秋节-书籍·烟花	Festival\ZhongQiu_Glod_Lights.tab						其他	1
106	藏剑·书籍	Force\CangJian_Book.tab						其他	
107	藏剑·配方	Force\CangJian_Recipe.tab						其他	
108	纯阳·书籍	Force\ChunYang_Book.tab						其他	
109	纯阳-任务·同心锁	Force\ChunYang_Mission_Lock.tab						其他	
110	纯阳-任务·长安贡酒	Force\ChunYang_Mission_Wine.tab						其他	
111	纯阳·配方	Force\ChunYang_Recipe.tab						其他	
112	七秀·书籍	Force\QiXiu_Book.tab						其他	
113	七秀·配方	Force\QiXiu_Recipe.tab						其他	
114	少林·书籍	Force\ShaoLin_Book.tab						其他	
115	少林-任务·酒水	Force\ShaoLin_Mission_Wine.tab						其他	
116	少林·配方	Force\ShaoLin_Recipe.tab						其他	
117	唐门-任务·庙会花灯	Force\TangMen_Mission_Lights.tab						其他	
118	唐门·书籍	Force\TangMen_Book.tab						其他	
119	天策·书籍	Force\TianCe_Book.tab						其他	
120	天策·配方	Force\TianCe_Recipe.tab						其他	
121	万花·书籍	Force\WanHua_Book.tab						其他	
122	万花·配方	Force\WanHua_Recipe.tab						其他	
123	五毒-任务·山歌	Force\WuDu_Mission_Song.tab						其他	
124	侠行·255-310品藏剑装备	Justice\Lv230-280_CJ.tab	1					装备	
125	侠行·255-310品纯阳装备	Justice\Lv230-280_CY.tab	1					装备	
126	侠行·255-310品七秀装备	Justice\Lv230-280_QX.tab	1					装备	
127	侠行·255-310品少林装备	Justice\Lv230-280_SL.tab	1					装备	
128	侠行·255-310品天策装备	Justice\Lv230-280_TC.tab	1					装备	
129	侠行·255-310品唐门装备	Justice\Lv230-280_TM.tab	1					装备	
130	侠行·255-310品五毒装备	Justice\Lv230-280_WD.tab	1					装备	
131	侠行·255-310品万花装备	Justice\Lv230-280_WH.tab	1					装备	
132	侠行·290品下装	Justice\Lv290_Lower.tab	1					装备	
133	侠行·290品其它	Justice\Lv290_Trinket.tab	1					装备	
134	侠行·290品上装	Justice\Lv290_Upper.tab	1					装备	
135	侠行·挂件	Justice\Trinket.tab	1					其他	1
136	稻香村·防具	Newbie\Armor.tab	1					装备	
137	稻香村·小吃美食	Newbie\Food.tab						其他	
138	稻香村·杂货	Newbie\Goods.tab	1					其他	
139	稻香村·药品	Newbie\Medicine.tab						其他	
140	稻香村·武器	Newbie\Weapon.tab	1					装备	
141	声望-镖局联盟·120品物资	Popularity\70th_BiaoJu_Lv120_Weapon.tab	1		42			其他	
142	声望-镖局联盟·60品武器	Popularity\70th_BiaoJu_Lv60_Weapon.tab	1		42			装备	
143	声望-藏剑·装备	Popularity\70th_CangJian_Armor.tab	1		18			装备	
144	声望-藏剑·物资	Popularity\70th_CangJian_Goods.tab			18			其他	
145	声望-长安·装备	Popularity\70th_ChangAn_Armor.tab	1		36			装备	
146	声望-长安·物资	Popularity\70th_ChangAn_Goods.tab						其他	
147	声望-天道轩·装备	Popularity\70th_ChangGeMen_Armor.tab	1		45			装备	
148	声望-纯阳·装备	Popularity\70th_ChunYang_Armor.tab	1		14			装备	
149	声望-纯阳·物资	Popularity\70th_ChunYang_Goods.tab			14			其他	
150	声望-刀宗·装备	Popularity\70th_DaoZong_Armor.tab	1		47			装备	
151	声望-东漓寨·装备	Popularity\70th_DongLiZhai_Armor.tab	1		44			装备	
152	声望-恶人谷·装备	Popularity\70th_ERenGu_Armor.tab	1		49			装备	
153	声望-恶人谷·物资	Popularity\70th_ERenGu_Goods.tab			49			其他	
154	声望-恶人谷·饰品	Popularity\70th_ERenGu_Trinket.tab	1		49			其他	
155	声望-浩气盟·装备	Popularity\70th_HaoQiMeng_Armor.tab	1		50			装备	
156	声望-浩气盟·物资	Popularity\70th_HaoQiMeng_Goods.tab			50			其他	
157	声望-浩气盟·饰品	Popularity\70th_HaoQiMeng_Trinket.tab	1		50			其他	
158	声望-昆仑·装备	Popularity\70th_KunLun_Armor.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua	46			装备	
159	声望-洛阳·装备	Popularity\70th_LuoYang_Armor.tab	1		35			装备	
160	声望-洛阳·物资	Popularity\70th_LuoYang_Goods.tab			35			其他	
161	声望-觅宝会·物资	Popularity\70th_MiBaoHui_Goods.tab			75			其他	
162	声望-南洋商会·装备	Popularity\70th_NanYangShangHui_Armor.tab	1		43			装备	
163	声望-七秀·装备	Popularity\70th_QiXiu_Armor.tab	1		15			装备	
164	声望-七秀·物资	Popularity\70th_QiXiu_Goods.tab			15			其他	
165	声望-少林·装备	Popularity\70th_ShaoLin_Armor.tab	1		11			装备	
166	声望-少林·物资	Popularity\70th_ShaoLin_Goods.tab			11			其他	
167	声望-天策·装备	Popularity\70th_TianCe_Armor.tab	1		13			装备	
168	声望-天策·物资	Popularity\70th_TianCe_Goods.tab			13			其他	
169	声望-万花·装备	Popularity\70th_WanHua_Armor.tab	1		12			装备	
170	声望-万花·物资	Popularity\70th_WanHua_Goods.tab			12			其他	
171	声望-扬州·物资	Popularity\70th_YangZhou_Goods.tab	1					其他	
172	声望-扬州·装备	Popularity\70th_YangZhou_Armor.tab			34			装备	
173	声望-隐元会·装备	Popularity\70th_YinYuanHui_Armor.tab	1		48			装备	
174	声望-霸刀·装备	Popularity\80th_BaDaoZiWeiTang_Armor.tab	1		84			装备	
175	声望-霸刀·物资	Popularity\80th_BaDaoZiWeiTang_Goods.tab			84			其他	
176	声望-拜火教·装备	Popularity\80th_BaiHuoJiao_Armor.tab	1		89			装备	
177	声望-拜火教·物资	Popularity\80th_BaiHuoJiao_Goods.tab			89			其他	
178	声望-无愧南灵·装备	Popularity\80th_CangShanErHai_Armor.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua	94			装备	
179	声望-无愧南灵·物资	Popularity\80th_CangShanErHai_Goods.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua	94			其他	
180	声望-大理宫·装备	Popularity\80th_DuanShiDaLiGong_Armor.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua	85			装备	
181	声望-大理宫·物资	Popularity\80th_DuanShiDaLiGong_Goods.tab			85			其他	
182	声望-九黎族·物资	Popularity\80th_JiuLiZu_Goods.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua	90			其他	
183	声望-藏经阁·装备	Popularity\80th_ShaoLinCangJingGe_Armor.tab	1		83			装备	
184	声望-藏经阁·物资	Popularity\80th_ShaoLinCangJingGe_Goods.tab			83			其他	
185	声望-塔纳离恨冢·装备	Popularity\80th_TaNaLiHenZhong_Armor.tab	1		93			装备	
186	声望-塔纳·装备	Popularity\80th_TaNa_Armor.tab	1		86			装备	
187	声望-塔纳·物资	Popularity\80th_TaNa_Goods.tab			86			其他	
188	声望-唐门·装备	Popularity\80th_TangMen_Armor.tab	1		17			装备	
189	声望-天南王家·物资	Popularity\80th_TianNanWangJia_Goods.tab			88			其他	
190	声望-天南王家·装备	Popularity\80th_TinaNanWangJia_Armor.tab	1		88			装备	
191	声望-祝融殿·装备	Popularity\80th_ZhuRongDian_Armor.tab	1		87			装备	
192	声望-祝融殿·物资	Popularity\80th_ZhuRongDian_Goods.tab			87			其他	
193	声望-五毒·装备	Popularity\80th_WuDu_Armor.tab			16			装备	
194	声望-轩辕社·装备	Popularity\80th_XuanYuanShe_Armor.tab	1	scripts/Map/逐鹿中原/shop/通用维修商店.lua	82			装备	
195	声望-轩辕社·物资	Popularity\80th_XuanYuanShe_Goods.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua	82			其他	
196	威望·110品恶人谷装备	Prestige\Lv110_ER_All.tab	1					装备	
197	威望·110品浩气盟装备	Prestige\Lv110_HQ_All.tab	1					装备	
198	威望·恶人谷装备	Prestige\Lv120_ER_Armor.tab	1					装备	
199	威望·120品恶人谷暗器	Prestige\Lv120_ER_Weapon.tab	1					装备	
200	威望·浩气盟装备	Prestige\Lv120_HQ_Armor.tab	1					装备	
201	威望·120品浩气盟暗器	Prestige\Lv120_HQ_Weapon.tab	1					装备	
202	威望·135品恶人谷饰品	Prestige\Lv135_ER_Trinket.tab	1					装备	
203	威望·135品浩气盟饰品	Prestige\Lv135_HQ_Trinket.tab	1					装备	
204	威望·145品恶人谷装备	Prestige\Lv145_ER_All.tab	1					装备	
205	威望·145品浩气盟装备	Prestige\Lv145_HQ_All.tab	1					装备	
206	威望·150品恶人谷饰品	Prestige\Lv150_ER_Trinket.tab	1					装备	
207	威望·150品浩气盟饰品	Prestige\Lv150_HQ_Trinket.tab	1					装备	
208	威望·165品恶人谷装备	Prestige\Lv165_ER_All.tab	1					装备	
209	威望·165品恶人谷藏剑装备	Prestige\Lv165_ER_CJ.tab	1					装备	
210	威望·165品恶人谷纯阳装备	Prestige\Lv165_ER_CY.tab	1					装备	
211	威望·165品恶人谷七秀装备	Prestige\Lv165_ER_QX.tab	1					装备	
212	威望·165品恶人谷少林装备	Prestige\Lv165_ER_SL.tab	1					装备	
213	威望·165品恶人谷天策装备	Prestige\Lv165_ER_TC.tab	1					装备	
214	威望·165品恶人谷唐门装备	Prestige\Lv165_ER_TM.tab	1					装备	
215	威望·165品恶人谷五毒装备	Prestige\Lv165_ER_WD.tab	1					装备	
216	威望·165品恶人谷万花装备	Prestige\Lv165_ER_WH.tab	1					装备	
217	威望·165品浩气盟装备	Prestige\Lv165_HQ_All.tab	1					装备	
218	威望·165品浩气盟藏剑装备	Prestige\Lv165_HQ_CJ.tab	1					装备	
219	威望·165品浩气盟纯阳装备	Prestige\Lv165_HQ_CY.tab	1					装备	
220	威望·165品浩气盟七秀装备	Prestige\Lv165_HQ_QX.tab	1					装备	
221	威望·165品浩气盟少林装备	Prestige\Lv165_HQ_SL.tab	1					装备	
222	威望·165品浩气盟天策装备	Prestige\Lv165_HQ_TC.tab	1					装备	
223	威望·165品浩气盟唐门装备	Prestige\Lv165_HQ_TM.tab	1					装备	
224	威望·165品浩气盟五毒装备	Prestige\Lv165_HQ_WD.tab	1					装备	
225	威望·165品浩气盟万花装备	Prestige\Lv165_HQ_WH.tab	1					装备	
226	威望·205品恶人谷藏剑装备	Prestige\Lv205_ER_CJ.tab	1					装备	
227	威望·205品恶人谷纯阳装备	Prestige\Lv205_ER_CY.tab	1					装备	
228	威望·205品恶人谷七秀装备	Prestige\Lv205_ER_QX.tab	1					装备	
229	威望·205品恶人谷少林装备	Prestige\Lv205_ER_SL.tab	1					装备	
230	威望·205品恶人谷天策装备	Prestige\Lv205_ER_TC.tab	1					装备	
231	威望·205品恶人谷唐门装备	Prestige\Lv205_ER_TM.tab	1					装备	
232	威望·205品恶人谷五毒装备	Prestige\Lv205_ER_WD.tab	1					装备	
233	威望·205品恶人谷万花装备	Prestige\Lv205_ER_WH.tab	1					装备	
234	威望·205品浩气盟藏剑装备	Prestige\Lv205_HQ_CJ.tab	1					装备	
235	威望·205品浩气盟纯阳装备	Prestige\Lv205_HQ_CY.tab	1					装备	
236	威望·205品浩气盟七秀装备	Prestige\Lv205_HQ_QX.tab	1					装备	
237	威望·205品浩气盟少林装备	Prestige\Lv205_HQ_SL.tab	1					装备	
238	威望·205品浩气盟天策装备	Prestige\Lv205_HQ_TC.tab	1					装备	
239	威望·205品浩气盟唐门装备	Prestige\Lv205_HQ_TM.tab	1					装备	
240	威望·205品浩气盟五毒装备	Prestige\Lv205_HQ_WD.tab	1					装备	
241	威望·205品浩气盟万花装备	Prestige\Lv205_HQ_WH.tab	1					装备	
242	威望·255品恶人谷藏剑装备	Prestige\Lv230-255_ER_CJ.tab	1					装备	
243	威望·255品恶人谷纯阳装备	Prestige\Lv230-255_ER_CY.tab	1					装备	
244	威望·255品恶人谷七秀装备	Prestige\Lv230-255_ER_QX.tab	1					装备	
245	威望·255品恶人谷少林装备	Prestige\Lv230-255_ER_SL.tab	1					装备	
246	威望·255品恶人谷天策装备	Prestige\Lv230-255_ER_TC.tab	1					装备	
247	威望·255品恶人谷唐门装备	Prestige\Lv230-255_ER_TM.tab	1					装备	
248	威望·255品恶人谷五毒装备	Prestige\Lv230-255_ER_WD.tab	1					装备	
249	威望·255品恶人谷万花装备	Prestige\Lv230-255_ER_WH.tab	1					装备	
250	威望·255品浩气盟藏剑装备	Prestige\Lv230-255_HQ_CJ.tab	1					装备	
251	威望·255品浩气盟纯阳装备	Prestige\Lv230-255_HQ_CY.tab	1					装备	
252	威望·255品浩气盟七秀装备	Prestige\Lv230-255_HQ_QX.tab	1					装备	
253	威望·255品浩气盟少林装备	Prestige\Lv230-255_HQ_SL.tab	1					装备	
254	威望·255品浩气盟天策装备	Prestige\Lv230-255_HQ_TC.tab	1					装备	
255	威望·255品浩气盟唐门装备	Prestige\Lv230-255_HQ_TM.tab	1					装备	
256	威望·255品浩气盟五毒装备	Prestige\Lv230-255_HQ_WD.tab	1					装备	
257	威望·255品浩气盟万花装备	Prestige\Lv230-255_HQ_WH.tab	1					装备	
258	威望·230品恶人谷饰品	Prestige\Lv230_ER_Trinket.tab	1					装备	
259	威望·230品浩气盟饰品	Prestige\Lv230_HQ_Trinket.tab	1					装备	
260	威望·255品恶人谷饰品	Prestige\Lv255_ER_Trinket.tab	1					装备	
261	威望·255品浩气盟饰品	Prestige\Lv255_HQ_Trinket.tab	1					装备	
262	威望·280-310品恶人谷藏剑装备	Prestige\Lv280_ER_CJ.tab	1					装备	
263	威望·280-310品恶人谷纯阳装备	Prestige\Lv280_ER_CY.tab	1					装备	
264	威望·280-310品恶人谷七秀装备	Prestige\Lv280_ER_QX.tab	1					装备	
265	威望·280-310品恶人谷少林装备	Prestige\Lv280_ER_SL.tab	1					装备	
266	威望·280-310品恶人谷天策装备	Prestige\Lv280_ER_TC.tab	1					装备	
267	威望·280-310品恶人谷唐门装备	Prestige\Lv280_ER_TM.tab	1					装备	
268	威望·280-310品恶人谷五毒装备	Prestige\Lv280_ER_WD.tab	1					装备	
269	威望·280-310品恶人谷万花装备	Prestige\Lv280_ER_WH.tab	1					装备	
270	威望·280-310品浩气盟藏剑装备	Prestige\Lv280_HQ_CJ.tab	1					装备	
271	威望·280-310品浩气盟纯阳装备	Prestige\Lv280_HQ_CY.tab	1					装备	
272	威望·280-310品浩气盟七秀装备	Prestige\Lv280_HQ_QX.tab	1					装备	
273	威望·280-310品浩气盟少林装备	Prestige\Lv280_HQ_SL.tab	1					装备	
274	威望·280-310品浩气盟天策装备	Prestige\Lv280_HQ_TC.tab	1					装备	
275	威望·280-310品浩气盟唐门装备	Prestige\Lv280_HQ_TM.tab	1					装备	
276	威望·280-310品浩气盟五毒装备	Prestige\Lv280_HQ_WD.tab	1					装备	
277	威望·280-310品浩气盟万花装备	Prestige\Lv280_HQ_WH.tab	1					装备	
278	恶人谷·战阶挂件	Prestige\Trinket_ER.tab	1					其他	1
279	浩气盟·战阶挂件	Prestige\Trinket_HQ.tab	1					其他	1
280	巴陵县·书籍	Scene\BaLingXian_Book.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
281	巴陵县·配方	Scene\BaLingXian_Recipe.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
282	苍山洱海·海鲜	Scene\CangShanErHai_Fish.tab						其他	
283	苍山洱海·酒水	Scene\CangShanErHai_Wine_1.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
284	苍山洱海·酒水	Scene\CangShanErHai_Wine_2.tab						其他	
285	苍山洱海·酒水	Scene\CangShanErHai_Wine_3.tab						其他	
286	长安·书籍	Scene\ChangAn_Book.tab						其他	
287	长安·面罩	Scene\ChangAn_Mask.tab						其他	
288	长安·配方	Scene\ChangAn_Recipe.tab						其他	
289	恶人谷·书籍	Scene\ERenGu_Book.tab						其他	
290	恶人谷·配方	Scene\ERenGu_Recipe.tab						其他	
291	枫华谷·书籍	Scene\FengHuaGu_Book.tab						其他	
292	枫华谷-任务·笔墨纸砚	Scene\FengHuaGu_Mission_Writing.tab						其他	
293	枫华谷-任务·甜蜜酱	Scene\FengHuaGu_Misson_Seasoning.tab						其他	
294	枫华谷·配方	Scene\FengHuaGu_Recipe.tab						其他	
295	浩气盟·书籍	Scene\HaoQiMeng_Book.tab						其他	
296	浩气盟·配方	Scene\HaoQiMeng_Recipe.tab						其他	
297	金水镇·书籍	Scene\JinShuiZhen_Book.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
298	金水镇-任务·冰块	Scene\JinShuiZhen_Mission_Ice.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
299	金水镇-任务·灯芯	Scene\JinShuiZhen_Mission_Lamp.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
300	金水镇·配方	Scene\JinShuiZhen_Recipe.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
301	寇岛·书籍	Scene\KouDao_Book.tab						其他	
302	寇岛·配方	Scene\KouDao_Recipe.tab						其他	
303	寇岛·大唐特产	Scene\KouDao_Special.tab						其他	
304	昆仑·书籍	Scene\KunLun_Book.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
305	昆仑·配方	Scene\KunLun_Recipe.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
306	龙门荒漠·书籍	Scene\LongMenHuangMo_Book.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
307	龙门荒漠·配方	Scene\LongMenHuangMo_Recipe.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
308	洛道·书籍	Scene\LuoDao_Book.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
309	洛道·配方	Scene\LuoDao_Recipe.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
310	洛阳·书籍	Scene\LuoYang_Book.tab						其他	
311	洛阳-任务·军服	Scene\LuoYang_Mission_Clothes.tab						其他	
312	洛阳·配方	Scene\LuoYang_Recipe.tab						其他	
313	南屏山·书籍	Scene\NanPingShan_Book.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
314	南屏山·配方	Scene\NanPingShan_Recipe.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
315	南屏山·稀有商品	Scene\NanPingShan_Special.tab						其他	
316	瞿塘峡·书籍	Scene\QuTangXia_Book.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
317	瞿塘峡-任务·少儿的衣衫	Scene\QuTangXia_Mission_Clothes.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
318	瞿塘峡·配方	Scene\QuTangXia_Recipe.tab		scripts/Map/逐鹿中原/shop/通用维修商店.lua				其他	
319	扬州·书籍	Scene\YangZhou_Book.tab						其他	
320	扬州·配方	Scene\YangZhou_Recipe.tab						其他	
321	扬州·奇货	Scene\YangZhou_Special.tab						其他	
322	帮会·牌匾	Sociaty\BianE_1.tab						其他	
