Name	TabType	ItemIndex	RandSeed	CountLimit	Durability	ReputeLevel	Price	RequireAchievementRecord	RequireLevel	IsValid	CoinType1	CoinAmount1	Contribution	Prestige	AchievementPoint	ItemType1	ItemIndex1	ItemCount1	MentorValue	RequireTitle	Justice	ExamPrint	ArenaAward	ActivityAward	RequireCorpsValue	MaskCorpsNeedToCheck	CanReturn	TongReputation	TongFund	RequireArenaLevel	RequireArenaLevelExcept2v2	Position	nPercentByGameDesign	BeginSellTime	PlayerRemoteDataPos	PlayerRemoteDataLength	PlayerBuyLimit
御赐御厨上衣·刀功	CustomArmor	94127	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
御赐御厨上衣·生煎	CustomArmor	94128	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
灵虚御厨上衣·火候	CustomArmor	94129	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
灵虚御厨上衣·刀功	CustomArmor	94130	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
霓裳御厨上衣·火候	CustomArmor	94131	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
霓裳御厨上衣·水煮	CustomArmor	94132	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
瑶星御厨上衣·火候	CustomArmor	94133	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
瑶星御厨上衣·水煮	CustomArmor	94134	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
蜀月御厨上衣·火候	CustomArmor	94135	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
蜀月御厨上衣·刀功	CustomArmor	94136	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
至尊御厨上衣·刀功	CustomArmor	94137	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
醉梦逍遥上衣·刀功	CustomArmor	94138	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
妙火御厨上衣·火候	CustomArmor	94139	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
妙火御厨上衣·清蒸	CustomArmor	94140	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
塞雪御厨上衣·刀工	CustomArmor	94141	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
塞雪御厨上衣·清蒸	CustomArmor	94142	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
古意御厨上衣·火候	CustomArmor	94143	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
古意御厨上衣·水煮	CustomArmor	94144	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
傲寒御厨上衣·刀功	CustomArmor	94145	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
沧波御厨上衣·刀功	CustomArmor	94146	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
凌晓御厨上衣·刀功	CustomArmor	94147	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
寻龙御厨上衣·火候	CustomArmor	94148	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
迎新御厨上衣·火候	CustomArmor	94149	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
迎新御厨上衣·水煮	CustomArmor	94150	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
傲寒御厨上衣·刀功	CustomArmor	94151	0	-1	-1	0	4000000			1						5	5242	200									1					上装					
菩提御厨戒指·火候	CustomTrinket	37634	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
菩提御厨戒指·清蒸	CustomTrinket	37635	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
翡翠御厨戒指·火候	CustomTrinket	37636	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
翡翠御厨戒指·水煮	CustomTrinket	37637	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
御赐御厨戒指·刀功	CustomTrinket	37638	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
御赐御厨戒指·生煎	CustomTrinket	37639	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
灵虚御厨戒指·火候	CustomTrinket	37640	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
灵虚御厨戒指·刀功	CustomTrinket	37641	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
霓裳御厨戒指·火候	CustomTrinket	37642	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
霓裳御厨戒指·水煮	CustomTrinket	37643	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
瑶星御厨戒指·火候	CustomTrinket	37644	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
瑶星御厨戒指·水煮	CustomTrinket	37645	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
蜀月御厨戒指·火候	CustomTrinket	37646	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
蜀月御厨戒指·刀功	CustomTrinket	37647	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
至尊御厨戒指·刀功	CustomTrinket	37648	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
醉梦逍遥戒指·刀功	CustomTrinket	37649	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
妙火御厨戒指·火候	CustomTrinket	37650	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
妙火御厨戒指·清蒸	CustomTrinket	37651	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
塞雪御厨戒指·刀工	CustomTrinket	37652	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
塞雪御厨戒指·清蒸	CustomTrinket	37653	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
古意御厨戒指·火候	CustomTrinket	37654	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
古意御厨戒指·水煮	CustomTrinket	37655	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
傲寒御厨戒指·刀功 	CustomTrinket	37656	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
沧波御厨戒指·刀功 	CustomTrinket	37657	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
凌晓御厨戒指·刀功 	CustomTrinket	37658	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
寻龙御厨戒指·火候	CustomTrinket	37659	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
迎新御厨戒指·火候	CustomTrinket	37660	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
迎新御厨戒指·水煮	CustomTrinket	37661	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
傲寒御厨戒指·刀功 	CustomTrinket	37662	0	-1	-1	0	1500000			1						5	5242	100									1					戒指					
