ID	Name	Title	Model	Kind	CampRequire	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsDefenceMax	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillFirstInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillFirstInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillFirstInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillFirstInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeID2	ReputeValue2	ReputeID3	ReputeValue3	ReputeID4	ReputeValue4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillFirstInterval5	SkillInterval6	SkillFirstInterval6	SkillInterval7	SkillFirstInterval7	SkillInterval8	SkillFirstInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	BattleFieldID	BattleFieldSide	ReputeLevel1	ReputeLevel2	ReputeLevel3	ReputeLevel4	LogLootFlag	TitlePoint	Train	DropJustice	DropExamPrint	DropActivityAward	ValidReputeLootBuff	BuffReputeValue	BuffReputeLevel	HasGameCard	GameCardSaleOptionText	GameCardBuyOptionText	GameCardOrderOptionText	GameCardOrderBuyOptionText	CounterStealth	CounterStealthRange	HasCubPackage	CubPackageOptionText	CubPackageRequireReputeLevel	ForceDrop	IndependentDrop	IndependentDropCount	IndependentDropType	IsCostMana	CriticalDamagePowerBase	DisableSkillMove	HideLevel	DecreaseDamagePercent	ReturnNotRecoveryBlood	CanShareNpcKillByQuestEvent	IdentityVisiableID	CanSeeLifeNum	TouchWidth	HasSharePackage	SharePackageOptionText	SharePackageRequireReputeLevel	LeaveFightNotify	RecoverHP	BroadcastLookup	DropVigor	MaxLifeCount	SceneFilter	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	Drop11	Count11	Drop12	Count12	Drop13	Count13	Drop14	Count14	Drop15	Count15
125102	麒麟					28		9		124				6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		125102		26083	13041	26083	13041	28	1																															99999																	25人英雄九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
125103	鬼筹					28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		125103																																						99999													2				25人英雄九老洞			3		1			0		0		0																				1	10000	-1							0		254								4																																										28					0	0	0	0	0																							2048									512	1						0																																								
125104						26		9		124					0	0		704800	99999999								22																			125104																																						9999																	25人英雄九老洞					1			0		0		0																						-1							0		254								4																																										26					1024	1024	1024	1024	1024																							2048										1																																														
125105						28		9		124					0	0		180	1458025			1312222					22						2448	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		125105		8691	4346	8691	4346	28	1	43		1	1024	33	10																									4800																	25人英雄九老洞					1			0		0		0																					10000	3840							0		3071						11190		6																																															1024	1024	1024	1024	1024																																1536	0																																														
125106	新月卫					28				121				5				0	13182680			9910273					30	10000	10000	10000	10000	10000	0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		125106		58366	29183	58366	29183	28	1																															160			88557										2				25人英雄九老洞								0		0		0																				4000	10000	-1								5	254					10	9390		3																																										28					0	0	0	0	0																																	1																																														
125107	麒麟					28		9		124			56	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		125107		26083	13041	26083	13041	28	1																															99999			88195														25人英雄九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
125108	鬼筹					28	5	18		124			115		0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		125108						28	1																															99999			88480										2				25人英雄九老洞			3		1			0		0		0																				1	10000	-1							0		254								4																																										28					0	0	0	0	0																							2048									512	1						0																																								
125109						28		9		124					0	0		180	1458025			1312222					22						2448	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		125109		8691	4346	8691	4346	28	1	43		1	1024	33	10																									4800																	25人英雄九老洞					1			0		0		0																					10000	3840							0		3071						11190		6																																										28					1024	1024	1024	1024	1024																																1536	0																																														
125110	聚合的内力					28		9		124								180	99999999			10000000					66																			125110						28	1																															99999			88020										2				25人英雄九老洞					1			0		0		0																						-1									254																																																		28					0	0	0	0	0																							2048										1						0																																								
125111	月泉淮宝箱			2	0	26	1	9	0	120	0	950	29		0	0		704800	828947368	0	0	45	0	0	100	6	22	9000	0	0	0	0	0	1	1	1	1	1	1024						0	125111	1	1655	828	1655	828			43	0	1	1024	33	10			32	0	1	1024	16	8			32	0	1	1024	16	8			32	0	1	1024	16	8	99999999	0	20	59015										1392	2500000	2500000	1048576	25人英雄九老洞	0	0	1	1	1	0		0		0		0					scripts/Map/狼牙堡_辉天堑/npc/掉落npc.lua							0	0	0	0	0	0	0	0			-1	0	0	0	0	0	0	0	0	3070	1	1	0	960	3	8840	0	6			0	-1	7	0	-1	0										32	0	32	0	32	0	32	0	1	1	1	1	1024	1024	1024	1024	16	16	16	16	8	8	8	8	26			0	0	0	0	0	0	0	0				0	0	0	1	0													1	2560				1						1														0			奉天证道/25人公共掉落/Stone_high.tab	2	奉天证道/25人公共掉落/craft_boss.tab	1	奉天证道/25人公共掉落/RemainSpaceItem_boss.tab	1	奉天证道/25人公共掉落/siderite_120.tab	1	奉天证道\10人公共掉落\Enchant.tab	2	横刀断浪/Raid西津渡英雄25人/xjdchaye6.tab	1	横刀断浪/Raid西津渡英雄25人/xjdzhuzhan6.tab	1	万灵当歌/Raid九老洞英雄25人/gear_6_1.tab	1	万灵当歌/Raid九老洞英雄25人/jldyxteshu6_1.tab	1												
125112						28		9		123					0	0		704800	550800000								22																			125112																																						4800																	25人英雄九老洞					1			0		0		0																						3840							0		3071								6																																										28					1024	1024	1024	1024	1024																							2048										0						0																																								
125113						28		9		124					0	0		180	1458025			1312222					22						2448	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		125113		8691	4346	8691	4346	28	1	43		1	1024	33	10																									4800																	25人英雄九老洞					1			0		0		0																					10000	3840							0		3071						11190		6																																															1024	1024	1024	1024	1024																																1536	0																																														
125114						28		9		124					0	0		180	1458025			1312222					22	10000	10000	10000	10000	10000	2448	8619	8619	8619	8619	8619		27550	27550	27550	27550	27550		125114		8691	4346	8691	4346	28	1	43		1	1024	33	10																									4800																	25人英雄九老洞					1			0		0		0																					10000	3840							0		3071						11190		6																																															1024	1024	1024	1024	1024																																1536	0																																														
125115	巨石			3		26	15			122			64			0		180	999999999								40																			125115																																						4800			88483										2				25人英雄九老洞					1			0		0		0					scripts/Map/九老洞/npc/周边/先天巨石.lua																	3840									254																																																		26					1024	1024	1024	1024	1024																							2048										0	0					0								0																																
125116	没藏呼月					26				122				6				180	999999999			442963660					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		125116		122412	61206	122412	61206	28	1																															4800			88715											64166	195916	838860	25人英雄九老洞					1		<G>……你是那老贼的走狗，还是这邪教的信徒？	100	<G>噢……不，你亦是江湖中人，但与那帮贼人并非一丘之貉，唔……你我似乎似曾相识……	100	<G>什么？若是你见过月泉淮那老贼，便告诉我他的行踪！他真是有辱剑客的身份……	10																				2000	10000	3840									0					15	4370																																																	1024	1024	1024	1024	1024																																1024	0															2																															
125117	钟不归	寒山剑痴				28				124				6				704800	514080000			100000000					22	10000	10000	10000	10000	10000	0	8619	8619	8619	8619	8619		27550	27550	27550	27550	27550		125117		238636	0	238636	0	35650	3																															99999			88224										1392				25人英雄九老洞					1			0		0		0					scripts/Map/九老洞/npc/2号_钟不归/钟不归.lua															1	10000	-1									254					15	11190	478083	2																																										28					0	0	0	0	0								1															2048									1536	1															10																															
125118	巨石					28				124			56	6				704800	25272000			3375612				12	24	10000	10000	10000	10000	10000	0	8619	8619	8619	8619	8619		27550	27550	27550	27550	27550		125118		4248	0	0	0	28	1																															99999			88112										2				25人英雄九老洞					1			0		0		0					scripts/Map/九老洞/npc/6号_月泉淮/大落石.lua															500		-1									254					5	1437		6																																										28					0	0	0	0	0								1															2048				1					1536	1														0																																
125119						26		9		124					0	0		704800	99999999								22																			125119																																						9999																	25人英雄九老洞					1			0		0		0																						-1							0		254								4																																										26					1024	1024	1024	1024	1024																							2048										1																																														
125120	关卡宝箱			2	0	26	1	9	0	120	0	950	29		0	0		704800	828947368	0	0	45	0	0	100	6	22	9000	0	0	0	0	0	1	1	1	1	1	1024						0	125120	1	2720	1361	2720	1361			43	0	1	1024	33	10			32	0	1	1024	16	8			32	0	1	1024	16	8			32	0	1	1024	16	8	99999999	0	20	59015										1392	100000	100000	1048576	25人英雄九老洞	0	0	1	1	1	0		0		0		0					scripts/Map/狼牙堡_辉天堑/npc/关卡宝箱.lua							0	0	0	0	0	0	0	0			-1	0	0	0	0	0	0	0	0	3070	1	1	0	960	3	1019	0	11			0	-1	7	0	-1	0										32	0	32	0	32	0	32	0	1	1	1	1	1024	1024	1024	1024	16	16	16	16	8	8	8	8	26			0	0	0	0	0	0	0	0				0	0	0	1	0													1	2560				1						1														0			万灵当歌/Raid九老洞英雄25人/stage_chest1.tab	1	万灵当歌/Raid九老洞英雄25人/stage_chest2.tab	1																										
125121	翅膀NPC					0							85					180									22																			125121																																						4800			88716														25人英雄九老洞								0		0		0																						3840									0																																																							1024	1024	1024	1024	1024																																	0																																														
125122						26	5	9		122					0	0		180	999999999								40																			125122																																						4800			88478										2				25人英雄九老洞					1			0		0		0																						3840							0		254																																																		26					1024	1024	1024	1024	1024																							2048										0	1					0								0																																
125123						26		9		124					0	0		704800	99999999								22																			125123																																						9999																	25人英雄九老洞					1			0		0		0																						-1							0		254								4																																										26					1024	1024	1024	1024	1024																							2048										1																																														
125124	月泉宗弟子					28				121				5				0	13182680			9910273					30	10000	10000	10000	10000	10000	0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		125124		58366	29183	58366	29183	28	1																															160			88723										2				25人英雄九老洞								0		0		0																				4000	10000	-1								5	254					10	9390		3																																										28					0	0	0	0	0																																	1																																														
125125						28		9		124					0	0		180	1458025			1312222					22						2448	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		125125		8691	4346	8691	4346	28	1	43		1	1024	33	10																									4800																	25人英雄九老洞					1			0		0		0																					10000	3840							0		3071						11190		6																																										28					1024	1024	1024	1024	1024																																1536	0						0																																								
125126						28		9		124					0	0		180	1458025			1312222					22						2448	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		125126		8691	4346	8691	4346	28	1	43		1	1024	33	10																									4800																	25人英雄九老洞					1			0		0		0																					10000	3840							0		3071						11190		6																																										28					1024	1024	1024	1024	1024																																1536	0						0																																								
125127						26		9		124					0	0		704800	99999999								22																			125127																																						9999																	25人英雄九老洞					1			0		0		0																						-1							0		254								4																																										26					1024	1024	1024	1024	1024																							2048										1																																														
125128						27				124				5	0			180	863500			4390494					22	10000	10000	10000	10000	10000	0	1982	1982	1982	1982	1982		7060	7060	7060	7060	7060		125128		0	0	24406	12203	28	1			1	1024	20	10	28661	1	320	32																					4800			88115										2				25人英雄九老洞					1			0		0		0																				4000	10000	3840							0		254					10	9940																																																	0	0	0	0	0																																512	1																																														
125129						28				123			489	5	0	0		0	16800000			16800000					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		125129		0	0	0	0	28	1																															99999999			87993										2				25人英雄九老洞					1			0		0		0																				1	10000	-1							0		254					10	4160																																												28					0	0	0	0	0																																512	1						0																																								
125130						26		9		120					0	0		704800	99999999								22																			125130																																						9999																	25人英雄九老洞					1			0		0		0																						-1							0		254								2																																										26					0	0	0	0	0																							2048										1																																														
125131						26		9		124			557	6	0	0		704800	999999999			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		125131		26083	13041	26083	13041	28	1																															99999			88196														25人英雄九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																											26					0	0	0	0	0																							2048									512	1	1					0																																								
125132	蜥蜴					31				20				5				0	3286			2958					30	10000	10000	10000	10000	10000	0	21	21	21	21	21		40	4	4	4	4		125132		0	0	0	0	28	1																													0	0	99999999			88718											175	532	629145	25人英雄九老洞								0		0		0																		0			10000	-1							0	3	254					10	61																																												31					0	0	0	0	0																																	1																																														
125133						26	5	9		122					0	0		180	999999999								40																			125133																																						4800			88484										2				25人英雄九老洞					1			0		0		0																						3840							0		254																																																		26					1024	1024	1024	1024	1024																							2048										0	1					0								0																																
125134						26	5	9		122					0	0		180	999999999								40																			125134																																						4800			88485										2				25人英雄九老洞					1			0		0		0																						3840							0		254																																																		26					1024	1024	1024	1024	1024																							2048										0	1					0								0																																
125135						28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		125135						28	1																															99999													2				25人英雄九老洞			3		1			0		0		0																				1	10000	-1							0		254								4																																										28					0	0	0	0	0																							2048									512	1						0																																								
125136						26		9		120					0	0		704800	99999999								22																			125136																																						9999																	25人英雄九老洞					1			0		0		0																						-1							0		254								2																																										26					0	0	0	0	0																							2048										1																																														
125137						26		9		121				6	0	0		704800	99999999								30																			125137																																						99999999																	25人英雄九老洞					1			0		0		0																						-1							0		254					5	3750		6																																										26					0	0	0	0	0																							2048										1						0								0																																
125138	老鼠					31				20				5				0	3286			2958					30	10000	10000	10000	10000	10000	0	21	21	21	21	21		40	4	4	4	4		125138		0	0	0	0	28	1																													0	0	99999999			88719											175	532	629145	25人英雄九老洞								0		0		0																		0			10000	-1							0	3	254					10	61																																												31					0	0	0	0	0																																	1																																														
125139	偃月刀·内					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		125139		5240	2620	5240	2620																																	4800			88322														25人英雄九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840									0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
125140	棍·内					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		125140		5240	2620	5240	2620																																	4800			88321														25人英雄九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840									0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
125141	松鼠					31				20				5				0	3286			2958					30	10000	10000	10000	10000	10000	0	21	21	21	21	21		40	4	4	4	4		125141		0	0	0	0	28	1																													0	0	99999999			88720											175	532	629145	25人英雄九老洞								0		0		0																		0			10000	-1							0	3	254					10	61																																												31					0	0	0	0	0																																	1																																														
125142	枪·内					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		125142		5240	2620	5240	2620																																	4800			88320														25人英雄九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840									0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
125143	大刀·内					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		125143		5240	2620	5240	2620																																	4800			88319														25人英雄九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840									0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
125144	鸟					31				20				5				0	3286			2958					30	10000	10000	10000	10000	10000	0	21	21	21	21	21		40	4	4	4	4		125144		0	0	0	0	28	1																													0	0	99999999			88721											175	532	629145	25人英雄九老洞								0		0		0																		0			10000	-1							0	3	254					10	61																																												31					0	0	0	0	0																																	1																																														
125145	纯阳弟子	接引人				0				123			68					180	786995			708295					22						1242	491	491	491	491	491		1367	130	130	130	130		125145		3514	1757	3514	1757	28	1																															4800			88722											770	2351	838860	25人英雄九老洞								0		0		0					scripts/Map/九老洞/npc/周边/接引人.lua																10000	3840									0						6040																																																	1024	1024	1024	1024	1024																																	0																																														
125146	纯阳弟子	修理商		3		267				121			60			0		704800	60000000			50000000					30						0	66	66	66	66	66		1906	1906	1906	1906	1906		125146		239	120	239	120	28	1	30		1	1024	20	10																									99999999			88724														25人英雄九老洞					1		......	1		0		0																						-1									254						9390	0																																											267					0	0	0	0	0																							2048										1						0								0																																
