ID	DoodadName(程序不读)	DoodadTemplateID	CostThew	ProfessionID	RequireLevel	DoodadLevel	ToolItemType	ToolItemIndex	PowerfulToolItemType	PowerfulToolItemIndex	EquipmentType	Exp	PrepareFrame	ExpertiseDrop	ExpertiseRate	ExpertiseMinCount	ExpertiseMaxCount	Lv0_Drop0	Lv0_Rate0	Lv0_Drop1	Lv0_Rate1	Lv0_Drop2	Lv0_Rate2	Lv0_Drop3	Lv0_Rate3	Lv0_MinCount	Lv0_MaxCount	Lv1_Drop0	Lv1_Rate0	Lv1_Drop1	Lv1_Rate1	Lv1_Drop2	Lv1_Rate2	Lv1_Drop3	Lv1_Rate3	Lv1_MinCount	Lv1_MaxCount	Lv2_Drop0	Lv2_Rate0	Lv2_Drop1	Lv2_Rate1	Lv2_Drop2	Lv2_Rate2	Lv2_Drop3	Lv2_Rate3	Lv2_MinCount	Lv2_MaxCount	Lv3_Drop0	Lv3_Rate0	Lv3_Drop1	Lv3_Rate1	Lv3_Drop2	Lv3_Rate2	Lv3_Drop3	Lv3_Rate3	Lv3_MinCount	Lv3_MaxCount	CostVigor
380	30~40级通用尸体	380	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
362	30~40级通用尸体	362	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
374	30~40级通用尸体	374	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
388	30~40级通用尸体	388	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
389	40~50级通用尸体	389	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
381	40~50级通用尸体	381	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
375	40~50级通用尸体	375	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
363	40~50级通用尸体	363	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
351	40~50级通用尸体	351	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
369	40~50级通用尸体	369	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
357	40~50级通用尸体	357	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
390	50~60级通用尸体	390	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
382	50~60级通用尸体	382	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
376	50~60级通用尸体	376	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
364	50~60级通用尸体	364	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
352	50~60级通用尸体	352	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
370	50~60级通用尸体	370	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
358	50~60级通用尸体	358	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
391	60~70级通用尸体	391	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
384	60~70级通用尸体	384	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
383	60~70级通用尸体	383	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
377	60~70级通用尸体	377	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
365	60~70级通用尸体	365	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
353	60~70级通用尸体	353	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
385	60~70级通用尸体	385	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
371	60~70级通用尸体	371	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
359	60~70级通用尸体	359	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
2874	70~80级通用尸体	2874	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
4286	80~90级通用尸体	4286	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
3418	帮会庖丁	3418	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
5663	90~95级通用尸体	5663	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	ClassDrop\Box\lv100_other.tab	1024							2	4	40
7543	庖丁熊尸体	7543	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_bear.tab	1024							1	1	ClassDrop\Box\lv100_bear.tab	1024							1	1	ClassDrop\Box\lv100_bear.tab	1024							1	1	ClassDrop\Box\lv100_bear.tab	1024							1	1	40
7544	庖丁鳄尸体	7544	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_crocodile.tab	1024							1	1	ClassDrop\Box\lv100_crocodile.tab	1024							1	1	ClassDrop\Box\lv100_crocodile.tab	1024							1	1	ClassDrop\Box\lv100_crocodile.tab	1024							1	1	40
7545	庖丁鹿尸体	7545	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_deer.tab	1024							1	1	ClassDrop\Box\lv100_deer.tab	1024							1	1	ClassDrop\Box\lv100_deer.tab	1024							1	1	ClassDrop\Box\lv100_deer.tab	1024							1	1	40
7546	庖丁狗尸体	7546	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_dog.tab	1024							1	1	ClassDrop\Box\lv100_dog.tab	1024							1	1	ClassDrop\Box\lv100_dog.tab	1024							1	1	ClassDrop\Box\lv100_dog.tab	1024							1	1	40
7547	庖丁牛尸体	7547	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_cow.tab	1024							1	1	ClassDrop\Box\lv100_cow.tab	1024							1	1	ClassDrop\Box\lv100_cow.tab	1024							1	1	ClassDrop\Box\lv100_cow.tab	1024							1	1	40
7548	庖丁猪尸体	7548	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_pig.tab	1024							1	1	ClassDrop\Box\lv100_pig.tab	1024							1	1	ClassDrop\Box\lv100_pig.tab	1024							1	1	ClassDrop\Box\lv100_pig.tab	1024							1	1	40
7549	庖丁蛇尸体	7549	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_snake.tab	1024							1	1	ClassDrop\Box\lv100_snake.tab	1024							1	1	ClassDrop\Box\lv100_snake.tab	1024							1	1	ClassDrop\Box\lv100_snake.tab	1024							1	1	40
7550	庖丁虎尸体	7550	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_tiger.tab	1024							1	1	ClassDrop\Box\lv100_tiger.tab	1024							1	1	ClassDrop\Box\lv100_tiger.tab	1024							1	1	ClassDrop\Box\lv100_tiger.tab	1024							1	1	40
7551	庖丁龟尸体	7551	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_tortoise.tab	1024							1	1	ClassDrop\Box\lv100_tortoise.tab	1024							1	1	ClassDrop\Box\lv100_tortoise.tab	1024							1	1	ClassDrop\Box\lv100_tortoise.tab	1024							1	1	40
7552	庖丁狼尸体	7552	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_wolf.tab	1024							1	1	ClassDrop\Box\lv100_wolf.tab	1024							1	1	ClassDrop\Box\lv100_wolf.tab	1024							1	1	ClassDrop\Box\lv100_wolf.tab	1024							1	1	40
7553	庖丁鱼尸体	7553	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_fish.tab	1024							1	1	ClassDrop\Box\lv100_fish.tab	1024							1	1	ClassDrop\Box\lv100_fish.tab	1024							1	1	ClassDrop\Box\lv100_fish.tab	1024							1	1	40
7554	庖丁未分两类尸体	7554	0	3	100	100	0	0	0	0	0	128	80	ClassDrop\Box\expertise.tab	204	1	2	ClassDrop\Box\lv100_other.tab	1024							1	1	ClassDrop\Box\lv100_other.tab	1024							1	1	ClassDrop\Box\lv100_other.tab	1024							1	1	ClassDrop\Box\lv100_other.tab	1024							1	1	40
