ID	Name	Title	Model	Kind	CampRequire	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsDefenceMax	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillFirstInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillFirstInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillFirstInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillFirstInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeID2	ReputeValue2	ReputeID3	ReputeValue3	ReputeID4	ReputeValue4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillFirstInterval5	SkillInterval6	SkillFirstInterval6	SkillInterval7	SkillFirstInterval7	SkillInterval8	SkillFirstInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	BattleFieldID	BattleFieldSide	ReputeLevel1	ReputeLevel2	ReputeLevel3	ReputeLevel4	LogLootFlag	TitlePoint	Train	DropJustice	DropExamPrint	DropActivityAward	ValidReputeLootBuff	BuffReputeValue	BuffReputeLevel	HasGameCard	GameCardSaleOptionText	GameCardBuyOptionText	GameCardOrderOptionText	GameCardOrderBuyOptionText	CounterStealth	CounterStealthRange	HasCubPackage	CubPackageOptionText	CubPackageRequireReputeLevel	ForceDrop	IndependentDrop	IndependentDropCount	IndependentDropType	IsCostMana	CriticalDamagePowerBase	DisableSkillMove	HideLevel	DecreaseDamagePercent	ReturnNotRecoveryBlood	CanShareNpcKillByQuestEvent	IdentityVisiableID	CanSeeLifeNum	TouchWidth	HasSharePackage	SharePackageOptionText	SharePackageRequireReputeLevel	LeaveFightNotify	RecoverHP	BroadcastLookup	DropVigor	MaxLifeCount	SceneFilter	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	Drop11	Count11	Drop12	Count12	Drop13	Count13	Drop14	Count14	Drop15	Count15
123677	双刺·内					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123677		5240	2620	5240	2620																																	4800			88314														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123678	偃月刀·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123678		5240	2620	5240	2620																																	4800			88313														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123679	棍·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123679		5240	2620	5240	2620																																	4800			88312														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123680	枪·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123680		5240	2620	5240	2620																																	4800			88311														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123681	大刀·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123681		5240	2620	5240	2620																																	4800			88310														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123682	锤·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123682		5240	2620	5240	2620																																	4800			88309														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123683	剑·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123683		5240	2620	5240	2620																																	4800			88308														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123684	双斧·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123684		5240	2620	5240	2620																																	4800			88307														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123685	双锏·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123685		5240	2620	5240	2620																																	4800			88306														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123686	双刺·外					26		5		120								180	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123686		5240	2620	5240	2620																																	4800			88305														九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/幻影兵器.lua																10000	3840							0		0						8840	5099																																											26					1024	1024	1024	1024	1024																																	0																																														
123687	钟不归					28		9		122					0	0		704800	99999999								22																			123687																																						99999			88265										2				九老洞					1			0		0		0																						-1							0		254																																																		28					0	0	0	0	0																							2048										1																																														
123688	寒山剑					28				122			256	6				704800	25200000			0					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123688		189006	94504	189006	94504	28	1																															99999			88078										2				九老洞								0		0		0					scripts/Map/九老洞/npc/2号_钟不归/寒山剑.lua															1	10000	-1									254					15	9940	0	2																																										28					0	0	0	0	0																							2048									512	1																																														
123689						26		9		122			359		0	0		704800	99999999			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123689		5240	2620	5240	2620																																	99999			88104										2				九老洞					1			0		0		0																					10000	-1							0		254						8840	5099																																											26					0	0	0	0	0																							2048										0																																														
123690						26		9		122			359		0	0		704800	99999999			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		123690		5240	2620	5240	2620																																	99999			88081										2				九老洞					1			0		0		0																					10000	-1							0		254						8840	5099																																											26					0	0	0	0	0																							2048										0																																														
123697	岑伤	新月卫·小遗仙				28				122			64	6				704800	592116000			3151859					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123697		1560	0	0	0	35401	1																															99999			87930										1392				九老洞					1			0		0		0					scripts/Map/九老洞/npc/3号_岑伤/岑伤.lua															1	10000	-1									254					15	1544	100000	3																																										28					0	0	0	0	0								1															2048				1					512	1											1	0.3		0																																
123698						26		9							0	0		704800	99999999								30																			123698																																						99999999																	九老洞					1			0		0		0																						-1							0		254						4		3																																										26					0	0	0	0	0																							2048										1														0																																
123699						26		9							0	0		704800	99999999								30																			123699																																						99999999																	九老洞					1			0		0		0																						-1							0		254						4		3																																										26					0	0	0	0	0																							2048										1														0																																
123721	麒麟	龙脉守护者				28				122			256	6				704800	652960000			62944487					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123721		0	0	0	0	35558	1	30				20	10																									99999			87977	89181									1392				九老洞					1	640		0		0		0					scripts/Map/九老洞/npc/5号_麒麟/麒麟.lua															1	10000	-1									254					5	9940	0	5																																										28					0	0	0	0	0								1															2048				1					512	1											1	0.3	1	0																																
123722						26		9		121			653	6	0	0		704800	99999999								30																			123722																																						99999			88605														九老洞					1			0		0		0																						-1							0		254					5	3750		5																																										26					0	0	0	0	0																							2048										1						0								0																																
123723						26		9		121				6	0	0		704800	99999999								30																			123723																																						99999																	九老洞					1			0		0		0																						-1							0		254					5	3750		5																																										26					0	0	0	0	0																							2048										1						0								0																																
123724	灵护麒麟					28		5		122				6				704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123724		26083	13041	26083	13041	36441	1																															99999			88197										2				九老洞					1	360		0		0		0					scripts/Map/九老洞/npc/5号_麒麟/小麒麟.lua															1	10000	-1									254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1																																													
123725						28		18		122			56	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123725		26083	13041	26083	13041	28	1																															99999			88934	88935	88936	88937											九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123726	麒麟					28		9		122			160	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123726		26083	13041	26083	13041	28	1																															99999			88180	89100													九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123727						28		9		122				6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123727		26083	13041	26083	13041	28	1																															99999			88181	88182													九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123728	麒麟					28		18		122			56	6	0	0		704800	69938319			62944487					18	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123728		26083	13041	26083	13041	28	1																															99999			88183														九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123729	麒麟					28		9		122			967	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123729		26083	13041	26083	13041	28	1																															99999			88184														九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123730	麒麟					28		9		122			1920	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123730		26083	13041	26083	13041	28	1																															99999			88185														九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123731	麒麟					28		9		122				6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123731		26083	13041	26083	13041	28	1																															99999																	九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123732	麒麟					28		9		122			189	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123732		26083	13041	26083	13041	28	1																															99999			88186														九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123733						28		18		122			39	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123733		26083	13041	26083	13041	28	1																															99999			88187										2				九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123734	麒麟					28		18		122			64	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123734		26083	13041	26083	13041	28	1																															99999			88188										2				九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123735	麒麟					28		9		122				6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123735		26083	13041	26083	13041	28	1																															99999			88189														九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123736	麒麟					28		9		122			896	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123736		26083	13041	26083	13041	28	1																															99999			88190														九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123737	麒麟					28		9		122			434	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123737		26083	13041	26083	13041	28	1																															99999			88191														九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123738	麒麟					28	5	18		122			640	6	0	0		704800	69938319			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123738		26083	13041	26083	13041	28	1																															99999			88192														九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																																0	0	0	0	0																							2048									512	1	1					0																																								
123739						26		9		122				6	0	0		704800	999999999			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123739		26083	13041	26083	13041	28	1																															99999																	九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																											26					0	0	0	0	0																							2048									512	1	1					0																																								
123740	魔剑幻影					28		5		122			60	6				704800	550800000			62944487					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123740		0	0	0	0	22216	1	30				20	10																									99999			88193										2				九老洞					1			0		0		0					scripts/Map/九老洞/npc/5号_麒麟/四象秽气.lua															1	10000	-1									254					5	9940	0	5																																										28					0	0	0	0	0								1															2048				1					512	1											1	0.3	1	0																																
123741						26		9		122				6	0	0		704800	999999999			62944487					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123741		26083	13041	26083	13041	28	1																															99999																	九老洞					1			0		0		0																				1	10000	-1							0		254					5	9940	67612																																											26					0	0	0	0	0																							2048									512	1	1					0																																								
123742	麒麟	龙脉守护者				28	4			122			60	6				704800	550800000			62944487					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123742		0	0	0	0	35558	1	30				20	10																									99999			89180										1392				九老洞					1	540		0		0		0					scripts/Map/九老洞/npc/5号_麒麟/飞行麒麟.lua															1	10000	-1									254					5	9940	0	5																																										28					0	0	0	0	0								1															2048				1					512	1											1	0.3	1	0																																
123763	鬼筹	神秘术士				28	3			122			160	6				704800	557602500			54009806					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123763		0	0	0	0	35931	1																													0	0	99999			87974	88960									1392				九老洞					1			0		0		0					scripts/Map/九老洞/npc/4号_鬼筹/鬼筹.lua															4000	10000	-1								0	254					12	1544	0	4																																										28					0	0	0	0	0								1															2048									512	1											1	0.3																																		
123764						26		9		122					0	0		704800	99999999								22																			123764																																						9999																	九老洞					1			0		0		0																						-1							0		254								4																																										26					1024	1024	1024	1024	1024																							2048										0																																														
123765						26		9		122					0	0		704800	99999999								22																			123765																																						9999																	九老洞					1			0		0		0																						-1							0		254								4																																										26					1024	1024	1024	1024	1024																							2048										0																																														
123766						28		9		122			56		0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		123766						28	1																															99999			88014										2				九老洞			3		1			0		0		0																				1	10000	-1							0		254																																																		28					0	0	0	0	0																							2048									512	1						0																																								
123767	树木					28	3			122			128	6				704800	855000000			54009806					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123767		0	0	0	0	28	1																													0	0	99999			88119										2				九老洞					1			0		0		0					scripts\Map\九老洞\npc\4号_鬼筹\树木.lua															4000	10000	-1								0	254					12	1544	0	4																																										28					0	0	0	0	0								1															2048									512	1																																														
123768	圆木					28	3			122			185	6				704800	855000000			54009806					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		123768		0	0	0	0	28	1																													0	0	99999			88120										2				九老洞					1			0		0		0					scripts\Map\九老洞\npc\4号_鬼筹\圆木.lua															4000	10000	-1								0	254					12	1544	0	4																																										28					0	0	0	0	0								1															2048									512	1																																														
