ID	Name	Title	Model	Kind	CampRequire	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsDefenceMax	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillFirstInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillFirstInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillFirstInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillFirstInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeID2	ReputeValue2	ReputeID3	ReputeValue3	ReputeID4	ReputeValue4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillFirstInterval5	SkillInterval6	SkillFirstInterval6	SkillInterval7	SkillFirstInterval7	SkillInterval8	SkillFirstInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	BattleFieldID	BattleFieldSide	ReputeLevel1	ReputeLevel2	ReputeLevel3	ReputeLevel4	LogLootFlag	TitlePoint	Train	DropJustice	DropExamPrint	DropActivityAward	ValidReputeLootBuff	BuffReputeValue	BuffReputeLevel	HasGameCard	GameCardSaleOptionText	GameCardBuyOptionText	GameCardOrderOptionText	GameCardOrderBuyOptionText	CounterStealth	CounterStealthRange	HasCubPackage	CubPackageOptionText	CubPackageRequireReputeLevel	ForceDrop	IndependentDrop	IndependentDropCount	IndependentDropType	IsCostMana	CriticalDamagePowerBase	DisableSkillMove	HideLevel	DecreaseDamagePercent	ReturnNotRecoveryBlood	CanShareNpcKillByQuestEvent	IdentityVisiableID	CanSeeLifeNum	TouchWidth	HasSharePackage	SharePackageOptionText	SharePackageRequireReputeLevel	LeaveFightNotify	RecoverHP	BroadcastLookup	DropVigor	MaxLifeCount	SceneFilter	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	Drop11	Count11	Drop12	Count12	Drop13	Count13	Drop14	Count14	Drop15	Count15
122608	翁幼之宝箱			2	0	26	1	9	0	120	0	950	29		0	0		704800	828947368	0	0	45	0	0	100	6	22	9000	0	0	0	0	0	1	1	1	1	1	1024						0	122608	1	1857	929	1857	929			43	0	1	1024	33	10			32	0	1	1024	16	8			32	0	1	1024	16	8			32	0	1	1024	16	8	99999999	0	20	59015										1392	2500000	2500000	1048576	25人英雄武狱黑牢	0	0	1	1	1	0		0		0		0					scripts/Map/狼牙堡_辉天堑/npc/掉落npc.lua							0	0	0	0	0	0	0	0			-1	0	0	0	0	0	0	0	0	3070	1	1	0	960	3	8840	0	6			0	-1	7	0	-1	0										32	0	32	0	32	0	32	0	1	1	1	1	1024	1024	1024	1024	16	16	16	16	8	8	8	8	26			0	0	0	0	0	0	0	0				0	0	0	1	0													1	2560				1						1														0			奉天证道/25人公共掉落/Stone_high.tab	2	奉天证道/25人公共掉落/craft_boss.tab	1	奉天证道/25人公共掉落/siderite_120.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_1.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_2.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_3.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_4.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_5.tab	1	群侠万变/Raid武狱黑牢英雄25人/wyhlyxteshu6_5.tab	1	群侠万变/Raid武狱黑牢英雄25人/wyhlyxsuipian.tab	1										
122609	解兰舟	飞虹过雨				28				124			57	6				704800	194900580			113376066					30	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122609		234901	117452	234901	117452	34615	1																															99999			86854										1392				25人英雄武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/5号_武云阙/解兰舟.lua															1	10000	-1									254					15	11190	478083	5																																										28					0	0	0	0	0								1															2048									1536	1															10																															
122610	恶虎					28		2		124				5				704800	114750000			35430020					28	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122610		189330	0	0	0	35042	1																															99999			86752										2				25人英雄武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/3号_牛波/动物.lua															1	10000	-1									254					13	11190	39840	3																																										28					0	0	0	0	0																							2048									1536	1															10																															
122611	囚魂心牢					28		5		122				5				704800	68544000			0					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122611		185581	92791	185581	92791	28	1	80																														99999			86936	86990									2				25人英雄武狱黑牢			3		1			0		0		0					scripts\Map\武狱黑牢\npc\6号_翁幼之\囚魂心牢.lua															1	10000	-1									254					13	9940	37562	1																																										28					0	0	0	0	0																							2048									512	1																																														
122612	翁幼之					28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122612						28	1																															99999			86757										2				25人英雄武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122613						26		9		124					0	0		704800	99999999								22																			122613																																						9999																	25人英雄武狱黑牢					1			0		0		0																						-1							0		254								6																																										26					1024	1024	1024	1024	1024																							2048										0																																														
122614	武家弟子					28				122				5				704800	92100000			62944487					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122614		504879	0	0	0	28	1																															99999			86790										2				25人英雄武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/5号_武云阙/武家弟子.lua															1	10000	-1									254					14	9940	93906																																											28					0	0	0	0	0																							2048									512	1																																														
122615	翁幼之宝箱			2	0	26	1	9	0	120	0	950	29		0	0		704800	828947368	0	0	45	0	0	100	6	22	9000	0	0	0	0	0	1	1	1	1	1	1024						0	122615	1	1857	929	1857	929			43	0	1	1024	33	10			32	0	1	1024	16	8			32	0	1	1024	16	8			32	0	1	1024	16	8	99999999	0	20	59015										1392	2500000	2500000	1048576	25人英雄武狱黑牢	0	0	1	1	1	0		0		0		0					scripts/Map/狼牙堡_辉天堑/npc/掉落npc.lua							0	0	0	0	0	0	0	0			-1	0	0	0	0	0	0	0	0	3070	1	1	0	960	3	8840	0	6			0	-1	7	0	-1	0										32	0	32	0	32	0	32	0	1	1	1	1	1024	1024	1024	1024	16	16	16	16	8	8	8	8	26			0	0	0	0	0	0	0	0				0	0	0	1	0													1	2560				1						1														0			奉天证道/25人公共掉落/Stone_high.tab	2	奉天证道/25人公共掉落/craft_boss.tab	1	奉天证道/25人公共掉落/siderite_120.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_1.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_2.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_3.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_4.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_5.tab	1	群侠万变/Raid武狱黑牢英雄25人/gear_6_6.tab	1	群侠万变/Raid武狱黑牢英雄25人/wyhlyxteshu6.tab	1	群侠万变/Raid武狱黑牢英雄25人/wyhlyxsuipian.tab	1	万灵当歌/Raid九老洞普通25人/gaojifumo5.tab	1						
122616	鹰					28	5	9		124				5	0			704800	39366689			35430020					22	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122616		89381	44690	89381	44690	28	1																															99999			86747														25人英雄武狱黑牢					1			0		0		0																				1	10000	-1									254					13	11190	39840																																											28					0	0	0	0	0																							2048									1536	1																																														
122617	解家弟子					28				122				5				704800	92100000			62944487					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122617		107584	53791	107584	53791	59	1																															99999			86789										2				25人英雄武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/5号_武云阙/武家弟子.lua															1	10000	-1								11	254					14	9940	93906																																											28					0	0	0	0	0																							2048									512	1																																														
122618						28		9		124					0	0		704800	550800000								22																			122618						31970	1																															4800																	25人英雄武狱黑牢					1			0		0		0																						3840							0		3071																																																		28					1024	1024	1024	1024	1024																							2048										0						0																																								
122620	和正·虚妄幻化	永宁寺武僧				28				124			354	6				704800	13050000			3151859					40	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122620		1751	0	0	0	34154	1																															99999			86517										2				25人英雄武狱黑牢					1			0		0		0																				4000	10000	-1									254					15	1544	100000	4																																										28					0	0	0	0	0								1															2048				1					1536	1														0																																
122621						26		9		121				6	0	0		704800	99999999								30																			122621																																						99999			87578														25人英雄武狱黑牢					1			0		0		0																						-1							0		254					5	3750		2																																										26					0	0	0	0	0																							2048										1						0								0																																
122622						26		9		120					0	0		704800	99999999								30																			122622																																						9999																	25人英雄武狱黑牢					1			0		0		0																						-1							0		254								5																																										26					0	0	0	0	0																							2048										1																																														
122623	备用2					0												180									22																			122623																																						4800																	25人英雄武狱黑牢								0		0		0																						3840									0																																																							1024	1024	1024	1024	1024																																	0																																														
122624	黑熊					28		2		124				5				704800	122400000			140800000					28	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122624		394436	0	0	0	34333	1																															99999			86751										2				25人英雄武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/3号_牛波/动物.lua															1	10000	-1									254					13	11190	39840	3																																										28					0	0	0	0	0																							2048									1536	1															10																															
122625						26		9		120					0	0		704800	99999999								30																			122625																																						9999																	25人英雄武狱黑牢					1			0		0		0																						-1							0		254								5																																										26					0	0	0	0	0																							2048										1																																														
122626	郭珠	丐帮江陵分舵堂主				26				122				6				180	111901311			1007111799					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122626		212056	106029	212056	106029	28	1																															4800			86911											67916	207166	838860	25人英雄武狱黑牢								0		0		0					scripts/Map/武狱黑牢/npc/周边/郭珠.lua															1	10000	3840									0					15	9940	450750																																																1024	1024	1024	1024	1024																																512	0															10																															
122627	备用3					0												180									22																			122627																																						4800																	25人英雄武狱黑牢								0		0		0																						3840									0																																																							1024	1024	1024	1024	1024																																	0																																														
122628						28		9		124					0	0		704800	550800000								22																			122628						31970	1																															4800																	25人英雄武狱黑牢					1			0		0		0																						3840							0		3071																																																		28					1024	1024	1024	1024	1024																							2048										0						0																																								
122629						26		9		121				6	0	0		704800	99999999								30																			122629																																						99999																	25人英雄武狱黑牢					1			0		0		0																						-1							0		254					5	3750		2																																										26					0	0	0	0	0																							2048										1						0								0																																
122630	油灯					28	5	9		120					0	0		704800	99999999			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		122630		5880	2940	5880	2940																																	99999			86786														25人英雄武狱黑牢					1			0		0		0																					10000	-1									254						8840	5099																																											28					1024	1024	1024	1024	1024																							2048										0																																														
122631	翁幼之					28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122631						28	1																															99999													2				25人英雄武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122632	和正	永宁寺武僧				28				124			64	6				704800	325728000			3151859					30	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122632		1751	0	0	0	34154	3																															99999			86517										1392				25人英雄武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/4号_和正/和正.lua															1	10000	-1									254					15	1544	100000	4																																										28					0	0	0	0	0								1															2048				1					1536	1														0	10																															
122633	翁幼之					28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122633						28	1																															99999			86757										2				25人英雄武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122634	翁幼之					28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122634						28	1																															99999			86757										2				25人英雄武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122635	翁幼之					28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122635						34030	1	80																														99999			86757										2				25人英雄武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122636						26		9		124					0	0		704800	99999999								30																			122636																																						99999999																	25人英雄武狱黑牢					1			0		0		0																						-1							0		254						4		4																																										26					0	0	0	0	0																							2048										1														0																																
122637	通关宝箱			2	0	26	1	9	0	120	0	950	29		0	0		704800	828947368	0	0	45	0	0	100	6	22	9000	0	0	0	0	0	1	1	1	1	1	1024						0	122637	1	1857	929	1857	929			43	0	1	1024	33	10			32	0	1	1024	16	8			32	0	1	1024	16	8			32	0	1	1024	16	8	99999999	0	20	59015										1392				25人英雄武狱黑牢	0	0	1	1	1	0		0		0		0					scripts/Map/世界通用/include/通关宝箱.lua							0	0	0	0	0	0	0	0			-1	0	0	0	0	0	0	0	0	3070	1	1	0	960	3	8840	0	6			0	-1	7	0	-1	0										32	0	32	0	32	0	32	0	1	1	1	1	1024	1024	1024	1024	16	16	16	16	8	8	8	8	26			0	0	0	0	0	0	0	0				0	0	0	1	0													1	2560				1						1														0																																
122638						26		9		124					0	0		704800	99999999								30																			122638																																						99999999																	25人英雄武狱黑牢					1			0		0		0																						-1							0		254						4		4																																										26					0	0	0	0	0																							2048										1														0																																
122639						28		18		124				6	0	0		704800	78733379			70860041					22	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122639		32417	16208	32417	16208	28	1																															99999			86554	87006	87007												25人英雄武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/2号_乐临川/镜花水月.lua															1	10000	-1							0		254					5	11190	71712																																																0	0	0	0	0																							2048									1536	1	1					0																																								
122640						26		9		120					0	0		704800	99999999								30																			122640																																						9999																	25人英雄武狱黑牢					1			0		0		0																						-1							0		254																																																		26					0	0	0	0	0																							2048										1																																														
122641	乐临川					28		9		124				6	0	0		704800	78733379			70860041					22	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122641		32417	16208	32417	16208																																	99999			86364														25人英雄武狱黑牢					1			0		0		0																				1	10000	-1							0		254					5	11190	71712																																											28					0	0	0	0	0																							2048									1536	1	1					0																																								
122642	龙俊华					26				122								180									22	10000	10000	10000	10000	10000		4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122642						28	1																															4800			86912														25人英雄武狱黑牢							<G>何谓剑道，何为剑心……	1024		0		0																				2000	10000	3840									0																																																							1024	1024	1024	1024	1024																																	0						0										1																														
122643	火焰					28		9		120					0	0		704800	99999999								30																			122643																																						99999			86792										2				25人英雄武狱黑牢					1			0		0		0																						-1							0		254																																																		28					0	0	0	0	0																							2048										1																																														
122644	翁幼之					28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122644						28	1																															99999			86757										2				25人英雄武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122645	油污					28		9		120			450		0	0		704800	99999999								30																			122645																																						99999			86791										2				25人英雄武狱黑牢					1			0		0		0																						-1							0		254																																																		28					0	0	0	0	0																							2048										1																																														
122646	浩气盟弟子					26				122					0			0	221186441			62511						10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122646		1056	527	1056	527	22444	1	31				21	10																									99999999			86912														25人英雄武狱黑牢							……	1		0		0																				2000	10000	-1									3070						1544		2																																										26					0	0	0	0	0																																	1																																														
122647	翁幼之					28		9		124					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122647						28	1																															99999			86757										2				25人英雄武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122648	遗落的油灯					26		3		120								704800	1151827			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		122648		5880	2940	5880	2940																																	99999			86801														25人英雄武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/5号_武云阙/遗落的油灯.lua																10000	-1									254						8840	5099																																																1024	1024	1024	1024	1024																							2048										0						0																																								
