GroupID	NpcTemplateID	MaxCount	PlayerDiff	RandomDiff	Daily	ScriptName	Quest1	Quest2	Quest3	Quest4	Quest5	Quest6	Quest7	Quest8	Quest9	Quest10	Quest11	Quest12	Quest13	Quest14	Quest15	Quest16	Quest17	Quest18	Quest19	Quest20	Quest21	Quest22	Quest23	Quest24	Quest25	Quest26	Quest27	Quest28	Quest29	Quest30	Quest31	Quest32	PrepGroupID	PrepGroupCount
258	17612	1	0	0	0	scripts/RandomQuest/试炼之地限制场景.lua	8613																																	
259	16134	1	0	0	0		8656																																	
260	16509	1	0	0	0		8630																																	
261	15546	5	1	1	0		7465	7466	7467	7468	7469																													
262	19426	1	0	0	0		9271																																	
263	19402	1	0	0	0		9237																																	
264	19402	1	0	0	0		9238																																	
265	19402	1	0	0	0		9239																																	
266	19402	1	0	0	0		9240																																	
267	19402	1	0	0	0		9241																																	
268	19499	1	0	0	0		9437																																	
269	19544	1	0	0	0		9481																																	
270	20072	1	0	0	0	scripts/RandomQuest/七秀-白依依.lua	9744																																	
271	20072	1	0	0	0		9745																																	
272	20072	1	0	0	0		9746																																	
273	20072	1	0	0	0		9747																																	
274	20070	1	0	0	0		9743																																	
275	20662	5	1	1	0	scripts/RandomQuest/五毒-艾黎.lua	9785	9786	9787	9788	9789																													
276	19238	3	1	1	0		9791	9792	9793	9794	9795	9799	9800																											
277	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	9797																																	
278	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	9796																																	
279	19747	1	0	0	0		11264																																	
280	20072	1	0	0	0		9809																																	
281	20072	1	0	0	0		9810																																	
282	20072	1	0	0	0		9811																																	
283	20072	1	0	0	0		9812																																	
284	20072	1	0	0	0		9813																																	
285	20072	1	0	0	0		9814																																	
286	20072	1	0	0	0		9815																																	
287	20072	1	0	0	0		9816																																	
288	20768	1	0	0	0		9837																																	
289	20662	5	1	1	0		9839	9840	9841	9842	9843																													
290	20662	5	1	1	0		9844	9845	9846	9847	9848																													
291	19187	1	0	0	0		9736																																	
292	20768	1	0	0	0		9836																																	
293	20768	1	0	0	0		9855																																	
294	20768	1	0	0	0	scripts/RandomQuest/少林-慧曾.lua	9856																																	
295	20768	1	0	0	0	scripts/RandomQuest/少林-慧曾.lua	9857																																	
296	20768	1	0	0	0		9858																																	
297	20768	1	0	0	0		9838																																	
298	20768	1	0	0	0		9853																																	
299	20768	1	0	0	0	scripts/RandomQuest/少林-慧曾.lua	9859																																	
300	16540	1	0	0	0		8028																																	
301	16539	1	0	0	0		8027																																	
302	16539	1	0	0	0		8029																																	
303	14453	1	0	0	0		8032																																	
304	21623	1	0	0	0		10224																																	
305	21623	1	0	0	0		10225																																	
306	17010	1	0	0	0		10271																																	
307	17082	1	0	0	0		10274																																	
308	17011	1	0	0	0		10275																																	
309	21878	1	0	0	0		10270																																	
310	21879	1	0	0	0		10272																																	
311	21926	4	0	0	0		10348																																	
312	21927	4	0	0	0		10356																																	
316	22958	1	0	0	0		10581																																	
317	20949	1	0	0	0		10627																																	
318	23669	10	1	1	0		10851	10854	10885	10890	10808	10815	10887	10853	10849	10888	10813	10850	10884	10779	10778	10811																		
321	23523	1	1	1	0		11022	11023	11024	11026																														
322	24087	1	0	0	0		11032																																	
323	23669	1	0	0	0		11115																																	
325	24530	1	0	0	0		11131																																	
326	24528	1	0	0	0		11132																																	
327	24550	1	0	0	0		11133																																	
328	24531	1	0	0	0		11136																																	
329	24796	4	1	1	0	scripts/RandomQuest/乱世天策-朱剑秋.lua	11195	11196	11197	11198																														
331	24444	3	1	1	0		11169	11173	11174	11175	11176	11193																												
332	25513	3	1	1	0		11247	11248	11249	11250	11251	11252	11253																											
333	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	11254																																	
334	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	11255																																	
335	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	11245																																	
336	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	11246																																	
337	23878	1	0	0	0		11167																																	
338	20882	1	0	0	0		9604	0																																
339	20882	1	0	0	0		9600																																	
340	20882	1	0	0	0		9638																																	
341	25406	1	0	0	0		11229																																	
342	24579	1	0	0	0		11177	0	0	0																														
343	25517	1	0	0	0		11261																																	
344	24796	2	1	1	0		11270	11271	11272	11273																														
345	25559	1	0	0	0		11230																																	
346	25559	1	0	0	0		11319																																	
347	25530	1	0	0	0		11334																																	
348	24579	1	0	0	0		11178																																	
349	24579	1	0	0	0		11179																																	
350	24579	1	0	0	0		11180																																	
351	23878	1	0	0	0		11168																																	
352	23878	1	0	0	0		11170																																	
353	22677	1	0	0	0		11288																																	
354	24966	1	0	0	0		11298																																	
355	25559	1	0	0	0		11425	0	0																															
356	25559	1	0	0	0		11426																																	
357	25559	1	0	0	0		11428																																	
358	24579	1	0	0	0		11480																																	
359	16101	50	0	0	0		7864																																199	1
360	16102	50	0	0	0		7865																																200	1
361	16350	50	0	0	0		7897																																201	1
362	25809	1	1	1	0		11660	11672	11673	11674	0	0																												
363	25681	1	1	1	0		11514	11515	11516	11517	11676																													
366	25942	1	1	1	0		11679	11687	11688	11690																														
367	25690	1	0	0	0		11662																																	
368	25934	1	0	0	0		11656																																	
370	25942	1	1	1	0		11670	11677																																
371	25942	1	1	1	0		11655	11671																																
372	25942	1	1	1	0		11680	11681																																
373	25809	1	0	0	0		11675																																	
374	25809	1	1	1	0		11691	0																																
375	26215	1	1	1	0		11684	11686	0																															
376	26591	50	0	0	0		11706																																	
377	26591	50	0	0	0		11707																																	
378	25722	1	1	1	0		11535																																	
379	26591	50	0	0	0		11715																																	
380	14211	1	0	0	0		11718																																	
381	25722	1	1	1	0		11536																																	
382	25722	1	1	1	0		11537																																	
383	25722	1	1	1	0		11538																																	
385	27012	1	0	0	0		11747																																	
386	27082	1	0	0	0		11787																																	
387	25942	1	0	0	0		11802																																	
389	25809	1	0	0	0		11804																																	
390	25809	1	0	0	0		11805																																	
391	25722	1	1	1	0		11798																																	
392	25722	1	1	1	0		11799																																	
393	25722	1	1	1	0		11800																																	
394	25722	1	1	1	0		11801																																	
395	27543	1	0	0	0		11826																																	
396	27547	1	0	0	0		11827																																	
397	6803	1	1	1	0		11841																																	
398	36388	3	0	0	0	scripts/RandomQuest/个人贸易时间控制.lua	11864																																	
399	30412	1	0	0	0		11879																																	
400	30482	1	0	0	0		11878																																	
401	30420	1	0	0	0		11913																																	
402	30420	1	0	0	0		11914																																	
403	25635	1	0	0	0		11916																																	
412	36387	3	0	0	0	scripts/RandomQuest/个人贸易时间控制.lua	11991																																	
415	36495	1	0	0	0		12010																																	
416	36498	1	0	0	0		12013																																	
417	36504	1	0	0	0		12011																																	
419	36503	1	0	0	0		12012																																	
421	7707	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9817																																	
422	7708	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9824																																	
423	7709	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9825																																	
424	7706	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9826																																	
425	7710	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9827																																	
426	15223	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9828																																	
427	9443	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9829																																	
428	7712	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9830																																	
429	19238	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	9831																																	
430	25513	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	11184																																	
431	24444	1	0	0	0	scripts/RandomQuest/门派事件接任务限制.lua	11185																																	
432	36801	1	0	0	0		12094																																	
433	36818	1	0	0	0		12114																																	
434	37148	1	0	0	0		12261																																	
435	37149	1	0	0	0		12263																																	
436	37149	1	0	0	0		12276																																	
437	37597	1	0	0	0		12501																																	
438	37699	1	0	0	0		12626																																	
439	40853	1	0	0	0		12739																																	
440	40853	1	0	0	0		12742																																	
441	40853	1	0	0	0		12743																																	
442	40853	2	0	0	0		12745																																	
443	40853	4	0	0	0		12746																																	
444	40853	2	0	0	0		12747																																	
445	40853	4	0	0	0		12748																																	
446	40853	4	0	0	0		12749																																	
447	40853	2	0	0	0		12750																																	
448	39421	2	0	0	0		12752																																	
449	39421	4	0	0	0		12755																																	
450	39421	2	0	0	0		12756																																	
451	39421	4	0	0	0		12757																																	
452	39421	4	0	0	0		12758																																	
453	39421	2	0	0	0		12759																																	
454	40850	1	0	0	0		12760																																	
455	40850	1	0	0	0		12761																																	
456	40850	1	0	0	0		12763																																	
457	40850	2	0	0	0		12764																																	
458	40850	4	0	0	0		12765																																	
459	40850	2	0	0	0		12766																																	
460	40850	4	0	0	0		12767																																	
461	40850	4	0	0	0		12768																																	
462	40850	2	0	0	0		12769																																	
463	40849	1	1	0	0		12770	13182																																
464	40849	1	1	0	0		12771	13183																																
465	40849	1	1	0	0		12772	13184																																
466	40849	2	0	0	0		12773																																	
467	40849	4	0	0	0		12774																																	
468	40849	2	0	0	0		12775																																	
469	40849	4	0	0	0		12776																																	
470	40849	4	0	0	0		12777																																	
471	40849	2	0	0	0		12778																																	
472	40848	1	0	0	0		12779																																	
473	40848	1	0	0	0		12780																																	
474	40848	1	0	0	0		12781																																	
475	40848	2	0	0	0		12782																																	
476	40848	4	0	0	0		12786																																	
477	40848	2	0	0	0		12787																																	
478	40848	4	0	0	0		12788																																	
479	40848	4	0	0	0		12789																																	
480	40848	2	0	0	0		12790																																	
481	40854	1	0	0	0		12791																																	
482	40854	1	0	0	0		12792																																	
483	40854	1	0	0	0		12795																																	
484	40854	2	0	0	0		12796																																	
485	40854	4	0	0	0		12798																																	
486	40854	2	0	0	0		12799																																	
487	40854	4	0	0	0		12800																																	
488	40854	4	0	0	0		12802																																	
489	40854	2	0	0	0		12803																																	
490	40884	3	1	1	0		12703	12704	12706	12707	12708	12710	12711																											
491	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	12701																																	
492	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	12702																																	
493	41126	1	0	0	0		12889																																	
494	41130	1	0	0	0		12907																																	
495	41049	1	0	0	0		12725																																	
496	41049	1	0	0	0		12797																																	
497	37803	1	0	0	0		12724																																	
498	37803	10	0	0	0		12845																																	
499	40884	1	0	1	0	scripts/RandomQuest/门派事件接任务限制.lua	12965																																	
500	41752	1	0	0	0		13224																																	
501	40853	1	0	0	0		13227																																	
502	39421	1	0	0	0		13228																																	
503	40850	1	0	0	0		13229																																	
504	40849	1	0	0	0		13230																																	
505	40848	1	0	0	0		13226																																	
506	40854	1	0	0	0		13231																																	
507	16701	1	0	0	0		13439																																	
508	40849	1	1	0	0		13543	13557																																
509	40849	4	0	0	0		13547																																	
510	40849	4	0	0	0		13548																																	
511	40849	2	0	0	0		13549																																	
512	40848	1	0	0	0		13551																																	
513	40848	4	0	0	0		13558																																	
514	40848	4	0	0	0		13550																																	
515	40848	2	0	0	0		13552																																	
516	40854	1	0	0	0		13553																																	
517	40854	4	0	0	0		13554																																	
518	40854	4	0	0	0		13555																																	
519	40854	2	0	0	0		13556																																	
520	25947	1	0	0	0		13566																																	
521	42871	1	0	0	0		13582																																	
522	43074	1	0	0	0		13608																																	
523	7392	1	0	0	0		13895																																	
524	113370	1	0	0	0	scripts/RandomQuest/寻龙勘脉窥天机.lua	13600																																	
526	45660	2	0	0	0		14603																																	
527	45660	2	0	0	0		14604																																	
528	45660	2	0	0	0		14605																																	
529	45660	2	0	0	0		14606																																	
530	45660	2	0	0	0		14607																																	
531	50431	4	0	0	0		14608																																	
532	45661	2	0	0	0		14609																																	
533	45661	2	0	0	0		14610																																	
534	45661	2	0	0	0		14611																																	
535	45661	2	0	0	0		14612																																	
536	45661	2	0	0	0		14613																																	
537	50358	4	0	0	0		14614																																	
539	46161	1	1	0	0		14649	14646	14647	14648																														
540	46161	1	0	0	0		14645																																	
541	46161	1	0	0	0		14654																																	
542	45015	10	1	1	0		14258	14259	14658	14261	14263	14661	14260	14657	14659	14660																								
543	45014	1	1	1	0		14274	14275	14272	14787	14788																													
544	45015	10	1	1	0		14270	14667	14669	14786	14265	14262	14668	14264	14671	14670	14268	14249	14250	14251	14252	14253	14254																	
545	45009	1	0	0	0		14246																																	
546	46968	1	0	0	0		14727																																	
547	46969	1	0	0	0		14728																																	
548	46968	1	0	0	0		14729																																	
549	46969	1	0	0	0		14730																																	
550	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	14731																																	
551	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	14732																																	
552	47069	3	1	1	0		14733	14734	14735	14736	14737																													
553	869	1	0	0	0		0	0	0	0	0																													
554	46330	50	0	0	0		14785																																	
555	46331	50	0	0	0		14782																																	
556	46332	50	0	0	0		14783																																	
557	47857	50	0	0	0		14784																																	
558	869	1	0	0	0		14831																																	
559	47947	1	0	0	0		14801																																	
560	51132	1	0	0	0		15223																																	
561	51233	1	0	0	0		15256																																	
562	6691	1	0	0	0		15273																																	
563	2783	1	0	0	0		15286																																	
564	51233	1	0	0	0		15270																																	
565	51226	1	0	0	0		15237																																	
566	6691	1	0	0	0		15302																																	
567	9344	1	0	0	0		15336																																	
568	51268	1	0	0	0		15289																																	
569	753	1	0	0	0		15257																																	
570	753	1	0	0	0		15271																																	
571	51272	1	0	0	0		15310																																	
572	51272	1	0	0	0		15316																																	
573	36946	1	0	0	0		15322																																	
574	7393	1	0	0	0		15453																																	
575	51733	1	0	0	0		15511																																	
577	51737	1	0	0	0		15597																																	
578	52008	1	0	0	0		15604																																	
579	52021	1	0	0	0		15609																																	
580	52530	1	0	0	0		15786																																	
581	51339	50	0	0	0		15905																																	
583	53753	1	0	0	0		16051																																	
584	53379	1	1	1	0		16104	16107	16108	16109																														
585	53237	1	0	0	0		16123																																	
586	53379	1	0	0	0		16251																																	
587	53528	3	1	1	0		16207	16208	16209	16210	16211	16212																												
588	52537	1	0	0	0		16192																																	
589	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	16205																																	
590	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	16206																																	
591	52538	1	0	0	0		16241																																	
592	53593	2	0	0	0		16134																																	
593	25952	3	1	1	0		16355	16356	16357																															
594	55775	1	0	0	0		16476																																	
595	56027	1	0	0	0		16661																																	
596	56027	1	0	0	0		16662																																	
597	56027	1	0	0	0		16648																																	
598	56212	1	0	0	0		16812																																	
600	57717	1	0	0	0		17430																																	
601	58135	1	0	0	0		17507																																	
602	58135	1	0	0	0		17509																																	
603	58136	1	0	0	0		17508																																	
604	58136	1	0	0	0		17510																																	
605	58625	1	0	0	0		17654																																	
606	869	1	0	0	0		17816	17817	17818	17819	17820																													
607	64489	1	0	0	0		17895																																	
608	16701	1	1	1	0		17998	17999	18000	18001	18002	18003	18004	18005	18006	18007	18008	18009	18010	18011	19833	19835	24404																	
609	11716	1	0	0	0		18015																																	
612	59891	1	0	0	0		18295																																	
613	64489	1	0	0	0		18317																																	
614	51800	3	0	0	0		18827																																	
616	62002	1	0	0	0		18904																																	
617	62039	1	0	0	0		18936																																	
618	62789	1	1	1	0		19121	19122	19123	19124	19125	19126																												
619	62002	1	0	0	0		19200																																	
620	62039	1	0	0	0		19201																																	
621	14211	1	0	1	0		19299	19297	19285	20595	21697	19293	19277	19286	19291	19284	19281	19295	19283	19288	19662	20147	22938	23642	24150															
622	63024	3	1	1	0		19227	19228	19229	19230	19231	19232	19233																											
623	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	19225																																	
624	16747	1	0	0	0	scripts/RandomQuest/门派任务限制场景.lua	19226																																	
625	14211	1	0	1	0		19199	19243	19244	19245	19246	19618	19262	19264	19260	19259	22943	22944	22945	25439	25441	25442																		
626	14211	1	0	1	0		19300	19298	19282	20596	19219	19294	19220	19278	19292	19276	19280	19296	19661	19287	20221	19279	24700	25447	25854															
628	62002	1	0	0	0		19310																																	
629	62039	1	0	0	0		19311																																	
630	58135	1	0	0	0		19308																																	
631	58136	1	0	0	0		19309																																	
632	46968	1	0	0	0		19306																																	
633	46969	1	0	0	0		19307																																	
634	5501	1	0	0	0		19332	0																																
635	5501	1	0	0	0		19333																																	
636	46332	1	0	0	0		19335																																	
637	46331	1	0	0	0		19336																																	
638	47857	1	0	0	0		19339																																	
639	46330	1	0	0	0		19342																																	
640	51339	1	0	0	0		19343																																	
641	26591	1	0	0	0		19469																																	
642	26591	1	0	0	0		19470																																	
643	26591	1	0	0	0		19471																																	
644	62358	1	0	0	0		19322																																	
645	62258	1	0	0	0		19474																																	
