ID	Class	OrderIndex
718		20
719		21
720		22
721		23
722		24
723	新建分类1	47
724		25
725		26
726		27
727		28
728		29
729		30
730		31
731		32
732		33
733		34
734		35
735		36
736	新建分类6	15
737		37
738		36
739		38
740		39
741		40
742		41
743		42
744	紫霄宫	0
745	紫霄宫	1
746		43
747	紫霄宫	2
748	紫霄宫	3
749	紫霄宫	4
750	紫霄宫	5
751		37
752		44
753		45
754		46
755		47
756		48
757	论剑峰	0
758	论剑峰	1
759	论剑峰	2
760	论剑峰	3
761		49
762		50
763		51
764		38
765		52
766		53
767		54
768		55
769		56
770		57
771		58
772		59
773		60
774		61
775		62
776		63
777		64
778	落雁峰	0
779		65
780	落雁峰	1
781	落雁峰	2
782	落雁峰	3
783	落雁峰	4
784	落雁峰	5
785	落雁峰	6
786	紫霄宫	6
787		66
788	紫霄宫	7
789		67
790	紫霄宫	8
791		68
792	紫霄宫	9
793	紫霄宫	10
794	紫霄宫	11
795	紫霄宫	12
796		69
797		70
798		71
799		39
800		72
801		73
802		74
803		40
804		75
805		76
806		77
807		78
808		41
809		42
810		43
811		44
812		45
813		0
814		13
815		106
816		107
817		8
818		9
819		131
820		132
821		6
822		7
823		8
825		25
826		1
827		2
828		17
829		2
830		7
831		0
832		0
833		1
835		24
836		2
837		3
839	新建分类5	12
840		59
841	新建分类6	1
842		60
843		61
844		46
845		47
846		48
847		4
848		4
849		5
850		6
851		7
852		8
853		9
855		18
856		57
857		5
858		0
859		0
861		19
862		20
863		21
864		2
865		49
866		50
867		225
868	新建分类9	3
869		10
870		6
871		1
872		0
873		1
874		0
875		18
876		2
877		2
878		0
879		1
880		2
881		3
882		4
883		5
884		6
885		7
886		62
888		0
889		19
890		58
891		6
892		7
893		8
894		31
895		63
896		64
897		3
898		8
899		51
900		9
901		10
902		3
903		4
904		5
905		6
906		7
907		52
908		8
909		11
910		9
911		10
912		11
913		12
914		53
915		13
916		14
917		15
918		16
919		17
920		18
921		19
922		20
923		21
924		22
925		23
926		24
927		54
928		25
929		1
930		26
931		27
932		28
933		12
934		29
935		13
936		30
937		31
938		32
939		55
940		33
941		34
942		56
943		57
944		35
945		36
946		37
947		38
948		58
949		14
950		15
951		16
952		17
953		18
954		19
955		20
956		39
957		21
958		22
959		23
960		40
961		41
962		42
963		43
964		44
965		24
966		45
967		25
968		26
969		46
970		27
971		28
972		29
973		30
974		47
975		48
976		31
977		32
978		33
979		34
980		49
981		35
982		36
983		50
984		59
985		60
986		8
987		51
988		30
989	123123123123123123123	0
990		52
991		53
992		54
993		37
994		55
995		9
996		56
997		38
998		57
999		39
1000		58
1001		59
1002		40
1003		61
1004		41
1005		42
1006		60
1007		4
1008		5
1009		6
1010		61
1011		62
1012		7
1013		8
1014		43
1015		44
1016		45
1017		46
1018		47
1019		48
1020		63
1021		64
1022		65
1023		49
1024		66
1025		67
1026		50
1027		51
1028		68
1029		52
1030		53
1031		54
1032		1
1033		2
1034		3
1035		4
1036		5
1037		6
1038		15
1039		65
1040	新建分类5	7
1041		55
1042		56
1043		7
1044		8
1045		9
1046		57
1047		58
1048		59
1049		10
1050		11
1051		12
1052		60
1053		61
1054		13
1055		14
1056		62
1057		15
1058		63
1059		16
1060		64
1061		17
1062		18
1063		65
1064		9
1065		10
1066		11
1067		12
1068		13
1069		19
1070		79
1071		15
1072		14
1073	重制版\习武场	12
1074	重制版\习武场	5
1075		80
1076		81
1077		82
1078		15
1079		83
1080		84
1081		85
1082		86
1083		87
1084	论剑峰	4
1085		88
1086		89
1087		20
1088		21
1089		22
1090		23
1091		24
1092		25
1093		26
1094		27
1095		28
1096		29
1097		30
1098		31
1099		32
1100		33
1101		34
1102		35
1103		36
1104		37
1105		38
1106		39
1107		40
1108		41
1109		42
1110		43
1111		44
1112		45
1113		46
1114		47
1115		48
1116		49
1117		79
1118		16
1119		17
1120		18
1121		108
1122		19
1123		109
1124		110
1125		50
1126		51
1127		111
1128		25
1129		192
1130		60
1131		112
1132		20
1133		113
1134		21
1135		10
1136		114
1137		115
1138		116
1139		117
1140		22
1141		69
1142		23
1143		24
1144		118
1145		119
1146		120
1147		121
1148		122
1149		123
1150		90
1151		91
1152		92
1153		124
1154		125
1155		93
1156		94
1157		95
1158		96
1159		97
1160		3
1161		126
1162		127
1163		128
1164		129
1165		130
1166		2
1167		1
1168		11
1169		5
1170		233
1171		18
1172		12
1173		67
1174		48
1175		63
1176		127
1177		66
1178		78
1179		46
1180		48
1181		23
1182		107
1183		131
1184		51
1185		25
1186		75
1187		195
1188		17
1189		132
1190		70
1191		68
1192		26
1193		11
1194	重制版\逍遥林\战斗	4
1195	重制版\塔林\剧情	0
1196		133
1197	重制版\逍遥林	2
1198	重制版\三星望月\剧情表现	0
1199		46
1200	重制版\三星望月	6
1201		114
1202		134
1203		27
1204		125
1205		79
1206	重制版\证道院	0
1207		135
1208		188
1209		145
1210		80
1211		26
1212		12
1213		24
1214		98
1215		49
1216		70
1217		30
1218		136
1219		137
1220		138
1221		139
1222		13
1223		15
1224		15
1225		140
1226		141
1227		142
1228		143
1229		8
1230		189
1231		48
1232		144
1233		145
1234		146
1235		147
1236		148
1237		102
1238		9
1239		10
1240		11
1241		59
1242		91
1243		149
1244		150
1245		184
1246		151
1247		152
1248		9
1249		153
1250	功能NPC\杂货商	9
1251		66
1252	功能NPC\装备商	5
1253	功能NPC\装备商	0
1254		67
1255		154
1256		68
1257		155
1258		156
1259		99
1260		73
1261		131
1262		134
1263		69
1264		1
1265		2
1266		3
1267		4
1268		5
1269		6
1270		7
1271		8
1272		9
1273		10
1274		11
1275		12
1276		13
1277		14
1278		15
1279		16
1280		17
1281		18
1282		19
1283		20
1284		21
1285		22
1286		23
1287		24
1288		25
1289		26
1290		27
1291		28
1292		29
1293		30
1294		31
1295		32
1296		33
1297		34
1298		70
1299		28
1300		71
1301		29
1302		72
1303		14
1304		73
1306		74
1307		24
1308		16
1309		75
1310		76
1311		77
1312		78
1313		79
1314		80
1315		81
1316		82
1317		17
1318		83
1320		18
1321		84
1322		85
1323		86
1325		19
1326		20
1327		21
1328		87
1329		88
1331		22
1332		89
1333		90
1334		23
1335		91
1336		92
1337		93
1339		94
1340		95
1341		96
1342		97
1343		98
1344		99
1347		100
1348		0
1349		1
1351		101
1352		102
1353		103
1354		104
1355		105
1356		106
1357		107
1358		108
1359		109
1360		110
1361		111
1362		35
1363		36
1364		112
1365	新建分类7	4
1367		37
1368		38
1369		113
1370		114
1371		115
1372		116
1373		117
1374		118
1375		119
1376		98
1377		99
1378		100
1379		101
1380		102
1381		103
1382		104
1383		105
1385		106
1386		107
1387		108
1388	紫霄宫	13
1389		109
1390	紫霄宫	14
1391		110
1392		111
1393		112
1394		113
1395		114
1396		115
1397		116
1399		30
1400		120
1401	新建分类1	71
1402		39
1403	新建分类6	13
1404		25
1405		40
1406		41
1407	新建分类3	1
1408		121
1409		122
1410		42
1411		14
1412		43
1413		44
1414		45
1415		46
1416		47
1417		117
1418	新建分类6	4
1419		123
1420		48
1421		49
1422		50
1423		51
1424		124
1425		52
1426		23
1427		53
1428	新建分类1	49
1429	新建分类1	11
1430		54
1431		55
1432		71
1433		56
1434		30
1435		125
1436		31
1437		126
1438		127
1439		57
1440		128
1441		129
1442		32
1443		33
1444		130
1445		58
1446		131
1447		132
1448		34
1449		59
1450		60
1451		35
1452		185
1453		133
1454		134
1455		61
1456		62
1457		54
1458		63
1459		135
1460		64
1461		136
1462		137
1463		138
1464		139
1465		140
1466		141
1467		72
1468		142
1469		143
1470		144
1471		145
1472		73
1473		36
1475		146
1476		147
1477		3
1478		4
1479		5
1480		6
1481		7
1482		148
1483		149
1484		150
1485		8
1486		151
1487		152
1488		153
1489		9
1490		38
1491		154
1492		155
1493		156
1494		2
1495		3
1496		10
1497		62
1498		157
1499		158
1500		159
1501		11
1502		65
1503		160
1504		161
1505		162
1506		163
1507		164
1508		165
1509		166
1510		167
1511		168
1512		169
1513		170
1514		171
1516		172
1517		173
1519		174
1521		175
1522		176
1523		177
1524		178
1525		179
1526		180
1527		181
1528	功能NPC\杂货商	10
1529		182
1530		183
1531		184
1532		63
1533		156
1534		185
1535	功能NPC\杂货商	11
1536		34
1537		186
1538	重制版\塔林\敌对	1
1539		12
1540	重制版\塔林\敌对	5
1541		66
1542		13
1543		14
1544		67
1545		187
1546		14
1547		49
1548		193
1549		188
1550		68
1551		69
1552		52
1553		189
1554		70
1555		71
1556		72
1557		190
1558		74
1559		191
1560		75
1561		76
1562		192
1563		193
1564		77
1565		194
1566		118
1567		164
1568		73
1569		119
1570		78
1571		195
1574	新建分类7	16
1578	新建分类7	13
1580		170
1581		15
1582		10
1583		107
1584		250
1585		83
1586		82
1587		188
1588		33
1589		47
1590		161
1591		244
1592		32
1593		2
1594		16
1595		64
1596		17
1597		66
1599		120
1600		18
1601		74
1602		196
1603		197
1604		198
1605		199
1606		121
1608		75
1609		76
1610		77
1611		78
1612		79
1613		137
1614		80
1615		81
1616		82
1617		83
1618		84
1619		85
1620		86
1621		19
1622		200
1623		201
1624		202
1625		203
1626		204
1627		65
1628		205
1629		206
1630		207
1631		208
1632		209
1633		210
1634		211
1635	紫霄宫	15
1636		87
1637		122
1638		113
1639		212
1640		231
1641		265
1642		144
1643		266
1644		222
1645		90
1646		15
1647		63
1648		209
1649		250
1650		257
1651		214
1652		112
1653		110
1654		258
1655		37
1656		53
1657		115
1658		80
1659		66
1660		224
1661		165
1662		211
1663		44
1664		184
1665		194
1666		253
1667		95
1668		18
1669		93
1670		102
1671		108
1672		47
1673		220
1674		218
1675		203
1676		204
1677		55
1678		56
1679		89
1680		91
1681		147
1682		17
1683		92
1684		185
1685		142
1686		251
1687		50
1688		149
1689		79
1690		261
1691		33
1692		67
1693		100
1694		54
1695		23
1696		201
1697		264
1698		46
1699		45
1700		42
1701		66
1702		135
1703		39
1704		137
1705		82
1706		119
1707		83
1708		58
1709		35
1710		188
1711		76
1712		32
1713		162
1714		161
1715		96
1716		43
1717		212
1718		41
1719		254
1720		205
1721		206
1722		200
1723		199
1724		31
1725		4
1726		67
1727		52
1728		53
1729		54
1730		55
1731		56
1732		57
1733		58
1734		59
1735		60
1736		61
1737		20
1739		62
1740		63
1741		64
1743		67
1744		226
1745		116
1746		118
1747		219
1748		121
1749		107
1750		221
1751		170
1752		243
1753		109
1754		24
1755		118
1756		71
1757		75
1758		73
1759		68
1760		69
1761		74
1762		70
1763		67
1764		53
1765		89
1766		27
1767		154
1768		148
1769		28
1770		4
1771		81
1772		122
1773		88
1774		119
1775		96
1776		92
1777		110
1778		112
1779		111
1780		116
1781		22
1782		32
1783		35
1784		36
1785		54
1786		44
1787		94
1788		25
1789		134
1790		136
1791		135
1792		1
1793		6
1794		2
1795		49
1796		142
1797		0
1798		105
1799		106
1800		141
1801		51
1802		42
1803		78
1805		98
1806		62
1807		5
1809		6
1810		7
1811		8
1812		9
1813		10
1814		11
1815		12
1816		13
1817		14
1818		15
1819		65
1820		16
1821		17
1822		18
1823		19
1824		20
1825		21
1826		22
1827		23
1828		24
1829		25
1830		26
1831		27
1832		28
1833		29
1834		30
1835		31
1836		32
1837		33
1838		34
1839		35
1840		11
1841		36
1842		37
1843		38
1844		39
1845		40
1846		41
1847		42
1848		43
1849		44
1850		45
1851		46
1852		47
1853		48
1854		49
1855		50
1856		51
1857		52
1858		53
1859		54
1860		55
1861		56
1862		57
1863		58
1864		59
1865		60
1866		61
1867		62
1868		63
1869		64
1870		65
1871		66
1872		67
1873		68
1874		69
1875		12
1877		70
1878		71
1879		72
1880		73
1881		74
1882		75
1883		76
1884		77
1885		78
1886		79
1887		80
1888		81
1890		66
1891		67
1893		33
1894		77
1896		171
1897		82
1898		83
1899		139
1900		82
1901		84
1902		85
1903		86
1904		87
1905		88
1906		89
1908		52
1909		68
1910		69
1911		70
1912		71
1913		72
1914		73
1915		74
1916		217
1917		143
1918		213
1919		215
1920		5
1921		6
1922		187
1923		40
1924		12
1925		139
1926		138
1927		38
1928		208
1929		59
1930		123
1931		159
1932		70
1933		191
1934		7
1935		140
1936		75
1937		76
1938		24
1939		90
1940		91
1941		92
1943		93
1944		77
1945		5
1946		19
1947		20
1948		102
1949		25
1950		193
1951		76
1953		178
1954		2
1955		183
1956		34
1957		148
1958		29
1959		175
1960		98
1961		260
1962		3
1963		19
1964		225
1965		99
1966		223
1967		114
1968		241
1969		207
1970		129
1971		152
1972		78
1973		65
1974		84
1975		47
1976		25
1978		68
1979		79
1980		80
1981		81
1982		82
1983		83
1984		84
1985		85
1986		86
1987		87
1988		88
1989		89
1990		90
1991		91
1992		92
1993		93
1994		94
1996		95
1997		96
1998		97
1999		98
2000		99
2001		100
2002		36
2003		189
2004		55
2005		145
2006		85
2007		166
2008		30
2009		3
2010		101
2011		102
2012		103
2013		68
2014		4
2015		5
2016		6
2017		7
2018		8
2019		9
2020		10
2021		11
2022		12
2023		69
2024		13
2025		14
2026		104
2027		105
2028		106
2029		107
2030		108
2031		109
2032		110
2033		94
2034		95
2035		96
2036		97
2037		98
2038		99
2039		100
2040		101
2041		55
2042		102
2043		70
2044		111
2045		112
2046		113
2047		101
2048		82
2049	重制版\灵霄峡	3
2050	重制版\灵霄峡	2
2051		15
2052		71
2053		72
2054		73
2055		10
2056		9
2057		8
2058		11
2059		48
2060		16
2061		74
2062		75
2063		114
2064		115
2065		116
2066		117
2067		76
2068		103
2069		104
2070		105
2071		106
2072		107
2073		108
2074		109
2075		157
2076		118
2077		134
2078		119
2079		120
2080		110
2081		111
2082		112
2083		113
2084		114
2085		158
2086		115
2087		116
2088		77
2089		117
2090		51
2091		118
2092		119
2093		120
2094		121
2095		84
2096		122
2097		160
2098		68
2099		190
2100		263
2101		78
2102		159
2103		105
2104		77
2105		160
2106		122
2107		123
2108		124
2109		125
2110		82
2111		126
2112		127
2113		128
2114		105
2115		146
2116		129
2117		155
2118		130
2119		236
2120		163
2121		72
2123		78
2124		79
2126		80
2127		81
2128		82
2131	重制版\忆盈楼	2
2140		1
2141		186
2142		9
2143		35
2144	重制版\听香坊	4
2145		96
2146		131
2147		132
2148		133
2149		134
2150		135
2151		136
2152		137
2153		138
2154		139
2155		140
2156		141
2157		142
2158		143
2159		144
2160		145
2161		146
2162		147
2163		148
2164		149
2165		150
2166		151
2167		152
2168		153
2169		154
2170		155
2171		156
2172		157
2173		158
2174		159
2175		160
2176		161
2177		2
2178		162
2179		163
2180		164
2181		165
2182		166
2183		167
2184		3
2185		4
2186		5
2187		6
2188		7
2189		83
2190		168
2191		169
2192	重制版\湖盐寨	2
2193		8
2194		84
2195		9
2196		10
2197		11
2198		12
2199		13
2200		14
2201		15
2202		16
2203		17
2204		18
2205		19
2206		20
2207		161
2208		62
2209		162
2210		85
2211		150
2212		152
2213		151
2214		262
2215		252
2216		86
2218		0
2219		20
2220		21
2221		22
2222		23
2223		24
2224		25
2225		26
2226		27
2227		28
2228		29
2229		30
2230		31
2231		32
2232		33
2233		34
2234		19
2235		35
2236		18
2237		21
2238		213
2239		106
2240		88
2241		256
2242		14
2243		16
2244		1
2245		2
2246		3
2247		4
2248		5
2249		6
2250		7
2251		8
2252		9
2253		10
2254		11
2255		21
2256		54
2257		137
2258		75
2259		130
2260		28
2261		132
2262		111
2263		91
2264		50
2265		46
2266		100
2267		82
2268		127
2269		67
2270		135
2271		65
2272		96
2273		37
2274		126
2275		32
2276		47
2277		107
2278		76
2280		87
2281		113
2282		62
2283		55
2284		105
2285		99
2286		34
2287		48
2288		93
2289		85
2290		58
2291		140
2292		73
2293		43
2294		122
2295		249
2297		170
2298		171
2299		172
2300		173
2301		174
2302		175
2303		176
2307	功能NPC\生活技能	0
2311		13
2312		14
2313		163
2314		12
2315		13
2316		14
2317		15
2318		9
2319		120
2320		15
2321		69
2322		53
2323		177
2324		121
2325		122
2326		123
2327		124
2328		125
2329		126
2330		178
2331		127
2332		128
2333		129
2334		89
2335		179
2336		130
2337		131
2338		132
2339		133
2340		134
2341		135
2342		136
2343		137
2344		26
2345		138
2346		180
2347		139
2348		140
2349		16
2350		90
2351		141
2352		246
2353		142
2354		16
2355		17
2356		18
2357		21
2358		22
2359		91
2360		143
2361		23
2362		144
2363		24
2364		4
2365		145
2366		146
2367		147
2368		148
2369		149
2370		150
2371		151
2372		176
2373		152
2374		153
2375		154
2376		155
2377	重制版\灵霄峡\敌对	5
2378	重制版\灵霄峡\敌对	4
2379	重制版\灵霄峡\敌对	3
2380		156
2381		154
2382		157
2383		158
2384		159
2385		25
2386		26
2387		160
2388		161
2389		27
2390		162
2391		214
2392		163
2393		164
2394		267
2395		132
2396		125
2397		129
2398		130
2399		131
2400		127
2401		128
2402		124
2403		126
2404		17
2405		18
2406		165
2407		166
2408		167
2409		168
2410		169
2411		170
2412		171
2413		172
2414		173
2415		174
2416		175
2417		176
2418		141
2419		22
2420		13
2422		37
2423		198
2424		177
2425		178
2426		179
2427		133
2428		19
2429		164
2430		29
2431		136
2432		244
2433		40
2434		195
2435		197
2436		162
2437		12
2438		30
2439		73
2441		22
2442		180
2443		181
2444		165
2445		72
2446		46
2447		25
2448		35
2449		33
2450		44
2451		57
2452		215
2453		47
2454	新建分类3	9
2455		32
2456		60
2457		45
2458		18
2459		16
2460		2
2461		13
2462		57
2463		36
2464	新建分类9	4
2465		7
2466		34
2467		3
2468		118
2469		19
2470		42
2471		61
2472		21
2473		182
2474		183
2475		146
2476		144
2478		30
2479		19
2480		28
2481		94
2482		20
2483		8
2484		49
2486		48
2487		43
2488		46
2489		59
2490		56
2491		93
2493		176
2494		6
2495		50
2496		165
2497		172
2498		87
2499		125
2500		54
2501		139
2502		51
2503		65
2504		136
2505		20
2506		27
2507		98
2508		75
2509		26
2510		74
2511		38
2512		67
2513		27
2514		163
2515		102
2516		61
2517		63
2518		166
2519		24
2520		42
2521		106
2522		37
2523		35
2524		45
2525		25
2526		86
2528		155
2529		70
2530		85
2531		117
2532		159
2533		157
2534		135
2535		21
2536		50
2537		97
2538		44
2539		153
2540		13
2541		120
2542		58
2543		14
2544		11
2545		17
2546		15
2547		17
2548		69
2549		167
2550		31
2563		184
2564		22
2565		132
2566		41
2567		113
2568		64
2569		185
2570		166
2571		167
2572		168
2573		169
2574		170
2575		186
2576		52
2577		97
2578		23
2579		216
2580		217
2581		187
2582		24
2583		171
2584		188
2585		189
2586		172
2587		78
2588		123
2589		104
2590		186
2591		10
2592	功能NPC\马商	0
2593	重制版\听香坊	0
2594	重制版\二十四桥	2
2595		11
2596	重制版\听香坊	5
2597		12
2598		13
2599		14
2600	重制版\听香坊	6
2601	重制版\听香坊	7
2602	重制版\忆盈楼	3
2603	重制版\忆盈楼	4
2604		15
2605		16
2606		17
2607		18
2608		19
2609	重制版\听香坊	8
2610		20
2611		21
2612		22
2613		23
2614		24
2615	重制版\二十四桥	3
2616	重制版\忆盈楼	5
2617	重制版\听香坊	9
2618	重制版\听香坊	10
2619		25
2620		26
2621		27
2622		28
2623	重制版\听香坊	11
2624		29
2625		30
2626		31
2627		32
2628	功能NPC\装备商	0
2629	功能NPC\装备商	1
2630	功能NPC\小吃商	0
2631	功能NPC\生活技能	1
2632	功能NPC\生活技能	2
2633	功能NPC\装备商	2
2634		33
2635	功能NPC\杂货商	0
2636	功能NPC\药品商	0
2637	功能NPC\门派商人	0
2638	功能NPC	9
2639	功能NPC	10
2640	功能NPC\生活技能	3
2641	功能NPC\生活技能	4
2642		34
2643	重制版\听香坊	12
2644		35
2645		36
2646	重制版\湖盐寨	3
2647		37
2648	功能NPC\药品商	1
2649	功能NPC\马商	1
2650		38
2651		39
2652		40
2653		41
2654		42
2655	重制版\内坊	3
2656	重制版\内坊	4
2657		43
