GradeID	VersionDate	RegressionDaily	FreeLimit	KungFu	ItemType1	ItemIndex1	ItemStackNum1	ItemType2	ItemIndex2	ItemStackNum2	ItemType3	ItemIndex3	ItemStackNum3	ItemType4	ItemIndex4	ItemStackNum4	ItemType5	ItemIndex5	ItemStackNum5	ItemType6	ItemIndex6	ItemStackNum6	ItemType7	ItemIndex7	ItemStackNum7	ItemType8	ItemIndex8	ItemStackNum8
1	1445814000	2	1	10464	5	45785	1																					
1	1445814000	2	1	10585	5	45785	1																					
1	1445814000	2	1	10533	5	45785	1																					
1	1445814000	2	1	10615	5	45785	1																					
1	1445814000	2	1	10626	5	45785	1																					
1	1445814000	2	1	10627	5	45785	1																					
1	1445814000	2	1	10698	5	45785	1																					
1	1445814000	2	1	10756	5	45785	1																					
1	1445814000	3	1	0	5	45784	1																					
1	1445814000	3	1	10002	5	45784	1																					
1	1445814000	3	1	10003	5	45784	1																					
1	1445814000	3	1	10021	5	45784	1																					
1	1445814000	3	1	10028	5	45784	1																					
1	1445814000	3	1	10026	5	45784	1																					
1	1445814000	3	1	10062	5	45784	1																					
1	1445814000	3	1	10014	5	45784	1																					
1	1445814000	3	1	10015	5	45784	1																					
1	1445814000	3	1	10080	5	45784	1																					
1	1445814000	3	1	10081	5	45784	1																					
1	1445814000	3	1	10175	5	45784	1																					
1	1445814000	3	1	10176	5	45784	1																					
1	1445814000	3	1	10224	5	45784	1																					
1	1445814000	3	1	10225	5	45784	1																					
1	1445814000	3	1	10144	5	45784	1																					
1	1445814000	3	1	10145	5	45784	1																					
1	1445814000	3	1	10242	5	45784	1																					
1	1445814000	3	1	10243	5	45784	1																					
1	1445814000	3	1	10268	5	45784	1																					
1	1445814000	3	1	10389	5	45784	1																					
1	1445814000	3	1	10390	5	45784	1																					
1	1445814000	3	1	10447	5	45784	1																					
1	1445814000	3	1	10448	5	45784	1																					
1	1445814000	3	1	10464	5	45784	1																					
1	1445814000	3	1	10585	5	45784	1																					
1	1445814000	3	1	10533	5	45784	1																					
1	1445814000	3	1	10615	5	45784	1																					
1	1445814000	3	1	10626	5	45784	1																					
1	1445814000	3	1	10627	5	45784	1																					
1	1445814000	3	1	10698	5	45784	1																					
1	1445814000	3	1	10756	5	45784	1																					
1	1445814000	4	1	0	5	45783	1																					
1	1445814000	4	1	10002	5	45783	1																					
1	1445814000	4	1	10003	5	45783	1																					
1	1445814000	4	1	10021	5	45783	1																					
1	1445814000	4	1	10028	5	45783	1																					
1	1445814000	4	1	10026	5	45783	1																					
1	1445814000	4	1	10062	5	45783	1																					
1	1445814000	4	1	10014	5	45783	1																					
1	1445814000	4	1	10015	5	45783	1																					
1	1445814000	4	1	10080	5	45783	1																					
1	1445814000	4	1	10081	5	45783	1																					
1	1445814000	4	1	10175	5	45783	1																					
1	1445814000	4	1	10176	5	45783	1																					
1	1445814000	4	1	10224	5	45783	1																					
1	1445814000	4	1	10225	5	45783	1																					
1	1445814000	4	1	10144	5	45783	1																					
1	1445814000	4	1	10145	5	45783	1																					
1	1445814000	4	1	10242	5	45783	1																					
1	1445814000	4	1	10243	5	45783	1																					
1	1445814000	4	1	10268	5	45783	1																					
1	1445814000	4	1	10389	5	45783	1																					
1	1445814000	4	1	10390	5	45783	1																					
1	1445814000	4	1	10447	5	45783	1																					
1	1445814000	4	1	10448	5	45783	1																					
1	1445814000	4	1	10464	5	45783	1																					
1	1445814000	4	1	10585	5	45783	1																					
1	1445814000	4	1	10533	5	45783	1																					
1	1445814000	4	1	10615	5	45783	1																					
1	1445814000	4	1	10626	5	45783	1																					
1	1445814000	4	1	10627	5	45783	1																					
1	1445814000	4	1	10698	5	45783	1																					
1	1445814000	4	1	10756	5	45783	1																					
1	1445814000	5	1	0	5	45782	1																					
1	1445814000	5	1	10002	5	45782	1																					
1	1445814000	5	1	10003	5	45782	1																					
1	1445814000	5	1	10021	5	45782	1																					
1	1445814000	5	1	10028	5	45782	1																					
1	1445814000	5	1	10026	5	45782	1																					
1	1445814000	5	1	10062	5	45782	1																					
1	1445814000	5	1	10014	5	45782	1																					
1	1445814000	5	1	10015	5	45782	1																					
1	1445814000	5	1	10080	5	45782	1																					
1	1445814000	5	1	10081	5	45782	1																					
1	1445814000	5	1	10175	5	45782	1																					
1	1445814000	5	1	10176	5	45782	1																					
1	1445814000	5	1	10224	5	45782	1																					
1	1445814000	5	1	10225	5	45782	1																					
1	1445814000	5	1	10144	5	45782	1																					
1	1445814000	5	1	10145	5	45782	1																					
1	1445814000	5	1	10242	5	45782	1																					
1	1445814000	5	1	10243	5	45782	1																					
1	1445814000	5	1	10268	5	45782	1																					
1	1445814000	5	1	10389	5	45782	1																					
1	1445814000	5	1	10390	5	45782	1																					
1	1445814000	5	1	10447	5	45782	1																					
1	1445814000	5	1	10448	5	45782	1																					
1	1445814000	5	1	10464	5	45782	1																					
1	1445814000	5	1	10585	5	45782	1																					
1	1445814000	5	1	10533	5	45782	1																					
1	1445814000	5	1	10615	5	45782	1																					
1	1445814000	5	1	10626	5	45782	1																					
1	1445814000	5	1	10627	5	45782	1																					
1	1445814000	5	1	10698	5	45782	1																					
1	1445814000	5	1	10756	5	45782	1																					
1	1445814000	6	1	0	5	45781	1																					
1	1445814000	6	1	10002	5	45781	1																					
1	1445814000	6	1	10003	5	45781	1																					
1	1445814000	6	1	10021	5	45781	1																					
1	1445814000	6	1	10028	5	45781	1																					
1	1445814000	6	1	10026	5	45781	1																					
1	1445814000	6	1	10062	5	45781	1																					
1	1445814000	6	1	10014	5	45781	1																					
1	1445814000	6	1	10015	5	45781	1																					
1	1445814000	6	1	10080	5	45781	1																					
1	1445814000	6	1	10081	5	45781	1																					
1	1445814000	6	1	10175	5	45781	1																					
1	1445814000	6	1	10176	5	45781	1																					
1	1445814000	6	1	10224	5	45781	1																					
1	1445814000	6	1	10225	5	45781	1																					
1	1445814000	6	1	10144	5	45781	1																					
1	1445814000	6	1	10145	5	45781	1																					
1	1445814000	6	1	10242	5	45781	1																					
1	1445814000	6	1	10243	5	45781	1																					
1	1445814000	6	1	10268	5	45781	1																					
1	1445814000	6	1	10389	5	45781	1																					
1	1445814000	6	1	10390	5	45781	1																					
1	1445814000	6	1	10447	5	45781	1																					
1	1445814000	6	1	10448	5	45781	1																					
1	1445814000	6	1	10464	5	45781	1																					
1	1445814000	6	1	10585	5	45781	1																					
1	1445814000	6	1	10533	5	45781	1																					
1	1445814000	6	1	10615	5	45781	1																					
1	1445814000	6	1	10626	5	45781	1																					
1	1445814000	6	1	10627	5	45781	1																					
1	1445814000	6	1	10698	5	45781	1																					
1	1445814000	6	1	10756	5	45781	1																					
1	1445814000	7	1	0	5	45777	1																					
1	1445814000	7	1	10002	5	45777	1																					
1	1445814000	7	1	10003	5	45777	1																					
1	1445814000	7	1	10021	5	45777	1																					
1	1445814000	7	1	10028	5	45777	1																					
1	1445814000	7	1	10026	5	45777	1																					
1	1445814000	7	1	10062	5	45777	1																					
1	1445814000	7	1	10014	5	45777	1																					
1	1445814000	7	1	10015	5	45777	1																					
1	1445814000	7	1	10080	5	45777	1																					
1	1445814000	7	1	10081	5	45777	1																					
1	1445814000	7	1	10175	5	45777	1																					
1	1445814000	7	1	10176	5	45777	1																					
1	1445814000	7	1	10224	5	45777	1																					
1	1445814000	7	1	10225	5	45777	1																					
1	1445814000	7	1	10144	5	45777	1																					
1	1445814000	7	1	10145	5	45777	1																					
1	1445814000	7	1	10242	5	45777	1																					
1	1445814000	7	1	10243	5	45777	1																					
1	1445814000	7	1	10268	5	45777	1																					
1	1445814000	7	1	10389	5	45777	1																					
1	1445814000	7	1	10390	5	45777	1																					
1	1445814000	7	1	10447	5	45777	1																					
1	1445814000	7	1	10448	5	45777	1																					
1	1445814000	7	1	10464	5	45777	1																					
1	1445814000	7	1	10585	5	45777	1																					
1	1445814000	7	1	10533	5	45777	1																					
1	1445814000	7	1	10615	5	45777	1																					
1	1445814000	7	1	10626	5	45777	1																					
1	1445814000	7	1	10627	5	45777	1																					
1	1445814000	7	1	10698	5	45777	1																					
1	1445814000	7	1	10756	5	45777	1																					
2	2145888000	1	1	0	5	45786	1																					
2	2145888000	1	1	10002	5	45786	1																					
2	2145888000	1	1	10003	5	45786	1																					
2	2145888000	1	1	10021	5	45786	1																					
2	2145888000	1	1	10028	5	45786	1																					
2	2145888000	1	1	10026	5	45786	1																					
2	2145888000	1	1	10062	5	45786	1																					
2	2145888000	1	1	10014	5	45786	1																					
2	2145888000	1	1	10015	5	45786	1																					
2	2145888000	1	1	10080	5	45786	1																					
2	2145888000	1	1	10081	5	45786	1																					
2	2145888000	1	1	10175	5	45786	1																					
2	2145888000	1	1	10176	5	45786	1																					
2	2145888000	1	1	10224	5	45786	1																					
2	2145888000	1	1	10225	5	45786	1																					
2	2145888000	1	1	10144	5	45786	1																					
2	2145888000	1	1	10145	5	45786	1																					
2	2145888000	1	1	10242	5	45786	1																					
2	2145888000	1	1	10243	5	45786	1																					
2	2145888000	1	1	10268	5	45786	1																					
2	2145888000	1	1	10389	5	45786	1																					
2	2145888000	1	1	10390	5	45786	1																					
2	2145888000	1	1	10447	5	45786	1																					
2	2145888000	1	1	10448	5	45786	1																					
2	2145888000	1	1	10464	5	45786	1																					
2	2145888000	1	1	10585	5	45786	1																					
2	2145888000	1	1	10533	5	45786	1																					
2	2145888000	1	1	10615	5	45786	1																					
2	2145888000	1	1	10626	5	45786	1																					
2	2145888000	1	1	10627	5	45786	1																					
2	2145888000	1	1	10698	5	45786	1																					
2	2145888000	1	1	10756	5	45786	1																					
2	2145888000	2	1	0	5	45785	1																					
2	2145888000	2	1	10002	5	45785	1																					
2	2145888000	2	1	10003	5	45785	1																					
2	2145888000	2	1	10021	5	45785	1																					
2	2145888000	2	1	10028	5	45785	1																					
2	2145888000	2	1	10026	5	45785	1																					
2	2145888000	2	1	10062	5	45785	1																					
2	2145888000	2	1	10014	5	45785	1																					
2	2145888000	2	1	10015	5	45785	1																					
2	2145888000	2	1	10080	5	45785	1																					
2	2145888000	2	1	10081	5	45785	1																					
2	2145888000	2	1	10175	5	45785	1																					
2	2145888000	2	1	10176	5	45785	1																					
2	2145888000	2	1	10224	5	45785	1																					
2	2145888000	2	1	10225	5	45785	1																					
2	2145888000	2	1	10144	5	45785	1																					
2	2145888000	2	1	10145	5	45785	1																					
2	2145888000	2	1	10242	5	45785	1																					
2	2145888000	2	1	10243	5	45785	1																					
2	2145888000	2	1	10268	5	45785	1																					
2	2145888000	2	1	10389	5	45785	1																					
2	2145888000	2	1	10390	5	45785	1																					
2	2145888000	2	1	10447	5	45785	1																					
2	2145888000	2	1	10448	5	45785	1																					
2	2145888000	2	1	10464	5	45785	1																					
2	2145888000	2	1	10585	5	45785	1																					
2	2145888000	2	1	10533	5	45785	1																					
2	2145888000	2	1	10615	5	45785	1																					
2	2145888000	2	1	10626	5	45785	1																					
2	2145888000	2	1	10627	5	45785	1																					
2	2145888000	2	1	10698	5	45785	1																					
2	2145888000	2	1	10756	5	45785	1																					
2	2145888000	3	1	0	5	45784	1																					
2	2145888000	3	1	10002	5	45784	1																					
2	2145888000	3	1	10003	5	45784	1																					
2	2145888000	3	1	10021	5	45784	1																					
2	2145888000	3	1	10028	5	45784	1																					
2	2145888000	3	1	10026	5	45784	1																					
2	2145888000	3	1	10062	5	45784	1																					
2	2145888000	3	1	10014	5	45784	1																					
2	2145888000	3	1	10015	5	45784	1																					
2	2145888000	3	1	10080	5	45784	1																					
2	2145888000	3	1	10081	5	45784	1																					
2	2145888000	3	1	10175	5	45784	1																					
2	2145888000	3	1	10176	5	45784	1																					
2	2145888000	3	1	10224	5	45784	1																					
2	2145888000	3	1	10225	5	45784	1																					
2	2145888000	3	1	10144	5	45784	1																					
2	2145888000	3	1	10145	5	45784	1																					
2	2145888000	3	1	10242	5	45784	1																					
2	2145888000	3	1	10243	5	45784	1																					
2	2145888000	3	1	10268	5	45784	1																					
2	2145888000	3	1	10389	5	45784	1																					
2	2145888000	3	1	10390	5	45784	1																					
2	2145888000	3	1	10447	5	45784	1																					
2	2145888000	3	1	10448	5	45784	1																					
2	2145888000	3	1	10464	5	45784	1																					
2	2145888000	3	1	10585	5	45784	1																					
2	2145888000	3	1	10533	5	45784	1																					
2	2145888000	3	1	10615	5	45784	1																					
2	2145888000	3	1	10626	5	45784	1																					
2	2145888000	3	1	10627	5	45784	1																					
2	2145888000	3	1	10698	5	45784	1																					
2	2145888000	3	1	10756	5	45784	1																					
2	2145888000	4	1	0	5	45783	1																					
2	2145888000	4	1	10002	5	45783	1																					
2	2145888000	4	1	10003	5	45783	1																					
2	2145888000	4	1	10021	5	45783	1																					
2	2145888000	4	1	10028	5	45783	1																					
2	2145888000	4	1	10026	5	45783	1																					
2	2145888000	4	1	10062	5	45783	1																					
2	2145888000	4	1	10014	5	45783	1																					
2	2145888000	4	1	10015	5	45783	1																					
2	2145888000	4	1	10080	5	45783	1																					
2	2145888000	4	1	10081	5	45783	1																					
2	2145888000	4	1	10175	5	45783	1																					
2	2145888000	4	1	10176	5	45783	1																					
2	2145888000	4	1	10224	5	45783	1																					
2	2145888000	4	1	10225	5	45783	1																					
2	2145888000	4	1	10144	5	45783	1																					
2	2145888000	4	1	10145	5	45783	1																					
2	2145888000	4	1	10242	5	45783	1																					
2	2145888000	4	1	10243	5	45783	1																					
2	2145888000	4	1	10268	5	45783	1																					
2	2145888000	4	1	10389	5	45783	1																					
2	2145888000	4	1	10390	5	45783	1																					
2	2145888000	4	1	10447	5	45783	1																					
2	2145888000	4	1	10448	5	45783	1																					
2	2145888000	4	1	10464	5	45783	1																					
2	2145888000	4	1	10585	5	45783	1																					
2	2145888000	4	1	10533	5	45783	1																					
2	2145888000	4	1	10615	5	45783	1																					
2	2145888000	4	1	10626	5	45783	1																					
2	2145888000	4	1	10627	5	45783	1																					
2	2145888000	4	1	10698	5	45783	1																					
2	2145888000	4	1	10756	5	45783	1																					
2	2145888000	5	1	0	5	45782	1																					
2	2145888000	5	1	10002	5	45782	1																					
2	2145888000	5	1	10003	5	45782	1																					
2	2145888000	5	1	10021	5	45782	1																					
2	2145888000	5	1	10028	5	45782	1																					
2	2145888000	5	1	10026	5	45782	1																					
2	2145888000	5	1	10062	5	45782	1																					
2	2145888000	5	1	10014	5	45782	1																					
2	2145888000	5	1	10015	5	45782	1																					
2	2145888000	5	1	10080	5	45782	1																					
2	2145888000	5	1	10081	5	45782	1																					
2	2145888000	5	1	10175	5	45782	1																					
2	2145888000	5	1	10176	5	45782	1																					
2	2145888000	5	1	10224	5	45782	1																					
2	2145888000	5	1	10225	5	45782	1																					
2	2145888000	5	1	10144	5	45782	1																					
2	2145888000	5	1	10145	5	45782	1																					
2	2145888000	5	1	10242	5	45782	1																					
2	2145888000	5	1	10243	5	45782	1																					
2	2145888000	5	1	10268	5	45782	1																					
2	2145888000	5	1	10389	5	45782	1																					
2	2145888000	5	1	10390	5	45782	1																					
2	2145888000	5	1	10447	5	45782	1																					
2	2145888000	5	1	10448	5	45782	1																					
2	2145888000	5	1	10464	5	45782	1																					
2	2145888000	5	1	10585	5	45782	1																					
2	2145888000	5	1	10533	5	45782	1																					
2	2145888000	5	1	10615	5	45782	1																					
2	2145888000	5	1	10626	5	45782	1																					
2	2145888000	5	1	10627	5	45782	1																					
2	2145888000	5	1	10698	5	45782	1																					
2	2145888000	5	1	10756	5	45782	1																					
2	2145888000	6	1	0	5	45781	1																					
2	2145888000	6	1	10002	5	45781	1																					
2	2145888000	6	1	10003	5	45781	1																					
2	2145888000	6	1	10021	5	45781	1																					
2	2145888000	6	1	10028	5	45781	1																					
2	2145888000	6	1	10026	5	45781	1																					
2	2145888000	6	1	10062	5	45781	1																					
2	2145888000	6	1	10014	5	45781	1																					
2	2145888000	6	1	10015	5	45781	1																					
2	2145888000	6	1	10080	5	45781	1																					
2	2145888000	6	1	10081	5	45781	1																					
2	2145888000	6	1	10175	5	45781	1																					
2	2145888000	6	1	10176	5	45781	1																					
2	2145888000	6	1	10224	5	45781	1																					
2	2145888000	6	1	10225	5	45781	1																					
2	2145888000	6	1	10144	5	45781	1																					
2	2145888000	6	1	10145	5	45781	1																					
2	2145888000	6	1	10242	5	45781	1																					
2	2145888000	6	1	10243	5	45781	1																					
2	2145888000	6	1	10268	5	45781	1																					
2	2145888000	6	1	10389	5	45781	1																					
2	2145888000	6	1	10390	5	45781	1																					
2	2145888000	6	1	10447	5	45781	1																					
2	2145888000	6	1	10448	5	45781	1																					
2	2145888000	6	1	10464	5	45781	1																					
2	2145888000	6	1	10585	5	45781	1																					
2	2145888000	6	1	10533	5	45781	1																					
2	2145888000	6	1	10615	5	45781	1																					
2	2145888000	6	1	10626	5	45781	1																					
2	2145888000	6	1	10627	5	45781	1																					
2	2145888000	6	1	10698	5	45781	1																					
2	2145888000	6	1	10756	5	45781	1																					
2	2145888000	7	1	0	5	45777	1																					
