ID	ItemTabType	ItemTabIndex	RewardsPrice	CoinPrice	StartTime	EndTime	Discount	DisStartTime	DisEndTime	CanBuyMultiple	CanFreeTryOn	CanPreview	GlobalCounterID	CoolDownID	ForbidPeerPay	ForbidDisCoupon	GameWorldStartDuration	CustomType	IsReal	SecondDiscount	SecondDisStartTime	SecondDisEndTime	SecondDisFatherID	PreOrderID	GameWorldStartInDuration	NoDisCustomType	IsCallScript	VoucherCanUseTypeMask	VoucherCannotUseTypeMask	FullLevelWGBuyCountLimit
23	8	2628	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
24	8	2629	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
25	8	2630	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
26	8	2631	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
27	8	2632	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
28	8	105	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
29	8	554	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
30	5	10311	900	18000	-1	-1	50	-1	1699833600	0	0		0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
31	8	7061	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
32	8	4251	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
33	5	10797	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
34	8	4768	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
35	8	4767	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
36	8	7062	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
37	8	4827	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
38	8	17632	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
39	8	17633	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
40	8	17634	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
41	8	7067	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
42	8	5343	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
43	8	7063	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
44	8	7064	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
45	8	7065	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0	0	0	-1	0	0	0	-1
46	8	7066	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
47	8	5581	800	15000	-1	-1	50	-1	1699833600	0	1		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
48	8	17639	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
49	8	17640	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
50	8	17641	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
51	8	2834	500	9000	-1	-1	50	-1	1699833600	0	0	0	0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
52	8	5847	800	15000	-1	-1	50	-1	1699833600	0	1		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
53	8	7060	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
54	8	7068	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
55	8	4030	800	15000	-1	-1	50	-1	1699833600	0	1		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
56	8	4029	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
57	8	4028	500	9000	-1	-1	50	-1	1699833600	0	1		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
58	8	8008	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
59	8	8007	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
60	8	6975	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
61	8	6976	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
62	8	5253	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
63	8	8389	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
64	8	8387	800	15000	-1	-1	50	-1	1699833600	0	1		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
65	8	8388	800	15000	-1	-1	50	-1	1699833600	0	1		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
66	8	17650	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
67	8	17649	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
68	5	18625	5	100	-1	-1	50	-1	1699833600	1	0	0	0				0	-1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
69	8	7056	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0	0	0	-1	0	0	0	-1
70	5	18395	180	3000	-1	-1	50	-1	1699833600	0	0	0	0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
71	8	8005	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
72	8	8001	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0	0	0	-1	0	0	0	-1
73	8	8000	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
74	8	566	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
75	8	5437	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
76	8	4826	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
77	8	5600	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
78	8	5598	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
79	8	17648	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
80	8	17647	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
81	8	17646	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
82	8	4772	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
83	8	3878	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
84	8	5599	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
85	8	5597	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
86	8	17652	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
87	8	17653	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
88	8	17658	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
89	8	8385	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
90	8	7053	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
91	8	7054	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
92	8	229	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
93	8	7069	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
94	8	10435	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
95	8	5582	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
96	8	17659	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
97	8	10948	500	9000	-1	-1	50	-1	1699833600	0	1		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
98	8	10182	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
99	8	5846	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
100	8	6973	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0	0	0	-1	0	0	0	-1
101	8	567	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
102	8	10189	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
103	8	10962	800	15000	-1	-1	50	-1	1699833600	0	1		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
104	8	6915	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
105	5	11793	-1	18000	1386831600	1387177200	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0		0	-1	0	0	0	-1
106	5	21020	-1	18000	1386831600	1387177200	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0		0	-1	0	0	0	-1
107	5	21021	-1	18000	1386831600	1387177200	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0		0	-1	0	0	0	-1
108	5	21022	-1	18000	1386831600	1387177200	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0		0	-1	0	0	0	-1
109	5	21023	-1	81000	1386831600	1387177200	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0		0	-1	0	0	0	-1
110	5	21024	-1	105000	1386831600	1387177200	100	-1	-1	0	0		0				0	-1	0	100	-1	-1	0		0	-1	0	0	0	-1
111	8	11006	3500	68800	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
112	8	11007	3500	68800	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
113	8	11008	3500	68800	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
114	8	17672	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
115	8	17669	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
116	8	17666	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
117	8	17670	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
118	8	17671	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
119	8	17667	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
120	8	17668	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
121	8	17664	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
122	8	17665	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
123	8	568	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
124	8	10433	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
125	8	8004	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
126	8	10434	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
127	8	11113	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
128	8	11344	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
129	8	8386	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
130	8	10937	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
131	8	10949	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
132	8	10960	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
133	8	11621	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
134	8	2844	200	3000	-1	-1	50	-1	1699833600	0	0	0	0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
136	5	21420	100	1800	-1	-1	50	-1	1699833600	0	0	0	0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
137	8	11648	1500	28000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
138	8	17685	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
139	8	17686	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
140	8	17687	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
141	8	17688	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
142	8	17675	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
143	8	17674	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
144	8	17673	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
145	8	17678	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
148	8	17677	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
149	8	17676	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
150	8	17681	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
153	8	17680	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
154	8	17679	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
155	8	17684	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
156	8	17683	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
157	8	17682	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
158	8	17698	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
159	8	17699	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
160	8	17700	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
161	8	17689	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
162	8	17694	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
163	8	17697	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
164	8	17691	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
165	8	17690	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
166	8	17693	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
167	8	17692	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
168	8	17696	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
169	8	17695	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
170	8	11661	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
171	8	11662	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
172	8	11663	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
173	8	11664	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
174	8	11665	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
175	8	11666	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
176	8	17701	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
177	8	17702	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
178	8	17703	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
179	8	17704	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
180	8	17705	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
181	8	17706	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
182	8	17707	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
183	8	17708	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
184	8	17709	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
185	8	17710	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
186	8	17711	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
187	8	17712	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
188	8	11782	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
189	8	11783	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
190	8	11784	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0	0	0	-1	0	0	0	-1
191	8	11010	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
192	8	11011	500	9000	-1	-1	50	-1	1699833600	0	0		0				0	1	0	100	-1	-1	0		0	-1	0	0	0	-1
193	8	10970	1800	36000	-1	-1	50	-1	1699833600	0	0		0				0	0	0	100	-1	-1	0		0	-1	0	0	0	-1
194	5	21898	300	4200	-1	-1	50	-1	1699833600	0	0	0	0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
197	8	17716	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
198	8	17717	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
199	8	17718	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
200	8	17719	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
201	8	17720	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
202	8	17721	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
203	8	17722	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
204	8	17723	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
205	8	17724	300	6000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
206	8	17725	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
207	8	17726	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
208	8	17727	800	15000	-1	-1	50	-1	1699833600	0	0		0				0	2	0	100	-1	-1	0		0	-1	0	0	0	-1
209	8	3890	1000	15000	-1	-1	50	-1	1699833600	0	0		0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
210	8	3891	1000	15000	-1	-1	50	-1	1699833600	0	0		0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
211	8	3892	1000	15000	-1	-1	50	-1	1699833600	0	0		0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
212	8	3893	1000	15000	-1	-1	50	-1	1699833600	0	0		0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
213	8	3894	1000	15000	-1	-1	50	-1	1699833600	0	0		0				0	5	0	100	-1	-1	0	0	0	-1	0	0	0	-1
