CityID	MapID	X	Y	Z	Name
267	105	120789	83355	1181576	南诏25
268	151	59023	77014	1107528	战宝军械库
269	156	46871	127180	1071936	华清宫
270	156	46871	127180	1071936	英雄华清宫
271	156	46871	127180	1071936	华清宫回忆录
272	156	49331	127408	1071936	大明宫
273	22	25276	7044	1102976	南屏山浩气盟据点
274	22	10834	73066	1096000	南屏山恶人谷据点
275	30	91366	42324	1144393	昆仑山浩气盟据点
276	30	23778	50825	1128474	昆仑山恶人谷据点
277	27	40148	65474	1094256	烈风集
278	25	35785	46087	1084528	落雁城
279	151	88142	96525	1077960	血战天策
280	172	55045	73067	1167472	直城门
281	159	15247	93231	1093732	流离岛
282	153	21852	109706	1376136	一线天
283	159	72811	59122	1093445	丐帮总舵
284	159	79429	88412	1093645	君山竹林
285	159	98625	59310	1093659	太平村
286	159	74840	107777	1093612	龙首山
287	159	50171	104850	1093808	轩辕台
288	159	33287	46038	1093786	罗汉山
289	159	122949	18393	1093376	芦苇香榭
290	159	71532	34528	1093757	归雁泽
291	172	63123	48210	1126856	长安内城
292	74	14855	4650	1104904	帮会领地
293	172	66712	57395	1119872	秦皇陵
294	172	66712	57395	1119872	墨家秘殿
295	9	61954	25184	1071360	风雪稻香村
296	172	75547	73051	1162688	春明门
297	49	65880	49093	1116544	满陇东村
298	7	33121	38808	1163584	苍龙岭
299	193	42404	26663	1070720	雁门关之役
300	193	46038	31673	1072373	雁门关
301	193	56458	21800	1071063	广武镇
302	193	25050	45439	1161113	西侧长城
303	193	23515	109834	1144226	雁塔
304	193	50817	56892	1057809	古战场
305	193	89369	17215	1140466	李牧祠
306	193	104273	49240	1077206	东陉关
307	193	96063	102435	1061948	奚人牧场
308	193	75962	105984	1061518	映雪湖
309	193	37494	4304	1124447	南侧长城
310	194	43268	10394	1105728	河谷
311	194	67253	17688	1124736	杏花村
312	194	30963	24372	1143040	晋祠
313	194	51606	60543	1113984	太原东城
314	194	30216	96726	1143296	溜柁贮木场
315	194	86007	109212	1129408	东山矿场
316	194	69058	115673	1119808	赤塘关
317	194	65441	47306	1112233	汾桥
318	194	23369	63069	1133660	太原西城
319	194	52773	58860	1113921	太原之战·夜守孤城 
320	194	68461	65612	1129776	太原之战·逐虎驱狼
321	49	37927	93684	1128192	神剑冢
322	35	76216	73050	1139200	璨翠海厅
323	213	93385	41004	1057973	微山书院
324	213	82009	49918	1057627	赏翠屏
325	213	86968	34778	1057686	思齐书市
326	213	67345	35606	1057917	御射场
327	213	62803	56193	1057893	若水书斋
328	213	72804	68062	1058084	漱心堂
329	213	72159	91596	1057819	傍山村
330	213	93158	92672	1057881	怀仁斋
331	216	9413	13284	1067706	沼泽驿站
332	216	41924	60079	1079537	阴山黑市
333	216	94952	50122	1080494	牧人部落
334	216	95793	83910	1079822	回纥部落
335	214	41055	22271	1054638	缘居林茶馆
336	214	76692	30968	1059052	清凉河据点
337	214	85698	94648	1102238	五尺潭
338	214	59317	103179	1116748	台怀镇
339	215	116178	120248	1156334	凌波渡
340	215	72527	97912	1156352	新安村
341	215	69084	113190	1156939	贺城
342	215	53877	59922	1156929	鹿尾岛
343	215	23462	95095	1156153	惊鸿岛
344	215	102755	29753	1157581	青鱼港
345	215	97421	68913	1156346	汤岛
346	217	119181	15084	1081598	如晦营
347	217	93092	50884	1079531	星星海
348	217	52750	97434	1085094	阴风峡
349	217	26315	68805	1087453	不惑居
350	217	53946	34869	1080674	黑水城
351	215	102807	29154	1157632	永王行宫·仙侣庭园
352	215	102807	29154	1157632	永王行宫·花月别院
353	215	102807	29154	1157632	引仙水榭
354	216	11864	122967	1147648	阴山圣泉
355	213	119876	34653	1075392	微山书院
356	214	126087	77850	1092160	梵空禅院
357	194	7552	87082	1158848	天泣林
358	213	39025	78811	1058921	海心晖
359	213	45239	51969	1057788	翠湄居
360	216	14243	79049	1099162	干涸之地
361	35	76045	65454	1166400	白帝水宫
362	243	101025	77067	1315155	柳祠
363	243	88173	115346	1186426	落枫谷
364	243	35190	90762	1212516	冰炎谷
365	243	47438	58536	1151256	定风岗
366	243	115318	54112	1147953	兰亭斋
367	243	81792	40316	1120886	鹰扬谷
368	243	72351	102737	1178997	琅玉庭院
369	243	76329	92346	1171554	琅玉庭院码头
370	243	81228	65652	1170531	鹰扬谷码头
371	239	38215	69369	1105984	上阳宫·观风殿
372	239	37924	64806	1099392	上阳宫·双曜亭
373	243	82236	96972	1170496	夕颜阁
374	239	64781	35705	1088077	洛阳城·洛阳城内
375	239	49932	47947	1082945	洛阳城·渡口
376	239	69593	49443	1088418	洛阳城·唐军大营
377	239	99588	57594	1131798	洛阳城·白马寺
378	239	97181	97114	1138805	洛阳城·暗哨
379	243	19815	61978	1136832	刀轮海厅
380	243	10172	51606	1118016	风雷刀谷·锻刀厅
381	243	13076	57724	1121792	风雷刀谷·千雷殿
382	159	54296	84679	1144294	关帝庙
383	159	59007	88865	1107700	幽竹径
384	159	77563	89719	1093725	竹林码头
385	16	28958	32412	1057328	仙乐码头
386	16	33111	21185	1057201	二十四桥
387	16	43800	56837	1056392	内坊正门
388	2	60790	63603	1114500	逍遥林
389	5	38608	72361	1131008	戒律院
390	5	14750	54018	1144653	习武场
391	5	15093	43581	1131545	塔林
392	5	92404	72523	1185114	少林寺旧址
393	5	52941	72564	1131412	后山
394	5	24684	73821	1164441	达摩洞
395	122	96397	57300	1054528	唐家集码头
396	102	24437	104568	1094029	祝融神殿
397	102	28998	78638	1061640	五毒总坛
398	102	43772	88715	1051933	圣兽潭
399	9	58891	24836	1066688	稻香秘事
400	9	66093	40208	1049152	银雾湖
401	194	116685	110047	1171776	狼牙堡·战兽山
402	194	116685	110047	1171776	狼牙堡·燕然峰
403	325	119872	3484	1050925	绛珠镇
404	325	81694	27338	1055295	饮露园
405	325	80685	48990	1086592	康镇
406	325	34209	43871	1053497	赢鱼滩
407	334	6508	45105	1050232	半碗岛
408	334	32038	71482	1049553	天心岛
409	334	33153	85857	1048643	夔龙岛
410	334	65768	58917	1050054	归泽渡
411	334	85910	84174	1080186	乾元居
412	334	97478	59600	1098758	含章小筑
413	334	91574	38140	1081920	金蚕林
414	334	112307	16755	1053504	巽风岛
415	334	120060	62425	1112704	瞻宇阁
416	194	115924	113975	1151232	狼牙堡·辉天堑
417	194	115924	113975	1151232	狼牙堡·狼神殿
418	334	115503	100601	1066496	大衍盘丝洞
419	325	86673	120208	1048384	泥兰果树
420	332	59062	110163	1051840	迷渊岛
421	330	24537	52884	1201856	镜泊湖
422	333	41648	125213	1241920	九辩馆
423	332	75262	20062	1048768	冰火岛·荒血路
424	332	75262	20062	1048768	冰火岛·青莲狱
425	325	67450	69267	1144403	云中谷
426	333	41832	45249	1048896	九章别院
427	333	84628	87504	1048704	太一神宫
428	333	41682	21386	1048640	九歌岛
429	333	102175	111875	1048704	聚灵渊
430	333	38599	95101	1177984	回心苑
431	333	75417	61889	1049024	悟剑谷
432	333	13982	58528	1049024	远游渡
433	330	19607	87334	1203392	驿站
434	330	49434	99735	1195200	比武大会会场
435	330	32188	120350	1199744	西江镇
436	330	31114	59363	1204224	造船厂
437	330	33814	33260	1204864	宁晚镇北门
438	330	22542	15866	1200448	宁晚镇码头
439	330	75829	15112	1200768	石佛寺
440	330	82587	84920	1201280	集市育苗地
441	330	76947	118667	1202816	皇城内
442	330	108779	113504	1197504	放马场
443	332	73068	25906	1050100	珍货港
444	332	77120	41518	1050868	安平村
445	332	95336	55781	1051373	问心居
446	214	114233	98924	1116480	范阳夜变
447	332	103793	80017	1049279	玉心湖外
448	332	120400	103893	1115381	玉心湖
449	332	104462	108597	1066080	天水轩
450	332	91702	92626	1049174	天地港
451	332	68584	102433	1053979	沧海集
452	411	88687	81645	1053312	尘归海·饕餮洞
453	411	56736	82854	1141184	周天屿
454	411	53542	26362	1049654	乾坤港
455	411	65665	31282	1057319	易珍集
456	411	69000	50236	1067750	会武居
457	411	34641	78139	1074277	鼎言堂
458	411	43433	54407	1062022	霸王擂
459	411	88687	81645	1053312	尘归海·巨冥湾
460	23	39513	37948	1049792	风雨稻香村
461	5	44593	54700	1127488	持国天王回忆录
462	108	54483	66891	1073664	会战唐门
463	444	108131	62330	1067206	忘忧岛
464	444	115211	93798	1112850	海门关
465	444	58595	86928	1063232	百川港
466	444	46165	58265	1086598	思存居
467	444	56398	43169	1060708	蔷薇园
468	444	77956	58667	1049375	日月汀
469	444	93141	100052	1116899	藤原营地
470	419	57704	33280	1546494	主阁
471	419	60278	24624	1496299	明山馆
472	419	101947	50147	1564424	机枢府
473	419	68126	63357	1565625	肃命庭
474	419	98986	69944	1549960	鸟不归
475	419	105388	126275	1502259	墓林
476	419	60070	69708	1600746	厌兵院
477	444	28313	108460	1049481	不归涯
478	419	56209	32294	1546560	玄鹤别院
479	444	63515	15129	1049152	木兰洲
480	333	5630	58476	1051264	敖龙岛
481	156	49754	115103	1065152	长安城
482	475	7465	13935	1048916	齐华村
483	475	44108	32754	1122412	山门
484	475	31944	53390	1127300	伙房
485	475	38325	72471	1130781	戒律院
486	475	55259	46202	1122461	达摩院
487	475	51358	73734	1133824	后山
488	475	83759	52526	1167673	藏经阁
489	475	14870	54127	1144642	习武场
490	475	15334	44484	1131318	塔林
491	475	92385	72759	1184710	少林寺旧址
492	475	58428	25772	1124303	庙街
493	475	40312	94659	1133585	灵霄峡
494	475	11843	110836	1199165	达摩洞
495	475	3410	125641	1215808	罗汉门、达摩洞
496	474	69841	10542	1055808	梧桐山庄
497	488	104465	55380	1112704	观澜泽浩气盟
498	488	103267	37471	1112704	观澜泽恶人谷
499	488	109305	47530	1112512	观澜泽战斗区域
500	473	66036	24181	1131571	绝情谷
501	473	65269	80176	1104391	三星望月
502	473	85881	114246	1169674	万花谷谷口
503	473	76662	95806	1101863	落星湖
504	473	47937	112929	1110736	聋哑村
505	473	29050	72701	1115490	水月宫
506	473	18940	103815	1110237	仙迹岩
507	473	94772	57202	1110542	药王柱
508	464	98402	61902	1049984	梦入集真岛
509	474	71915	64353	1057569	七秀内坊
511	474	49808	85655	1057476	桃花村口
512	474	34163	85597	1064764	青萝山下
514	474	31341	65720	1056157	绿杨湾
515	474	38704	50242	1057315	听香坊
516	474	50766	40100	1057197	二十四桥
517	474	111280	61418	1080272	灵龟山
518	474	94749	76693	1058253	甲鱼村外
519	474	81107	35334	1058183	烟舟集
520	473	91026	124378	1171629	谷口
521	474	100218	43735	1068269	烟舟集外
522	473	54979	85403	1133760	月落三星
523	464	37920	90061	1137361	紫微垣西北
524	464	64338	110268	1131253	太微垣
525	464	66138	82894	1125829	紫微垣东北
526	464	15870	72307	1125317	灵台府
527	464	8267	92545	1129450	天关城
528	464	88897	81678	1052572	天市垣
529	464	55740	65763	1054009	阴阳界
530	464	47662	52819	1049764	少微垣
531	464	61599	56261	1048668	星移渡
532	464	81614	40808	1048708	寻木之森
533	488	21741	64410	1128408	灵隐寺
534	488	26916	53116	1127072	龙井茶园
535	488	48842	27117	1126933	虎跑山庄
536	488	23243	22420	1132261	九溪十八涧
537	488	64956	49418	1116880	满陇村东
538	488	50908	63095	1118600	满陇村西
539	488	62223	76652	1113051	藏剑山庄前侧
540	488	60753	64518	1114203	藏剑山庄后侧
541	488	40534	72289	1119413	剑冢
542	488	83431	87386	1113322	藏剑码头
543	488	93688	82397	1112817	剑庐
544	488	6107	99128	1168363	九曲回长
545	488	62299	76820	1113051	藏剑山庄前门
546	488	38055	93099	1128320	剑冢惊变
547	194	34375	18698	1089984	漳水南路
548	35	74631	87321	1145792	白帝江关
549	526	22190	2167	1852532	白河村
550	526	43193	20000	1855611	回风谷
551	526	54112	34842	1896520	谷口遗址
552	526	85058	16907	1938971	去疾院
553	526	94299	45639	1978587	百会阁
554	526	40437	58538	1925680	阿占特部落
555	526	24492	86343	1943132	神农苑
556	526	82158	65006	1969358	青石冰库
557	526	98460	84228	2032198	垂荫殿
558	525	95858	130045	1038313	茶马驿站
559	525	109370	123276	1080400	蚕丛寨西
560	525	116970	112290	1091358	蚕丛寨南
561	525	29181	103719	1092525	朝曦村
562	525	23612	68431	1048254	迷障沼泽
563	525	34849	27899	1107823	凤栖花坪
564	525	63163	2427	941204	雷域大泽
565	525	101217	22487	962832	贝芽幽谷
566	526	81665	109592	2189481	长白山巅
567	526	63014	57016	1921691	长白山麓
568	526	106793	102341	2024175	天池
569	578	74529	22211	1054674	了直门
570	578	95764	32462	1049255	海食湾
571	578	98794	83065	1051479	寰宇殿
572	578	102848	109728	1051651	缺一书阁
573	578	68373	71283	1049412	观心武场
574	578	46378	64243	1053775	万象武场
575	578	37758	72278	1072968	百川武场
576	578	61405	94062	1049817	幽藤馆
577	158	13711	66810	1080064	北瀑口
578	580	89944	123477	1254656	沃石院
579	580	32257	18278	1061604	溪明镇
580	580	26020	21741	1061487	竹扇山庄·山脚
581	580	14128	38993	1099712	竹扇山庄
582	580	17855	81391	1061824	竹扇山庄·后山
583	580	64591	25036	1061007	凌天寺·山脚
584	580	79899	36888	1105803	凌天寺
585	580	59930	91045	1157063	废弃瓷窑
586	580	91389	34753	1069161	烂柯山鬼寨
587	580	109557	56642	1076089	关隘
588	579	97117	77787	1048665	港口
589	579	54379	49156	1047833	船场
590	579	29246	34829	1046925	流木村
591	579	59607	86653	1046901	镇海阁
592	579	24015	117119	1047091	千丝镇
593	582	21804	28469	1047808	白菰里西南
594	582	29663	43278	1047872	白菰里中
595	582	59992	58082	1047616	白菰里东北
596	582	77712	64441	1047104	晟江治
597	582	99812	63293	1047744	云渠港
598	582	99212	78290	1047616	叛军大营对岸
599	582	51552	66798	1047040	白菰里北门
600	582	38739	92551	1082112	正觉寺
601	582	96909	37363	1059586	黄槲镇
602	581	32945	118953	1049014	渡口
603	581	93468	110451	1049648	盐场
604	581	52743	82421	1052996	南辕镇
605	581	28502	47909	1050035	沧浪洲
606	581	81811	39932	1102322	永宁寺
607	582	102172	66471	1049024	西津渡
608	581	17587	34641	1048832	江天夜宴
609	579	38872	85237	1068096	镇海阁地井
610	621	13739	12523	1092224	古剑台
611	621	29268	29923	1073117	埋骨径
612	239	45516	50820	1079552	鹿桥驿
613	581	87194	40746	1118080	武狱黑牢
614	122	55830	110741	1054080	幽冥渊
615	122	96524	57532	1054464	唐家集码头
616	643	27975	25248	1100672	黄龙洞
617	647	43208	27816	1600190	隐者客栈
618	647	18271	41381	1649202	青牛谷
619	647	9649	78997	1673611	双峦洞
620	647	27228	100897	1741997	小青峰
621	647	42141	94461	1737134	洞心坪
622	647	79979	92762	1752473	凉天观
623	647	104253	67736	1835161	七返泉
624	647	100896	34045	1742828	长生雪野
625	647	71307	17694	1690626	玉英谷
626	647	128382	104671	1784613	九老洞
627	642	119400	80902	927798	栖灵洞天·旧事
628	642	30849	94897	846138	万灵殿
629	642	43405	72010	830704	明风野
630	642	119747	122156	908016	栖灵洞天
631	642	51021	83648	822459	缀星泽
