ID	TriggerVal	ShiftID	ShiftType	Point	Exp	Note	Prefix	Postfix	IsSplendid	AnnounceType
168	1			15		心急如焚			0	0
169	1003			40	9200	久仰大名			0	0
170	1	171	1	20	3000	初胜！擂台			0	0
171	10	172	1	20	3000	十连胜！擂台	45		0	0
172	20			25	3700	二十连胜！擂台		7	0	0
173	50	174	1	30	4500	傲视群雄			0	0
174	100	175	1	25	3700	所向披靡			0	0
175	1000	169	2	40	9200	百里人雄		10	0	0
176	10000	177	1	25	3700	小有积蓄			0	0
177	50000	178	1	30	4500	穷文富武			0	0
178	100000			40	9200	黄金之路			0	0
179	1	169	2	20	3000	危机			0	0
180	1	169	2	20	3000	速战			0	0
181	1	182	1	15		切磋取胜			0	0
182	100	183	1	25		百战百胜		9	0	0
183	1000			35		战神	25		0	3
184	1			40	9200	捐献鲜肉包子！五甲			0	0
185	1	195	2	20	3000	夺旗！云湖天池			0	0
186	1	195	2	25	3700	美味！云湖天池			0	0
187	1	195	2	25	5800	锋锐支援！云湖天池			0	0
188	1	195	2			支援！云湖天池			0	0
189	1	195	2	25	3700	群杀！云湖天池			0	0
190	1	195	2	25	3700	不死！云湖天池			0	0
191	5	192	1	20	3000	初胜！云湖天池			0	0
192	10	193	1	25	3700	十胜！云湖天池			0	0
193	30	810	1	25	3700	三十胜！云湖天池			0	0
194	100	195	2	25	3700	皆杀！云湖天池			0	0
195	156			35	8100	胜利！云湖天池		15	0	0
196	-1	811	2	25	5800	杀手！神农洇{旧}			0	0
197	-1		0	25	5800	取胜!神农洇(删)			0	0
198	-1	811	2	25	5800	密探之死！神农洇			0	0
199	-1	811	2	25	5800	斩将！神农洇			0	0
200	-1	811	2	25	5800	突破！神农洇			0	0
201	-1	811	2	25	5800	三百分！神农洇			0	0
202	-1	811	2	25	5800	五百分！神农洇			0	0
203	1	5703	2	25	5800	锋锐支援！神农洇			0	0
204	-1	811	2			支援！神农洇{旧}			0	0
205	-1			25	5800	完胜！神农洇			0	0
206	-1			25	5800	不死！神农洇{旧}			0	0
207	5	208	1	25	5800	初胜！神农洇			0	0
208	10	209	1	25	5800	十胜！神农洇			0	0
209	30	813	1	25	5800	三十胜！神农洇			0	0
210	-1	0		25	5800	shanchu			0	0
211	1			25	5800	好运连连！10人持国天王回忆录			0	0
212	1	213	1	20	4600	初胜！三国古战场			0	0
213	30	214	1	25	5800	三十胜！三国古战场			0	0
214	50	3045	2	30	6900	五十胜！三国古战场			0	0
215	1	3045	2	25	5800	锋锐支援！三国古战场			0	0
216	7			45	10400	多才多艺		74	0	0
217	3	216	2	30	6900	采集狂		2	0	0
218	1			15	500	初学！神农			0	0
219	1			15	500	初学！采金			0	0
220	1			15	500	初学！庖丁			0	0
221	1			15	500	初学！医术			0	0
222	1			15	500	初学！铸造			0	0
223	1			15	500	初学！缝纫			0	0
224	1			15	500	初学！烹饪			0	0
225	1			40	9200	无事不晓！十甲			0	3
226	1			25	3700	精通！神农			0	0
227	1			25	3700	精通！采金			0	0
228	1			25	3700	精通！庖丁			0	0
229	1			25	3700	精通！医术			0	0
230	1			25	3700	精通！铸造			0	0
231	1			25	3700	精通！缝纫			0	0
232	1			25	3700	精通！烹饪			0	0
233	-1	0		25	3700	博览群书			0	0
234	1	217	2	25	5800	名师！神农		71	0	0
235	1	217	2	25	5800	名师！采金		72	0	0
236	1	217	2	25	5800	名师！庖丁		73	0	0
237	1	216	2	25	5800	名师！医术		75	0	0
238	1	216	2	25	5800	名师！铸造		76	0	0
239	1	216	2	25	5800	名师！缝纫		77	0	0
240	1	216	2	25	5800	名师！烹饪		78	0	0
241	1			25	5800	文采横溢(该成就已经去掉)		79	0	0
242	80			15	400	采金矿工！铜矿			0	0
243	80			20	700	采金学徒！铅矿			0	0
244	80			20	1000	采金师傅！铅矿			0	0
245	80			25	3700	采金大师！铁矿			0	0
246	80			30	6900	采金名师！银矿			0	0
247	80			15	400	采药小工！甘草			0	0
248	40			20	1600	采药学徒！千里香			0	0
249	80			20	700	采药师傅！大黄			0	0
250	80			25	3700	采集大师！五味子			0	0
251	80			30	6900	采药名师！芍药			0	0
252	50			15	400	庖丁！彘			0	0
253	50			20	1000	庖丁！鹿			0	0
254	50			20	1600	庖丁！狼			0	0
255	50			20	2200	庖丁！虎			0	0
256	50			25	3700	庖丁！熊			0	0
257	50			30	6900	庖丁解牛			0	0
258	50			15	400	手熟！飞鱼丸			0	0
259	50			20	1000	手熟！上品健体丸			0	0
260	50			20	1600	手熟！上品轻身丹			0	0
261	50			20	2200	手熟！上品聚魂丹			0	0
262	50			25	3700	手熟！上品大力丸			0	0
263	1			30	6900	大师！采金		110	0	0
264	1			30	6900	大师！医术		112	0	0
265	50			30	6900	妙手回春！上品万灵丹			0	0
266	50			30	6900	妙手回春！上品活气散			0	0
267	20			15	400	美味佳肴！鲜肉包子			0	0
268	20			20	700	美味佳肴！杂碎汤			0	0
269	20			20	1000	美味佳肴！贡丸汤			0	0
270	20			20	1600	美味佳肴！太后饼			0	0
271	20			20	2500	美味佳肴！白汁芦筋			0	0
272	20			25	3700	美味佳肴！毛血旺			0	0
273	20			30	6900	佳肴！二十四桥明月夜			0	0
274	20			30	6900	佳肴！鸳鸯烩珍宴			0	0
275	20			30	6900	佳肴！蜀味烘焙宴			0	0
276	80			15	400	鬼斧神工！青铜锭			0	0
277	80			20	1000	鬼斧神工！锡锭			0	0
278	80			20	1600	鬼斧神工！黄铜锭			0	0
279	80			20	2200	鬼斧神工！铅锭			0	0
280	80			25	3700	鬼斧神工！生铁锭			0	0
281	1	2280	2			卫蜀·御坤套			0	0
285	50			15	400	手巧！粗制的皮革			0	0
286	50			20	1000	手巧！粗制薄皮革			0	0
287	50			20	1600	手巧！皮革			0	0
288	50			20	2200	手巧！精制皮革			0	0
289	50			25	3700	手巧！精制厚皮革			0	0
290	1	2297	2			镇蜀·破天套			0	0
291	1	2300	2			慕容野狐（25人普通）			0	0
292	1	2300	2			殷青丝（25人普通）			0	0
293	2	2299	2	30	6900	全胜蛮人将帅！25人普通龙渊泽			0	0
294	-1	0		30	6900	博闻!道家			0	0
295	-1	0		30	6900	博闻!佛家			0	0
296	-1	0		30	6900	博闻!杂集			0	0
297	-1	0		30	6900	生花秒笔			0	0
298	-1	0		15	800	才占八斗			0	0
299	-1	0		25	5800	满腹经纶			0	0
300	50	750	2	35	8100	贵妃宴			0	0
301	-1	0		30	6900	饕餮盛宴			0	0
302	160			45	10400	能工巧匠			0	0
303	40	302	2	35	8100	缝纫名师！四十		84	0	0
304	40	302	2	35	8100	铸造名师！四十		85	0	0
305	40	302	2	35	8100	江湖名医！四十		86	0	0
306	40	302	2	35	8100	宫廷御厨！四十		87	0	0
307	1	312	2	25	600	酸掉牙			0	0
308	1	312	2	25	800	呕吐！			0	0
309	1	312	2	25	1800	淡出鸟！			0	0
310	1	312	2	25	3200	加倍咬口！			0	0
311	1	312	2	25	3700	满口流油！			0	0
312	5			30	6900	厨艺不佳		65	0	0
313	1	318	2	25	2000	无酒也欢			0	0
314	1	318	2	25	2800	不够兄弟			0	0
315	1	318	2	25	3700	鸿门宴			0	0
316	1	318	2	25	3700	不地道			0	0
317	1	318	2	25	3700	跑味儿了			0	0
318	5			30	6900	死无可恨		66	0	0
319	-1	0		20	3000	下雨要打伞			0	0
320	30	0		20	3000	欲解红烛意			0	0
321	1			20	3000	闲情吹笛子			0	0
322	-1	0		20	3000	晴空摇飘带			0	0
323	30			20	3000	礼品赠友人			0	0
324	-1	0		25	5800	共尝佳肴			0	0
325	30			25	5800	他乡故知			0	0
326	1	366	2	20	1000	太公家教			0	0
327	1	366	2	25	2800	论语·卷三			0	0
328	1	366	2	20	3000	佛藏拾珠·卷七			0	0
329	1	366	2	25	3700	太白诗稿·卷三			0	0
330	1	366	2	25	4700	论语·卷九			0	0
331	1	366	2	25	4700	隐元兵器谱·剑			0	0
332	1	366	2	20	3800	易筋经			0	0
333	1	366	2	20	3800	青岩诗钞·卷五			0	0
334	1	366	2	20	3800	佛藏拾珠·卷八			0	0
335	1	366	2	25	5200	少林风物论			0	0
336	1	366	2	25	5200	书信辑录			0	0
337	1	366	2	25	5800	药王百花谱			0	0
338	1	366	2	25	5800	隐元兵器谱·双兵			0	0
339	1	366	2	25	5800	商道			0	0
340	1	366	2	25	5800	云锦秘要			0	0
341	1	366	2	25	5800	大力金刚掌			0	0
342	1	366	2	25	5800	纯阳诀			0	0
343	1	366	2	25	5800	七秀剑舞诀			0	0
344	1	366	2	25	5800	太宗兵法			0	0
345	1	366	2	25	5800	万花岐黄术			0	0
346	1	366	2	20	1000	饱读诗书			0	0
347	1	366	2	20	1300	论语·卷二			0	0
348	1	366	2	20	1300	金刚经·卷一			0	0
349	1	366	2	20	1600	论语·卷四			0	0
350	1	366	2	20	3000	道藏采英·卷二			0	0
351	1	366	2	20	3800	纯阳秘录			0	0
352	1	366	2	20	700	神兵宝鉴·剑部			0	0
353	1	366	2	20	1300	剑侠武林志·卷一			0	0
354	1	366	2	20	1300	道藏采英·卷一			0	0
355	1	366	2	20	1300	佛藏拾珠·卷三			0	0
356	1	366	2	20	1600	大唐少林书			0	0
357	1	366	2	20	1900	太白诗稿·卷一			0	0
358	1	366	2	20	2200	青岩诗钞·卷四			0	0
359	1	366	2	20	2200	四官二十八宿·北官			0	0
360	1	366	2	20	3000	三十六计			0	0
361	1	366	2	20	3000	楞伽经			0	0
362	1	366	2	25	4200	混元太极图			0	0
363	1	366	2	25	4200	隐元兵器谱·枪			0	0
364	1	366	2	25	5200	少林高僧录			0	0
365	1	366	2	25	5200	阳宝笔录·卷一			0	0
366	40			45	10400	才高八斗	65		0	0
367	500	368	1	25	2800	江湖故事	39		0	0
368	2000	369	1	25	3700	铁胆雄心	53		0	0
369	4000	370	1	35	8100	无事不知		68	0	0
370	5000	1897	1	45	10400	无事不晓		80	0	3
371	1			20		捉襟见肘			0	0
372	1			25		小有积蓄			0	0
373	1			35		千金家财			0	0
374	1			35	8100	不可一世		11	0	0
375	30			20		鸿鹄之志！稻香村			0	0
376	100			25	3700	鸿鹄之志！少林			0	0
377	100			25	3700	鸿鹄之志！纯阳			0	0
378	100			25	3700	鸿鹄之志！万花			0	0
379	100			25	3700	鸿鹄之志！七秀			0	0
380	100			25	3700	鸿鹄之志！天策			0	0
381	190			35	5200	誉满名都	2		0	2
382	1			20	100	稻香村的亭顶			0	0
383	70	381	2	20	3000	鸿鹄之志！长安			0	0
384	60	381	2	20	3000	鸿鹄之志！扬州			0	0
385	860			35	5200	名播四野	54		0	2
386	100	385	2	25	3200	鸿鹄之志！洛道			0	0
387	100	385	2	25	3200	鸿鹄之志！寇岛			0	0
388	100	385	2	25	3200	鸿鹄之志！枫华谷			0	0
389	100	385	2	25	3200	鸿鹄之志！金水			0	0
390	100	385	2	30	6900	鸿鹄之志！龙门荒漠			0	0
391	100	385	2	30	6900	鸿鹄之志！昆仑山			0	0
392	100	385	2	30	6900	鸿鹄之志！南屏山			0	0
393	100	385	2	30	6900	鸿鹄之志！巴陵县			0	0
394	1	395	1	20	3800	齐心协力！一			0	0
395	50	396	1	25	5800	齐心协力！五十			0	0
396	100	1921	1	30	6900	齐心协力！一百			0	0
397	50	398	1	25	4700	锲而不舍			0	0
398	100	399	1	25	4700	持之以恒	7		0	0
399	500			35	8100	铁杵成针		21	0	3
400	1			15	500	知遇！少林			0	0
401	1			15	500	知遇！纯阳			0	0
402	1			15	500	知遇！万花			0	0
403	1			15	500	知遇！七秀			0	0
404	1			15	500	知遇！天策			0	0
405	1			25	4700	知遇！浩气盟			0	0
406	90			30	6900	鸿鹄之志！恶人谷			0	0
408	1			20	1600	回复			0	0
409	1			15	500	人穷挖河沙			0	0
410	1			20	1300	千斤坠			0	0
411	1			20	1100	四象轮回			0	0
412	1			20	1300	老君炉			0	0
413	1			20	800	飞			0	0
414	1			20	900	以恶制恶			0	0
415	1			20	2900	变故平息			0	0
416	1			20	2900	冷酷的命令			0	0
417	1			20	800	情为何物			0	0
418	1			20	1200	盐枭末路			0	0
419	1			20	2800	镜花水月阵			0	0
420	1			20	900	最终挑战			0	0
421	1			20	1100	八阵俱破			0	0
422	1			20	2900	亮剑			0	0
423	1			20	2500	除害			0	0
424	1			20	2700	火炬手			0	0
425	1			20	1600	初现官衙			0	0
426	1			20	1600	金水捕快			0	0
427	1			20	2300	逝去的爱			0	0
428	1			25	4200	一线生机			0	0
429	1			25	4200	四象数独			0	0
430	1			25	4200	苦肉计			0	0
431	1			25	4700	神偷			0	0
432	1			25	4700	与时间赛跑			0	0
433	1			25	4700	投桃报李			0	0
435	1			25	5800	谋士！瞿塘峡			0	0
436	-1	0		35	26200	行侠仗义			0	0
437	1	576	2	15		游历！万花			0	0
438	1	576	2	15		游历！七秀			0	0
439	1	576	2	15		游历！天策			0	0
440	3	573	2	20	1600	城市的繁华	66		0	0
441	1	440	2	15	1200	游历！洛阳			0	0
442	1	440	2	15	1200	游历！长安			0	0
443	1	440	2	15	1200	游历！扬州			0	0
444	9	573	2	25	4700	青山秀水		8	0	0
445	1	444	2	15	1200	游历！洛道			0	0
446	1	444	2	15	1200	游历！寇岛			0	0
447	1	444	2	15	1200	游历！枫华谷			0	0
448	1	444	2	15	1200	游历！金水镇			0	0
449	1	444	2	20	3300	游历！龙门荒漠			0	0
450	1	444	2	20	3800	游历！昆仑山			0	0
451	1	444	2	20	3800	游历！南屏山			0	0
452	1	444	2	20	3000	游历！巴陵县			0	0
453	1	444	2	20	3800	游历！瞿塘峡			0	0
454	19	4583	2	45	10400	从不下毒	64		0	0
455	1	4583	2	20	500	侠义！稻香村			0	0
456	2	454	2	20	2900	侠义！少林			0	0
457	2	454	2	20	2900	侠义！纯阳			0	0
458	3	454	2	20	2900	侠义！万花			0	0
459	1	454	2	20	2900	侠义！七秀			0	0
460	2	454	2	20	2900	侠义！天策			0	0
461	1	454	2	20	1600	侠义！洛阳			0	0
462	1	454	2	20	600	侠义！长安			0	0
463	1	454	2	20	700	侠义！扬州			0	0
464	1	454	2	20	2600	侠义！洛道			0	0
465	1	454	2	25	4200	侠义！龙门荒漠			0	0
466	1	454	2	25	4700	狩猎！昆仑山			0	0
467	1	454	2	25	4700	狩猎！南屏山			0	0
468	1	454	2	25	4200	侠义！巴陵县			0	0
469	1	454	2	25	5300	狩猎！瞿塘峡			0	0
470	50	471	1	20	3000	抗倭义士			0	0
471	100	472	1	25	4700	抗倭英雄			0	0
472	500	3196	1	30	6900	民族英雄	26		0	0
473	50	474	1	20	2200	阿里曼打击者			0	0
474	100	475	1	25	4700	阿里曼摧毁者			0	0
475	500	4584	2	30	6900	阿里曼终结者	18		0	0
476	50	477	1	20	2200	该出手时就出手			0	0
477	100	478	1	25	4700	惊然出鞘			0	0
478	500	4584	2	30	6900	血路	19		0	0
479	5	491	2	20		久仰大名	37		0	0
480	2	491	2	20		拜见之一			0	0
481	3	491	2	20		拜见之二			0	0
482	3	491	2	20		拜见之三			0	0
483	4	491	2	20		拜见之四			0	0
484	4	491	2	25		浩气盟名士			0	0
485	2	491	2	25		恶人谷恶人			0	0
486	1			20		不醉不归			0	0
487	1			20		小妹的哀伤			0	0
488	1			20		乞丐的无奈			0	0
489	1			20		跳舞			0	0
490	1			20		与琴圣合奏			0	0
491	23			30		拜见名士		17	0	0
492	1			20		红情绿意暖花开			0	0
493	1			20		挑战！第十层	170		0	0
494	1			15		挑战！第一层			0	0
495	1			35		挑战！第七十层	176		0	0
496	1			15		春意阑珊山如笑			0	0
497	1			30		挑战！第五十层	174		0	0
498	1			35		挑战！第六十层	175		0	0
499	1			30		挑战！第四十层	173		0	0
500	1			25		挑战！第三十层	172		0	0
501	1			25		挑战！第二十层	171		0	0
502	5			55	12700	只是传说		88	0	2
503	1	515	2	30	6900	洛阳贵客		19	0	0
504	1	515	2	30	6900	长安贵客		20	0	0
505	1	515	2	30	6900	扬州贵客		22	0	0
506	1	515	2	30	6900	少林挚友		29	0	0
507	1	515	2	30	6900	纯阳挚友		31	0	0
508	1	515	2	30	6900	万花挚友		32	0	0
509	1	515	2	30	6900	七秀挚友		30	0	0
510	1	515	2	30	6900	天策挚友		33	0	0
511	1	517	2	30	6900	浩气盟的骄傲		23	0	0
512	1	517	2	30	6900	恶人谷的骄傲		28	0	0
513	-1	0		20	1600	阿里曼跟随者			0	0
514	1			20	2200	阿里曼仰慕者			0	0
515	2	502	1	35	8100	出门靠朋友			0	0
516	2			35	8100	双面			0	0
517	2			50	11500	无间道	63		0	0
518	23			45	10400	英雄	62		0	1
519	9			35	8100	斩裂剑风	61		0	1
520	26			45	10400	千里丹心万里路		12	0	1
521	1	519	2	20	2000	全胜！灵霄峡			0	0
522	1	519	2	20	1400	全胜！空雾峰			0	0
523	1	519	2	20	1400	全胜！天工坊			0	0
524	1	519	2	20	2000	全胜！无盐岛			0	0
525	1	519	2	20	1400	全胜！三才阵			0	0
526	1	519	2	20	3000	全胜！荻花宫			0	0
527	1	519	2	20	3000	全胜！日轮山城			0	0
528	1	519	2	25	4700	全胜！天子峰			0	0
529	6	520	2	35	8100	全胜！战宝迦兰			0	1
530	4	2427	2	30	6900	全胜！10人普通龙渊泽			0	0
531	6	2018	2	30	6900	全胜！10人普通荻花圣殿			0	0
532	4	518	2	25	5800	英雄！荻花宫			0	0
533	4	518	2	25	5800	英雄！日轮山城			0	0
534	6	518	2	25	5800	英雄！天子峰			0	0
535	1	518	2	25	5800	英雄！灵霄峡			0	0
536	1	518	2	25	5800	英雄！空雾峰			0	0
537	1	518	2	25	5800	英雄！天工坊			0	0
538	1	518	2	25	5800	英雄！无盐岛			0	0
539	1	518	2	25	5800	英雄！三才阵			0	0
540	1			20	3000	深入虎穴			0	0
541	1			20	3000	烦恼的开始			0	0
542	10			35	8100	你烦不烦！		64	0	0
543	1			25	5800	心有赞许			0	0
544	1			30	6900	稳健雄心			0	0
545	1			35	8100	力挽狂澜			0	0
546	100	547	1	25	4700	勇挑重担！一百	30		0	0
547	300	548	1	30	6900	勇挑重担！三百	31		0	0
548	500			35	8100	勇挑重担！五百		24	0	3
549	1			25	4700	对手！悲歌			0	0
550	1			30	6900	对手！勇气			0	0
551	1			35	8100	对手！坚毅		82	0	0
552	1	553	1	20	3800	江湖！开始			0	0
553	10	554	1	25	3700	江湖！十人斩			0	0
554	100	555	1	25	3700	江湖！百人斩		79	0	0
555	500	556	1	25	3700	江湖！斩五百			0	0
556	1000	557	1	25	3700	江湖！千人斩	34		0	0
557	5000	558	1	30	5600	江湖！斩五千			0	0
558	10000	559	1	35	8100	江湖！万人斩			0	2
559	20000	560	1	35	8100	江湖！斩二万	17		0	2
560	50000	5075	1	40	9200	江湖！斩五万			0	3
561	1			40	9200	对决！谢渊			0	2
562	1			40	9200	对决！王遗风			0	2
563	50	564	1	25	5800	忠心耿耿			0	0
564	100	565	1	30	6900	忠心不渝		4	0	0
565	300			35	8100	力挽狂澜	20		0	3
566	1	567	1	20		乐于助人			0	0
567	10	568	1	20		心地善良			0	0
568	20	569	1	20		心地纯良			0	0
569	50	570	1	25		古道热肠			0	0
570	100	571	1	30		璞玉浑金	46		0	0
571	500	572	1	30		善人	72		0	0
572	1000			35		义侠		83	0	3
573	17			30	5600	云游四海	38		0	0
574	-1	0		25	2000	千里之行			0	0
575	1			15		游历！稻香村			0	0
576	5	573	2	20	700	百里之行	4		0	0
577	1	576	2	15		游历！少林			0	0
578	1	576	2	15		游历！纯阳			0	0
579	1			30	4500	六六大顺			0	0
580	1	169	2	30	4500	随风而过		70	0	0
581	65	1055	1	25	3700	下品止血散			0	0
582	30	1043	1	25	3700	粗制的皮革			0	0
583	30	1038	1	25	3700	红铜丝			0	0
584	30	1033	1	25	3700	鲜肉包子			0	0
595	1			15		金秋好礼			0	0
596	10			20		中秋宴客			0	0
597	8			20		中秋的故事			0	0
598	1			20		中秋的纪念			0	0
599	30			15		月饼的季节			0	0
600	30			15		千里共婵娟			0	0
601	20			15		五光十色净琉璃			0	0
602	-1			40	9200	文采横溢!十甲			0	0
603	1			40	9200	全胜灵霄峡！五甲			0	3
604	1			40	9200	全胜空雾峰！五甲			0	3
605	1			40	9200	全胜天工坊！五甲			0	3
606	1			40	9200	全胜无盐岛！五甲			0	3
607	1			40	9200	全胜三才阵！五甲			0	3
608	1			40	9200	斩裂剑风！五甲			0	3
