HeadID	HeadformID	BangID	PlaitID
347	311	0	0
348	312	0	0
349	313	0	0
350	314	0	0
351	315	0	0
352	316	0	0
353	317	0	0
354	318	0	0
355	319	0	0
356	320	0	0
357	321	0	0
358	322	0	0
359	323	0	0
360	324	0	0
361	325	0	0
362	326	0	0
363	327	0	0
364	328	0	0
365	329	0	0
366	330	0	0
367	331	0	0
368	332	0	0
369	333	0	0
370	334	0	0
371	335	0	0
372	336	0	0
373	337	0	0
374	338	0	0
375	339	0	0
376	340	0	0
377	341	0	0
378	342	0	0
379	343	0	0
380	344	0	0
381	345	0	0
382	346	0	0
383	347	0	0
384	348	0	0
385	349	0	0
386	350	0	0
387	351	0	0
388	352	0	0
389	353	0	0
390	354	0	0
391	355	0	0
392	356	0	0
393	357	0	0
394	358	0	0
395	359	0	0
396	360	0	0
397	361	0	0
398	362	0	0
399	363	0	0
400	364	0	0
401	365	0	0
402	366	0	0
403	367	0	0
404	368	0	0
405	369	0	0
406	370	0	0
407	371	0	0
408	372	0	0
409	373	0	0
410	374	0	0
411	375	0	0
412	376	0	0
413	377	0	0
414	378	0	0
415	379	0	0
416	380	0	0
417	381	0	0
418	382	0	0
419	383	0	0
420	384	0	0
421	385	0	0
422	386	0	0
423	387	0	0
424	388	0	0
425	389	0	0
426	390	0	0
427	391	0	0
428	392	0	0
429	393	0	0
430	394	0	0
431	395	0	0
432	396	0	0
433	397	0	0
434	398	0	0
435	399	0	0
436	400	0	0
437	401	0	0
438	402	0	0
439	403	0	0
440	404	0	0
441	405	0	0
442	406	0	0
443	407	0	0
444	408	0	0
445	409	0	0
446	410	0	0
447	411	0	0
448	412	0	0
449	413	0	0
450	414	0	0
451	415	0	0
452	416	0	0
453	417	0	0
454	418	0	0
455	419	0	0
456	420	0	0
457	421	0	0
458	422	0	0
459	423	0	0
460	424	0	0
461	425	0	0
462	426	0	0
463	427	0	0
464	428	0	0
465	429	0	0
466	430	0	0
467	431	0	0
468	432	0	0
469	433	0	0
470	434	0	0
471	435	0	0
472	436	0	0
473	437	0	0
474	438	0	0
475	439	0	0
476	440	0	0
477	441	0	0
478	442	0	0
479	443	0	0
480	444	0	0
481	445	0	0
482	446	0	0
483	447	0	0
484	448	0	0
485	449	0	0
486	450	0	0
487	451	0	0
488	452	0	0
489	453	0	0
490	454	0	0
491	455	0	0
492	456	0	0
493	457	0	0
494	458	0	0
495	459	0	0
496	460	0	0
497	461	0	0
498	462	0	0
499	463	0	0
500	464	0	0
501	465	0	0
502	466	0	0
503	467	0	0
504	468	0	0
505	469	0	0
506	470	0	0
507	471	0	0
508	472	0	0
509	473	0	0
510	474	0	0
511	475	0	0
512	476	0	0
513	477	0	0
514	478	0	0
515	479	0	0
516	480	0	0
517	481	0	0
518	482	0	0
519	483	0	0
520	484	0	0
521	485	0	0
522	486	0	0
523	487	0	0
524	488	0	0
525	489	0	0
526	490	0	0
527	491	0	0
528	492	0	0
529	493	0	0
530	494	0	0
531	495	0	0
532	496	0	0
533	497	0	0
534	498	0	0
535	499	0	0
536	500	0	0
537	501	0	0
538	502	0	0
539	503	0	0
540	504	0	0
541	505	0	0
542	506	0	0
543	507	0	0
544	508	0	0
545	509	0	0
546	510	0	0
547	511	0	0
548	512	0	0
549	513	0	0
550	514	0	0
551	515	0	0
552	516	0	0
553	517	0	0
554	518	0	0
555	519	0	0
556	520	0	0
557	521	0	0
558	522	0	0
559	523	0	0
560	524	0	0
561	525	0	0
562	526	0	0
563	527	0	0
564	528	0	0
565	529	0	0
566	530	0	0
567	531	0	0
568	532	0	0
569	533	0	0
570	534	0	0
571	535	0	0
572	536	0	0
573	537	0	0
574	538	0	0
575	539	0	0
576	540	0	0
577	541	0	0
578	542	0	0
579	543	0	0
580	544	0	0
581	545	0	0
582	546	0	0
583	547	0	0
584	548	0	0
585	549	0	0
586	550	0	0
587	551	0	0
588	552	0	0
589	553	0	0
590	554	0	0
591	555	0	0
592	556	0	0
593	557	0	0
594	558	0	0
595	559	0	0
596	560	0	0
597	561	0	0
598	562	0	0
599	563	0	0
600	564	0	0
601	565	0	0
602	566	0	0
603	567	0	0
604	568	0	0
605	569	0	0
606	570	0	0
607	571	0	0
608	572	0	0
609	573	0	0
610	574	0	0
611	575	0	0
612	576	0	0
613	577	0	0
614	578	0	0
615	579	0	0
616	580	0	0
617	581	0	0
618	582	0	0
619	583	0	0
620	584	0	0
621	585	0	0
622	586	0	0
623	587	0	0
624	588	0	0
625	589	0	0
626	590	0	0
627	591	0	0
628	592	0	0
629	593	0	0
630	594	0	0
631	595	0	0
632	596	0	0
633	597	0	0
634	598	0	0
635	599	0	0
636	600	0	0
637	601	0	0
638	602	0	0
639	603	0	0
640	604	0	0
641	605	0	0
642	606	0	0
643	607	0	0
644	608	0	0
645	609	0	0
646	610	0	0
647	611	0	0
648	612	0	0
649	613	0	0
650	614	0	0
651	615	0	0
652	616	0	0
653	617	0	0
654	618	0	0
655	619	0	0
656	620	0	0
657	621	0	0
658	622	0	0
659	623	0	0
660	624	0	0
661	625	0	0
662	626	0	0
663	627	0	0
664	628	0	0
665	629	0	0
666	630	0	0
667	631	0	0
668	632	0	0
669	633	0	0
670	634	0	0
671	635	0	0
672	636	0	0
673	637	0	0
674	638	0	0
675	639	0	0
676	640	0	0
677	641	0	0
678	642	0	0
679	643	0	0
680	644	0	0
681	645	0	0
682	646	0	0
683	647	0	0
684	648	0	0
685	649	0	0
686	650	0	0
687	651	0	0
688	652	0	0
689	653	0	0
690	654	0	0
691	655	0	0
692	656	0	0
693	657	0	0
694	658	0	0
695	659	0	0
696	660	0	0
697	661	0	0
698	662	0	0
699	663	0	0
700	664	0	0
701	665	0	0
702	666	0	0
703	667	0	0
704	668	0	0
705	669	0	0
706	670	0	0
707	671	0	0
708	672	0	0
709	673	0	0
710	674	0	0
711	675	0	0
712	676	0	0
713	677	0	0
714	678	0	0
715	679	0	0
716	680	0	0
717	681	0	0
718	682	0	0
719	683	0	0
720	684	0	0
721	685	0	0
722	686	0	0
723	687	0	0
724	688	0	0
725	689	0	0
726	690	0	0
727	691	0	0
728	692	0	0
729	693	0	0
730	694	0	0
731	695	0	0
732	696	0	0
733	697	0	0
734	698	0	0
735	699	0	0
736	700	0	0
737	701	0	0
738	702	0	0
739	703	0	0
740	704	0	0
741	705	0	0
742	706	0	0
743	707	0	0
744	708	0	0
745	709	0	0
746	710	0	0
747	711	0	0
748	712	0	0
749	713	0	0
750	714	0	0
751	715	0	0
752	716	0	0
753	717	0	0
754	718	0	0
755	719	0	0
756	720	0	0
757	721	0	0
758	722	0	0
759	723	0	0
760	724	0	0
761	725	0	0
762	726	0	0
763	727	0	0
764	728	0	0
765	729	0	0
766	730	0	0
767	731	0	0
768	732	0	0
769	733	0	0
770	734	0	0
771	735	0	0
772	736	0	0
773	737	0	0
774	738	0	0
775	739	0	0
776	740	0	0
777	741	0	0
778	742	0	0
779	743	0	0
780	744	0	0
781	745	0	0
782	746	0	0
783	747	0	0
784	748	0	0
785	749	0	0
786	750	0	0
787	751	0	0
788	752	0	0
789	753	0	0
790	754	0	0
791	755	0	0
792	756	0	0
793	757	0	0
794	758	0	0
795	759	0	0
796	760	0	0
797	761	0	0
798	762	0	0
799	763	0	0
800	764	0	0
801	765	0	0
802	766	0	0
803	767	0	0
804	768	0	0
805	769	0	0
806	770	0	0
807	771	0	0
808	772	0	0
809	773	0	0
810	774	0	0
811	775	0	0
812	776	0	0
813	777	0	0
814	778	0	0
815	779	0	0
816	780	0	0
817	781	0	0
818	782	0	0
819	783	0	0
820	784	0	0
821	785	0	0
822	786	0	0
823	787	0	0
824	788	0	0
825	789	0	0
826	790	0	0
827	791	0	0
828	792	0	0
829	793	0	0
830	794	0	0
831	795	0	0
832	796	0	0
833	797	0	0
834	798	0	0
835	799	0	0
836	800	0	0
837	801	0	0
838	802	0	0
839	803	0	0
840	804	0	0
841	805	0	0
842	806	0	0
843	807	0	0
844	808	0	0
846	810	0	0
847	811	0	0
848	812	0	0
849	813	0	0
850	814	0	0
851	815	0	0
852	816	0	0
853	817	0	0
854	818	0	0
855	819	0	0
856	820	0	0
857	821	0	0
858	822	0	0
859	823	0	0
860	824	0	0
861	825	0	0
862	826	0	0
863	827	0	0
864	828	0	0
865	829	0	0
866	830	0	0
867	831	0	0
868	832	0	0
869	833	0	0
870	834	0	0
871	835	0	0
872	836	0	0
873	837	0	0
874	838	0	0
875	839	0	0
876	840	0	0
877	841	0	0
878	842	0	0
879	843	0	0
880	844	0	0
881	845	0	0
882	846	0	0
883	847	0	0
884	848	0	0
885	849	0	0
886	850	0	0
887	851	0	0
888	852	0	0
889	853	0	0
890	854	0	0
891	855	0	0
892	856	0	0
893	857	0	0
894	858	0	0
895	859	0	0
896	860	0	0
897	861	0	0
898	862	0	0
899	863	0	0
900	864	0	0
901	865	0	0
902	866	0	0
903	867	0	0
904	868	0	0
905	869	0	0
906	870	0	0
907	871	0	0
908	872	0	0
909	873	0	0
910	874	0	0
911	875	0	0
912	876	0	0
913	877	0	0
914	878	0	0
915	879	0	0
916	880	0	0
917	881	0	0
918	882	0	0
919	883	0	0
920	884	0	0
921	885	0	0
922	886	0	0
923	887	0	0
924	888	0	0
925	889	0	0
926	890	0	0
927	891	0	0
928	892	0	0
929	893	0	0
930	894	0	0
931	895	0	0
932	896	0	0
933	897	0	0
934	898	0	0
935	899	0	0
936	900	0	0
937	901	0	0
938	902	0	0
939	903	0	0
940	904	0	0
941	905	0	0
942	906	0	0
943	907	0	0
944	908	0	0
945	909	0	0
946	910	0	0
947	911	0	0
948	912	0	0
949	913	0	0
950	914	0	0
951	915	0	0
952	916	0	0
953	917	0	0
954	918	0	0
955	919	0	0
956	920	0	0
957	921	0	0
958	922	0	0
959	923	0	0
960	924	0	0
961	925	0	0
962	926	0	0
963	927	0	0
964	928	0	0
965	929	0	0
966	930	0	0
967	931	0	0
968	932	0	0
969	933	0	0
970	934	0	0
971	935	0	0
972	936	0	0
973	937	0	0
974	938	0	0
975	939	0	0
976	940	0	0
977	941	0	0
978	942	0	0
979	943	0	0
980	944	0	0
981	945	0	0
982	946	0	0
983	947	0	0
984	948	0	0
985	949	0	0
986	950	0	0
987	951	0	0
988	952	0	0
989	953	0	0
990	954	0	0
991	955	0	0
992	956	0	0
993	957	0	0
994	958	0	0
995	959	0	0
996	960	0	0
997	961	0	0
998	962	0	0
999	963	0	0
1000	964	0	0
1001	965	0	0
1002	966	0	0
1003	967	0	0
1004	968	0	0
1005	969	0	0
1006	970	0	0
1007	971	0	0
1008	972	0	0
1009	973	0	0
1010	974	0	0
1011	975	0	0
1012	976	0	0
1013	977	0	0
1014	978	0	0
1015	979	0	0
1016	980	0	0
1017	981	0	0
1018	982	0	0
1019	983	0	0
1020	984	0	0
1021	985	0	0
1022	986	0	0
1023	987	0	0
1024	988	0	0
1025	989	0	0
1026	990	0	0
1027	991	0	0
1028	992	0	0
1029	993	0	0
1030	994	0	0
1031	995	0	0
1032	996	0	0
1033	997	0	0
1034	998	0	0
1035	999	0	0
1036	1000	0	0
1037	1001	0	0
1038	1002	0	0
1039	1003	0	0
1040	1004	0	0
1041	1005	0	0
1042	1006	0	0
1043	1007	0	0
1044	1008	0	0
1045	1009	0	0
1046	1010	0	0
1047	1011	0	0
1048	1012	0	0
1049	1013	0	0
1050	1014	0	0
1051	1016	0	0
1052	1017	0	0
1053	1018	0	0
1054	1019	0	0
1055	1020	0	0
1056	1021	0	0
1057	1022	0	0
1058	1023	0	0
1059	1024	0	0
1060	1025	0	0
1061	1026	0	0
1062	1027	0	0
1063	1028	0	0
1064	1029	0	0
1065	1030	0	0
1066	1031	0	0
1067	1032	0	0
1068	1033	0	0
1069	1034	0	0
1070	1035	0	0
1071	1036	0	0
1072	1037	0	0
1073	1038	0	0
1074	1039	0	0
1075	1040	0	0
1076	1041	0	0
1077	1042	0	0
1078	1043	0	0
1079	1044	0	0
1080	1045	0	0
1081	1046	0	0
1082	1047	0	0
1083	1048	0	0
1084	1049	0	0
1085	1050	0	0
1086	1051	0	0
1087	1052	0	0
1088	1053	0	0
1089	1054	0	0
1090	1055	0	0
1091	1056	0	0
1092	1057	0	0
1093	1058	0	0
1094	1059	0	0
1095	1060	0	0
1096	1061	0	0
1097	1062	0	0
1098	1063	0	0
1099	1064	0	0
1100	1065	0	0
1101	1066	0	0
1102	1067	0	0
1103	1068	0	0
1104	1069	0	0
1105	1070	0	0
1106	1071	0	0
1107	1072	0	0
1108	1073	0	0
1109	1074	0	0
1110	1075	0	0
1111	1076	0	0
1112	1077	0	0
1113	1078	0	0
1114	1079	0	0
1115	1080	0	0
1116	1081	0	0
1117	1082	0	0
1118	1083	0	0
1119	1084	0	0
1120	1085	0	0
1121	1086	0	0
1122	1087	0	0
1123	1088	0	0
1124	1089	0	0
1125	1090	0	0
1126	1091	0	0
1127	1092	0	0
1128	1093	0	0
1129	1094	0	0
1130	1095	0	0
1131	1096	0	0
1132	1097	0	0
1133	1098	0	0
1134	1099	0	0
1135	1100	0	0
1136	1101	0	0
1137	1102	0	0
1138	1103	0	0
1139	1104	0	0
1140	1105	0	0
1141	1106	0	0
1142	1107	0	0
1143	1108	0	0
1144	1109	0	0
1145	1110	0	0
1146	1111	0	0
1147	1112	0	0
1148	1113	0	0
1149	1114	0	0
1150	1115	0	0
1151	1116	0	0
1152	1117	0	0
1153	1118	0	0
1154	1119	0	0
1155	1120	0	0
1156	1121	0	0
1157	1122	0	0
1158	1123	0	0
1159	1124	0	0
1160	1125	0	0
1161	1126	0	0
1162	1127	0	0
1163	1128	0	0
1164	1129	0	0
1165	1130	0	0
1166	1131	0	0
1167	1132	0	0
1168	1133	0	0
1169	1134	0	0
1170	1135	0	0
1171	1136	0	0
1172	1137	0	0
1173	1138	0	0
1174	1139	0	0
1175	1140	0	0
1176	1141	0	0
1177	1142	0	0
1178	1143	0	0
1179	1144	0	0
1180	1145	0	0
1181	1146	0	0
1182	1147	0	0
1183	1148	0	0
1184	1149	0	0
1185	1150	0	0
1186	1151	0	0
1187	1152	0	0
1188	1153	0	0
1189	1154	0	0
1190	1155	0	0
1191	1156	0	0
1192	1157	0	0
1193	1158	0	0
1194	1159	0	0
1195	1160	0	0
1196	1161	0	0
1197	1162	0	0
1198	1163	0	0
1199	1164	0	0
1200	1165	0	0
1201	1166	0	0
1202	1167	0	0
1203	1168	0	0
1204	1169	0	0
1205	1170	0	0
1206	1171	0	0
1207	1172	0	0
1208	1173	0	0
1209	1174	0	0
1210	1175	0	0
1211	1176	0	0
1212	1177	0	0
1213	1178	0	0
1214	1179	0	0
1215	1180	0	0
1216	1181	0	0
1217	1182	0	0
1218	1183	0	0
1219	1184	0	0
1220	1185	0	0
1221	1186	0	0
1222	1187	0	0
1223	1188	0	0
1224	1189	0	0
1225	1190	0	0
1226	1191	0	0
1227	1192	0	0
1228	1193	0	0
1229	1194	0	0
1230	1195	0	0
1231	1196	0	0
1232	1197	0	0
1233	1198	0	0
1234	1199	0	0
1235	1200	0	0
1236	1201	0	0
1237	1202	0	0
1238	1203	0	0
1239	1204	0	0
1240	1205	0	0
1241	1206	0	0
1242	1207	0	0
1243	1208	0	0
1244	1209	0	0
1245	1210	0	0
1246	1211	0	0
1247	1212	0	0
1248	1213	0	0
1249	1214	0	0
1250	1215	0	0
1251	1216	0	0
1252	1217	0	0
1253	1218	0	0
1254	1219	0	0
1255	1220	0	0
1256	1221	0	0
1257	1222	0	0
1258	1223	0	0
1259	1224	0	0
1260	1225	0	0
1261	1226	0	0
1262	1227	0	0
1263	1228	0	0
1264	1229	0	0
1265	1230	0	0
1266	1231	0	0
1267	1232	0	0
1268	1233	0	0
1269	1234	0	0
1270	1235	0	0
1271	1236	0	0
1272	1237	0	0
1273	1238	0	0
1274	1239	0	0
1275	1240	0	0
1276	1241	0	0
1277	1242	0	0
1278	1243	0	0
1279	1244	0	0
1280	1245	0	0
1281	1246	0	0
1282	1247	0	0
1283	1248	0	0
1284	1249	0	0
1285	1250	0	0
1286	1251	0	0
1287	1252	0	0
1288	1253	0	0
1289	1254	0	0
1290	1255	0	0
1291	1256	0	0
1292	1257	0	0
1293	1258	0	0
1294	1259	0	0
1295	1260	0	0
1296	1261	0	0
1297	1262	0	0
1298	1263	0	0
1299	1264	0	0
1300	1265	0	0
1301	1266	0	0
1302	1267	0	0
1303	1268	0	0
1304	1269	0	0
1305	1270	0	0
1306	1271	0	0
1307	1272	0	0
1308	1273	0	0
1309	1274	0	0
1310	1275	0	0
1311	1276	0	0
1312	1277	0	0
1313	1278	0	0
1314	1279	0	0
1315	1280	0	0
1316	1281	0	0
1317	1282	0	0
1318	1283	0	0
1319	1284	0	0
1320	1285	0	0
1321	1286	0	0
1322	1287	0	0
1323	1288	0	0
1324	1289	0	0
1325	1290	0	0
1326	1291	0	0
1327	1292	0	0
1328	1293	0	0
1329	1294	0	0
1330	1295	0	0
1331	1296	0	0
1332	1297	0	0
1333	1298	0	0
1334	1299	0	0
1335	1300	0	0
1336	1301	0	0
1337	1302	0	0
1338	1303	0	0
1339	1304	0	0
1340	1305	0	0
1341	1306	0	0
1342	1307	0	0
1344	1309	0	0
1345	1310	0	0
1346	1311	0	0
1347	1312	0	0
1348	1313	0	0
1349	1314	0	0
1350	1315	0	0
1351	1316	0	0
1352	1317	0	0
1353	1318	0	0
1354	1319	0	0
1355	1320	0	0
1356	1321	0	0
1357	1322	0	0
1358	1323	0	0
1359	1324	0	0
1360	1325	0	0
1361	1326	0	0
1362	1327	0	0
1363	1328	0	0
1364	1329	0	0
1365	1330	0	0
1366	1331	0	0
1367	1332	0	0
1368	1333	0	0
1369	1334	0	0
1370	1335	0	0
1371	1336	0	0
1372	1337	0	0
1373	1338	0	0
1374	1339	0	0
1375	1340	0	0
1376	1341	0	0
1377	1342	0	0
1378	1343	0	0
1379	1344	0	0
1380	1345	0	0
1381	1346	0	0
1382	1347	0	0
1383	1348	0	0
1384	1349	0	0
1385	1350	0	0
1386	1351	0	0
1387	1352	0	0
1388	1353	0	0
1389	1354	0	0
1390	1355	0	0
1391	1356	0	0
1392	1357	0	0
1393	1358	0	0
1394	1359	0	0
1395	1360	0	0
1396	1361	0	0
1397	1362	0	0
1398	1363	0	0
1399	1364	0	0
1400	1365	0	0
1401	1366	0	0
1402	1367	0	0
1403	1368	0	0
1404	1369	0	0
1405	1370	0	0
1406	1371	0	0
1407	1372	0	0
1408	1373	0	0
1409	1374	0	0
1410	1375	0	0
1411	1376	0	0
1412	1377	0	0
1413	1378	0	0
1414	1379	0	0
1415	1380	0	0
1416	1381	0	0
1417	1382	0	0
1418	1383	0	0
1419	1384	0	0
1420	1385	0	0
1421	1386	0	0
1422	1387	0	0
1423	1388	0	0
1424	1389	0	0
1425	1390	0	0
1426	1391	0	0
1427	1392	0	0
1428	1393	0	0
1429	1394	0	0
1430	1395	0	0
1431	1396	0	0
1432	1397	0	0
1442	1407	0	0
1443	1408	0	0
1444	1409	0	0
1445	1410	0	0
1446	1411	0	0
1447	1412	0	0
1448	1413	0	0
1449	1414	0	0
1450	1415	0	0
1451	1416	0	0
1453	1418	0	0
1454	1419	0	0
1455	1420	0	0
1456	1421	0	0
1457	1422	0	0
1458	1423	0	0
1459	1424	0	0
1460	1425	0	0
1461	1426	0	0
1462	1427	0	0
1463	1428	0	0
1464	1429	0	0
1465	1430	0	0
1466	1431	0	0
1467	1432	0	0
1468	1433	0	0
1469	1434	0	0
1474	1439	0	0
1475	1440	0	0
1476	1441	0	0
1477	1442	0	0
1478	1443	0	0
1479	1444	0	0
1480	1445	0	0
1481	1446	0	0
1482	1447	0	0
1483	1448	0	0
1484	1449	0	0
1485	1450	0	0
1486	1451	0	0
1487	1452	0	0
1488	1453	0	0
1489	1454	0	0
1490	1455	0	0
1491	1456	0	0
1492	1457	0	0
1493	1458	0	0
1494	1459	0	0
1495	1460	0	0
1496	1461	0	0
1497	1462	0	0
1498	1463	0	0
1499	1464	0	0
1500	1465	0	0
1501	1466	0	0
1502	1467	0	0
1503	1468	0	0
1504	1469	0	0
1505	1470	0	0
1506	1471	0	0
1508	1473	0	0
1509	1474	0	0
1510	1475	0	0
1511	1476	0	0
1512	1477	0	0
1513	1478	0	0
1514	1479	0	0
1515	1480	0	0
1516	1481	0	0
1517	1482	0	0
1518	1483	0	0
1519	1484	0	0
1520	1485	0	0
1521	1486	0	0
1522	1487	0	0
1523	1488	0	0
1524	1489	0	0
1525	1490	0	0
1526	1491	0	0
1527	1492	0	0
1528	1493	0	0
1529	1494	0	0
1530	1495	0	0
1531	1496	0	0
1532	1497	0	0
1533	1498	0	0
1534	1499	0	0
1535	1500	0	0
1536	1501	0	0
1537	1502	0	0
1538	1503	0	0
1539	1504	0	0
1540	1505	0	0
1541	1506	0	0
1542	1507	0	0
1543	1508	0	0
1544	1509	0	0
1545	1510	0	0
1546	1511	0	0
1547	1512	0	0
