ID	Name	TabType	TabIndex	StartPrice	Duration	Probability
177	彩·真元·混沌·雷鸣(陆)	5	13128	5000		1
178	彩·真元·混沌·霹雳(陆)	5	13134	5000		1
179	彩·真元·冻髓·霜冷(陆)	5	13140	5000		1
180	彩·真元·冻髓·杯雪(陆)	5	13146	5000		1
181	彩·真元·腐心·鹤顶(陆)	5	13152	5000		1
182	彩·真元·腐心·穿石(陆)	5	13158	5000		1
183	彩·真元·浴火·烈阳(陆)	5	13176	5000		1
184	彩·真元·浴火·日炎(陆)	5	13182	5000		1
185	彩·真元·霹雳·雷鸣(陆)	5	13188	5000		1
186	彩·真元·霹雳·混沌(陆)	5	13194	5000		1
187	彩·真元·杯雪·霜冷(陆)	5	13200	5000		1
188	彩·真元·杯雪·冻髓(陆)	5	13206	5000		1
189	彩·真元·穿石·鹤顶(陆)	5	13212	5000		1
190	彩·真元·穿石·腐心(陆)	5	13218	5000		1
191	彩·真元·大化·烈阳(陆)	5	13236	5000		1
192	彩·真元·大化·雷鸣(陆)	5	13242	5000		1
193	彩·真元·大化·霜冷(陆)	5	13248	5000		1
194	彩·真元·大化·鹤顶(陆)	5	13254	5000		1
195	彩·真元·大化·日炎(陆)	5	13266	5000		1
196	彩·真元·大化·混沌(陆)	5	13272	5000		1
197	彩·真元·大化·冻髓(陆)	5	13278	5000		1
198	彩·真元·大化·腐心(陆)	5	13284	5000		1
199	彩·真元·大化·浴火(陆)	5	13296	5000		1
200	彩·真元·大化·霹雳(陆)	5	13302	5000		1
201	彩·真元·大化·杯雪(陆)	5	13308	5000		1
202	彩·真元·大化·穿石(陆)	5	13314	5000		1
203	彩·真刚·烈阳·日炎(陆)	5	13326	5000		1
204	彩·真刚·烈阳·浴火(陆)	5	13332	5000		1
205	彩·真刚·日炎·烈阳(陆)	5	13338	5000		1
206	彩·真刚·日炎·浴火(陆)	5	13344	5000		1
207	彩·真刚·浴火·烈阳(陆)	5	13350	5000		1
208	彩·真刚·浴火·日炎(陆)	5	13356	5000		1
209	彩·真刚·大化·烈阳(陆)	5	13362	5000		1
210	彩·真刚·大化·日炎(陆)	5	13368	5000		1
211	彩·真刚·大化·浴火(陆)	5	13374	5000		1
212	彩·烈阳·日炎·浴火(陆)	5	13380	5000		1
213	彩·烈阳·浴火·日炎(陆)	5	13386	5000		1
214	彩·烈阳·大化·日炎(陆)	5	13392	5000		1
215	彩·烈阳·大化·浴火(陆)	5	13398	5000		1
216	彩·雷鸣·混沌·霹雳(陆)	5	13404	5000		1
217	彩·雷鸣·霹雳·混沌(陆)	5	13410	5000		1
218	彩·雷鸣·大化·混沌(陆)	5	13416	5000		1
219	彩·雷鸣·大化·霹雳(陆)	5	13422	5000		1
220	彩·霜冷·冻髓·杯雪(陆)	5	13428	5000		1
221	彩·霜冷·杯雪·冻髓(陆)	5	13434	5000		1
222	彩·霜冷·大化·冻髓(陆)	5	13440	5000		1
223	彩·霜冷·大化·杯雪(陆)	5	13446	5000		1
224	彩·鹤顶·腐心·穿石(陆)	5	13452	5000		1
225	彩·鹤顶·穿石·腐心(陆)	5	13458	5000		1
226	彩·鹤顶·大化·腐心(陆)	5	13464	5000		1
227	彩·鹤顶·大化·穿石(陆)	5	13470	5000		1
228	彩·日炎·烈阳·浴火(陆)	5	13500	5000		1
229	彩·日炎·浴火·烈阳(陆)	5	13506	5000		1
230	彩·日炎·大化·烈阳(陆)	5	13512	5000		1
231	彩·日炎·大化·浴火(陆)	5	13518	5000		1
232	彩·混沌·雷鸣·霹雳(陆)	5	13524	5000		1
233	彩·混沌·霹雳·雷鸣(陆)	5	13530	5000		1
234	彩·混沌·大化·雷鸣(陆)	5	13536	5000		1
235	彩·混沌·大化·霹雳(陆)	5	13542	5000		1
236	彩·冻髓·霜冷·杯雪(陆)	5	13548	5000		1
237	彩·冻髓·杯雪·霜冷(陆)	5	13554	5000		1
238	彩·冻髓·大化·霜冷(陆)	5	13560	5000		1
239	彩·冻髓·大化·杯雪(陆)	5	13566	5000		1
240	彩·腐心·鹤顶·穿石(陆)	5	13572	5000		1
241	彩·腐心·穿石·鹤顶(陆)	5	13578	5000		1
242	彩·腐心·大化·鹤顶(陆)	5	13584	5000		1
243	彩·腐心·大化·穿石(陆)	5	13590	5000		1
244	彩·燎原·烈阳·日炎(陆)	5	13620	5000		1
245	彩·燎原·烈阳·浴火(陆)	5	13626	5000		1
246	彩·燎原·日炎·烈阳(陆)	5	13632	5000		1
247	彩·燎原·日炎·浴火(陆)	5	13638	5000		1
248	彩·燎原·浴火·烈阳(陆)	5	13644	5000		1
249	彩·燎原·浴火·日炎(陆)	5	13650	5000		1
250	彩·燎原·大化·烈阳(陆)	5	13656	5000		1
251	彩·燎原·大化·日炎(陆)	5	13662	5000		1
252	彩·燎原·大化·浴火(陆)	5	13668	5000		1
253	彩·融天·雷鸣·混沌(陆)	5	13674	5000		1
254	彩·融天·雷鸣·霹雳(陆)	5	13680	5000		1
255	彩·融天·混沌·雷鸣(陆)	5	13686	5000		1
256	彩·融天·混沌·霹雳(陆)	5	13692	5000		1
257	彩·融天·霹雳·雷鸣(陆)	5	13698	5000		1
258	彩·融天·霹雳·混沌(陆)	5	13704	5000		1
259	彩·融天·大化·雷鸣(陆)	5	13710	5000		1
260	彩·融天·大化·混沌(陆)	5	13716	5000		1
261	彩·融天·大化·霹雳(陆)	5	13722	5000		1
262	彩·化雪·霜冷·冻髓(陆)	5	13728	5000		1
263	彩·化雪·霜冷·杯雪(陆)	5	13734	5000		1
264	彩·化雪·冻髓·霜冷(陆)	5	13740	5000		1
265	彩·化雪·冻髓·杯雪(陆)	5	13746	5000		1
266	彩·化雪·杯雪·霜冷(陆)	5	13752	5000		1
267	彩·化雪·杯雪·冻髓(陆)	5	13758	5000		1
268	彩·化雪·大化·霜冷(陆)	5	13764	5000		1
269	彩·化雪·大化·冻髓(陆)	5	13770	5000		1
270	彩·化雪·大化·杯雪(陆)	5	13776	5000		1
271	彩·蚀骨·鹤顶·腐心(陆)	5	13782	5000		1
272	彩·蚀骨·鹤顶·穿石(陆)	5	13788	5000		1
273	彩·蚀骨·腐心·鹤顶(陆)	5	13794	5000		1
274	彩·蚀骨·腐心·穿石(陆)	5	13800	5000		1
275	彩·蚀骨·穿石·鹤顶(陆)	5	13806	5000		1
276	彩·蚀骨·穿石·腐心(陆)	5	13812	5000		1
277	彩·蚀骨·大化·鹤顶(陆)	5	13818	5000		1
278	彩·蚀骨·大化·腐心(陆)	5	13824	5000		1
279	彩·蚀骨·大化·穿石(陆)	5	13830	5000		1
280	彩·浴火·烈阳·日炎(陆)	5	13890	5000		1
281	彩·浴火·日炎·烈阳(陆)	5	13896	5000		1
282	彩·浴火·大化·烈阳(陆)	5	13902	5000		1
283	彩·浴火·大化·日炎(陆)	5	13908	5000		1
284	彩·霹雳·雷鸣·混沌(陆)	5	13914	5000		1
285	彩·霹雳·混沌·雷鸣(陆)	5	13920	5000		1
286	彩·霹雳·大化·雷鸣(陆)	5	13926	5000		1
287	彩·霹雳·大化·混沌(陆)	5	13932	5000		1
288	彩·杯雪·霜冷·冻髓(陆)	5	13938	5000		1
289	彩·杯雪·冻髓·霜冷(陆)	5	13944	5000		1
290	彩·杯雪·大化·霜冷(陆)	5	13950	5000		1
291	彩·杯雪·大化·冻髓(陆)	5	13956	5000		1
292	彩·穿石·鹤顶·腐心(陆)	5	13962	5000		1
293	彩·穿石·腐心·鹤顶(陆)	5	13968	5000		1
294	彩·穿石·大化·鹤顶(陆)	5	13974	5000		1
295	彩·穿石·大化·腐心(陆)	5	13980	5000		1
296	彩·灼筋·烈阳·日炎(陆)	5	14010	5000		1
297	彩·灼筋·烈阳·浴火(陆)	5	14016	5000		1
298	彩·灼筋·日炎·烈阳(陆)	5	14022	5000		1
299	彩·灼筋·日炎·浴火(陆)	5	14028	5000		1
300	彩·灼筋·浴火·烈阳(陆)	5	14034	5000		1
301	彩·灼筋·浴火·日炎(陆)	5	14040	5000		1
302	彩·灼筋·大化·烈阳(陆)	5	14046	5000		1
303	彩·灼筋·大化·日炎(陆)	5	14052	5000		1
304	彩·灼筋·大化·浴火(陆)	5	14058	5000		1
305	彩·裂激·雷鸣·混沌(陆)	5	14064	5000		1
306	彩·裂激·雷鸣·霹雳(陆)	5	14070	5000		1
307	彩·裂激·混沌·雷鸣(陆)	5	14076	5000		1
308	彩·裂激·混沌·霹雳(陆)	5	14082	5000		1
309	彩·裂激·霹雳·雷鸣(陆)	5	14088	5000		1
310	彩·裂激·霹雳·混沌(陆)	5	14094	5000		1
311	彩·裂激·大化·雷鸣(陆)	5	14100	5000		1
312	彩·裂激·大化·混沌(陆)	5	14106	5000		1
313	彩·裂激·大化·霹雳(陆)	5	14112	5000		1
314	彩·碎冰·霜冷·冻髓(陆)	5	14118	5000		1
315	彩·碎冰·霜冷·杯雪(陆)	5	14124	5000		1
316	彩·碎冰·冻髓·霜冷(陆)	5	14130	5000		1
317	彩·碎冰·冻髓·杯雪(陆)	5	14136	5000		1
318	彩·碎冰·杯雪·霜冷(陆)	5	14142	5000		1
319	彩·碎冰·杯雪·冻髓(陆)	5	14148	5000		1
320	彩·碎冰·大化·霜冷(陆)	5	14154	5000		1
321	彩·碎冰·大化·冻髓(陆)	5	14160	5000		1
322	彩·碎冰·大化·杯雪(陆)	5	14166	5000		1
323	彩·化玉·鹤顶·腐心(陆)	5	14172	5000		1
324	彩·化玉·鹤顶·穿石(陆)	5	14178	5000		1
325	彩·化玉·腐心·鹤顶(陆)	5	14184	5000		1
326	彩·化玉·腐心·穿石(陆)	5	14190	5000		1
327	彩·化玉·穿石·鹤顶(陆)	5	14196	5000		1
328	彩·化玉·穿石·腐心(陆)	5	14202	5000		1
329	彩·化玉·大化·鹤顶(陆)	5	14208	5000		1
330	彩·化玉·大化·腐心(陆)	5	14214	5000		1
331	彩·化玉·大化·穿石(陆)	5	14220	5000		1
332	彩·潮生·烈阳·日炎(陆)	5	14280	5000		1
333	彩·潮生·烈阳·浴火(陆)	5	14286	5000		1
334	彩·潮生·雷鸣·混沌(陆)	5	14292	5000		1
335	彩·潮生·雷鸣·霹雳(陆)	5	14298	5000		1
336	彩·潮生·霜冷·冻髓(陆)	5	14304	5000		1
337	彩·潮生·霜冷·杯雪(陆)	5	14310	5000		1
338	彩·潮生·鹤顶·腐心(陆)	5	14316	5000		1
339	彩·潮生·鹤顶·穿石(陆)	5	14322	5000		1
340	彩·潮生·日炎·烈阳(陆)	5	14340	5000		1
341	彩·潮生·日炎·浴火(陆)	5	14346	5000		1
342	彩·潮生·混沌·雷鸣(陆)	5	14352	5000		1
343	彩·潮生·混沌·霹雳(陆)	5	14358	5000		1
344	彩·潮生·冻髓·霜冷(陆)	5	14364	5000		1
345	彩·潮生·冻髓·杯雪(陆)	5	14370	5000		1
346	彩·潮生·腐心·鹤顶(陆)	5	14376	5000		1
347	彩·潮生·腐心·穿石(陆)	5	14382	5000		1
348	彩·潮生·浴火·烈阳(陆)	5	14400	5000		1
349	彩·潮生·浴火·日炎(陆)	5	14406	5000		1
350	彩·潮生·霹雳·雷鸣(陆)	5	14412	5000		1
351	彩·潮生·霹雳·混沌(陆)	5	14418	5000		1
352	彩·潮生·杯雪·霜冷(陆)	5	14424	5000		1
353	彩·潮生·杯雪·冻髓(陆)	5	14430	5000		1
354	彩·潮生·穿石·鹤顶(陆)	5	14436	5000		1
355	彩·潮生·穿石·腐心(陆)	5	14442	5000		1
356	彩·潮生·大化·烈阳(陆)	5	14460	5000		1
357	彩·潮生·大化·雷鸣(陆)	5	14466	5000		1
358	彩·潮生·大化·霜冷(陆)	5	14472	5000		1
359	彩·潮生·大化·鹤顶(陆)	5	14478	5000		1
360	彩·潮生·大化·日炎(陆)	5	14490	5000		1
361	彩·潮生·大化·混沌(陆)	5	14496	5000		1
362	彩·潮生·大化·冻髓(陆)	5	14502	5000		1
363	彩·潮生·大化·腐心(陆)	5	14508	5000		1
364	彩·潮生·大化·浴火(陆)	5	14520	5000		1
365	彩·潮生·大化·霹雳(陆)	5	14526	5000		1
366	彩·潮生·大化·杯雪(陆)	5	14532	5000		1
367	彩·潮生·大化·穿石(陆)	5	14538	5000		1
368	彩·无双·烈阳·日炎(陆)	5	14550	5000		1
369	彩·无双·烈阳·浴火(陆)	5	14556	5000		1
370	彩·无双·雷鸣·混沌(陆)	5	14562	5000		1
371	彩·无双·雷鸣·霹雳(陆)	5	14568	5000		1
372	彩·无双·霜冷·冻髓(陆)	5	14574	5000		1
373	彩·无双·霜冷·杯雪(陆)	5	14580	5000		1
374	彩·无双·鹤顶·腐心(陆)	5	14586	5000		1
375	彩·无双·鹤顶·穿石(陆)	5	14592	5000		1
376	彩·无双·日炎·烈阳(陆)	5	14610	5000		1
377	彩·无双·日炎·浴火(陆)	5	14616	5000		1
378	彩·无双·混沌·雷鸣(陆)	5	14622	5000		1
379	彩·无双·混沌·霹雳(陆)	5	14628	5000		1
380	彩·无双·冻髓·霜冷(陆)	5	14634	5000		1
381	彩·无双·冻髓·杯雪(陆)	5	14640	5000		1
382	彩·无双·腐心·鹤顶(陆)	5	14646	5000		1
383	彩·无双·腐心·穿石(陆)	5	14652	5000		1
384	彩·无双·浴火·烈阳(陆)	5	14670	5000		1
385	彩·无双·浴火·日炎(陆)	5	14676	5000		1
386	彩·无双·霹雳·雷鸣(陆)	5	14682	5000		1
387	彩·无双·霹雳·混沌(陆)	5	14688	5000		1
388	彩·无双·杯雪·霜冷(陆)	5	14694	5000		1
389	彩·无双·杯雪·冻髓(陆)	5	14700	5000		1
390	彩·无双·穿石·鹤顶(陆)	5	14706	5000		1
391	彩·无双·穿石·腐心(陆)	5	14712	5000		1
392	彩·大御·烈阳·日炎(陆)	5	14730	5000		1
393	彩·大御·烈阳·浴火(陆)	5	14736	5000		1
394	彩·大御·雷鸣·混沌(陆)	5	14742	5000		1
395	彩·大御·雷鸣·霹雳(陆)	5	14748	5000		1
396	彩·大御·霜冷·冻髓(陆)	5	14754	5000		1
397	彩·大御·霜冷·杯雪(陆)	5	14760	5000		1
398	彩·大御·鹤顶·腐心(陆)	5	14766	5000		1
399	彩·大御·鹤顶·穿石(陆)	5	14772	5000		1
400	彩·大御·日炎·烈阳(陆)	5	14790	5000		1
401	彩·大御·日炎·浴火(陆)	5	14796	5000		1
402	彩·大御·混沌·雷鸣(陆)	5	14802	5000		1
403	彩·大御·混沌·霹雳(陆)	5	14808	5000		1
404	彩·大御·冻髓·霜冷(陆)	5	14814	5000		1
405	彩·大御·冻髓·杯雪(陆)	5	14820	5000		1
406	彩·大御·腐心·鹤顶(陆)	5	14826	5000		1
407	彩·大御·腐心·穿石(陆)	5	14832	5000		1
408	彩·大御·浴火·烈阳(陆)	5	14850	5000		1
409	彩·大御·浴火·日炎(陆)	5	14856	5000		1
410	彩·大御·霹雳·雷鸣(陆)	5	14862	5000		1
411	彩·大御·霹雳·混沌(陆)	5	14868	5000		1
412	彩·大御·杯雪·霜冷(陆)	5	14874	5000		1
413	彩·大御·杯雪·冻髓(陆)	5	14880	5000		1
414	彩·大御·穿石·鹤顶(陆)	5	14886	5000		1
415	彩·大御·穿石·腐心(陆)	5	14892	5000		1
416	彩·大御·大化·烈阳(陆)	5	14910	5000		1
417	彩·大御·大化·雷鸣(陆)	5	14916	5000		1
418	彩·大御·大化·霜冷(陆)	5	14922	5000		1
419	彩·大御·大化·鹤顶(陆)	5	14928	5000		1
420	彩·大御·大化·日炎(陆)	5	14940	5000		1
421	彩·大御·大化·混沌(陆)	5	14946	5000		1
422	彩·大御·大化·冻髓(陆)	5	14952	5000		1
423	彩·大御·大化·腐心(陆)	5	14958	5000		1
424	彩·大御·大化·浴火(陆)	5	14970	5000		1
425	彩·大御·大化·霹雳(陆)	5	14976	5000		1
426	彩·大御·大化·杯雪(陆)	5	14982	5000		1
427	彩·大御·大化·穿石(陆)	5	14988	5000		1
428	彩·大化·烈阳·日炎(陆)	5	15000	5000		1
429	彩·大化·烈阳·浴火(陆)	5	15006	5000		1
430	彩·大化·雷鸣·混沌(陆)	5	15012	5000		1
431	彩·大化·雷鸣·霹雳(陆)	5	15018	5000		1
432	彩·大化·霜冷·冻髓(陆)	5	15024	5000		1
433	彩·大化·霜冷·杯雪(陆)	5	15030	5000		1
434	彩·大化·鹤顶·腐心(陆)	5	15036	5000		1
435	彩·大化·鹤顶·穿石(陆)	5	15042	5000		1
436	彩·大化·日炎·烈阳(陆)	5	15060	5000		1
437	彩·大化·日炎·浴火(陆)	5	15066	5000		1
438	彩·大化·混沌·雷鸣(陆)	5	15072	5000		1
