ClassID	SubClassID	ID	ClassName	SubClassName	Title	Content	Link
3	10	2			NPC红名	<text>text="　　敌对关系，一旦您进入了该NPC的攻击范围，他就会主动攻击您。赶路的时候不要为了抄近路而从红色怪群中穿过哦。" font=162</text>	
3	10	3			NPC黄名	<text>text="　　中立关系，不会主动攻击您，但是遭到攻击后他们是会还击的，所以在使用范围性攻击时要小心“招惹”到他们。" font=162</text>	
3	10	4			NPC绿名	<text>text="　　友好关系，您不能攻击的对象，包括商人、任务NPC等等。" font=162</text>	
3	10	5			NPC强度	<text>text="　　游戏中，根据攻击强度不同，NPC可以分为普通、高手、头目、领袖四种，您可以通过他们不同的小头像外框和血条来分辨。简单说来记住一个规则，血条越长的NPC攻击强度越高。\\\n　　如果级别不是远高于对立的头目或领袖的话，最好不要尝试单独挑战他们，或者当被他们轻松干掉的时候您也会深刻得知这一点。\\\n　　付出与回报是相对应的，当你和同伴齐心协力推倒领袖级的战斗NPC时，通常会掉落较好的物品作为奖励。\\\n" font=162</text>	
3	10	6			NPC小头像类型	<text>text="　　观察NPC的小头像类型可以分辨对方的物种类型，例如人类、猛兽等。\\\n" font=162</text>	
3	11	0		常用快捷键		<text>text="　　按C键会打开" font=162</text><text>text="角色信息" font=157</text><text>text="，其中包括您的装备、声望、坐骑和阵营界面；\\\n　　按B键会打开" font=162</text><text>text="背包" font=157</text><text>text="，可以查看您拥有的物品并对其操作；\\\n　　按L键会打开" font=162</text><text>text="任务列表" font=157</text><text>text="，可以查看正在进行中的任务及其详细指引；\\\n　　按P键会打开" font=162</text><text>text="武学界面" font=157</text><text>text="，您可以查看武功技能和更改内功和奇穴；\\\n　　按K键可以查看" font=162</text><text>text="帮会信息" font=157</text><text>text="，参加帮会活动等；\\\n　　按O键会打开" font=162</text><text>text="社交界面" font=157</text><text>text="，查看好友、对头、好友排名、同城好友推荐等；\\\n　　按U键查看" font=162</text><text>text="师徒界面" font=157</text><text>text="，拜师收徒信息一应俱全；\\\n　　按Y键可以打开" font=162</text><text>text="隐元秘鉴" font=157</text><text>text="，里面简略描述了您的角色在剑三江湖中的历程，还可以查看各种有趣的成就；\\\n　　按I键可以打开" font=162</text><text>text="生活技艺" font=157</text><text>text="，查看采金、神农等等技艺的学习情况；\\\n　　按J键可以打开" font=162</text><text>text="阅读界面" font=157</text><text>text="，查阅或抄录书籍；\\\n　　按V键可以" font=162</text><text>text="打坐调息" font=157</text><text>text="，快速回复血蓝和气力值；\\\n　　按Esc键可以打开" font=162</text><text>text="设置列表" font=157</text><text>text="，你可以在这里修改你的视频、音频、界面设置，或者自定义快捷键，还可以选择返回角色选择界面或退出游戏。\\\n" font=162</text>	
11	0	0	好友系统			<text>text="　　策马江湖，当有知己两三。在游戏的同时，侠士有机会结交各色好友，书写自己的剑三故事。\\\n" font=162</text><text>text="　　快捷键O可以打开社交。" font=100</text>	
11	1	0		设置社交信息		<text>text="　　打开社交(O)，在角色名字下方可以编辑个性签名，左侧可以" font=162</text><text>text="更换头像" font=100</text><text>text="。" font=162</text>	
11	2	0		添加好友		<text>text="　　点击社交界面(O)右下方的添加好友图标，可以打开添加界面。\\\n　　输入好友昵称，可以添加指定好友。\\\n　　系统会在下方为侠士推荐好友，侠士可以选择调整自己的偏好筛选或刷新推荐好友。如遇到感兴趣的玩家，可以直接添加。" font=162</text>	
11	3	0		同城好友		<text>text="　　社交界面(O)下方，可以打开同城好友。\\\n　　开启同城好友后，可以看到与侠士同城的玩家，其他玩家在同城搜索时也可以搜索到你。" font=162</text>	
11	4	0		好友排名		<text>text="　　社交界面下方可以打开好友排名，在里面可以查看好友的外观、对抗、休闲、秘境排名。" font=162</text>	
11	5	0		交易		<text>text="　　1.选中玩家，右键点击目标玩家的小头像或左键点击小头像下方的倒三角形标，弹出的交互面板中选择‘交易’即可发送交易请求。\\\n　　2.对方收到交易请求后选择‘接受’即可打开交易界面。右键单击或拖拽背包内的物品即可将物品移至交易界面中。\\\n　　3.左半边交易框显示对方要交易的物品，右半边交易框显示你摆出的交易物品，双方都点击界面下方的确定后，交易完成。\\\n　　注：请仔细检查交易框中的物品与金额再点击确定交易，以免受骗。" font=162</text>	
11	6	0		组队		<text>text="　　选中玩家，右键点击目标玩家的小头像或左键点击小头像下方的倒三角形标，弹出的交互面板中选择‘组队’即可发送组队邀请或申请，对方收到请求后选择‘接受’即可加入组队。\\\n　　当其他玩家对你发送了组队请求，界面中间会弹出请求框，可选择接受与其组队，或拒绝。\\\n" font=162</text>	
11	7	0		好友好感度		<text>text="　　将鼠标停在列表中的好友上，能查看好友的详细信息和你们之间的好感度。\\\n　　好感度目前有六重阶段：江湖相逢、相见恨晚、策马同游、肝胆相照、莫逆之交和生死不离。\\\n　　和好友共同游历江湖可以" font=162</text><text>text="增加好感度" font=100</text><text>text="，具体方法包括：\\\n　　1.共同骑御有“同骑　携游”特性的坐骑\\\n　　2.共同食用宴席\\\n　　3.对对方使用某些物品，如山水刺绣手绢\\\n　　4.向对方传功\\\n　　5.协助对方完成任务\\\n　　6.和对方成为师徒，共同参与日常活动" font=162</text>	
12	0	0	聊天系统			<text>text="　　游戏中，您可以通过聊天系统与其他玩家进行轻松、方便的互动交流。\\\n　　除了文字交流以外，您还可以使用妙趣横生的表情动作和表情语言来增加交流时的乐趣。\\\n　　您还可以通过聊天系统设置来打造自己独一无二的聊天窗口显示。\\\n" font=162</text><text>text="　　左下角为聊天框。" font=100</text>	
12	1	0		默认聊天窗口		<text>text="　　登录游戏，默认情况下系统会显示：综合、常用、战斗、其他、师徒和密聊这六个聊天窗口。\\\n　　各个窗口所显示的聊天信息有所不同，几乎所有的频道、系统、环境、奖励、战斗信息都会在综合信息面板里显示出来，进入游戏时默认显示综合信息。\\\n　　您也可以根据自己想获取的信息来切换聊天窗口。\\\n" font=162</text>	
12	1	1			综合聊天窗口	<text>text="　　综合聊天窗口默认情况下显示拜师信息以外的所有频道的内容，是显示聊天信息最完整的一个窗口。" font=162</text>	
12	1	2			常用聊天窗口	<text>text="　　常用聊天窗口默认情况下显示玩家经常会使用的与其他玩家之间进行交流的聊天频道，例如：队伍频道、帮会频道、团队频道、好友频道、密聊频道等。" font=162</text>	
12	1	3			战斗聊天窗口	<text>text="　　战斗聊天窗口默认情况下显示角色在战斗过程中的信息，包括使用的武功技能、技能的命中情况、技能所造成的伤害、获得的奖励情况等。" font=162</text>	
12	1	4			其他聊天窗口	<text>text="　　其他聊天窗口在默认情况下包括了：近聊、密聊、地图、门派、和阵营频道的信息。\\\n" font=162</text>	
12	1	5			师徒聊天窗口	<text>text="　　师徒聊天窗口是专属于师徒系统的，包括了师徒频道和拜师信息的内容。" font=162</text>	
12	1	6			密聊聊天窗口	<text>text="　　密聊聊天窗口显示其他玩家单独向你发送的聊天内容。\\\n　　可以点击聊天框中玩家的名字，向其发送你的密聊。" font=162</text>	
12	2	0		聊天频道		<text>text="　　聊天系统为您设置了十一种不同用途的聊天频道，您可以针对不同场合以及聊天对象来选择频道。\\\n　　只要点击对话窗口左侧最下方的“频道”或通过输入快捷指令（/XX）便可以轻松切换聊天频道。" font=162</text>	
12	2	1			近聊/s	<text>text="　　在当前频道发布的信息，可以被当前视野附近的所有玩家看到。" font=162</text>	
12	2	2			地图/y	<text>text="　　在当前角色所在地图发布的信息，整个当前地图场景的玩家都可见。\\\n" font=162</text>	
12	2	4			帮会/g	<text>text="　　在当前频道发布的信息，可以被同帮会的玩家看到。\\\n" font=162</text>	
12	2	5			帮会同盟/a	<text>text="　　在当前频道发布的信息，可以被同盟帮会的玩家看到。" font=162</text>	
12	2	6			世界/h	<text>text="　　游戏中所有的人都可看到此频道的发言，无论何时无论何地。" font=162</text>	
12	2	7			门派/f	<text>text="　　门派的专用频道，同门师兄弟们可在此频道交流心得，互通信息。" font=162</text>	
12	2	8			阵营/c	<text>text="　　在阵营频道发言，同一阵营的人才可看到。\\\n" font=162</text>	
12	2	10			好友/o	<text>text="　　在好友频道发言，好友列表中的所有好友都可以看到。" font=162</text>	
12	2	11			密聊/w 人名	<text>text="　　和指定的某个玩家进行一对一交流，无论多远，沟通无极限。" font=162</text>	
12	2	12			身份/i	<text>text="　　在剑三江湖游历时，你可以选择开启身份系统。\\\n" font=162</text><text>text="　　Ctrl+K打开江湖百态" font=100</text><text>text="，有五种身份可供选择，分别是艺人、镖师、方士、驭兽师和绿林。\\\n　　满级侠士可以通过完成指定任务习得所有身份，但同一时间只能开启一种身份。\\\n　　和你开启了相同身份的玩家可以在身份频道进行交流。" font=162</text>	
12	2	13			弹幕/d	<text>text="攻防弹幕" font=157</text><text>text="\\\n　　大小攻防及攻防前置活动期间，所有在活动场景中的阵营侠士均可通过发送弹幕与本阵营侠士进行交流。弹幕频道无法看到敌对阵营的弹幕，中立阵营无法查看和发表弹幕。侠士可点击聊天框右下角的弹幕图标选择打开或关闭弹幕。\\\n1.攻防弹幕系统开启时间：\\\n　　周二、周四：19:00-23:00　所有当日攻防活动场景\\\n　　周六：11:45-23:00　巴陵县（分流状态开启后）、南屏山、浩气盟\\\n　　周日：11:45-23:00　龙门荒漠（分流状态开启后）、昆仑、恶人谷\\\n2.侠士在使用攻防弹幕频道时，将根据自身战阶等级不同解锁不同颜色和字号的弹幕，使用攻防通行令后可解锁一段时间的特殊弹幕。\\\n0阶：白色\\\n" font=162</text><text>text="7阶：绿色\\\n" font=139</text><text>text="12阶：蓝色" font=35</text><text>text="\\\n" font=162</text><text>text="14阶：紫色、大号字体、表情包" font=73</text><text>text="\\\n" font=162</text><text>text="攻防通行令：橙色、大号字体、表情包" font=32</text><text>text="\\\n\\\n" font=162</text><text>text="竞技场观战弹幕" font=157</text><text>text="\\\n　　侠士可以通过界面右上角“小电视”图标进入竞技场观战系统，选择心仪的场次后，即可进入观战视角，同时可用弹幕与全体观看这场比赛的侠士进行跨服交流。\\\n　　侠士在使用竞技场弹幕系统时，将根据自身竞技场段位不同解锁不同颜色和字号的弹幕。\\\n0段：白色\\\n" font=162</text><text>text="5段：绿色" font=139</text><text>text="\\\n" font=162</text><text>text="10段：蓝色、大号字体" font=35</text><text>text="\\\n" font=162</text><text>text="12段：紫色、大号字体、表情包" font=73</text><text>text="\\\n" font=162</text>	
12	3	0		聊天窗口设置		<text>text="　　打开聊天系统的设置界面，您可以按照自己的喜好方便的改变聊天文字的大小、颜色、窗口透明度等，打造自己个性化的聊天窗口。\\\n　　您还可以方便的对聊天窗口进行拆分，可同时查看几个窗口所显示的信息。" font=162</text>	
12	3	1			聊天文字设置	<text>text="　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，在其中的“聊天页面--界面设置”中可以看到字体、字号的选择列表，可以根据自身的需求来选择字体和字的大小。" font=162</text>	
12	3	2			颜色更改	<text>text="　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，在其中的“聊天页面--界面设置”中可以看到“调整背景颜色”这一项，左键点击文字后方的彩色圆球，会出现一个颜色选择卡。\\\n　　如果要更改频道的字体颜色，选择“聊天页面-频道颜色”可以在界面右侧看到各个频道的原始颜色，点击文字旁边的色块，进行选色就可以了。" font=162</text>	
12	3	3			调整窗口透明度	<text>text="　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，在其中的“聊天页面--界面设置”中可以看到“调整背景透明度”选项，左键点住滚动条进行拖动，调整到满意的透明度就可以了。" font=162</text>	
12	3	4			独立聊天窗口	<text>text="　　左键点住窗口的标签名字进行拖动即可将各个聊天窗口从聊天整体窗口中拖拽出来成为一个独立的窗口。" font=162</text>	
12	3	5			调整聊天框大小	<text>text="　　鼠标放在聊天界面边框处变成“双向箭头”形状时，拖动即可调整聊天框比例和大小。" font=162</text>	
12	4	0		聊天频道设置		<text>text="　　您可以按照自身的需要任意增加或减少各聊天窗口所要包括的频道信息或是增加新的聊天窗口。也可方便的删除和恢复到系统默认的状态。\\\n　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面。" font=162</text>	
12	4	1			增加频道信息	<text>text="　　点开“聊天窗口”一栏，选择需要增加信息的频道。\\\n　　例如：在战斗聊天窗口中需要增加队伍频道的信息。点击战斗，在界面右边可以看到可以勾选的频道，左键点击队伍频道前方的小方格进行勾选即可。" font=162</text>	
12	4	2			减少频道信息	<text>text="　　点开“聊天窗口”一栏，选择需要减少信息的频道。\\\n　　例如：在综合聊天窗口中需要减少队伍频道的信息。点击综合，在界面右边可以看到所有可以选择的频道，左键点击队伍频道前方的小方格将勾选勾去即可。" font=162</text>	
12	4	3			新建聊天窗口	<text>text="　　点开“聊天窗口”一栏，点击左下方的“新建”按钮，系统会弹出一个输入频道名称的输入框，输入并确定后，新的频道就建好了。\\\n　　可以在下方勾选需要在该频道显示的聊天信息。" font=162</text>	
12	4	4			删除聊天窗口	<text>text="　　点开“聊天窗口”一栏，选择左侧中的某一窗口，例如：其他，然后点击界面左下角的“删除”按钮，再确定就可以了。" font=162</text>	
12	4	5			恢复默认设置	<text>text="　　选择“聊天页面--界面设置”，再点击左下角的“恢复默认”按钮，可将字体、字号、背景颜色和透明度恢复成默认。\\\n　　选择“聊天页面-频道颜色”，再点击左下角的“恢复默认”按钮，可将聊天窗口中显示的信息的字体颜色恢复成默认。\\\n　　选择“聊天窗口-综合”，再点击左下角的“恢复”按钮，可将聊天窗口中所要显示的频道信息恢复成默认。其他窗口同理。" font=162</text>	
12	5	0		聊天表情		<text>text="　　系统自带了很多妙趣横生的表情动作和表情语言，您可以使用这些来增加与他人交流时的乐趣。\\\n　　除了系统默认提供的表情语言之外，您还可以自己定义更丰富更个性化的表情语言。" font=162</text>	
12	5	1			表情动作	<text>text="　　除了文字交流以外，您还可以在聊天过程中发送表情，让角色做表情动作。\\\n　　1.点击对话栏最右侧的“笑脸”图标，选择表情动作。\\\n　　2.在聊天窗口中输入文字命令（/XX），选择表情动作。\\\n" font=162</text>	
12	5	3			自定义表情语言	<text>text="　　表情动作中的语言可以新建、删除或修改。\\\n　　在打开的表情动作面板中切换到语言界面，您可以按“管理”按钮打开界面来自定义更丰富更个性化的表情语言。" font=162</text>	
12	6	0		聊天栏操作		<text>text="　　您可以在聊天窗口中进行很多的快捷操作，查看并分享各种信息。" font=162</text>	
12	6	1			切换聊天频道	<text>text="　　点击对话窗口左侧最下方的“频道”或通过输入快捷指令（/XX）可以切换聊天频道发言。\\\n　　例如，想在地图频道发言，可以输入/y并回车，即可切换到地图频道。\\\n　　切换每个频道的快捷指令可查看" font=162</text><text>text="聊天频道" font=157 link="Library/12/2/0"</text><text>text="。" font=162</text>	
12	6	2			切换显示频道信息	<text>text="　　左键点击聊天栏上方的频道按钮可以切换显示不同窗口的聊天信息。\\\n　　几乎所有的频道、系统、环境、奖励、战斗信息都会在综合信息面板里显示出来，进入游戏时默认显示综合信息。\\\n　　而战斗信息则可以清晰地显示战斗中发生了什么，您和对手的战斗操作和造成的效果等，一个武林高手一定会善于分析战斗信息。" font=162</text>	
12	6	3			显示任务与物品信息	<text>text="　　通过Ctrl+左键点击任务面板里的“任务名”或背包内的“物品图标”时，可把该名称快速显示在聊天栏中。\\\n　　点击聊天信息中包含的“任务名”和“物品名”时，可以直接查看该任务或物品信息。" font=162</text>	
12	6	4			聊天栏中的快捷操作	<text>text="　　左键点击聊天信息中的玩家名称，可直接将其选择为密聊对象。\\\n　　右键点击聊天信息中的玩家名称，可对其进行密聊、组队、加为好友、屏蔽等快捷操作。\\\n　　当您屏蔽掉某个玩家时，您将不会再收到这个玩家发出的交互消息，除非您按O键打开社交界面的屏蔽列表，主动解除该玩家的屏蔽。" font=162</text>	
13	0	0	任务系统			<text>text="　　做任务是了解游戏故事背景、升级、赚钱、获取装备、声望等等好处的重要途径之一。\\\n　　《剑网3》的游戏世界是一个动态可发展的、有历史变迁的世界，数千个多样化的任务可以使得您在做任务升级的同时，充分体验丰富的游戏乐趣，甚至影响到游戏世界的发展。\\\n" font=162</text><text>text="　　按L键可以打开任务列表。" font=100</text>	
13	1	0		接交任务		<text>text="　　NPC头顶金色卷起的卷轴，表示有任务可接。\\\n　　金色展开的卷轴，表示有任务可交。" font=162</text>	
13	1	1			接任务	<text>text="　　尽管去找头上有关闭状金色卷轴标识的NPC对话吧，这表示他现在有一个或多个任务给您。\\\n　　1.靠近NPC，将鼠标移动到NPC身上，点击鼠标右键或按F键，可以打开任务对话界面。\\\n　　2.在对话界面中选择任务，点击“接受任务”即可接受此任务。\\\n" font=162</text>	
13	1	2			交任务	<text>text="　　当看到NPC头上有打开状的金色卷轴标识时，这代表他们希望您带着任务物品或任务完成信息凯旋并与之对话，通常这意味着阅历、银两或丰厚的装备物品奖励等。\\\n　　完成任务后，右键点击与其对话，在对话界面中选择任务。点击“完成任务”即可交付此任务，得到对应的奖励。" font=162</text>	
13	2	0		查看任务		<text>text="　　正在进行中的任务会出现在您的任务纪录里。按L键打开任务界面，可以看到现有的任务列表和每个任务的详细描述--包括任务目标、任务描述、任务奖励等。\\\n　　在任务描述的NPC对话内容中，我们贴心地把您关注的任务关键字用颜色加以区分：\\\n" font=162</text><text>text="红色：" font=33</text><text>text="需要击败的怪物名称。\\\n" font=162</text><text>text="蓝色：" font=35</text><text>text="需要收集的物品名称。\\\n" font=162</text><text>text="绿色：" font=36</text><text>text="地名和需要寻找的任务NPC名称。" font=162</text>	
13	2	1			任务进展	<text>text="　　任务名后方将标出该任务的进行状态，包括“完成”或“失败”。\\\n　　当任务失败后，你可以尝试放弃这个任务后再重新接取。" font=162</text>	
13	2	2			任务类型	<text>text="　　有些较为特殊的任务会在任务名后方标注上任务类型，例如“秘境任务”、“日常任务”等等，一些挑战精英怪的任务也会在任务名方后标注“X人任务”，方便您拉帮结派前去挑战。" font=162</text>	
13	2	3			任务数量限制	<text>text="　　您的任务记录上可以记载的" font=162</text><text>text="任务数量上限" font=100</text><text>text="是25个。\\\n　　一旦达到了这个上限而您又要接新的任务，就必须放弃某个已经接到的任务。\\\n　　您可以随时放弃一个任务，当想做的时候再回去重新领取。" font=162</text>	
13	2	4			聊天栏显示任务名	<text>text="　　通过" font=162</text><text>text="Ctrl+左键点击[任务名]，" font=100</text><text>text="可把该[任务名]快速插入聊天栏的文字中，任何看到信息的玩家通过点击该对话中的[任务名]，即可看到该任务信息状态。" font=162</text>	
13	2	5			任务指引	<text>text="　　任务指引可以帮助您更快的查找到任务怪的所在或者是所要采集的任务物品。\\\n　　当您接取任务后，可以按“L”键打开任务面板，在任务内容中，可以看到需要您去干什么。\\\n　　例如：需要击败果子狸2个，在此文字后如果看到有箭头的标志，这便是任务指引，您可以左键点击它，会自动打开所在地的地图，并在地图上以点的形式标识出怪物的所在或是任务物品的所在。\\\n　　箭头周围圈的红点表示任务物品的方向，下方的数字代表您距离任务物品的距离，您可以将箭头方向对准红点，前去完成任务。" font=162</text>	
13	2	6			任务追踪	<text>text="　　默认情况下，系统会自动追踪您最近所接的5个任务并在任务列表和主界面上显示任务进展情况。\\\n　　您可以在任务列表（L）中，选中某任务后点击追踪“取消追踪”按钮来取消追踪这个任务的进展。\\\n　　点击某个任务界面右上方的“关闭状卷轴”按钮可以打开大地图查看当前任务的接任务NPC地点。\\\n　　点击某个任务界面右上方的“打开状卷轴”按钮可以打开大地图查看当前任务的交任务NPC地点。\\\n" font=162</text>	
13	4	0		任务难度		<text>text="　　任务列表中的任务名和任务NPC的头顶卷轴都会用不同颜色来表明任务对玩家当前级别的难易程度。\\\n　　越低级的任务意味着越少的阅历，所以尽量完成与当前等级匹配的任务才是快速升级的好办法。\\\n" font=162</text>	
13	4	1			金色卷轴	<text>text="　　金色卷轴代表任务等级与您的等级相符，可以拿到丰厚的奖励。\\\n　　关闭的卷轴代表可以接取的任务。尽管去找头上有金色关闭状卷轴的NPC对话吧。\\\n　　打开的卷轴代表可以上交的任务。与头上有金色打开状卷轴的NPC对话可以上交任务，获得奖励。" font=162</text>	
13	4	2			蓝色卷轴	<text>text="　　NPC头上有蓝色的关闭状卷轴时，表示有能重复完成的任务，一般代表各种声望任务和日常任务。" font=162</text>	
13	4	3			灰色卷轴	<text>text="　　NPC头上有灰色的关闭状卷轴时，表示该任务等级太低，即使完成也基本拿不到阅历奖励。" font=162</text>	
13	4	4			绿色卷轴	<text>text="　　NPC头上有绿色的关闭状卷轴时，表示该任务等级对于您来说有点低了，即使完成该任务也会有一定的阅历衰减。\\\n" font=162</text>	
13	4	5			橙色卷轴	<text>text="　　NPC头上有橙色的关闭状卷轴时，表示您当前等级还不能接收该任务，先升上几级后再来吧！\\\n" font=162</text>	
13	4	6			地图卷轴	<text>text="　　有任务的NPC在小地图和中地图上会以卷轴标志显示。\\\n　　按M键打开中地图，根据卷轴位置去寻找NPC接取或上交任务吧。\\\n" font=162</text>	
13	6	0		任务协助		<text>text="　　当您帮助队友（同时也是您的好友），完成某个您已经完成的任务后，会获得一定的协助任务奖励。\\\n　　在任务界面右上方可以查看当前可协助任务状态。" font=162</text>	
