Name	TabType	ItemIndex	RandSeed	CountLimit	Durability	ReputeLevel	Price	RequireAchievementRecord	RequireLevel	IsValid	CoinType1	CoinAmount1	Contribution	Prestige	AchievementPoint	ItemType1	ItemIndex1	ItemCount1	MentorValue	RequireTitle	Justice	ExamPrint	ArenaAward	ActivityAward	RequireCorpsValue	MaskCorpsNeedToCheck	CanReturn	TongReputation	TongFund	RequireArenaLevel	RequireArenaLevelExcept2v2	Position	nPercentByGameDesign	BeginSellTime	PlayerRemoteDataPos	PlayerRemoteDataLength	PlayerBuyLimit
雁南征	CustomWeapon	12893	0	-1	-1	0	5600000			1						5	26120	1									1					近程武器	0.4				
雁高飞	CustomWeapon	12894	0	-1	-1	0	5600000			1						5	26120	1									1					近程武器	0.4				
佩玉琴	CustomWeapon	12895	0	-1	-1	0	5600000			1						5	26120	1									1					近程武器	0.4				
南浦琴	CustomWeapon	12896	0	-1	-1	0	5600000			1						5	26120	1									1					近程武器	0.4				
沅芷刀	CustomWeapon	14549	0	-1	-1	0	5600000			1						5	26120	1									1					近程武器	0.4				
何昔棍	CustomWeapon	13710	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
天清棍	CustomWeapon	13711	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
陶斯笔	CustomWeapon	13712	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
绿水笔	CustomWeapon	13713	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
藏仙枪	CustomWeapon	13714	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
高族枪	CustomWeapon	13715	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
嗟月剑	CustomWeapon	13716	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
飞岫剑	CustomWeapon	13717	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
玄灵双剑	CustomWeapon	13718	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
落月双剑	CustomWeapon	13719	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
霓裳微笛	CustomWeapon	13720	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
别鹤笛	CustomWeapon	13721	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
鸣磬弩	CustomWeapon	13722	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
游悦弩	CustomWeapon	13723	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
金轩轻剑	CustomWeapon	13724	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
芳宵重剑	CustomWeapon	13725	0	-1	-1	0	3000000			1						5	27649	1									1					近程武器	0.4				
星霄棒	CustomWeapon	13726	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
郁浮弯刀	CustomWeapon	13727	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
春阳弯刀	CustomWeapon	13728	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
丰草盾刀	CustomWeapon	13729	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
朱阙盾刀	CustomWeapon	13730	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
森山琴	CustomWeapon	13731	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
钟歌琴	CustomWeapon	13732	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
采珠刀	CustomWeapon	13733	0	-1	-1	0	6000000			1						5	27649	1									1					近程武器	0.4				
无忧	CustomWeapon	15128	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
八功德	CustomWeapon	15129	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
思青簟	CustomWeapon	15130	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
移翠	CustomWeapon	15131	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
陇上落月	CustomWeapon	15132	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
孤山烽火	CustomWeapon	15133	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
凝黛	CustomWeapon	15134	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
攀云阶	CustomWeapon	15135	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
别秾华	CustomWeapon	15136	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
苑月	CustomWeapon	15137	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
野塘春	CustomWeapon	15138	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
瑶草春	CustomWeapon	15139	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
依水竹	CustomWeapon	15140	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
闻击筑	CustomWeapon	15141	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
漱阳	CustomWeapon	15142	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
含霞	CustomWeapon	15143	0	-1	-1	0	3200000			1						5	28041	1									1					近程武器	0.4				
播光	CustomWeapon	15144	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
静映白沙	CustomWeapon	15145	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
度陇	CustomWeapon	15146	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
雪无烟	CustomWeapon	15147	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
朝碧落	CustomWeapon	15148	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
青苍雨痕	CustomWeapon	15149	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
锁翠烟	CustomWeapon	15150	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
苍梧	CustomWeapon	15151	0	-1	-1	0	6400000			1						5	28041	1									1					近程武器	0.4				
澄露皎彻	CustomWeapon	17167	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
湛海浮沤	CustomWeapon	17168	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
画上君	CustomWeapon	17169	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
青眼客	CustomWeapon	17170	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
海月天霜	CustomWeapon	17171	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
雁辞旧	CustomWeapon	17172	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
驰骤	CustomWeapon	17173	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
万川归	CustomWeapon	17174	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
明月逐人	CustomWeapon	17175	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
幽痕落	CustomWeapon	17176	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
翎归碧落	CustomWeapon	17177	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
雀鸣铜台	CustomWeapon	17178	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
长榆落	CustomWeapon	17179	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
乘潮去	CustomWeapon	17180	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
藏剑武器·曜赫麾蛟	Other	29406	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
意犹存	CustomWeapon	17183	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
濯鳞沧海	CustomWeapon	17184	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
舞阳	CustomWeapon	17185	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
辕角鸣	CustomWeapon	17186	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
陇野茫	CustomWeapon	17187	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
斫长鲸	CustomWeapon	17188	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
云雨霖	CustomWeapon	17189	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
动京华	CustomWeapon	17190	0	-1	-1	0	6900000			1						5	29223	1									1					近程武器	0.4				
何尘羁	CustomWeapon	18581	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
玄若冥	CustomWeapon	18582	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
太初月盈	CustomWeapon	18583	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
昊苍	CustomWeapon	18584	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
陵风照渊	CustomWeapon	18585	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
悲西关	CustomWeapon	18586	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
鸿蒙幽方	CustomWeapon	18587	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
浮雾微	CustomWeapon	18588	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
凌云舒卷	CustomWeapon	18589	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
玄泉流萤	CustomWeapon	18590	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
月星兮肃	CustomWeapon	18591	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
朝云日暮	CustomWeapon	18592	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
郁飞英	CustomWeapon	18593	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
虞渊九阳	CustomWeapon	18594	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
时逝	CustomWeapon	18597	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
悲云凝	CustomWeapon	18598	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
漫寒烟	CustomWeapon	18599	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
飞锋鸣	CustomWeapon	18600	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
幽吟	CustomWeapon	18601	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
和璧	CustomWeapon	18602	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
云渊	CustomWeapon	18603	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
焕悠	CustomWeapon	18604	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
藏剑武器·玄飞游云	Other	30249	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
微微雨	CustomWeapon	21298	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
万骨枯	CustomWeapon	21299	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
灵华魂灯	CustomWeapon	26328	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
安苒卷	CustomWeapon	30186	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
泰逢卷	CustomWeapon	30187	0	-1	-1	0	7400000			1						5	30197	1									1					近程武器	0.4				
摩诃萨	CustomWeapon	8983	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
菩提心	CustomWeapon	8984	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
独南行	CustomWeapon	8987	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
昊天重戟	CustomWeapon	8988	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
得一	CustomWeapon	8989	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
玄德	CustomWeapon	8990	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
对影孤鸣	CustomWeapon	8997	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
淑人君子	CustomWeapon	8991	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
九皋鹤鸣	CustomWeapon	8992	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
洲头雁	CustomWeapon	8985	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
苕之华	CustomWeapon	8986	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
秋江暮色	CustomWeapon	8998	0	-1	-1	0	1500000			1						5	21409	1									1					近程武器	0.4				
飘风自南	CustomWeapon	8993	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
凤皇于飞	CustomWeapon	8994	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
锦兽铜弩	CustomWeapon	8995	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
金丝箭弩	CustomWeapon	8996	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
雉于飞	CustomWeapon	9000	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
明明九野	CustomWeapon	9001	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
一醉万年	CustomWeapon	8999	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
引龙驹	CustomWeapon	9913	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
森罗士	CustomWeapon	9914	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
意澹长风	CustomWeapon	11834	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
烟花迟落	CustomWeapon	11835	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
亡永刀	CustomWeapon	14492	0	-1	-1	0	2900000			1						5	21409	1									1					近程武器	0.4				
枕维棍	CustomWeapon	8669	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
澜远棍	CustomWeapon	8670	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
汲荣枪	CustomWeapon	8673	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
冲南枪	CustomWeapon	8674	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
青陌剑	CustomWeapon	8675	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
槐清剑	CustomWeapon	8676	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
贯微轻剑	CustomWeapon	8683	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
疏藤双剑	CustomWeapon	8677	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
叔夜双剑	CustomWeapon	8678	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
空庭笔	CustomWeapon	8671	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
季秋笔	CustomWeapon	8672	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
苇凌重剑	CustomWeapon	8684	0	-1	-1	0	1400000			1						5	20866	1									1					近程武器	0.4				
夏木笛	CustomWeapon	8679	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
丛兰笛	CustomWeapon	8680	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
净牧弩	CustomWeapon	8681	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
魄悬弩	CustomWeapon	8682	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
澄辉双刀	CustomWeapon	8686	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
漫奇双刀	CustomWeapon	8687	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
霁敛棒	CustomWeapon	8685	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
鸟噪空山	CustomWeapon	9887	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
盈祸之倚	CustomWeapon	9888	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
斜晖古琴	CustomWeapon	11807	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
隔雨琴	CustomWeapon	11808	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
天属刀	CustomWeapon	14484	0	-1	-1	0	2800000			1						5	20866	1									1					近程武器	0.4				
严故禅杖	CustomWeapon	19247	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
如幻禅杖	CustomWeapon	19248	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
枫浦笔	CustomWeapon	19249	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
渺然笔	CustomWeapon	19250	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
鹰归枪	CustomWeapon	19251	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
攻虏枪	CustomWeapon	19252	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
无晦剑	CustomWeapon	19253	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
心期剑	CustomWeapon	19254	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
情断双剑	CustomWeapon	19255	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
旧颜双剑	CustomWeapon	19256	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
摇枝笛	CustomWeapon	19257	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
露洲笛	CustomWeapon	19258	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
赤风弩	CustomWeapon	19259	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
酣醉弩	CustomWeapon	19260	0	-1	-1	0	11100000			1						5	31317	1									1					近程武器	0.4				
