SubType	RepresentID	ColorID	ForceID	ID
2	40	3	0	2600
2	40	4	0	2601
2	40	5	0	2602
2	40	6	0	2603
2	42	1	0	2840
2	42	2	0	2841
2	42	3	0	2842
2	42	4	0	2843
2	42	5	0	2844
2	42	6	0	2845
2	43	1	0	1963
2	43	2	0	1968
2	43	3	0	1969
2	43	4	0	1970
2	44	1	0	779
2	44	2	0	784
2	44	3	0	788
2	44	4	0	792
2	44	5	0	796
2	44	6	0	800
2	44	7	0	804
2	44	8	0	808
2	45	1	0	812
2	45	2	0	817
2	45	3	0	821
2	45	4	0	825
2	45	5	0	829
2	45	6	0	833
2	45	7	0	837
2	45	8	0	841
2	46	1	0	845
2	46	2	0	850
2	46	3	0	854
2	46	4	0	858
2	46	5	0	862
2	46	6	0	866
2	46	7	0	870
2	47	1	0	1651
2	47	2	0	1656
2	47	3	0	1661
2	48	1	0	1589
2	48	2	0	1594
2	48	3	0	1598
2	48	4	0	1602
2	48	5	0	1606
2	48	6	0	1610
2	48	7	0	1614
2	48	8	0	1618
2	49	1	0	1622
2	49	2	0	1627
2	49	3	0	1631
2	49	4	0	1635
2	49	5	0	1639
2	49	6	0	1643
2	49	7	0	1647
2	50	1	0	1671
2	50	2	0	1676
2	50	3	0	1677
2	50	4	0	1678
2	50	5	0	1679
2	51	0	4	267
2	51	1	4	272
2	51	2	4	277
2	51	3	4	282
2	51	4	4	287
2	52	1	4	292
2	52	2	4	297
2	52	4	4	302
2	53	1	4	307
2	53	2	4	312
2	53	3	4	317
2	53	4	4	322
2	54	1	4	327
2	54	3	4	332
2	54	4	4	337
2	55	1	4	342
2	55	2	4	347
2	55	3	4	352
2	55	4	4	357
2	56	1	0	662
2	56	2	0	667
2	56	3	0	672
2	56	4	0	677
2	57	1	0	2267
2	57	2	0	2272
2	57	3	0	2277
2	57	4	0	2282
2	58	0	8	577
2	58	1	8	581
2	58	2	8	586
2	58	3	8	590
2	58	4	8	594
2	59	1	8	598
2	59	2	8	603
2	60	1	8	607
2	60	2	8	612
2	60	3	8	616
2	60	4	8	620
2	61	0	1	1
2	61	0	5	367
2	61	1	1	5
2	61	1	5	372
2	61	2	1	9
2	61	2	5	377
2	61	3	1	13
2	61	3	5	382
2	61	4	1	17
2	61	4	5	387
2	62	1	1	21
2	62	1	5	392
2	62	2	1	25
2	62	2	5	397
2	63	1	1	29
2	63	1	5	402
2	63	2	1	33
2	63	2	5	407
2	63	3	1	37
2	63	3	5	412
2	63	4	1	41
2	63	4	5	417
2	64	1	1	45
2	64	1	5	422
2	64	3	1	49
2	64	3	5	427
2	64	4	1	53
2	64	4	5	432
2	65	1	1	57
2	65	1	5	437
2	65	2	1	61
2	65	2	5	442
2	65	3	1	65
2	65	3	5	447
2	65	4	1	69
2	65	4	5	452
2	66	1	8	624
2	66	3	8	629
2	66	4	8	633
2	67	1	8	637
2	67	2	8	642
2	67	3	8	647
2	67	4	8	652
2	68	0	6	462
2	68	1	6	467
2	68	2	6	472
2	68	3	6	477
2	68	4	6	482
2	69	1	6	487
2	69	3	6	492
2	69	4	6	497
2	70	1	6	502
2	70	2	6	507
2	70	3	6	512
2	70	4	6	517
2	71	1	0	682
2	71	2	0	687
2	71	3	0	691
2	71	4	0	695
2	71	5	0	699
2	72	4	0	703
2	72	5	0	707
2	72	6	0	2513
2	74	1	0	711
2	74	2	0	715
2	74	3	0	719
2	75	1	0	3651
2	75	2	0	3656
2	75	3	0	3661
2	75	4	0	3666
2	76	1	0	3671
2	76	2	0	3676
2	76	3	0	3681
2	76	4	0	3686
2	77	1	0	723
2	77	2	0	728
2	77	3	0	732
2	78	1	0	736
2	78	2	0	741
2	78	3	0	745
2	79	1	0	749
2	79	2	0	754
2	79	3	0	759
2	80	1	0	764
2	80	2	0	769
2	80	3	0	774
2	81	0	3	172
2	81	1	3	177
2	81	2	3	182
2	81	3	3	187
2	81	4	3	192
2	82	1	3	197
2	82	2	3	202
2	83	1	3	207
2	83	2	3	212
2	83	3	3	217
2	83	4	3	222
2	84	1	3	227
2	84	3	3	232
2	84	4	3	237
2	85	1	3	242
2	85	2	3	247
2	85	3	3	252
2	85	4	3	257
2	86	1	6	522
2	87	1	0	3217
2	87	2	0	3218
2	87	3	0	3219
2	87	4	0	3220
2	87	5	0	3221
2	87	6	0	3222
2	88	0	7	527
2	88	1	7	532
2	88	2	7	537
2	88	3	7	542
2	88	4	7	547
2	89	1	7	552
2	89	2	7	557
2	89	3	7	562
2	89	4	7	567
2	90	1	7	572
2	91	0	2	77
2	91	1	2	82
2	91	2	2	87
2	91	3	2	92
2	91	4	2	97
2	92	1	2	102
2	92	2	2	107
2	93	1	2	112
2	93	2	2	117
2	93	3	2	122
2	93	4	2	127
2	94	1	2	132
2	94	3	2	137
2	94	4	2	142
2	95	1	2	147
2	95	2	2	152
2	95	3	2	157
2	95	4	2	162
2	96	1	0	3211
2	96	2	0	3212
2	96	3	0	3213
2	96	4	0	3214
2	96	5	0	3215
2	96	6	0	3216
2	98	1	2	167
2	99	1	2	2177
2	99	2	2	2182
2	99	3	2	2187
2	99	4	2	2192
2	100	1	0	3570
2	100	2	0	3571
2	100	3	0	3572
2	100	4	0	3573
2	100	5	0	3574
2	100	6	0	3575
2	101	1	4	362
2	102	1	10	1701
2	102	2	10	1705
2	102	3	10	1711
2	102	4	10	1716
2	102	5	10	1721
2	104	1	10	1726
2	104	2	10	1731
2	104	3	10	1736
2	104	4	10	1741
2	106	1	8	1751
2	106	2	8	1756
2	106	3	8	1761
2	106	4	8	1766
2	107	0	5	1791
2	107	1	1	1811
2	107	2	1	1816
2	107	2	5	1796
2	107	3	1	1821
2	107	3	5	1801
2	107	4	1	1826
2	107	4	5	1806
2	108	1	2	1871
2	108	2	2	1876
2	108	3	2	1881
2	108	4	2	1886
2	109	1	6	1891
2	109	2	6	1896
2	109	3	6	1901
2	109	4	6	1906
2	110	1	7	1831
2	110	2	7	1836
2	110	3	7	1841
2	110	4	7	1846
2	111	1	4	1771
2	111	2	4	1776
2	111	3	4	1781
2	111	4	4	1786
2	112	1	3	1851
2	112	2	3	1856
2	112	3	3	1861
2	112	4	3	1866
2	113	1	0	1911
2	113	2	0	1916
2	113	3	0	1921
2	113	4	0	1926
2	114	1	0	1931
2	114	2	0	1934
2	114	3	0	1937
2	114	4	0	1940
2	114	5	0	2469
2	114	6	0	2473
2	114	7	0	2469
2	115	1	0	1943
2	115	2	0	1948
2	115	3	0	1953
2	115	4	0	1958
2	116	0	10	1746
2	117	1	0	2846
2	117	2	0	2847
2	117	3	0	2848
2	117	4	0	2849
2	117	5	0	2850
2	117	6	0	2851
2	117	7	0	4130
2	118	1	0	2852
2	118	2	0	2853
2	118	3	0	2854
2	118	4	0	2855
2	118	5	0	2856
2	118	6	0	2857
2	120	1	0	3184
2	120	2	0	3185
2	120	3	0	3186
2	120	4	0	3187
2	120	5	0	3188
2	120	6	0	3189
2	121	1	0	3190
2	121	2	0	3191
2	121	3	0	3192
2	121	4	0	3193
2	121	5	0	3194
2	121	6	0	3195
2	122	1	0	3196
2	122	2	0	3197
2	122	3	0	3198
2	122	4	0	3199
2	122	5	0	3200
2	122	6	0	3201
2	123	1	0	3202
2	123	2	0	3203
2	123	3	0	3204
2	123	4	0	3205
2	123	5	0	3206
2	123	6	0	3207
2	124	1	8	657
2	125	1	1	73
2	125	1	5	457
2	126	1	3	262
2	127	1	0	894
2	127	2	0	899
2	127	3	0	904
2	127	4	0	909
2	127	5	0	914
2	128	0	0	1700
2	129	1	0	3619
2	129	2	0	3620
2	129	3	0	3621
2	129	4	0	3622
2	129	5	0	3623
2	129	6	0	3624
2	130	1	0	3606
2	130	2	0	3607
2	130	3	0	3608
2	130	4	0	3609
2	130	5	0	3610
2	130	6	0	3611
2	131	1	0	3612
2	131	2	0	3613
2	131	3	0	3614
2	131	4	0	3615
2	131	5	0	3616
2	131	6	0	3617
2	132	1	0	3625
2	132	2	0	3626
2	132	3	0	3627
2	132	4	0	3628
2	132	5	0	3629
2	132	6	0	3630
2	133	1	0	3711
2	133	2	0	3712
2	133	3	0	3713
2	133	4	0	3714
2	133	5	0	3715
2	133	6	0	3716
2	134	1	0	3717
2	134	2	0	3718
2	134	3	0	3719
2	134	4	0	3720
2	134	5	0	3721
2	134	6	0	3722
2	135	1	0	3724
2	135	2	0	3725
2	135	3	0	3726
2	135	4	0	3727
2	135	5	0	3728
2	135	6	0	3729
2	136	1	0	3730
2	136	2	0	3731
2	136	3	0	3732
2	136	4	0	3733
2	136	5	0	3734
2	136	6	0	3735
2	138	1	0	2604
2	138	2	0	2608
2	138	3	0	2612
2	138	4	0	2616
2	138	5	0	2620
2	138	6	0	2624
2	138	7	0	2628
2	140	1	9	2137
2	140	2	9	2142
2	140	3	9	2147
2	140	4	9	2152
2	141	1	9	2287
2	141	2	9	2292
2	141	3	9	2297
2	141	4	9	2302
2	142	1	3	2157
2	142	2	3	2162
2	142	3	3	2167
2	142	4	3	2172
2	143	1	7	2052
2	143	2	7	2057
2	143	3	7	2062
2	143	4	7	2067
2	144	1	1	2032
2	144	1	5	2012
2	144	2	1	2037
2	144	2	5	2017
2	144	3	1	2042
2	144	3	5	2022
2	144	4	1	2047
2	144	4	5	2027
2	145	1	6	2197
2	145	2	6	2202
2	145	3	6	2207
2	145	4	6	2212
2	146	1	10	2217
2	146	2	10	2222
2	146	3	10	2227
2	146	4	10	2232
2	147	1	4	1992
2	147	2	4	1997
2	147	3	4	2002
2	147	4	4	2007
2	148	1	8	1972
2	148	2	8	1977
2	148	3	8	1982
2	148	4	8	1987
2	149	1	0	2072
2	149	2	0	2077
2	149	3	0	2082
2	149	4	0	2087
2	149	5	0	4171
2	150	1	0	2445
2	150	2	0	2450
2	150	3	0	2455
2	151	1	0	2092
2	151	2	0	2097
2	151	3	0	2102
2	152	1	0	2310
2	152	2	0	2315
2	152	3	0	2320
2	152	4	0	2325
2	152	5	0	2330
2	152	6	0	2335
2	152	7	0	2340
2	152	8	0	2345
2	152	9	0	2350
2	152	10	0	2355
2	153	1	0	2390
2	153	2	0	2395
2	153	3	0	2400
2	153	4	0	2405
2	153	5	0	2410
2	154	1	0	2107
2	154	2	0	2112
2	154	3	0	2117
2	154	4	0	2122
2	154	5	0	2127
2	154	6	0	2132
2	155	1	0	2237
2	155	2	0	2242
2	155	3	0	2247
2	155	4	0	2252
2	155	5	0	2257
2	155	6	0	2262
2	156	1	0	2360
2	156	2	0	2365
2	156	3	0	2370
2	156	4	0	2375
2	156	5	0	2380
2	156	6	0	2385
2	156	7	0	2464
2	157	1	0	2415
2	157	2	0	2420
2	157	3	0	2425
2	157	4	0	2430
2	157	5	0	2435
2	157	6	0	2440
2	158	1	0	2518
2	158	2	0	2523
2	158	3	0	2528
2	158	4	0	2533
2	158	5	0	2538
2	158	6	0	2543
2	159	1	0	2568
2	159	2	0	2573
2	159	3	0	2578
2	159	4	0	2583
2	159	5	0	2588
2	159	6	0	2593
2	159	7	0	4244
2	160	1	0	2548
2	160	2	0	2553
2	160	3	0	2558
2	160	4	0	2563
2	161	1	8	2632
2	161	2	8	2637
2	161	3	8	2642
2	161	4	8	2647
2	162	1	1	2752
2	162	1	5	2772
2	162	2	1	2757
2	162	2	5	2777
2	162	3	1	2762
2	162	3	5	2782
2	162	4	1	2767
2	162	4	5	2787
2	163	1	2	2732
2	163	2	2	2737
2	163	3	2	2742
2	163	4	2	2747
2	164	1	6	2677
2	164	2	6	2672
2	164	3	6	2682
2	164	4	6	2687
2	165	1	7	2712
2	165	2	7	2717
2	165	3	7	2722
2	165	4	7	2727
2	166	1	4	2652
2	166	2	4	2657
2	166	3	4	2662
2	166	4	4	2667
2	167	1	3	2692
2	167	2	3	2697
2	167	3	3	2702
2	167	4	3	2707
2	168	1	9	2792
2	168	2	9	2797
2	168	3	9	2802
2	168	4	9	2807
2	169	1	10	2812
2	169	2	10	2817
2	169	3	9	2802
2	169	3	10	2822
2	169	4	10	2827
2	170	0	1	1
2	170	1	1	5
2	170	2	1	9
2	170	3	1	13
2	170	4	1	17
2	171	1	1	21
2	171	2	1	25
2	172	1	1	29
2	172	2	1	33
2	172	3	1	37
2	172	4	1	41
2	173	1	1	45
2	173	3	1	49
2	173	4	1	53
2	174	1	1	57
2	174	2	1	61
2	174	3	1	65
2	174	4	1	69
2	175	1	1	1811
2	175	2	1	1816
2	175	3	1	1821
2	175	4	1	1826
2	176	1	1	73
2	177	1	1	2032
2	177	2	1	2037
2	177	3	1	2042
2	177	4	1	2047
2	178	1	1	2752
2	178	2	1	2757
2	178	3	1	2762
2	178	4	1	2767
2	179	1	0	3231
2	179	2	0	3232
2	179	3	0	3233
2	179	4	0	3234
2	179	5	0	3235
2	179	6	0	3236
2	180	1	0	2864
2	180	2	0	2869
2	180	3	0	2874
2	180	4	0	2879
2	180	5	0	2884
2	180	6	0	2889
2	181	1	0	2894
2	181	2	0	2899
2	181	3	0	2904
2	181	4	0	2909
2	181	5	0	2914
2	181	6	0	2919
2	182	1	0	2924
2	182	2	0	2929
2	182	3	0	2934
2	182	4	0	2939
2	182	5	0	2944
2	182	6	0	2949
2	182	7	0	3631
2	182	8	0	3636
2	183	1	0	2954
2	183	2	0	2959
2	183	3	0	2964
2	183	4	0	2969
2	183	5	0	2974
2	183	6	0	2979
2	184	1	8	2984
2	184	2	8	2989
2	184	3	8	2994
2	184	4	8	2999
2	185	1	1	3084
2	185	2	1	3089
2	185	3	1	3094
2	185	4	1	3099
2	186	1	2	3144
2	186	2	2	3149
2	186	3	2	3154
2	186	4	2	3159
2	187	1	6	3164
2	187	2	6	3169
2	187	3	6	3174
2	187	4	6	3179
2	188	1	7	3104
2	188	2	7	3109
2	188	3	7	3114
2	188	4	7	3119
2	189	1	5	3064
2	189	2	5	3069
2	189	3	5	3074
2	189	4	5	3079
2	190	1	4	3004
2	190	2	4	3009
2	190	3	4	3014
2	190	4	4	3019
2	191	1	3	3124
2	191	2	3	3129
2	191	3	3	3134
2	191	4	3	3139
2	192	1	9	3024
2	192	2	9	3029
2	192	3	9	3034
2	192	4	9	3039
2	193	1	10	3044
2	193	2	10	3049
2	193	3	10	3054
2	193	4	10	3059
2	194	1	0	3237
2	194	2	0	3238
2	194	3	0	3239
2	194	4	0	3240
2	194	5	0	3241
2	194	6	0	3242
2	195	1	0	3243
2	195	2	0	3244
2	196	1	0	3245
2	196	2	0	3246
2	197	1	0	3247
2	197	2	0	3248
2	198	1	0	3249
2	198	2	0	3250
2	199	1	0	3251
2	199	2	0	3252
2	200	1	0	3253
2	200	2	0	3254
2	201	1	0	3255
2	201	2	0	3256
2	202	1	0	3257
2	202	2	0	3258
2	202	3	0	3723
2	203	1	0	3259
2	203	2	0	3260
2	204	1	0	3261
2	204	2	0	3262
2	205	1	0	3263
2	205	2	0	3264
2	206	1	0	3265
2	206	2	0	3266
2	207	1	0	3267
2	207	2	0	3268
2	208	1	0	3269
2	208	2	0	3270
2	209	1	0	3271
2	209	2	0	3272
2	210	1	0	3273
2	210	2	0	3274
2	211	1	0	3275
2	211	2	0	3276
2	211	3	0	3277
2	211	4	0	3278
2	211	5	0	3279
2	211	6	0	3280
2	212	1	0	3281
2	213	1	0	3282
2	213	2	0	3283
2	213	3	0	3284
2	213	4	0	3285
2	213	5	0	3286
2	213	6	0	3287
2	214	1	0	3288
2	214	2	0	3289
2	214	3	0	3290
2	214	4	0	3291
2	214	5	0	3292
2	214	6	0	3293
2	215	1	2	3455
2	215	2	2	3460
2	215	3	2	3465
2	215	4	2	3470
2	216	1	4	3315
2	216	2	4	3320
2	216	3	4	3325
2	216	4	4	3330
2	217	1	9	3335
2	217	2	9	3340
2	217	3	9	3345
2	217	4	9	3350
2	218	1	5	3375
2	218	2	5	3380
2	218	3	5	3385
2	218	4	5	3390
2	219	1	8	3295
2	219	2	8	3300
2	219	3	8	3305
2	219	4	8	3310
2	220	1	3	3435
2	220	2	3	3440
2	220	3	3	3445
2	220	4	3	3450
2	221	1	1	3395
2	221	2	1	3400
2	221	3	1	3405
2	221	4	1	3410
2	222	1	6	3475
2	222	2	6	3480
2	222	3	6	3485
2	222	4	6	3490
2	223	1	7	3415
2	223	2	7	3420
2	223	3	7	3425
2	223	4	7	3430
2	224	1	10	3355
2	224	2	10	3360
2	224	3	10	3365
2	224	4	10	3370
2	225	1	21	3495
2	225	2	21	3500
2	225	3	21	3505
2	225	4	21	3510
2	225	5	21	3515
2	226	1	21	3520
2	226	2	21	3525
2	226	3	21	3530
2	226	4	21	3535
2	227	1	0	3540
2	227	2	0	3545
2	227	3	0	3550
2	227	4	0	3555
2	227	5	0	3560
2	227	6	0	3565
2	227	7	0	3641
2	227	8	0	3646
2	228	1	0	3576
2	228	2	0	3577
2	228	3	0	3578
2	228	4	0	3579
2	228	5	0	3580
2	228	6	0	3581
2	229	1	0	3588
2	229	2	0	3589
2	229	3	0	3590
2	229	4	0	3591
2	229	5	0	3592
2	229	6	0	3593
2	230	1	0	3582
2	230	2	0	3583
2	230	3	0	3584
2	230	4	0	3585
2	230	5	0	3586
2	230	6	0	3587
2	231	1	0	3594
2	231	2	0	3595
2	231	3	0	3596
2	231	4	0	3597
2	231	5	0	3598
2	231	6	0	3599
2	232	1	0	3600
2	232	2	0	3601
2	232	3	0	3602
2	232	4	0	3603
2	232	5	0	3604
2	232	6	0	3605
2	233	1	0	3691
2	233	2	0	3696
2	233	3	0	3701
2	233	4	0	3706
2	234	1	22	3775
2	234	2	22	3780
2	234	3	22	3785
2	234	4	22	3790
2	234	5	22	3795
2	235	1	8	3820
2	235	2	8	3825
2	235	3	8	3830
2	235	4	8	3835
2	236	1	1	3940
2	236	2	1	3945
2	236	3	1	3950
2	236	4	1	3955
2	237	1	2	4020
2	237	2	2	4025
2	237	3	2	4030
2	237	4	2	4035
2	238	1	6	4000
2	238	2	6	4005
2	238	3	6	4010
2	238	4	6	4015
2	239	1	5	3920
2	239	2	5	3925
2	239	3	5	3930
2	239	4	5	3935
2	240	1	7	3980
2	240	2	7	3985
2	240	3	7	3990
2	240	4	7	3995
2	241	1	4	3840
2	241	2	4	3845
2	241	3	4	3850
2	241	4	4	3855
2	242	1	3	3960
2	242	2	3	3965
2	242	3	3	3970
2	242	4	3	3975
2	243	1	9	3880
2	243	2	9	3885
2	243	3	9	3890
2	243	4	9	3895
2	244	1	10	3900
2	244	2	10	3905
2	244	3	10	3910
2	244	4	10	3915
2	245	1	21	3860
2	245	2	21	3865
2	245	3	21	3870
2	245	4	21	3875
2	246	1	22	3800
2	246	2	22	3805
2	246	3	22	3810
2	246	4	22	3815
2	247	1	0	4070
2	247	2	0	4075
2	247	3	0	4080
2	247	4	0	4085
2	247	5	0	4090
2	247	6	0	4095
2	248	1	0	4100
2	248	2	0	4105
2	248	3	0	4110
2	248	4	0	4115
2	248	5	0	4120
2	248	6	0	4125
2	249	1	0	4040
2	249	2	0	4045
2	249	3	0	4050
2	249	4	0	4055
2	249	5	0	4060
2	249	6	0	4065
2	262	1	8	4303
2	262	2	8	4308
2	262	3	8	4313
2	262	4	8	4318
2	263	1	1	4323
2	263	2	1	4328
2	263	3	1	4333
2	263	4	1	4338
2	264	1	2	4343
2	264	2	2	4348
2	264	3	2	4353
2	264	4	2	4358
2	265	1	6	4363
2	265	2	6	4368
2	265	3	6	4373
2	265	4	6	4378
2	266	1	7	4383
2	266	2	7	4388
2	266	3	7	4393
2	266	4	7	4398
2	267	1	5	4403
2	267	2	5	4408
2	267	3	5	4413
2	267	4	5	4418
2	268	1	4	4423
2	268	2	4	4428
2	268	3	4	4433
2	268	4	4	4438
2	269	1	3	4443
2	269	2	3	4448
2	269	3	3	4453
2	269	4	3	4458
2	270	1	9	4463
2	270	2	9	4468
2	270	3	9	4473
2	270	4	9	4478
2	271	1	10	4483
2	271	2	10	4488
2	271	3	10	4493
2	271	4	10	4498
2	272	1	21	4503
2	272	2	21	4508
2	272	3	21	4513
2	272	4	21	4518
2	273	1	22	4523
2	273	2	22	4528
2	273	3	22	4533
2	273	4	22	4538
2	274	1	23	4543
2	274	2	23	4548
2	274	3	23	4553
2	274	4	23	4558
2	275	1	23	4563
2	275	2	23	4568
2	275	3	23	4573
2	275	4	23	4578
2	276	1	23	4583
2	276	2	23	4588
2	276	3	23	4593
2	276	4	23	4598
2	277	1	0	4603
2	277	2	0	4608
2	277	3	0	4613
2	277	4	0	4618
2	277	5	0	4623
2	277	6	0	4628
2	278	1	0	4633
2	278	2	0	4638
2	278	3	0	4643
2	278	4	0	4648
2	513	1	0	3736
2	513	2	0	3737
2	513	3	0	3738
2	513	4	0	3739
2	513	5	0	3740
2	513	6	0	3741
2	514	1	0	3742
2	515	1	0	3743
2	515	2	0	3744
2	516	1	0	3745
2	516	2	0	3746
2	518	1	0	3747
2	518	2	0	3748
2	519	1	0	3749
2	519	2	0	3750
2	520	1	0	3751
2	520	2	0	3752
2	520	3	0	3753
2	520	4	0	3754
2	520	5	0	3755
2	520	6	0	3756
2	521	1	0	3757
2	521	2	0	3758
2	521	3	0	3759
2	521	4	0	3760
2	521	5	0	3761
2	521	6	0	3762
2	523	1	0	3763
2	523	2	0	3764
2	523	3	0	3765
2	523	4	0	3766
2	523	5	0	3767
2	523	6	0	3768
2	524	1	0	3769
2	524	2	0	3770
2	524	3	0	3771
2	524	4	0	3772
2	524	5	0	3773
2	524	6	0	3774
2	526	1	0	4131
2	526	2	0	4132
2	526	3	0	4133
2	526	4	0	4134
2	526	5	0	4135
2	526	6	0	4136
2	527	1	0	4137
2	527	2	0	4138
2	527	3	0	4139
2	527	4	0	4140
2	527	5	0	4141
2	527	6	0	4142
2	528	1	0	4143
2	528	2	0	4144
2	528	3	0	4145
2	528	4	0	4146
2	529	1	0	4147
2	529	2	0	4148
2	529	3	0	4149
2	529	4	0	4150
2	530	1	0	4151
2	530	2	0	4152
2	530	3	0	4153
2	530	4	0	4154
2	531	1	0	4155
2	531	2	0	4156
2	531	3	0	4157
2	531	4	0	4158
2	532	1	0	4159
2	532	2	0	4160
2	532	3	0	4161
2	532	4	0	4162
2	532	5	0	4163
2	532	6	0	4164
2	533	1	0	4165
2	533	2	0	4166
2	533	3	0	4167
2	533	4	0	4168
2	533	5	0	4169
2	533	6	0	4170
2	534	1	0	4176
2	534	2	0	4177
2	534	3	0	4178
2	534	4	0	4179
2	534	5	0	4180
2	534	6	0	4181
2	535	1	0	4182
2	535	2	0	4183
2	535	3	0	4184
2	535	4	0	4185
2	535	5	0	4186
2	535	6	0	4187
2	536	1	0	4188
2	536	2	0	4189
2	536	3	0	4190
2	536	4	0	4191
2	536	5	0	4192
2	536	6	0	4193
2	537	1	0	4194
2	537	2	0	4195
2	537	3	0	4196
2	537	4	0	4197
2	537	5	0	4198
2	537	6	0	4199
2	538	1	0	4200
2	538	2	0	4201
2	538	3	0	4202
2	538	4	0	4203
2	538	5	0	4204
2	538	6	0	4205
2	539	1	0	4206
2	539	2	0	4207
2	539	3	0	4208
2	539	4	0	4209
2	539	5	0	4210
2	539	6	0	4211
2	540	1	0	4212
2	540	2	0	4213
2	540	3	0	4214
2	540	4	0	4215
2	541	1	0	4216
2	541	2	0	4217
2	541	3	0	4218
2	541	4	0	4219
2	542	1	0	4220
2	542	2	0	4221
2	542	3	0	4222
2	542	4	0	4223
2	542	5	0	4224
2	542	6	0	4225
2	543	1	0	4226
2	543	2	0	4227
2	543	3	0	4228
2	543	4	0	4229
2	543	5	0	4230
2	543	6	0	4231
2	544	1	0	4232
2	544	2	0	4233
2	544	3	0	4234
2	544	4	0	4235
2	544	5	0	4236
2	544	6	0	4237
2	545	1	0	4238
2	545	2	0	4239
2	545	3	0	4240
2	545	4	0	4241
2	545	5	0	4242
2	545	6	0	4243
2	546	1	0	4249
2	546	2	0	4250
2	546	3	0	4251
