TrackID	X	Y	Z
9	71359	46348	1049838
9	71385	46065	1049872
9	71406	45828	1049932
9	71413	45674	1050018
9	71412	45545	1050082
9	71403	45418	1050146
9	71385	45292	1050231
9	71357	45167	1050307
9	71318	45046	1050395
9	71183	44653	1050736
9	71074	44266	1051182
9	70993	43888	1051734
9	70935	43505	1052297
9	70898	43119	1052812
9	70880	42740	1053196
9	70876	42506	1053367
9	70877	42378	1053426
9	70884	42251	1053497
9	70896	42123	1053540
9	70914	41996	1053558
9	70939	41871	1053558
9	70972	41747	1053589
9	71014	41626	1053601
9	71066	41510	1053557
9	71134	41386	1053442
9	71274	41165	1053246
9	71540	40782	1052875
9	71938	40244	1052459
9	72148	39966	1052225
9	72277	39800	1052070
9	72369	39688	1051987
9	72481	39555	1051895
9	72561	39457	1051816
9	72638	39356	1051764
9	72729	39231	1051688
9	72880	39011	1051582
9	73049	38764	1051388
9	73198	38554	1051337
9	73328	38384	1051323
9	73448	38237	1051315
9	73563	38108	1051349
9	73678	37991	1051373
9	73885	37799	1051496
9	74379	37374	1051617
9	74724	37075	1051561
9	74887	36922	1051527
9	74985	36820	1051512
9	75083	36705	1051537
9	75294	36490	1051606
9	75569	36258	1051631
9	75941	35995	1051506
9	76663	35553	1051559
9	77200	35221	1051585
9	77422	35065	1051669
9	77606	34926	1051709
9	77825	34753	1051771
9	78025	34586	1051868
9	78178	34449	1051977
9	78287	34346	1052067
9	78401	34226	1052138
9	78594	34014	1052255
9	78749	33831	1052338
9	78880	33666	1052386
9	78994	33510	1052419
9	79093	33362	1052500
9	79180	33218	1052535
9	79257	33074	1052622
9	79331	32914	1052715
9	79406	32728	1052809
9	79485	32498	1052788
9	79587	32168	1052560
9	79681	31858	1052725
9	79755	31637	1052912
9	79838	31415	1053147
9	79961	31109	1053546
9	80105	30745	1054004
9	80191	30502	1054277
9	80252	30302	1054429
9	80295	30123	1054545
9	80325	29964	1054635
9	80346	29811	1054709
9	80362	29650	1054751
9	80372	29479	1054810
9	80375	29299	1054860
9	80372	29111	1054906
9	80361	28920	1054956
9	80343	28730	1054958
9	80311	28492	1054970
9	80256	28210	1055010
9	80173	27879	1055120
9	80024	27374	1055190
9	79834	26744	1055366
9	79546	25759	1055691
9	79173	24507	1056043
9	78986	23782	1056044
9	78803	22968	1055960
9	78640	22135	1056077
9	78518	21393	1056058
9	78462	20980	1056017
9	78410	20498	1056041
9	78356	19873	1056152
9	78279	18827	1055883
9	78243	18111	1055663
9	78233	17538	1055741
9	78240	17093	1055908
9	78259	16667	1055876
9	78290	16250	1055912
9	78331	15851	1055911
9	78378	15491	1055880
9	78431	15153	1055872
9	78490	14833	1055886
9	78553	14537	1055903
9	78620	14266	1055887
9	78710	13946	1055863
9	78826	13579	1055882
9	78951	13225	1055885
9	79084	12885	1055947
9	79225	12558	1056049
9	79441	12108	1056221
9	79702	11611	1056342
9	79973	11142	1056432
9	80253	10702	1056703
9	80576	10239	1057152
9	81091	9569	1057985
9	81686	8870	1058904
9	82317	8197	1059766
9	82798	7721	1060271
9	83049	7458	1060610
9	83298	7194	1060886
9	83440	7055	1061051
9	83572	6938	1061125
9	83711	6829	1061154
9	83871	6718	1061164
9	84035	6620	1061134
9	84150	6565	1061078
9	84269	6522	1061018
9	84393	6494	1060933
9	84518	6480	1060830
9	84644	6478	1060739
9	84817	6478	1060601
9	84943	6472	1060460
9	85069	6457	1060324
9	85195	6432	1060223
9	85335	6392	1060045
9	85455	6345	1059886
9	85566	6282	1059705
9	85668	6206	1059534
9	85763	6120	1059375
9	85861	6019	1059200
9	85998	5861	1058943
9	86141	5693	1058740
9	86231	5602	1058644
9	86332	5525	1058568
10	64008	62519	1050013
10	63900	62515	1050018
10	63777	62512	1050000
10	63462	62501	1049949
10	63103	62488	1049926
10	62664	62470	1049959
10	62001	62450	1049950
10	61289	62448	1050177
10	60840	62464	1050312
10	60410	62481	1050590
10	60133	62498	1050792
10	59928	62517	1050888
10	59755	62543	1050950
10	59601	62573	1050996
10	59462	62610	1051021
10	59250	62682	1051028
10	58816	62851	1051028
10	58463	63012	1051028
10	58167	63172	1051028
10	57916	63333	1051028
10	57702	63498	1051028
10	57519	63666	1051028
10	57363	63840	1051028
10	57222	64037	1051028
10	57060	64339	1051028
10	56862	64833	1050919
10	56480	66076	1050943
10	56210	66896	1051069
10	56018	67335	1051150
10	55558	68109	1051293
10	54437	69737	1051269
10	53770	70779	1051275
10	53306	71683	1051363
10	53080	72282	1051474
10	52902	72980	1051770
10	52765	73846	1052204
10	52645	74967	1053091
10	52585	75392	1053238
10	52532	75635	1053307
10	52478	75844	1053297
10	52418	76044	1053151
10	52342	76268	1053451
10	52211	76619	1053929
10	52022	77102	1054351
10	51768	77756	1054175
10	51580	78241	1053687
10	51438	78634	1053320
10	51359	78888	1053436
10	51314	79062	1053553
10	51285	79205	1053692
10	51264	79338	1053839
10	51243	79556	1054061
10	51239	80095	1054649
10	51310	80893	1055614
10	51573	82589	1057346
10	51691	83511	1058239
10	51725	83900	1058702
10	51784	84233	1059142
10	51878	84581	1059571
10	52006	84936	1060006
10	52162	85285	1060443
10	52335	85609	1060854
10	52508	85887	1061168
11	79388	57768	1048847
11	80949	57805	1048576
11	81922	57861	1048576
11	83006	57476	1048598
11	83777	56419	1048576
11	84653	55313	1048576
11	86420	52785	1048576
11	87854	50778	1048576
11	88762	49476	1048576
12	42189	85577	1076302
12	42444	85801	1076646
12	42735	86087	1077231
12	42955	86361	1077808
12	43286	86654	1078622
12	43558	86905	1079301
13	41577	85761	1076119
13	41477	86206	1076773
13	41479	86549	1077277
13	41414	86941	1077867
13	41302	87331	1078481
14	64876	46062	1052405
14	64932	46117	1052293
14	65044	46228	1052091
14	65100	46283	1051963
14	65156	46338	1051939
14	65212	46393	1051889
14	65267	46448	1051825
14	65325	46504	1051855
14	65383	46560	1051849
14	65444	46665	1051846
14	65500	46770	1051823
14	65503	46888	1051713
14	65415	46976	1051681
14	65328	47065	1051603
14	65193	47119	1051491
14	65059	47173	1051425
14	64801	47296	1051267
14	64499	47407	1051058
14	64134	47565	1050985
14	63731	47785	1050900
14	63349	48017	1050785
14	62969	48248	1050650
14	62635	48413	1050509
14	62222	48594	1050321
14	61876	48800	1050133
14	61460	49000	1049914
14	61015	49234	1049699
14	60612	49447	1049509
14	60217	49638	1049443
14	59805	49826	1049377
14	59498	49964	1049377
14	59116	50111	1049377
14	58706	50219	1049377
14	58437	50291	1049438
14	58145	50338	1049536
14	57768	50402	1049922
14	57307	50477	1049607
14	56956	50538	1049699
14	56644	50598	1049720
14	56265	50647	1049761
14	55981	50670	1049827
14	55622	50717	1049919
14	55240	50751	1049955
14	54908	50769	1050034
14	54289	50746	1050083
14	53990	50743	1050083
14	53697	50711	1050083
14	53327	50680	1050091
14	52552	50537	1049858
14	52158	50488	1049633
14	51758	50413	1049633
14	51284	50355	1049633
14	50741	50305	1049635
14	50214	50145	1049571
14	49661	49946	1049571
14	49045	49808	1049443
14	48476	49639	1049315
14	48007	49463	1049249
14	47715	49307	1049187
14	47261	49090	1049187
14	46855	48925	1049187
14	46416	48735	1049249
14	45936	48596	1049245
14	45446	48482	1049216
14	44782	48469	1049229
14	44213	48438	1049249
14	43628	48421	1049377
14	43059	48422	1049352
14	42527	48441	1049512
14	41973	48565	1049260
14	41737	48692	1049249
14	41361	48852	1049249
14	41025	49044	1049249
14	40853	49153	1049249
14	40524	49401	1049199
14	40014	49708	1049121
14	39471	49998	1049056
14	39059	50242	1048993
14	38392	50704	1048931
14	37940	51000	1048865
14	37261	51464	1048737
14	36827	51743	1048675
14	36259	52117	1048675
14	35875	52418	1048739
14	35386	52743	1049065
14	34871	53039	1049249
14	33775	53596	1049104
14	33020	53964	1048997
14	32429	54404	1049250
14	32016	54527	1049428
14	31609	54770	1049579
14	31106	55039	1049700
14	30583	55333	1049700
14	29949	55626	1049634
14	29371	55913	1049506
14	28757	56098	1049272
14	28171	56235	1049071
14	27633	56259	1049060
14	27044	56356	1049122
14	26344	56403	1049339
14	25778	56472	1049444
14	25179	56447	1049506
14	24656	56434	1049444
14	24272	56354	1049332
14	23743	56286	1049250
14	22619	56120	1049188
14	21709	55977	1049188
14	21320	55933	1049188
14	20789	55883	1049122
14	20214	55789	1049060
14	19358	55651	1048866
14	18774	55637	1048676
14	18166	55538	1048482
14	17989	55534	1048482
16	31606	34518	1055719
16	32395	34982	1055649
16	42235	39746	1055578
16	43387	40324	1055614
16	55965	46930	1055648
16	59817	47863	1055716
16	60873	47231	1055644
17	28923	65920	1055743
17	29068	63622	1055817
17	29213	61325	1055892
17	29234	59267	1055930
17	28554	53729	1055948
17	27186	48572	1055951
17	25663	46303	1055952
17	21770	45306	1055953
17	21005	44703	1055956
17	20883	44127	1055957
17	21062	43434	1055957
17	21501	42970	1055957
17	22218	42696	1055957
17	23128	42825	1055957
17	26653	43746	1055957
17	28726	44663	1055958
17	34395	48878	1055963
17	36495	51354	1055965
17	37099	53122	1055966
17	36621	54895	1055967
17	29305	66086	1056042
18	59721	8697	1049798
18	59404	8658	1049798
18	59190	8641	1049798
18	58673	8759	1049798
18	58229	9003	1049984
18	58008	9259	1049893
18	57935	9597	1049893
18	57872	10037	1049893
18	57872	10589	1050046
18	57872	11032	1050712
18	57873	11429	1051310
18	57874	11822	1051901
18	57873	12204	1052446
18	57877	12572	1052446
18	57886	12856	1052446
18	57907	13216	1052446
18	57923	13735	1052254
18	57940	14040	1052254
18	57945	14252	1052254
18	57953	14551	1052243
18	57962	14910	1052213
18	57965	15303	1052222
18	57961	15679	1052231
18	57967	16237	1052204
18	57926	16474	1052204
18	57731	16700	1052204
18	57427	16770	1052207
18	57172	16806	1052209
18	56912	16796	1052209
18	56722	16803	1052234
18	56310	16809	1052209
18	55737	16804	1052209
18	55186	16810	1052209
18	54595	16811	1052209
18	53927	16809	1052209
18	52939	16813	1052209
18	51858	16828	1052209
18	50876	16838	1052204
18	50199	16816	1052209
18	49432	16814	1052195
18	48807	16830	1052219
18	47957	16816	1052248
18	47546	16821	1052248
18	47030	16825	1052246
18	46880	16829	1052237
18	46769	16828	1052237
18	45968	16830	1052237
18	45494	16821	1052237
18	45063	16820	1052237
18	44693	16828	1052266
18	43864	16838	1052237
18	43185	16859	1052237
18	42822	16824	1052391
18	41275	16850	1050487
18	39905	16856	1050487
18	39538	16814	1050683
18	38781	16828	1048563
18	38105	17684	1048361
18	37385	18381	1048112
18	36475	18832	1048194
18	35571	19327	1048188
18	35175	19579	1048364
18	34670	19884	1048486
18	34175	20098	1048543
18	33760	20263	1048570
18	33358	20417	1048627
18	32758	20640	1048672
18	31959	20854	1048645
18	31257	21087	1048684
18	30789	21273	1048672
18	30460	21661	1048672
18	30534	22016	1048757
18	30579	22354	1048777
19	31798	34270	1055625
19	42506	36012	1055889
21	10936	85721	1072996
21	11597	85332	1072233
21	12144	84859	1071727
21	12922	84165	1070631
21	14200	83938	1069738
21	15226	83655	1069481
21	16215	83257	1069195
21	16954	82819	1068582
21	17480	82383	1068388
21	18164	81780	1068388
21	19127	81391	1068388
21	20691	80887	1068260
21	21775	80631	1068123
21	22977	80278	1067876
21	24350	79906	1067810
21	25785	79543	1067492
21	26788	79200	1067231
21	28424	79059	1066778
21	29650	78679	1066000
21	30746	78126	1065506
21	32734	77686	1065516
21	33571	77159	1065954
21	34943	76682	1066030
21	36365	76461	1066230
21	37539	76309	1066445
21	39094	75993	1066941
21	40147	75869	1066945
21	40857	75522	1066661
21	41544	74835	1065826
21	42491	73906	1065641
21	43398	72955	1064930
21	44377	72262	1064777
21	45338	71761	1064485
22	46086	71948	1064357
22	46210	72582	1064290
22	46194	73642	1064101
22	46142	74626	1063136
22	45872	75659	1062133
22	45746	76725	1061314
22	45665	77979	1060291
22	45784	78927	1059864
22	45924	79840	1059838
22	46241	80541	1059874
22	46506	81255	1059877
22	46661	81951	1059877
22	46770	82704	1059877
22	46764	83440	1059877
22	46549	84274	1059877
22	46292	85109	1059877
22	46291	85544	1060013
22	46298	86078	1060220
22	46304	86529	1060996
22	46311	86869	1061609
22	46288	87309	1062186
22	46257	87737	1062429
22	46272	88182	1062441
22	46270	88630	1062224
22	46260	89099	1061645
22	46254	89550	1060803
22	46252	89880	1060258
22	46244	90246	1060038
22	46249	90809	1060005
22	46037	91093	1060005
22	45836	91140	1060005
22	45660	91153	1060005
22	45457	91160	1060005
22	45143	91104	1060993
22	44862	90988	1061704
22	44548	90776	1061857
22	44101	90567	1061857
22	43696	90428	1061857
22	43024	90357	1061857
22	42349	90395	1061857
22	42135	90505	1061857
22	41971	90604	1061857
22	41755	90785	1061857
22	41581	90933	1061623
22	41426	91114	1061623
22	41342	91363	1061623
22	41251	91681	1061623
22	41122	92176	1061623
23	46096	70781	1064034
23	46560	69758	1063392
23	46839	68416	1063077
23	46957	67374	1063077
23	47052	66336	1063077
23	47189	65603	1063077
23	47534	64986	1063074
23	48113	64836	1063074
23	48631	64779	1063074
23	49675	64810	1063074
23	50591	64796	1063202
23	51377	64794	1063392
23	52047	64784	1063504
23	52703	64908	1063573
23	53362	65129	1063416
23	53942	65327	1063409
23	54537	65623	1063394
23	55051	65908	1063394
23	55588	66156	1063440
23	56091	66414	1063413
23	56507	66636	1063461
23	57123	66954	1063589
23	57627	67282	1063717
23	58312	67726	1063906
23	58965	68152	1063973
23	59743	68616	1064101
23	60514	69150	1064290
23	61410	69663	1064418
23	62232	70009	1064418
23	63272	70410	1064418
23	64145	70828	1064418
23	65344	71270	1064418
23	66381	71733	1064365
23	67858	72376	1064220
23	68892	73034	1064100
23	70016	73622	1064100
23	71072	73959	1064100
23	72124	74167	1064108
23	73405	74002	1064612
23	74463	73441	1064612
23	75116	72954	1064545
23	75863	72445	1064441
23	76595	71926	1064673
23	77454	71483	1064351
23	78433	71259	1064126
23	79297	71126	1064033
23	81208	70980	1063968
23	82697	70853	1063707
23	83927	70771	1063844
24	47341	81488	1059869
24	47797	82152	1059877
24	48436	83071	1059887
24	49181	83941	1059887
24	49940	84547	1059877
24	50344	84855	1059877
24	50508	85299	1060033
24	50567	85904	1060093
24	50579	86423	1060790
24	50565	87028	1061870
24	50567	87517	1062345
24	50575	88219	1062455
24	50588	88771	1062098
24	50586	89375	1061200
24	50573	89974	1060165
24	50576	90348	1060037
24	50510	90878	1060005
24	50204	91108	1060005
24	49784	91132	1060005
24	47421	91063	1060005
24	46138	91296	1060005
24	45639	91222	1060005
24	45355	91224	1060196
24	45073	91173	1061352
24	44489	90816	1061857
24	44060	90622	1061857
24	43672	90497	1061857
24	42986	90420	1061857
24	42320	90461	1061857
24	41969	90686	1061857
24	41527	91075	1061623
24	41407	91786	1061623
24	41358	92303	1061623
24	41114	92586	1061623
27	32900	68270	1052161
27	29957	67592	1052317
27	25145	66844	1053136
27	24047	66809	1053099
27	22920	66983	1052752
27	21130	67539	1051876
27	19906	67897	1051345
27	19160	67994	1051208
27	18474	67953	1051097
27	17717	67783	1050891
27	16914	67472	1050788
27	16055	66997	1050642
27	15145	66339	1050308
27	14216	65502	1049816
27	13431	64637	1049545
27	12756	63698	1049389
27	12196	62696	1049684
27	11772	61674	1049346
27	11490	60666	1049287
27	11342	59689	1049182
27	11130	56704	1048910
27	10890	54625	1049396
27	10530	53014	1050278
27	10204	51936	1050806
27	9874	51156	1051449
27	9511	50533	1051834
27	9101	50018	1052120
27	8623	49581	1052659
27	8442	49450	1052856
27	8333	49383	1052947
27	8222	49323	1053042
27	8103	49263	1053157
27	7939	49187	1053404
27	7736	49094	1053743
28	33172	64316	1052187
28	32865	64703	1052187
28	32673	64955	1052188
28	32574	65080	1052188
28	32424	65245	1052188
28	32150	65529	1052193
28	32014	65682	1052195
28	31921	65803	1052200
28	31851	65911	1052267
28	31792	66024	1052255
28	31748	66144	1052229
28	31721	66269	1052275
28	31714	66397	1052310
28	31734	66523	1052271
28	31777	66643	1052219
28	31837	66756	1052221
28	31907	66863	1052221
28	31985	66965	1052221
28	32071	67068	1052221
28	32196	67212	1052496
28	32285	67304	1052324
28	32515	67516	1052195
28	33053	67970	1052208
28	33505	68338	1052161
28	33647	68453	1052131
28	33736	68532	1052101
28	33783	68586	1052100
29	65261	45965	1052323
29	65705	46012	1052129
29	66144	46097	1052126
29	66576	46209	1052099
29	67002	46345	1052059
29	67420	46503	1052059
29	67828	46686	1052059
29	68221	46899	1052059
29	68591	47152	1052059
29	68910	47464	1052059
29	69081	47867	1052217
29	69101	48310	1053337
29	69099	48755	1054057
29	69089	49200	1054393
29	69075	49645	1054553
29	69058	50090	1054428
29	68992	50549	1054042
29	68812	50944	1053923
29	68706	51414	1054310
29	68699	51773	1055376
29	68684	52275	1056524
29	68803	52721	1056456
29	68941	53212	1056456
29	68930	53658	1056456
29	68923	54105	1056456
29	68920	54553	1056456
29	68924	55000	1056456
29	68935	55448	1056456
29	68960	55895	1056456
29	69006	56341	1056502
29	69117	56760	1056604
29	69403	56991	1056511
29	69835	57070	1056512
29	70279	57107	1056512
29	70724	57140	1056335
29	71170	57171	1056120
29	71616	57200	1055841
29	72062	57229	1055475
29	72508	57257	1055122
29	72954	57285	1054426
29	73400	57312	1053739
29	73847	57340	1052932
29	74293	57368	1051960
29	74740	57395	1051803
29	75186	57424	1051803
29	75632	57452	1051870
29	76078	57482	1051803
29	76525	57512	1051803
29	76970	57544	1051915
29	77416	57578	1051712
29	77861	57615	1050385
29	78305	57658	1049061
29	78746	57715	1048674
31	33697	68590	1052137
31	33352	68497	1052220
31	32334	68170	1052164
31	31170	67680	1052269
31	30336	67196	1052262
31	29831	66777	1052331
31	29572	66464	1052361
31	29478	66300	1052345
31	29401	66118	1052263
31	29339	65911	1052169
31	29293	65665	1052236
31	29263	65358	1052211
31	29252	64894	1052231
31	29248	64235	1052306
31	29192	63301	1052040
31	29159	61054	1050829
31	29196	58480	1050721
31	29226	56467	1050737
31	29315	52858	1052710
31	29356	49234	1053960
31	29496	47351	1055170
31	29786	45247	1056601
31	30096	43690	1057665
31	30454	42470	1059402
31	30921	41343	1061485
31	31648	40016	1063398
31	32646	38552	1065204
31	33917	36959	1066205
31	35107	35613	1066204
31	36521	34219	1065346
31	38278	32706	1065152
31	39496	31775	1064898
31	40870	30885	1064622
31	42792	29724	1064615
32	56319	40677	1191627
32	54804	43337	1186188
33	42878	29401	1064696
33	42916	29059	1064897
33	42933	28798	1065086
33	42937	28579	1065279
33	42928	28393	1065474
33	42910	28235	1065608
33	42878	28070	1065741
33	42754	27511	1066221
33	42560	26689	1066684
33	42272	25640	1067084
33	41965	24753	1067900
33	41696	24156	1068327
33	41622	24018	1068385
33	41544	23917	1068402
33	41452	23828	1068406
33	41355	23745	1068414
33	41232	23647	1068421
33	41134	23564	1068410
33	41042	23476	1068400
33	40945	23392	1068371
33	40839	23309	1068328
33	40691	23195	1068297
33	40594	23112	1068280
33	40502	23023	1068252
33	40423	22923	1068222
33	40360	22811	1068195
33	40308	22675	1068162
33	40268	22520	1068137
33	40240	22339	1068148
33	40227	22120	1068140
33	40233	21840	1068221
33	40276	21320	1068286
33	40309	20892	1068371
33	40312	20648	1068425
33	40297	19880	1068804
33	40306	18968	1069161
33	40344	18048	1069387
33	40400	17357	1069535
33	40571	16157	1069737
33	40673	15338	1069833
33	40706	14759	1070080
33	40690	13975	1070185
33	40643	13297	1070379
33	40568	12753	1070465
33	40466	12286	1070516
33	40336	11870	1070495
33	40177	11491	1070421
33	39805	10709	1070390
33	39401	9865	1070478
33	39150	9403	1070549
33	38941	9068	1070554
33	38699	8747	1070676
33	38412	8447	1070625
33	38073	8159	1070846
33	37624	7844	1070988
33	36710	7278	1071197
33	36168	6912	1071385
33	35897	6718	1071388
33	35401	6370	1071502
35	42889	29738	1064578
35	42939	29779	1064530
35	42985	29818	1064490
35	43032	29864	1064447
35	43079	29924	1064399
35	43126	30004	1064343
35	43169	30108	1064280
35	43205	30227	1064199
35	43235	30351	1064121
35	43258	30476	1064057
35	43278	30600	1063999
35	43306	30798	1063918
35	43324	30924	1063876
35	43344	31048	1063842
35	43367	31174	1063810
35	43390	31336	1063780
35	43423	31643	1063703
35	43447	31843	1063635
35	43470	31985	1063552
35	43497	32109	1063446
35	43533	32232	1063341
35	43578	32352	1063259
35	43728	32655	1063092
35	43989	33079	1062848
35	44339	33547	1062574
35	44861	34142	1062063
35	45649	34982	1061456
35	46087	35453	1061032
35	46381	35724	1060831
35	46611	35901	1060745
35	46810	36031	1060694
35	47009	36143	1060698
35	47319	36298	1060666
35	47495	36392	1060601
35	47615	36467	1060552
35	47710	36553	1060508
35	47932	36810	1060368
35	48877	37998	1060388
35	49467	38660	1061001
35	49809	38971	1061200
35	50016	39113	1061312
35	50141	39177	1061369
35	50250	39244	1061409
35	50350	39324	1061445
35	50440	39414	1061480
35	50521	39514	1061532
35	50599	39631	1061585
35	50674	39767	1061633
35	50745	39926	1061669
35	50812	40112	1061731
35	50873	40326	1061798
35	50929	40575	1061776
35	50959	40747	1061755
35	50988	41063	1061574
35	51097	42756	1061214
35	51216	43833	1061212
