ID	Name	Title	Model	Kind	CampRequire	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsDefenceMax	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillFirstInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillFirstInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillFirstInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillFirstInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeID2	ReputeValue2	ReputeID3	ReputeValue3	ReputeID4	ReputeValue4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillFirstInterval5	SkillInterval6	SkillFirstInterval6	SkillInterval7	SkillFirstInterval7	SkillInterval8	SkillFirstInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	BattleFieldID	BattleFieldSide	ReputeLevel1	ReputeLevel2	ReputeLevel3	ReputeLevel4	LogLootFlag	TitlePoint	Train	DropJustice	DropExamPrint	DropActivityAward	ValidReputeLootBuff	BuffReputeValue	BuffReputeLevel	HasGameCard	GameCardSaleOptionText	GameCardBuyOptionText	GameCardOrderOptionText	GameCardOrderBuyOptionText	CounterStealth	CounterStealthRange	HasCubPackage	CubPackageOptionText	CubPackageRequireReputeLevel	ForceDrop	IndependentDrop	IndependentDropCount	IndependentDropType	IsCostMana	CriticalDamagePowerBase	DisableSkillMove	HideLevel	DecreaseDamagePercent	ReturnNotRecoveryBlood	CanShareNpcKillByQuestEvent	IdentityVisiableID	CanSeeLifeNum	TouchWidth	HasSharePackage	SharePackageOptionText	SharePackageRequireReputeLevel	LeaveFightNotify	RecoverHP	BroadcastLookup	DropVigor	MaxLifeCount	SceneFilter	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	Drop11	Count11	Drop12	Count12	Drop13	Count13	Drop14	Count14	Drop15	Count15
122492	鹰					28	5	9		123				6	0			704800	118655917			106790325					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122492		223022	111511	223022	111511	28	1																															99999			86747														25人普通武狱黑牢					1			0		0		0																				1	10000	-1									254					15	10540	464166																																											28					0	0	0	0	0																							2048									1024	1																																														
122493						26		9		121				6	0	0		704800	99999999								30																			122493																																						99999			87578														25人普通武狱黑牢					1			0		0		0																						-1							0		254					5	3750		2																																										26					0	0	0	0	0																							2048										1						0								0																																
122494	武家弟子					28				122				5				704800	69000000			62944487					30	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122494		315131	0	0	0	28	1																															99999			86790										2				25人普通武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/5号_武云阙/武家弟子.lua															1	10000	-1									254					14	9940	93906																																											28					0	0	0	0	0																							2048									512	1																																														
122495	翁幼之宝箱			2	0	26	1	9	0	120	0	950	29		0	0		704800	828947368	0	0	45	0	0	100	6	22	9000	0	0	0	0	0	1	1	1	1	1	1024						0	122495	1	1857	929	1857	929			43	0	1	1024	33	10			32	0	1	1024	16	8			32	0	1	1024	16	8			32	0	1	1024	16	8	99999999	0	20	59015										1392	2500000	2500000	1048576	25人普通武狱黑牢	0	0	1	1	1	0		0		0		0					scripts/Map/狼牙堡_辉天堑/npc/掉落npc.lua							0	0	0	0	0	0	0	0			-1	0	0	0	0	0	0	0	0	3070	1	1	0	960	3	8840	0	6			0	-1	7	0	-1	0										32	0	32	0	32	0	32	0	1	1	1	1	1024	1024	1024	1024	16	16	16	16	8	8	8	8	26			0	0	0	0	0	0	0	0				0	0	0	1	0													1	2560				1						1														0			奉天证道/25人公共掉落/Stone_high.tab	2	奉天证道/25人公共掉落/craft_boss.tab	1	群侠万变/Raid武狱黑牢普通25人/gear_6_1.tab	1	群侠万变/Raid武狱黑牢普通25人/gear_6_2.tab	1	群侠万变/Raid武狱黑牢普通25人/gear_6_3.tab	1	群侠万变/Raid武狱黑牢普通25人/gear_6_4.tab	1	群侠万变/Raid武狱黑牢普通25人/gear_6_5.tab	1	群侠万变/Raid武狱黑牢普通25人/gear_6_6.tab	1	群侠万变/Raid武狱黑牢普通25人/wyhlptteshu6.tab	1												
122496	和正					28				123			354	6				704800	290400000			3151859					30	10000	10000	10000	10000	10000	0	4789	4789	4789	4789	4789		27550	27550	27550	27550	27550		122496		1751	0	0	0	34154	1																															99999			86517										1392				25人普通武狱黑牢					1			0		0		0																				4000	10000	-1									254					15	1544	100000	4																																										28					0	0	0	0	0								1															2048				1					1536	1														0	10																															
122498	黑熊					28		2		123				6				704800	672000000			106790325					30	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122498		196957	0	196957	0	34333	1																															99999			86751										2				25人普通武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/3号_牛波/动物.lua															1	10000	-1									254					15	10540	464166	3																																										28					0	0	0	0	0																							2048									1024	1																																														
122499						26		9		121				6	0	0		704800	99999999								30																			122499																																						99999																	25人普通武狱黑牢					1			0		0		0																						-1							0		254					5	3750		2																																										26					0	0	0	0	0																							2048										1						0								0																																
122500	解家弟子					28				123			917	5				704800	74159948			66743953					30	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122500		113147	56574	113147	56574	59	1																															99999			86789										2				25人普通武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/5号_武云阙/武家弟子.lua															1	10000	-1								11	254					14	10540	96701																																											28					0	0	0	0	0																							2048									1024	1																																														
122501						28		9		123					0	0		704800	550800000								22																			122501						31970	1																															4800																	25人普通武狱黑牢					1			0		0		0																						3840							0		3071																																																		28					1024	1024	1024	1024	1024																							2048										0						0																																								
122502						28		9		122					0	0		704800	550800000								22																			122502						31970	1																															4800																	25人普通武狱黑牢					1			0		0		0																						3840							0		3071																																																		28					1024	1024	1024	1024	1024																							2048										0						0																																								
122503	翁幼之					28		9		123					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122503						28	1																															99999													2				25人普通武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122504						26		9		120					0	0		704800	99999999								30																			122504																																						9999																	25人普通武狱黑牢					1			0		0		0																						-1							0		254								5																																										26					0	0	0	0	0																							2048										1																																														
122505	翁幼之					28		9		123					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122505						28	1																															99999			86757										2				25人普通武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122506	翁幼之					28		9		123					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122506						34030	1	80																														99999			86757										2				25人普通武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122507	郭珠	丐帮江陵分舵堂主				26				122				6				180	111901311			1007111799					22	10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122507		212056	106029	212056	106029	28	1																															4800			86911											67916	207166	838860	25人普通武狱黑牢								0		0		0					scripts/Map/武狱黑牢/npc/周边/郭珠.lua															1	10000	3840									0					15	9940	450750																																																1024	1024	1024	1024	1024																																512	0															10																															
122508	备用2					0												180									22																			122508																																						4800																	25人普通武狱黑牢								0		0		0																						3840									0																																																							1024	1024	1024	1024	1024																																	0																																														
122509						26		9		120					0	0		704800	99999999								30																			122509																																						9999																	25人普通武狱黑牢					1			0		0		0																						-1							0		254								5																																										26					0	0	0	0	0																							2048										1																																														
122510	和正	永宁寺武僧				28				123				6				704800	232320000			3151859					30	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122510		1751	0	0	0	34154	2																															99999			86517										1392				25人普通武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/4号_和正/和正.lua															1	10000	-1									254					15	1544	100000	4																																										28					0	0	0	0	0								1															2048				1					1024	1											1	0.3		0	10																															
122511						28		18		123				6	0	0		704800	74159948			66743953					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122511		30778	15388	30778	15388	28	1																															99999			86554	86742	86743												25人普通武狱黑牢								0		0		0					scripts/Map/武狱黑牢/npc/2号_乐临川/镜花水月.lua															1	10000	-1							0		254					5	10540	69625																																																0	0	0	0	0																							2048									1024	1	1					0																																								
122512	油灯					28	5	9		120					0	0		704800	99999999			1036644					22						2010	794	794	794	794	794		2211	211	211	211	211		122512		5880	2940	5880	2940																																	99999			86786											805	2456	838860	25人普通武狱黑牢					1			0		0		0																					10000	-1									254						8840	5099																																											28					1024	1024	1024	1024	1024																							2048										0																																														
122513	龙俊华					26				122								180									22	10000	10000	10000	10000	10000		4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122513						28	1																															4800			86912														25人普通武狱黑牢							<G>何谓剑道，何为剑心……	1024		0		0																				2000	10000	3840									0																																																							1024	1024	1024	1024	1024																																	0						0										1																														
122514						26		9							0	0		704800	99999999								30																			122514																																						99999999																	25人普通武狱黑牢					1			0		0		0																						-1							0		254						4		4																																										26					0	0	0	0	0																							2048										1														0																																
122515	乐临川					28		9		123				6	0	0		704800	74159948			66743953					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122515		30778	15388	30778	15388																																	99999			86364														25人普通武狱黑牢								0		0		0																				1	10000	-1							0		254					5	10540	69625																																											28					0	0	0	0	0																							2048									1024	1	1					0																																								
122516						26		9		120					0	0		704800	99999999								30																			122516																																						9999																	25人普通武狱黑牢					1			0		0		0																						-1							0		254																																																		26					0	0	0	0	0																							2048										1																																														
122517	乐临川					28		9		123				6	0	0		704800	74159948			66743953					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122517		30778	15388	30778	15388																																	99999																	25人普通武狱黑牢								0		0		0																				1	10000	-1							0		254					5	10540	69625																																											28					0	0	0	0	0																							2048									1024	1	1					0																																								
122518	乐临川					28		9		123				6	0	0		704800	74159948			66743953					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122518		30778	15388	30778	15388																																	99999			86555														25人普通武狱黑牢								0		0		0																				1	10000	-1							0		254					5	10540	69625																																											28					0	0	0	0	0																							2048									1024	1	1					0																																								
122519	乐临川					28		9		123				6	0	0		704800	74159948			66743953					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122519		30778	15388	30778	15388																																	99999																	25人普通武狱黑牢								0		0		0																				1	10000	-1							0		254					5	10540	69625																																											28					0	0	0	0	0																							2048									1024	1	1					0																																								
122520	乐临川					28		9		123				6	0	0		704800	74159948			66743953					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122520		30778	15388	30778	15388																																	99999			86364														25人普通武狱黑牢								0		0		0																				1	10000	-1							0		254					5	10540	69625																																											28					0	0	0	0	0																							2048									1024	1	1					0																																								
122521						26		9							0	0		704800	99999999								30																			122521																																						99999999																	25人普通武狱黑牢					1			0		0		0																						-1							0		254						4		4																																										26					0	0	0	0	0																							2048										1														0																																
122522	浩气盟弟子					26				122					0			0	221186441			62511						10000	10000	10000	10000	10000	0	4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122522		1056	527	1056	527	22444	1	31				21	10																									99999999			86913														25人普通武狱黑牢							……	1		0		0																				2000	10000	-1									3070						1544		2																																										26					0	0	0	0	0																																	1																																														
122523	浮影					28		5		123				6				704800	3000000			66743953					22	10000	10000	10000	10000	10000	0	4574	4574	4574	4574	4574		26317	26317	26317	26317	26317		122523		30778	15388	30778	15388	28	1																															99999			86559														25人普通武狱黑牢					1			0		0		0					scripts/Map/武狱黑牢/npc/2号_乐临川/浮影.lua															1	10000	-1									254					5	10540	69625																																																0	0	0	0	0																							2048									1024	1	1																																													
122524	备用3					0												180									22																			122524																																						4800																	25人普通武狱黑牢								0		0		0																						3840									0																																																							1024	1024	1024	1024	1024																																	0																																														
122525	浩气盟弟子					26				122								180									22	10000	10000	10000	10000	10000		4360	4360	4360	4360	4360		15528	15528	15528	15528	15528		122525						28	1																															4800			86914														25人普通武狱黑牢							<G>何谓剑道，何为剑心……	1024		0		0																				2000	10000	3840									0																																																							1024	1024	1024	1024	1024																																	0						0										1																														
122526	翁幼之					28		9		123					0	0		704800	999999999								22						0	4146	4146	4146	4146	4146		11073	11073	11073	11073	11073		122526						28	1																															99999			86757										2				25人普通武狱黑牢			3		1			0		0		0																				1	10000	-1							0		254								1																																										28					0	0	0	0	0																							2048									512	1						0																																								
122527	通关宝箱			2	0	26	1	9	0	120	0	950	29		0	0		704800	828947368	0	0	45	0	0	100	6	22	9000	0	0	0	0	0	1	1	1	1	1	1024						0	122527	1	1857	929	1857	929			43	0	1	1024	33	10			32	0	1	1024	16	8			32	0	1	1024	16	8			32	0	1	1024	16	8	99999999	0	20	59015										1392				25人普通武狱黑牢	0	0	1	1	1	0		0		0		0					scripts/Map/世界通用/include/通关宝箱.lua							0	0	0	0	0	0	0	0			-1	0	0	0	0	0	0	0	0	3070	1	1	0	960	3	8840	0	6			0	-1	7	0	-1	0										32	0	32	0	32	0	32	0	1	1	1	1	1024	1024	1024	1024	16	16	16	16	8	8	8	8	26			0	0	0	0	0	0	0	0				0	0	0	1	0													1	2560				1						1														0																																
