ID	SubID	Name	CostThew	ProfessionID	RequirePlayerLevel	RequireLevel	ProfessionIDExt	RequireLevelExt	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	EquipmentType	Exp	PrepareFrame	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	CreateItemType	CreateItemIndex	CreateItemStackNum	CoolDownID	CostVigor
7	2	千字文第二章		8	10	15	11	12	0		0	0		15	80	5	2200	2	5	3842	1							5	8026	1		8
7	3	千字文第三章		8	10	15	11	12	0		0	0		15	80	5	3574	1	5	3842	1							5	8021	1		10
7	4	千字文第四章		8	10	15	11	12	0		0	0		15	80	5	2200	2	5	3842	1							5	8026	1		8
7	5	千字文第五章		8	10	15	11	12	0		0	0		15	80	5	3574	1	5	3842	1							5	8026	1		8
8	1	山河志第一章		8	10	15	11	12	0		0	0		15	80	5	2200	2	5	3842	1							5	8026	1		8
8	2	山河志第二章		8	10	15	11	12	0		0	0		20	80	5	2200	2	5	2872	1							5	8026	1		8
8	3	山河志第三章		8	10	15	11	12	0		0	0		20	80	5	2200	2	5	2872	1							5	8026	1		8
8	4	山河志第四章		8	10	15	11	12	0		0	0		20	80	5	2200	2	5	2872	1							5	8026	1		8
8	5	山河志第五章		8	10	15	11	12	0		0	0		15	80	5	3574	1	5	3842	1							5	8021	1		10
8	6	山河志第六章		8	10	15	11	12	0		0	0		15	80	5	3574	1	5	3842	1							5	8028	1		10
8	7	山河志第七章		8	10	15	11	12	0		0	0		15	80	5	3574	1	5	3842	1							5	8021	1		10
8	8	山河志第八章		8	10	15	11	12	0		0	0		15	80	5	3574	1	5	3842	1							5	8021	1		10
9	1	剑部第一		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8028	1		11
9	2	剑部第二		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
9	3	剑部第三		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		11
9	4	剑部第四		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
9	5	剑部第五		8	10	20	11	12	0		0	0		34	80	5	3574	1	5	2872	1							5	8026	1		9
9	6	剑部第六		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		11
9	7	剑部第七		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
9	8	剑部第八		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	2872	1							5	8021	1		11
10	1	关雎		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8026	1		9
10	2	卷耳		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		11
10	3	樛木		8	10	20	11	12	0		0	0		34	80	5	3574	1	5	2872	1							5	8026	1		9
10	4	螽斯		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8021	1		11
10	5	桃夭		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	3842	1							5	8026	1		9
10	6	兔罝		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	3842	1							5	8026	1		9
10	7	行露		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		11
11	1	归园田居		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	2872	1							5	8026	1		9
11	2	归鸟		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		11
11	3	劝农		8	10	20	11	12	0		0	0		34	80	5	3574	1	5	3842	1							5	8026	1		9
11	4	停云并序		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		11
11	5	荣木并序		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
11	6	命子上		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
11	7	命子下		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		11
12	1	般若波罗密多心经		8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1		9
12	2	大藏经		8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1		9
13	1	盂兰盆经第一章		8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1		9
13	2	盂兰盆经第二章		8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1		9
13	3	盂兰盆经第三章		8	10	20	9	12	0		0	0		25	80	5	3574	2	5	3842	1							5	7947	1		9
13	4	盂兰盆经第四章		8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1		9
14	1	蜀鄙之僧		8	10	20	9	12	0		0	0		34	80	5	3574	1	5	2872	1							5	7947	1		9
14	2	破戒		8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7948	1		11
14	3	静坐		8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7948	1		11
14	4	化缘		8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7957	1		11
14	5	毒药		8	10	20	9	12	0		0	0		25	80	5	2200	2	5	3842	2							5	7947	1		9
15	1	贪引恶鬼品		8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	2							5	7947	1		9
15	2	力士鹦鹉品		8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1		9
15	3	乌枭报怨品		8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1		9
15	4	梵志献花品		8	10	20	9	12	0		0	0		34	80	5	3574	1	5	2872	1							5	7947	1		9
15	5	盲人点灯品		8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1		9
15	6	回头是岸品		8	10	20	9	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1		9
15	7	佛珠生菇品		8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1		9
15	8	信徒遇溺品		8	10	20	9	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7948	1		11
16	1	观音自拜品		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7947	1		9
16	2	破杯悟禅品		8	15	25	9	18	0		0	0		41	80	5	3574	1	5	3842	1							5	7947	1		9
16	3	作龙虎画品		8	15	25	9	18	0		0	0		41	80	5	3574	1	5	3842	1							5	7947	1		9
16	4	老妇烧庵品		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7947	1		9
16	5	童子辩禅品		8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7957	1		11
16	6	婆罗门妻品		8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7957	1		11
16	7	四马之喻品		8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7948	1		11
16	8	大萨他婆品		8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7948	1		11
17	1	道德经卷一其一		8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1		9
17	2	道德经卷一其二		8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1		9
17	3	道德经卷一其三		8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1		9
17	4	道德经卷一其四		8	10	20	10	12	0		0	0		34	80	5	3574	1	5	3842	1							5	7935	1		9
17	5	道德经卷一其五		8	10	20	10	12	0		0	0		25	80	5	2200	1	5	2872	1							5	7935	1		9
17	6	道德经卷一其六		8	10	20	10	12	0		0	0		25	80	5	2200	1	5	2872	1							5	7935	1		9
17	7	道德经卷一其七		8	10	20	10	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1		9
17	8	道德经卷一其八		8	10	20	10	12	0		0	0		34	80	5	2200	2	5	2872	1							5	7935	1		9
18	1	论语卷一其一		8	10	20	11	12	0		0	0		34	80	5	3574	1	5	3842	1							5	8026	1		9
18	2	论语卷一其二		8	10	20	11	12	0		0	0		34	80	5	3574	1	5	3842	1							5	8026	1		9
18	3	论语卷一其三		8	10	20	11	12	0		0	0		34	80	5	3574	1	5	3842	1							5	8026	1		9
18	4	论语卷一其四		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
18	5	论语卷一其五		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
18	6	论语卷一其六		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
18	7	论语卷一其七		8	10	20	11	12	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		9
18	8	论语卷一其八		8	10	20	11	12	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		11
19	1	轩辕黄帝传		8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1		9
19	2	太上老子传		8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1		9
19	3	文始先生传		8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1		9
19	4	南华真人传		8	10	20	10	12	0		0	0		25	80	5	3574	1	5	3842	1							5	7935	1		9
19	5	列子真人传		8	10	20	10	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1		9
19	6	天师道陵传		8	10	20	10	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1		9
19	7	云牙真人传		8	10	20	10	12	0		0	0		34	80	5	2200	2	5	2872	1							5	7935	1		9
19	8	仙翁葛玄传		8	10	20	10	12	0		0	0		25	80	5	2200	2	5	2872	1							5	7936	1		11
20	1	少年行		8	15	25	11	18	0		0	0		30	80	5	3574	1	5	3842	1							5	8021	1		11
20	2	渭城曲		8	15	25	11	18	0		0	0		30	80	5	3574	2	5	3842	1							5	8026	1		9
20	3	关山月		8	15	25	11	18	0		0	0		30	80	5	3574	2	5	3842	1							5	8026	1		9
20	4	荆州歌		8	15	25	11	18	0		0	0		30	80	5	3574	2	5	3842	1							5	8026	1		9
20	5	子夜吴歌之春歌		8	15	25	11	18	0		0	0		30	80	5	2200	1	5	2872	1							5	8026	1		9
20	6	子夜吴歌之夏歌		8	15	25	11	18	0		0	0		41	80	5	2200	2	5	2872	1							5	8026	1		9
20	7	子夜吴歌之秋歌		8	15	25	11	18	0		0	0		30	80	5	2200	2	5	2872	1							5	8026	1		9
20	8	子夜吴歌之冬歌		8	15	25	11	18	0		0	0		30	80	5	2200	2	5	2872	1							5	8021	1		11
21	1	枪部第一章		8	15	25	11	18	0		0	0		30	80	5	2200	1	5	3842	1							5	8026	1		9
21	2	枪部第二章		8	15	25	11	18	0		0	0		30	80	5	2200	2	5	3842	1							5	8026	1		9
21	3	枪部第三章		8	15	25	11	18	0		0	0		30	80	5	2200	2	5	2872	1							5	8021	1		11
21	4	枪部第四章		8	15	25	11	18	0		0	0		30	80	5	3574	1	5	3842	1							5	8021	1		11
21	5	枪部第五章		8	15	25	11	18	0		0	0		30	80	5	3574	1	5	3842	1							5	8021	1		11
21	6	枪部第六章		8	15	25	11	18	0		0	0		30	80	5	2200	2	5	3842	1							5	8026	1		9
21	7	枪部第七章		8	15	25	11	18	0		0	0		30	80	5	3574	1	5	3842	1							5	8021	1		11
21	8	枪部第八章		8	15	25	11	18	0		0	0		30	80	5	3574	1	5	2872	1	5	2202	1				5	8022	1		13
22	1	武林志卷一第一章		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1		12
22	2	武林志卷一第二章		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1		12
22	3	武林志卷一第三章		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1		12
22	4	武林志卷一第四章		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1		12
22	5	武林志卷一第五章		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1		12
22	6	武林志卷一第六章		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1		12
22	7	武林志卷一第七章		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1		12
22	8	武林志卷一第八章		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8024	1		12
23	1	十三棍僧救唐王上		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	2872	1							5	7947	1		9
23	2	十三棍僧救唐王下		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	2872	1							5	7947	1		9
24	1	见性偈		8	15	25	9	18	0		0	0		30	80	5	2200	1	5	2872	1							5	7947	1		9
24	2	渔家傲上		8	15	25	9	18	0		0	0		30	80	5	2200	1	5	2872	1							5	7947	1		9
24	3	渔家傲下		8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7947	1		9
24	4	神照本如开悟诗		8	15	25	9	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7947	1		9
24	5	洞山开悟诗		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7948	1		11
24	6	龙门清远开悟诗		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7948	1		11
24	7	何山守旬开悟诗		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7957	1		11
25	1	皇帝嵩岳少林寺碑		8	15	20	9	12	0		0	0		30	80	5	3574	2	5	2872	2							5	7957	1		11
26	1	佛说老女人经上部		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	2872	1							5	7957	1		11
26	2	佛说老女人经下部		8	15	25	9	18	0		0	0		30	80	5	3574	1	5	2872	1							5	7947	1		9
27	1	释迦传略		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2							5	7947	1		10
27	2	第一章·梦象受孕		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2							5	7947	1		10
27	3	第二章·七步莲花		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7957	1		12
27	4	第三章·姨母抚育		8	20	30	9	23	0		0	0		34	80	5	3574	1	5	2872	1							5	7947	1		10
27	5	第四章·出游感苦		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	2	5	2202	1				5	7949	1		14
27	6	第五章·夜别妻儿		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7951	1		12
27	7	第六章·夜渡凡尘		8	20	30	9	23	0		0	0		25	80	5	3574	2	5	2872	1	5	9772	1				5	7952	1		14
27	8	第七章·削发更衣		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	2	5	9772	1				5	7952	1		14
28	1	鬼谷子本经阴符七术之一		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7945	1		12
28	2	鬼谷子本经阴符七术之二		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	3842	2							5	7935	1		10
28	3	鬼谷子本经阴符七术之三		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	3842	2							5	7936	1		12
28	4	鬼谷子本经阴符七术之四		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1	5	3842	1				5	7937	1		14
28	5	鬼谷子本经阴符七术之五		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7939	1		12
28	6	鬼谷子本经阴符七术之六		8	20	30	10	23	0		0	0		25	80	5	3574	2	5	2872	1	5	9772	1				5	7940	1		14
28	7	鬼谷子本经阴符七术之七		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	2	5	9772	1				5	7940	1		14
29	1	黄帝阴符经		8	15	25	10	18	0		0	0		30	80	5	2200	4	5	2872	1							5	7945	1		11
30	1	道德经卷二其一		8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1	5	2201	2				5	7945	1		11
30	2	道德经卷二其二		8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7935	1		9
30	3	道德经卷二其三		8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7935	1		9
30	4	道德经卷二其四		8	15	25	10	18	0		0	0		41	80	5	3574	1	5	3842	1							5	7935	1		9
30	5	道德经卷二其五		8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7935	1		9
30	6	道德经卷二其六		8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7935	1		9
30	7	道德经卷二其七		8	15	25	10	18	0		0	0		41	80	5	3574	1	5	3842	1							5	7935	1		9
31	1	纯阳立教论第一章		8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7936	1		11
31	2	纯阳立教论第二章		8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7945	1		11
31	3	纯阳立教论第三章		8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7936	1		11
31	4	纯阳立教论第四章		8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7935	1		9
31	5	纯阳立教论第五章		8	15	25	10	18	0		0	0		30	80	5	2200	2	5	2872	1							5	7935	1		9
31	6	纯阳立教论第六章		8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7935	1		9
31	7	纯阳立教论第七章		8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1							5	7936	1		11
32	1	药王百花谱之一		8	65	70	11	68	0		0	0		120	80	5	2870	1	5	3843	1	5	9773	1				5	8029	1		18
32	2	药王百花谱之二		8	65	70	11	68	0		0	0		120	80	5	2870	1	5	3843	1	5	3841	1				5	8029	1		18
32	3	药王百花谱之三		8	65	70	11	68	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	8029	1		18
32	4	药王百花谱之四		8	65	70	11	68	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	8025	1		18
32	5	药王百花谱之五		8	65	70	11	68	0		0	0		120	80	5	3841	1	5	3843	1	5	2870	1				5	8025	1		18
32	6	药王百花谱之六		8	65	70	11	68	0		0	0		120	80	5	9773	1	5	3843	1	5	2870	1				5	8025	1		18
32	7	药王百花谱之七		8	65	70	11	68	0		0	0		120	80	5	9772	1	5	3843	1	5	2870	1				5	8025	1		18
33	1	毒览第一章·断肠草		8	20	30	11	23	0		0	0		25	80	5	2200	2	5	3842	2	5	9772	1				5	8026	1		10
33	2	毒览第二章·鹤顶红		8	20	30	11	23	0		0	0		25	80	5	2200	1	5	3842	2	5	1827	1				5	8026	1		10
33	3	毒览第三章·一钩吻		8	20	30	11	23	0		0	0		25	80	5	2200	2	5	3842	2	5	9772	1				5	8026	1		10
33	4	毒览第四章·鸩酒		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	2	5	3842	1				5	8022	1		14
33	5	毒览第五章·见血封喉		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1	5	2202	1				5	8022	1		14
33	6	毒览第六章·乌头		8	20	30	11	23	0		0	0		25	80	5	3574	2	5	3842	1							5	8026	1		10
33	7	毒览第七章·情花		8	20	30	11	23	0		0	0		25	80	5	2200	2	5	3842	1	5	9772	1				5	8026	1		10
34	1	三十六计第一章		8	45	55	11	48	0		0	0		50	80	5	1827	1	5	2871	1	5	3841	1				5	8022	1		16
34	2	三十六计第二章		8	45	55	11	48	0		0	0		50	80	5	1827	1	5	3841	1							5	8021	1		14
34	3	三十六计第三章		8	45	55	11	48	0		0	0		68	80	5	1827	1	5	2871	1							5	8026	1		12
34	4	三十六计第四章		8	45	55	11	48	0		0	0		50	80	5	2200	2	5	2202	1	5	2870	1				5	8021	1		14
34	5	三十六计第五章		8	45	55	11	48	0		0	0		50	80	5	2201	1	5	2871	1	5	3842	1				5	8028	1		14
34	6	三十六计第六章		8	45	55	11	48	0		0	0		50	80	5	2201	1	5	2871	1							5	8028	1		14
35	1	白象狮子品		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7957	1		12
35	2	五百商客品		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	2872	1	5	2870	1				5	7957	1		12
35	3	一村菊香品		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1		10
35	4	雁王说法品		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1		10
35	5	富人四妻品		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7948	1		12
35	6	愚友似敌品		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1	5	2200	2				5	7948	1		12
35	7	生忧死忧品		8	20	30	9	23	0		0	0		25	80	5	2200	1	5	3842	1							5	7947	1		10
36	1	金刚经卷一第一章		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7957	1		12
36	2	金刚经卷一第二章		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2	5	2872	1				5	7947	1		10
36	3	金刚经卷一第三章		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2	5	9772	1				5	7947	1		10
36	4	金刚经卷一第四章		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	2							5	7947	1		10
36	5	金刚经卷一第五章		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	2872	1	5	2201	2				5	7948	1		12
36	6	金刚经卷一第六章		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	1	5	2872	1				5	7947	1		10
36	7	金刚经卷一第七章		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	1	5	9772	1				5	7947	1		10
36	8	金刚经卷一第八章		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	2872	1							5	7957	1		12
37	1	金刚经卷二第一章		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	3842	1							5	7947	1		10
37	2	金刚经卷二第二章		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1	5	2200	2				5	7948	1		12
37	3	金刚经卷二第三章		8	20	30	9	23	0		0	0		25	80	5	2200	2	5	2872	1							5	7947	1		10
37	4	金刚经卷二第四章		8	20	30	9	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7947	1		10
38	1	论语卷二其一		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8028	1		12
38	2	论语卷二其二		8	20	30	11	23	0		0	0		34	80	5	3574	1	5	2872	1							5	8026	1		10
38	3	论语卷二其三		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	3842	1							5	8026	1		10
38	4	论语卷二其四		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	3842	1							5	8026	1		10
38	5	论语卷二其五		8	20	30	11	23	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		10
38	6	论语卷二其六		8	20	30	11	23	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		10
38	7	论语卷二其七		8	20	30	11	23	0		0	0		25	80	5	2200	2	5	3842	1							5	8026	1		10
38	8	论语卷二其八		8	20	30	11	23	0		0	0		25	80	5	2872	1	5	3574	1							5	8021	1		12
39	1	吕祖百字碑文		8	20	20	10	12	0		0	0		25	80	5	3574	1	5	2872	1							5	7945	1		11
39	2	吕祖百字碑疏义其一		8	20	30	10	23	0		0	0		34	80	5	3574	1	5	2872	1							5	7935	1		10
39	3	吕祖百字碑疏义其二		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1		10
39	4	吕祖百字碑疏义其三		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	3842	1							5	7936	1		12
39	5	吕祖百字碑疏义其四		8	20	30	10	23	0		0	0		25	80	5	3574	2	5	3842	1							5	7935	1		10
39	6	吕祖百字碑疏义其五		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1	5	2202	1				5	7937	1		14
39	7	吕祖百字碑疏义其六		8	20	30	10	23	0		0	0		25	80	5	2200	2	5	2872	1							5	7935	1		10
39	8	吕祖百字碑疏义其七		8	20	30	10	23	0		0	0		25	80	5	3574	2	5	3842	1							5	7935	1		10
40	1	吕祖长生方		8	15	25	10	18	0		0	0		30	80	5	3574	1	5	3842	1	5	2201	2				5	7945	1		11
41	1	鹊巢		8	20	30	11	23	0		0	0		25	80	5	2200	1	5	3842	1							5	8026	1		10
41	2	羔羊		8	20	30	11	23	0		0	0		25	80	5	2200	1	5	3842	1							5	8026	1		10
41	3	绿衣		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8028	1		12
41	4	终风		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	3842	1							5	8021	1		12
41	5	击鼓		8	20	30	11	23	0		0	0		25	80	5	2200	2	5	2872	1							5	8026	1		10
41	6	凯风		8	20	30	11	23	0		0	0		25	80	5	3574	1	5	2872	1							5	8021	1		12
41	7	式微		8	20	30	11	23	0		0	0		25	80	5	1827	1	5	3842	1							5	8026	1		10
41	8	静女		8	20	30	10	23	0		0	0		25	80	5	3574	1	5	2872	1	5	3842	1				5	8022	1		14
42	1	琴典第一章		8	25	35	11	28	0		0	0		35	80	5	1827	1	5	3842	1							5	8028	1		12
42	2	琴典第二章		8	25	35	11	28	0		0	0		35	80	5	1827	1	5	3842	1							5	8028	1		12
42	3	琴典第三章		8	25	35	11	28	0		0	0		35	80	5	1827	1	5	3842	1	5	2201	2				5	8028	1		12
42	4	琴典第四章		8	25	35	11	28	0		0	0		47	80	5	3574	1	5	2872	1							5	8026	1		10
