ID	Name	CostStamina	ProfessionID	RequireLevel	RecipeLevel	NeedExpertise	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	PowerfulToolItemType	PowerfulToolItemIndex	EquipmentType	Exp	PrepareFrame	Belong	ResultOnLevel	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	RequireItemType5	RequireItemIndex5	RequireItemCount5	RequireItemType6	RequireItemIndex6	RequireItemCount6	RequireItemType7	RequireItemIndex7	RequireItemCount7	RequireItemType8	RequireItemIndex8	RequireItemCount8	CreateItemType1	CreateItemIndex1	CreateItemMin1	CreateItemMax1	CreateItemProbability1	CreateItemType2	CreateItemIndex2	CreateItemMin2	CreateItemMax2	CreateItemProbability2	CreateItemType3	CreateItemIndex3	CreateItemMin3	CreateItemMax3	CreateItemProbability3	CreateItemType4	CreateItemIndex4	CreateItemMin4	CreateItemMax4	CreateItemProbability4	CreateItemType5	CreateItemIndex5	CreateItemMin5	CreateItemMax5	CreateItemProbability5	CreateItemType6	CreateItemIndex6	CreateItemMin6	CreateItemMax6	CreateItemProbability6	CreateItemType7	CreateItemIndex7	CreateItemMin7	CreateItemMax7	CreateItemProbability7	CreateItemType8	CreateItemIndex8	CreateItemMin8	CreateItemMax8	CreateItemProbability8	_Quality	ScriptName	CoolDownID	CostVigor	ExpertiseRate
40	πÛ»ÀÕÌ…≈	0	4	255	255	1		183	0	0	0	0		82		60	0	5	3169	1	5	3184	1	5	2269	1	5	2205	4													5	2273	1	1	1048576					0																																scripts/Craft/Include/Event.lua		37	0
41	”Ò˜Îœ„—¸	0	4	255	255			183	0	0	0	0		58		10	0	5	3171	4	5	979	1	5	3165	2	5	3157	2	5	0	0										5	3460	1	1	891290	5	2298	1	1	157286																																scripts/Craft/Include/Event.lua		25	0
42	≥µ«∞≤›—¸◊”Ã¿	0	4	255	255			183	0	0	0	0		58		10	0	5	3171	4	5	972	1	5	3165	2	5	0	0													5	3197	1	1	891290	5	3511	1	1	157286																																scripts/Craft/Include/Event.lua		25	0
43	À⁄√◊∑€’Ù»‚	0	4	255	255			183	0	0	0	0		58		30	0	5	3170	1	5	3184	1	5	3173	1	5	3157	1	5	3163	1	5	3165	1							5	3198	1	1	943718	5	3231	1	1	104858																																scripts/Craft/Include/Event.lua		25	0
44	»Œœ¿–°≥¥	0	4	255	255	1		183	0	0	0	0		82		60	0	5	2204	2	5	2206	2	5	2208	2	5	3171	8	5	0	0										5	2274	1	1	943718	5	2299	1	1	104858																																scripts/Craft/Include/Event.lua		37	0
45	 ›»‚À⁄√◊∏˛	0	4	255	255			183	0	0	0	0		58		30	0	5	3176	1	5	3173	2	5	3171	4	5	3164	1													5	3200	1	1	891290	5	3233	1	1	157286																																scripts/Craft/Include/Event.lua		25	0
46	¬‹≤∑ ›»‚Ã¿	0	4	255	255			183	0	0	0	0		34		30	0	5	3176	2	5	3174	1	5	3165	1																5	3201	1	1	891290	5	3513	1	1	157286																																scripts/Craft/Include/Event.lua		13	0
47	À‚ƒ‡	0	4	255	255			183	0	0	0	0		34		50	0	5	3175	2	5	3163	1	5	979	1																5	3466	1	2	1048576					0																																scripts/Craft/Include/Event.lua		13	0
48	∞—◊”»‚	0	4	255	255			183	0	0	0	0		58		10	0	5	3176	1	5	3184	1	5	3160	1	5	3157	1	5	3165	1	5	979	1							5	3463	1	1	1048576					0																																scripts/Craft/Include/Event.lua		25	0
49	À‚ƒ‡∞◊»‚	0	4	255	255			183	0	0	0	0		58		10	0	5	3466	1	5	3168	1	5	3170	1	5	3162	1	5	3165	1	5	972	1							5	3525	1	1	1048576					0																																scripts/Craft/Include/Event.lua		25	0
50	¬‹≤∑»‚±˝	0	4	255	255			183	0	0	0	0		58		30	0	5	3176	1	5	3184	1	5	3174	1	5	3157	1	5	3165	1	5	3162	1							5	3464	1	1	1048576					0																																scripts/Craft/Include/Event.lua		25	0
51	∫√…’	0	4	255	255			183	0	0	0	0		58		30	0	5	3184	2	5	3162	2	5	3170	1																5	3465	1	1	1048576					0																																scripts/Craft/Include/Event.lua		25	0
52	Ë€ËΩ ›»‚	0	4	255	255			183	0	0	0	0		66		10	0	5	3176	4	5	979	1	5	3159	1	5	3163	2	5	3157	2	5	0	0							5	3202	1	1	1048576					0																																scripts/Craft/Include/Event.lua		29	0
53	–÷µ‹—Á	0	4	255	255	1		183	0	0	0	0		94		60	0	5	2204	1	5	2206	1	5	2208	1	5	3168	1	5	3170	1	5	3176	2							5	2275	1	1	943718	5	2300	1	1	104858																																scripts/Craft/Include/Event.lua		43	0
54	∞◊÷≠¬´ΩÓ	0	4	255	255			183	0	0	0	0		66		20	0	5	3177	1	5	3156	1	5	3166	1	5	3163	1	5	3165	1										5	3203	1	1	943718	5	3236	1	1	104858																																scripts/Craft/Include/Event.lua		29	0
55	¥Û≥¶ΩÓ	0	4	255	255			183	0	0	0	0		38		20	0	5	3177	1	5	3169	1	5	3165	1																5	3204	1	1	943718	5	3237	1	1	104858																																scripts/Craft/Include/Event.lua		15	0
56	Ω™Àø∞ÂΩÓ	0	4	255	255			183	0	0	0	0		66		20	0	5	3177	1	5	3157	2	5	3165	1																5	3205	1	1	943718	5	3238	1	1	104858																																scripts/Craft/Include/Event.lua		29	0
57	∫Ï…’ŒÂª®»‚	0	4	255	255			183	0	0	0	0		66		20	0	5	3178	1	5	3157	1	5	3163	1	5	3165	1													5	3206	1	1	943718	5	3239	1	1	104858																																scripts/Craft/Include/Event.lua		29	0
58	Àƒœ≤ø€»‚	0	4	255	255			183	0	0	0	0		66		20	0	5	3178	1	5	3163	1	5	3165	1	5	3158	1													5	3207	1	1	943718	5	3240	1	1	104858																																scripts/Craft/Include/Event.lua		29	0
59	ª∆πœÎÏ◊”»‚	0	4	255	255			183	0	0	0	0		66		30	0	5	3170	1	5	3172	1	5	3167	1	5	3165	1													5	3195	1	1	943718	5	2301	1	1	104858																																scripts/Craft/Include/Event.lua		29	0
60	∞◊»‚—™≥¶	0	4	255	255			183	0	0	0	0		82		10	0	5	3178	1	5	3169	4	5	3158	1	5	3466	1	5	3165	1	5	3157	2							5	3209	1	1	964690	5	2302	1	1	83886																																scripts/Craft/Include/Event.lua		37	0
61	√´—™Õ˙	0	4	255	255			183	0	0	0	0		82		10	0	5	3179	2	5	3169	2	5	3158	2	5	3165	1	5	3167	2	5	974	2							5	3210	1	1	943718	5	3519	1	1	104858																																scripts/Craft/Include/Event.lua		37	0
62	≤Ê…’∞¸	0	4	255	255			183	0	0	0	0		82		30	0	5	3178	1	5	3184	2	5	3162	2	5	3158	1	5	0	0										5	3467	1	1	964690	5	3518	1	1	83886																																scripts/Craft/Include/Event.lua		37	0
63	◊œ∏«»‚	0	4	255	255			183	0	0	0	0		82		30	0	5	3178	1	5	3166	1	5	3163	1	5	3165	1	5	3179	1										5	3208	1	1	964690	5	3241	1	1	83886																																scripts/Craft/Include/Event.lua		37	0
66	∫Ë√≈—Á	0	4	255	255	1		183	0	0	0	0		118		60	0	5	2204	1	5	3177	3	5	3178	1	5	2203	1	5	0	0	5	0	0							5	2276	1	1	964690	5	2303	1	1	83886																																scripts/Craft/Include/Event.lua		55	0
67	∞ŸŒ∂—Á	0	4	255	255	1		183	0	0	0	0		118		60	0	5	2205	1	5	2206	1	5	3176	2	5	3170	1	5	3178	2	5	0	0							5	2277	1	1	964690	5	2304	1	1	83886																																scripts/Craft/Include/Event.lua		55	0
68	»˝Õ∑—Á	0	4	255	255	1		183	0	0	0	0		118		60	0	5	2207	1	5	2208	1	5	3168	1	5	3177	1	5	3176	1	5	3178	1							5	2278	1	1	964690	5	2305	1	1	83886																																scripts/Craft/Include/Event.lua		55	0
69	∫Ï—™≥¶	0	4	255	255			183	0	0	0	0		46		30	0	5	3179	2	5	3157	1	5	3165	1	5	0	0													5	3211	1	1	964690	5	3244	1	1	83886																																scripts/Craft/Include/Event.lua		19	0
70	Ω¥±¨—¸ª®	0	4	255	255			183	0	0	0	0		46		30	0	5	3171	2	5	3158	1	5	3163	1	5	0	0													5	2279	1	1	964690	5	2306	1	1	83886																																scripts/Craft/Include/Event.lua		19	0
72	 ÒŒ∂°∞∫Ï°±—Á	0	4	255	255	1		183	0	0	0	0		118		60	0	5	1829	1	5	3178	2	5	3179	8	5	1830	1	5	3171	4										5	2280	1	1	943718	5	2307	1	1	104858																																scripts/Craft/Include/Event.lua		55	0
73	¥‡πœ¿ÔºπÀø	0	4	255	255			183	0	0	0	0		46		30	0	5	3180	2	5	3172	1	5	3165	1	5	0	0	5	0	0										5	3214	1	1	964690	5	3247	1	1	83886																																scripts/Craft/Include/Event.lua		19	0
74	¡´≈∫≈≈π«Ã¿	0	4	255	255			183	0	0	0	0		82		30	0	5	3181	2	5	3159	1	5	3165	1																5	2281	1	1	943718	5	3249	1	1	104858																																scripts/Craft/Include/Event.lua		37	0
75	æ∆◊Ì≈≈π«	0	4	255	255			183	0	0	0	0		50		30	0	5	3181	2	5	2209	1	5	3164	1	5	0	0	5	0	0										5	3217	1	1	943718	5	2308	1	1	104858																																scripts/Craft/Include/Event.lua		21	0
76	ªÿπ¯»‚	0	4	255	255			183	0	0	0	0		90		20	0	5	3178	4	5	3175	1	5	3165	4	5	0	0													5	3473	1	1	943718	5	3523	1	1	104858																																scripts/Craft/Include/Event.lua		41	0
77	’≈“¥¥Û≤À	0	4	255	255			183	0	0	0	0		90		20	0	5	3178	2	5	3179	1	5	5009	2	5	3175	1	5	3158	1										5	3474	1	1	943718	5	2309	1	1	104858																																scripts/Craft/Include/Event.lua		41	0
78	∫Õ∫œ—¸◊”	0	4	255	255			183	0	0	0	0		90		10	0	5	3171	5	5	3156	4	5	3165	4	5	0	0													5	3196	1	1	964690	5	2310	1	1	83886																																scripts/Craft/Include/Event.lua		41	0
79	—™ÕË◊”	0	4	255	255			183	0	0	0	0		90		10	0	5	3179	1	5	2269	2	5	3166	4	5	3165	4	5	0	0										5	3475	1	1	964690	5	2311	1	1	83886																																scripts/Craft/Include/Event.lua		41	0
80	œ¥≥æ—Á	0	4	255	255	1		183	0	0	0	0		130		60	0	5	1832	2	5	3178	4	5	3181	6	5	0	0	5	0	0										5	2282	1	1	943718	5	2312	1	1	104858																																scripts/Craft/Include/Event.lua		61	0
81	”≠øÕ—Á	0	4	255	255	1		183	0	0	0	0		130		60	0	5	1831	2	5	3178	8	5	3181	6	5	0	0	5	0	0										5	2283	1	1	943718	5	2313	1	1	104858																																scripts/Craft/Include/Event.lua		61	0
82	¿•¬ÿΩ˚ ≥	0	4	255	255	1		183	0	0	0	0		130		60	0	5	1831	2	5	3178	8	5	3177	2	5	3181	2	5	3171	4										5	2284	1	1	943718	5	2314	1	1	104858																																scripts/Craft/Include/Event.lua		61	0
83	º“œÁ–°≥¥	0	4	255	255	1		183	0	0	0	0		130		60	0	5	1832	2	5	3180	8	5	3181	6	5	3177	2	5	0	0										5	2285	1	1	943718	5	2315	1	1	104858																																scripts/Craft/Include/Event.lua		61	0
84	¬È‘≤	0	4	255	255			183	0	0	0	0		90		30	0	5	3180	2	5	3184	2	5	3164	1	5	3162	1													5	3471	1	1	943718	5	3521	1	1	104858																																scripts/Craft/Include/Event.lua		41	0
85	µ£µ£√Ê	0	4	255	255			183	0	0	0	0		90		20	0	5	3178	4	5	3153	5	5	3162	2	5	3165	1	5	3167	1										5	3470	1	1	996147	5	3520	1	1	52429																																scripts/Craft/Include/Event.lua		41	0
86	¬È¿±—™≥¶	0	4	255	255			183	0	0	0	0		90		10	0	5	3179	4	5	3165	1	5	3167	2	5	974	1	5	3160	1										5	3472	1	1	943718	5	2316	1	1	104858																																scripts/Craft/Include/Event.lua		41	0
87	∂¨πœ≈≈π«Ã¿	0	4	255	255			183	0	0	0	0		90		10	0	5	3181	4	5	3155	1	5	3157	1	5	3165	1	5	3029	1	5	973	2							5	3215	1	1	943718	5	3527	1	1	104858																																scripts/Craft/Include/Event.lua		41	0
88	πÛÂ˙—Á	0	4	255	255	1		183	0	0	0	0		130		60	0	5	2204	1	5	3180	4	5	3181	8	5	1830	1	5	0	0	5	0	0							5	2286	1	1	943718	5	2317	1	1	104858																																scripts/Craft/Include/Event.lua		61	0
89	ÕÚ Ÿ—Á	0	4	255	255	1		183	0	0	0	0		130		60	0	5	2206	1	5	3180	4	5	3181	8	5	1829	1	5	0	0	5	0	0							5	2287	1	1	943718	5	2318	1	1	104858																																scripts/Craft/Include/Event.lua		61	0
91	ÃÏ≤πÕË	0	4	255	255			183	0	0	0	0		50		50	0	5	3466	1	5	3160	1	5	974	1	5	973	1	5	3157	5										5	2288	1	1	1048576					0																																scripts/Craft/Include/Event.lua		21	0
92	À‚œ„∞◊»‚	0	4	255	255			183	0	0	0	0		90		30	0	5	3178	2	5	3466	1	5	3163	1	5	3165	1													5	2289	1	1	943718	5	2319	1	1	104858																																scripts/Craft/Include/Event.lua		41	0
93	¥◊¡Ô≈≈π«	0	4	255	255			183	0	0	0	0		90		30	0	5	3181	4	5	3165	1	5	3164	1																5	3482	1	1	943718	5	2320	1	1	104858																																scripts/Craft/Include/Event.lua		41	0
94	À‚œ„’®π«≈≈	0	4	255	255			183	0	0	0	0		50		20	0	5	3180	2	5	3175	1	5	3165	1	5	0	0	5	0	0	5	0	0							5	2290	1	1	1048576					0																																scripts/Craft/Include/Event.lua		21	0
95	¿Ôºπ»‚æÌ±˝	0	4	255	255			183	0	0	0	0		90		20	0	5	3180	4	5	3166	2	5	3164	1	5	3165	1	5	3466	1										5	2291	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
96	ÀÈ»‚π«Õ∑Ã¿	0	4	255	255			183	0	0	0	0		90		30	0	5	3181	4	5	4954	4	5	5010	5	5	3165	1	5	0	0	5	0	0							5	3484	1	1	943718	5	3533	1	1	104858																																scripts/Craft/Include/Event.lua		41	0
97	Ω¥	0	4	255	255			183	0	0	0	0		46		50	0	5	3165	2	5	3175	2	5	3158	2	5	3163	2	5	972	1	5	979	1							5	4954	1	2	1048576					0																																scripts/Craft/Include/Event.lua		19	0
98	ø™ÀÆ÷Û∞◊≤À	0	4	255	255			183	0	0	0	0		90		20	0	5	5009	5	5	3180	1	5	0	0	5	0	0	5	0	0	5	0	0							5	4955	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
99	Ã«¥◊≈≈π«	0	4	255	255			183	0	0	0	0		50		30	0	5	3181	2	5	3164	1	5	3165	1	5	0	0													5	4956	1	1	1048576					0																																scripts/Craft/Include/Event.lua		21	0
100	À‚œ„’Ù≈≈π«	0	4	255	255			183	0	0	0	0		90		30	0	5	3181	2	5	3175	2	5	3165	1	5	3158	2													5	4957	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
101	”„œ„»‚Àø	0	4	255	255			183	0	0	0	0		90		30	0	5	3180	2	5	3165	1	5	3172	2	5	4954	1	5	0	0	5	0	0							5	4958	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
102	’®Ω¥√Ê	0	4	255	255			183	0	0	0	0		90		30	0	5	3180	2	5	3165	1	5	3162	1	5	4954	1	5	5009	1	5	0	0							5	4959	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
103	Ω¥∞◊≤À	0	4	255	255		0	183	0	0	0	0	-1	50	80	20	0	5	3178	2	5	5009	1	5	3163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4960	1	1	1048576	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua		21	0
104	≈≈π«∞◊≤ÀÃ¿	0	4	255	255			183	0	0	0	0		90		20	0	5	3181	2	5	5009	2	5	3165	1	5	3157	2	5	3158	1	5	0	0							5	4961	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
105	œ„À÷≈≈π«	0	4	255	255			183	0	0	0	0		90		20	0	5	3181	2	5	3166	2	5	3165	2	5	3163	2	5	3158	2	5	0	0							5	4962	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
106	Ω¥…’≈≈π«	0	4	255	255			183	0	0	0	0		90		20	0	5	3181	2	5	4954	1	5	0	0	5	0	0	5	0	0	5	0	0							5	4963	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
107	∫Ï…’≈≈π«	0	4	255	255			183	0	0	0	0		90		20	0	5	3181	2	5	3165	1	5	3163	1	5	3174	1	5	0	0	5	0	0							5	4964	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
108	∫√ÂœÃ¿	0	4	255	255			183	0	0	0	0		90		10	0	5	2269	2	5	3158	2	5	3160	1	5	0	0	5	0	0	5	0	0							5	4965	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
109	“¯ÀøæÌ	0	4	255	255			183	0	0	0	0		90		10	0	5	3165	2	5	4954	1	5	3159	1	5	3178	2	5	0	0	5	0	0							5	4966	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
110	Ω¥÷Ì»‚	0	4	255	255			183	0	0	0	0		90		20	0	5	4954	1	5	3178	4	5	3158	4	5	0	0	5	0	0	5	0	0							5	4967	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
111	ºÂ∂π∏Ø	0	4	255	255			183	0	0	0	0		90		20	0	5	5010	5	5	2269	5	5	3165	4	5	974	1	5	0	0	5	0	0							5	4952	1	1	1048576					0																																scripts/Craft/Include/Event.lua		41	0
