ID	Name	CostStamina	ProfessionID	RequireLevel	RecipeLevel	NeedExpertise	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	PowerfulToolItemType	PowerfulToolItemIndex	EquipmentType	Exp	PrepareFrame	Belong	ResultOnLevel	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	RequireItemType5	RequireItemIndex5	RequireItemCount5	RequireItemType6	RequireItemIndex6	RequireItemCount6	RequireItemType7	RequireItemIndex7	RequireItemCount7	RequireItemType8	RequireItemIndex8	RequireItemCount8	CreateItemType1	CreateItemIndex1	CreateItemMin1	CreateItemMax1	CreateItemProbability1	CreateItemType2	CreateItemIndex2	CreateItemMin2	CreateItemMax2	CreateItemProbability2	CreateItemType3	CreateItemIndex3	CreateItemMin3	CreateItemMax3	CreateItemProbability3	CreateItemType4	CreateItemIndex4	CreateItemMin4	CreateItemMax4	CreateItemProbability4	CreateItemType5	CreateItemIndex5	CreateItemMin5	CreateItemMax5	CreateItemProbability5	CreateItemType6	CreateItemIndex6	CreateItemMin6	CreateItemMax6	CreateItemProbability6	CreateItemType7	CreateItemIndex7	CreateItemMin7	CreateItemMax7	CreateItemProbability7	CreateItemType8	CreateItemIndex8	CreateItemMin8	CreateItemMax8	CreateItemProbability8	_Quality	ScriptName	CoolDownID	CostVigor	ExpertiseRate
41	¹üÆ¤ÇàÍ­»¤Ñü	0	6	255	255			343	0	0	0	0		18		80		5	3320	4	5	3251	2	5	986	2																7	1599	1	1	104857	7	1600	1	1	157286	7	1604	1	1	314572	7	1607	1	1	314572	7	1611	1	1	104857	7	1618	1	1	52432												scripts/Craft/Include/Event.lua		9	0
42	ÇàÊÞ»¤ÊÖ	0	6	255	255			343	0	0	0	0		66		90		5	3320	8	5	985	4	5	986	4	5	979	2	5	0	0	5	0	0							7	1494	1	1	576716	7	1497	1	1	314572	7	1501	1	1	104857	7	1505	1	1	52431																						scripts/Craft/Include/Event.lua		33	0
43	»¢Ð¥	0	6	255	255			343	0	0	0	0		66		40		5	3320	4	5	977	1	5	3319	4	5	985	2	5	972	2	5	0	0							6	914	1	1	576716	6	916	1	1	314572	6	918	1	1	104857	6	920	1	1	52431																						scripts/Craft/Include/Event.lua		33	0
44	Çà·æ½£	0	6	255	255			343	0	0	0	0		66		30		5	3320	4	5	3319	4	5	972	2	5	977	2	5	0	0	5	0	0							6	1026	1	1	576716	6	1028	1	1	314572	6	1030	1	1	104857	6	1032	1	1	52431																						scripts/Craft/Include/Event.lua		33	0
45	Ç¦¶§	0	6	255	255			343	0	0	0	0		4		120		5	3345	2																						5	3324	1	1	1048576																																					scripts/Craft/Include/Event.lua		2	0
46	ÉßÆ¤Í­Ë¿¼×	0	6	255	255			343	0	0	0	0		26		70		5	3324	1	5	3313	1	5	0	0	5	0	0													7	1137	1	1	104857	7	1139	1	1	157286	7	1141	1	1	314572	7	1147	1	1	314572	7	1151	1	1	104857	7	1157	1	1	52432												scripts/Craft/Include/Event.lua		13	0
48	¾«ÖÂÍ­ºÐ	0	6	0	0			343	0	0	0	0		30		130		5	47488	1	5	10176	5	5	31991	10																5	2594	4	6	1048576																																					scripts/Craft/Include/Event.lua		15	0
50	Í©Ä¾¹÷	0	6	255	255			343	0	0	0	0		26		20		5	980	1	5	3320	4	5	972	1																6	860	1	1	104857	6	861	1	1	157286	6	862	1	1	314572	6	863	1	1	314572	6	865	1	1	104857	6	867	1	1	52432												scripts/Craft/Include/Event.lua		13	0
51	×Ï±³»·×Ó¼×	0	6	255	255	1		343	0	0	0	0		242		70		5	3320	10	5	3323	2	5	986	4	5	979	4	5	0	0	5	0	0							7	1154	1	1	576716	7	1162	1	1	314572	7	1169	1	1	104857	7	1176	1	1	52431																						scripts/Craft/Include/Event.lua		121	0
52	×Ï±³»·×Óµ¶	0	6	255	255	1		343	0	0	0	0		242		40		5	980	3	5	3320	10	5	3323	2	5	972	4	5	0	0	5	0	0							6	921	1	1	576716	6	923	1	1	314572	6	926	1	1	104857	6	930	1	1	52431																						scripts/Craft/Include/Event.lua		121	0
53	´ÖÉ°Ä¥Ê¯	0	6	255	255			343	0	0	0	0		14		110		5	3318	1	5	3314	1	5	979	1																5	2596	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
54	»·×Ó¼×	0	6	255	255			343	0	0	0	0		26		70		5	3324	5	5	986	2	5	972	1																7	1142	1	1	104857	7	1146	1	1	157286	7	1152	1	1	314572	7	1159	1	1	314572	7	1166	1	1	104857	7	1173	1	1	52432												scripts/Craft/Include/Event.lua		13	0
55	Í©Ä¾±Ê	0	6	255	255			343	0	0	0	0		26		10		5	980	2	5	979	1	5	3324	5																6	974	1	1	104857	6	976	1	1	157286	6	977	1	1	314572	6	979	1	1	314572	6	980	1	1	104857	6	981	1	1	52432												scripts/Craft/Include/Event.lua		13	0
56	Í­¸ËÇ¹	0	6	255	255			343	0	0	0	0		26		40		5	3324	1	5	3313	1	5	0	0																6	915	1	1	104857	6	917	1	1	157286	6	919	1	1	314572	6	922	1	1	314572	6	924	1	1	104857	6	927	1	1	52432												scripts/Craft/Include/Event.lua		13	0
57	»¢ÎÆÇàÍ­»¤Ñü	0	6	255	255			343	0	0	0	0		26		80		5	3324	5	5	3262	2	5	985	2	5	0	0													7	1612	1	1	104857	7	1617	1	1	157286	7	1619	1	1	314572	7	1623	1	1	314572	7	1627	1	1	104857	7	1632	1	1	52432												scripts/Craft/Include/Event.lua		13	0
58	ÊÞÎÆ»¤ÊÖ	0	6	255	255			343	0	0	0	0		26		90		5	3324	5	5	3262	2	5	987	2	5	0	0													7	1500	1	1	104857	7	1502	1	1	157286	7	1506	1	1	314572	7	1508	1	1	314572	7	1511	1	1	104857	7	1513	1	1	52432												scripts/Craft/Include/Event.lua		13	0
59	×Ï±³³åÌì¹Ú	0	6	255	255			343	0	0	0	0		98		60		5	3323	2	5	3324	5	5	988	2	5	0	0	5	0	0										7	1774	1	1	576716	7	1777	1	1	314572	7	1782	1	1	104857	7	1784	1	1	52431																						scripts/Craft/Include/Event.lua		49	0
60	ÏÀÉÙ½£	0	6	255	255			343	0	0	0	0		26		30		5	3324	1	5	3313	1	5	0	0																6	1031	1	1	104857	6	1035	1	1	157286	6	1036	1	1	314572	6	1037	1	1	314572	6	1040	1	1	104857	6	1043	1	1	52432												scripts/Craft/Include/Event.lua		13	0
61	ÁøÒ¶Ë«½£	0	6	255	255			343	0	0	0	0		26		50		5	3324	5	5	980	2	5	0	0																6	1090	1	1	104857	6	1091	1	1	157286	6	1092	1	1	314572	6	1093	1	1	314572	6	1097	1	1	104857	6	1098	1	1	52432												scripts/Craft/Include/Event.lua		13	0
62	µãÐÇ	0	6	255	255			343	0	0	0	0		66		10		5	3320	4	5	979	2	5	977	2	5	3319	4	5	0	0	5	0	0							6	982	1	1	576716	6	984	1	1	314572	6	986	1	1	104857	6	988	1	1	52431																						scripts/Craft/Include/Event.lua		33	0
63	º¬¹â	0	6	255	255	1		343	0	0	0	0		242		30		5	3324	10	5	7858	1	5	980	2	5	3323	2	5	0	0	5	0	0							6	1038	1	1	576716	6	1041	1	1	314572	6	1044	1	1	104857	6	1046	1	1	52431																						scripts/Craft/Include/Event.lua		121	0
64	Ð¿¶§	0	6	255	255			343	0	0	0	0		4		120		5	3346	2																						5	3328	1	1	1048576																																					scripts/Craft/Include/Event.lua		2	0
68	ÊìÍ­¹÷	0	6	255	255			343	0	0	0	0		30		20		5	3328	1	5	3313	1	5	0	0	5	0	0													6	866	1	1	104857	6	868	1	1	157286	6	869	1	1	314572	6	870	1	1	314572	6	871	1	1	104857	6	872	1	1	52432												scripts/Craft/Include/Event.lua		15	0
69	»ÆÍ­»¤Ñü	0	6	255	255			343	0	0	0	0		30		80		5	3324	5	5	3275	1	5	3270	4	5	3262	2													7	1620	1	1	104857	7	1624	1	1	157286	7	1628	1	1	314572	7	1633	1	1	314572	7	1638	1	1	104857	7	1639	1	1	52432												scripts/Craft/Include/Event.lua		15	0
71	Í­¾µ	0	6	0	0			343	0	0	0	0		36		130		5	47487	1	5	10176	6	5	31992	15																5	2189	4	6	1048576																																					scripts/Craft/Include/Event.lua		18	0
72	»ÆÍ­»¤ÐÄ¼×	0	6	255	255			343	0	0	0	0		30		70		5	3324	5	5	988	2	5	3275	1	5	3262	2													7	1167	1	1	104857	7	1174	1	1	157286	7	1177	1	1	314572	7	1183	1	1	314572	7	1187	1	1	104857	7	1193	1	1	52432												scripts/Craft/Include/Event.lua		15	0
73	»ÆÍ­Èý¼âÇ¹	0	6	255	255			343	0	0	0	0		30		40		5	3324	5	5	980	1	5	3314	4	5	979	1													6	925	1	1	104857	6	928	1	1	157286	6	931	1	1	314572	6	932	1	1	314572	6	933	1	1	104857	6	935	1	1	52432												scripts/Craft/Include/Event.lua		15	0
74	½ð¸ÕÄ¥Ê¯	0	6	255	255			343	0	0	0	0		14		110		5	3318	1	5	3314	1	5	972	1																5	2599	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
76	·É·ïË«½£	0	6	255	255			343	0	0	0	0		30		50		5	3328	1	5	3313	1	5	0	0	5	0	0													6	1094	1	1	104857	6	1096	1	1	157286	6	1099	1	1	314572	6	1100	1	1	314572	6	1101	1	1	104857	6	1102	1	1	52432												scripts/Craft/Include/Event.lua		15	0
77	ÉËÀÇÐ¥Ìì¹Ú	0	6	255	255	1		343	0	0	0	0		282		60		5	3328	10	5	3324	10	5	3326	2	5	7849	1	5	0	0	5	0	0							7	1786	1	1	576716	7	1789	1	1	314572	7	1794	1	1	104857	7	1799	1	1	52431																						scripts/Craft/Include/Event.lua		141	0
79	»ÆÍ­µãÑ¨±Ê	0	6	255	255			343	0	0	0	0		30		10		5	3328	1	5	3313	1	5	0	0																6	983	1	1	104857	6	985	1	1	157286	6	987	1	1	314572	6	989	1	1	314572	6	990	1	1	104857	6	993	1	1	52432												scripts/Craft/Include/Event.lua		15	0
80	Õ¶Âí½£	0	6	255	255			343	0	0	0	0		30		30		5	3328	4	5	3314	2	5	980	1																6	1039	1	1	104857	6	1042	1	1	157286	6	1045	1	1	314572	6	1047	1	1	314572	6	1049	1	1	104857	6	1052	1	1	52432												scripts/Craft/Include/Event.lua		15	0
81	»ÆÍ­Í·¿ø	0	6	255	255			343	0	0	0	0		30		60		5	3328	4	5	3314	2	5	3271	2																7	1781	1	1	104857	7	1783	1	1	157286	7	1785	1	1	314572	7	1788	1	1	314572	7	1791	1	1	104857	7	1796	1	1	52432												scripts/Craft/Include/Event.lua		15	0
82	»¢ÎÆ»ÆÍ­»¤ÊÖ	0	6	255	255			343	0	0	0	0		30		90		5	3316	20	5	985	1																			7	1517	1	1	104857	7	1518	1	1	157286	7	1521	1	1	314572	7	1524	1	1	314572	7	1526	1	1	104857	7	1533	1	1	52432												scripts/Craft/Include/Event.lua		15	0
83	ÐÐÔÆ	0	6	255	255			343	0	0	0	0		114		10		5	3328	10	5	980	1	5	3326	2	5	3275	4	5	972	2	5	0	0							6	992	1	1	576716	6	995	1	1	314572	6	997	1	1	104857	6	999	1	1	52431																						scripts/Craft/Include/Event.lua		57	0
84	ÁúÈª	0	6	255	255			343	0	0	0	0		114		30		5	3328	10	5	980	1	5	3326	2	5	3275	4	5	972	2	5	0	0							6	1051	1	1	576716	6	1054	1	1	314572	6	1056	1	1	104857	6	1059	1	1	52431																						scripts/Craft/Include/Event.lua		57	0
85	Ñãôá	0	6	255	255			343	0	0	0	0		114		40		5	3328	10	5	980	1	5	3275	2	5	972	2	5	3326	2	5	0	0							6	938	1	1	576716	6	940	1	1	314572	6	942	1	1	104857	6	944	1	1	52431																						scripts/Craft/Include/Event.lua		57	0
86	»¢Î²	0	6	255	255			343	0	0	0	0		114		20		5	3328	10	5	980	1	5	3275	4	5	979	2	5	3326	2	5	0	0							6	876	1	1	576716	6	878	1	1	314572	6	880	1	1	104857	6	883	1	1	52431																						scripts/Craft/Include/Event.lua		57	0
87	Ô§Ñì	0	6	255	255			343	0	0	0	0		114		50		5	3328	10	5	980	1	5	3326	2	5	3275	4	5	979	2	5	0	0							6	1103	1	1	576716	6	1105	1	1	314572	6	1107	1	1	104857	6	1109	1	1	52431																						scripts/Craft/Include/Event.lua		57	0
88	ÉúÌú¶§	0	6	255	255			343	0	0	0	0		4		120		5	3347	2	5	3315	1																			5	3334	1	1	1048576																																					scripts/Craft/Include/Event.lua		2	0
89	ÊìÌú¶§	0	6	255	255			343	0	0	0	0		4		120		5	3334	2	5	3839	1																			5	3335	1	1	1048576																																					scripts/Craft/Include/Event.lua		2	0
91	ÌúÄ¾¹÷	0	6	255	255			343	0	0	0	0		38		20		5	3328	5	5	981	1																			6	873	1	1	104857	6	874	1	1	157286	6	875	1	1	314572	6	877	1	1	314572	6	879	1	1	104857	6	882	1	1	52432												scripts/Craft/Include/Event.lua		19	0
92	Ì´Ä¾³¤µ¶	0	6	255	255			343	0	0	0	0		38		40		5	3334	1	5	3313	1																			6	934	1	1	104857	6	936	1	1	157286	6	937	1	1	314572	6	939	1	1	314572	6	941	1	1	104857	6	943	1	1	52432												scripts/Craft/Include/Event.lua		19	0
93	»ÆÁú¼×	0	6	255	255			343	0	0	0	0		146		70		5	3328	10	5	3278	5	5	3277	2	5	3326	2	5	0	0	5	0	0							7	1206	1	1	576716	7	1213	1	1	314572	7	1221	1	1	104857	7	1227	1	1	52431																						scripts/Craft/Include/Event.lua		73	0
94	½ðË¿Ìú¼×»¤ÊÖ	0	6	255	255			343	0	0	0	0		146		90		5	3316	20	5	3275	2	5	3277	1	5	985	2	5	3270	8	5	3326	2							7	1531	1	1	576716	7	1536	1	1	314572	7	1542	1	1	104857	7	1547	1	1	52431																						scripts/Craft/Include/Event.lua		73	0
95	½ðË¿Òø¼×¹üÑü	0	6	255	255			343	0	0	0	0		146		80		5	3328	10	5	3271	2	5	3277	1	5	3326	2	5	0	0	5	0	0							7	1651	1	1	576716	7	1654	1	1	314572	7	1657	1	1	104857	7	1668	1	1	52431																						scripts/Craft/Include/Event.lua		73	0
96	ÌúÅ¼	0	6	0	0			343	0	0	0	0		36		130		5	47491	1	5	10176	6	5	31993	15																5	2603	4	6	1048576																																					scripts/Craft/Include/Event.lua		18	0
99	´ÖÄ¥Ê¯	0	6	255	255		0	343	0	0	0	0		14		110		5	3333	2	5	3314	4	5	979	2																5	2606	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
100	ÈóÉ«Ä¥Ê¯	0	6	255	255		0	343	0	0	0	0		14		110		5	3333	2	5	3314	4	5	972	2																5	2607	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
101	ÌúÎÆ¼×Æ¬	0	6	255	255		0	343	0	0	0	0		14		110		5	3334	5	5	3314	2	5	972	2	5	0	0													5	2608	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
102	ÒøÎÆ¼×Æ¬	0	6	255	255		0	343	0	0	0	0		14		110		5	3334	5	5	3314	2	5	979	2	5	0	0													5	2609	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
103	ÌúÖÆ°°¾ß	0	6	0	0		0	343	0	0	0	0		60		140		5	47491	1	5	47492	1	5	10176	5	5	31994	10													8	17538	1	1	1048576																																					scripts/Craft/Include/Event.lua		30	0
104	ÒøÎÆ¼×	0	6	255	255			343	0	0	0	0		38		70		5	3310	2	5	3335	4	5	981	2	5	3839	2													7	1194	1	1	104857	7	1196	1	1	157286	7	1201	1	1	314572	7	1209	1	1	314572	7	1217	1	1	104857	7	1226	1	1	52432												scripts/Craft/Include/Event.lua		19	0
105	ÌúÎÆ³¤½£	0	6	255	255			343	0	0	0	0		38		30		5	3335	4	5	981	1	5	3310	2	5	3839	2													6	1048	1	1	104857	6	1050	1	1	157286	6	1053	1	1	314572	6	1055	1	1	314572	6	1057	1	1	104857	6	1060	1	1	52432												scripts/Craft/Include/Event.lua		19	0
106	Ç§·ðìøÕÈ	0	6	255	255	1	0	343	0	0	0	0		402		20		5	3335	20	5	3341	10	5	3326	4	5	7860	1	5	0	0										6	881	1	1	576716	6	884	1	1	314572	6	885	1	1	104857	6	887	1	1	52431																						scripts/Craft/Include/Event.lua		201	0
107	ÑªÕ½Ìú¼×	0	6	255	255	1	0	343	0	0	0	0		362		70		5	3335	10	5	3310	10	5	7858	1	5	3326	2	5	0	0	5	0	0							7	1214	1	1	576716	7	1222	1	1	314572	7	1228	1	1	104857	7	1233	1	1	52431																						scripts/Craft/Include/Event.lua		181	0
110	ÄÚÔÆÄ¥Ê¯	0	6	255	255			343	0	0	0	0		14		110		5	3333	1	5	3315	1	5	972	1	5	979	1													5	2615	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
111	ÅÐ¹Ù±Ê	0	6	255	255			343	0	0	0	0		38		10		5	3839	2	5	3335	5	5	981	2	5	0	0													6	991	1	1	104857	6	994	1	1	157286	6	996	1	1	314572	6	998	1	1	314572	6	1001	1	1	104857	6	1003	1	1	52432												scripts/Craft/Include/Event.lua		19	0
112	ÌúÎÆÑü´ø	0	6	255	255			343	0	0	0	0		38		80		5	3334	1	5	3313	1	5	0	0																7	1648	1	1	104857	7	1650	1	1	157286	7	1653	1	1	314572	7	1656	1	1	314572	7	1664	1	1	104857	7	1675	1	1	52432												scripts/Craft/Include/Event.lua		19	0
113	²×ÀË	0	6	255	255	1	0	343	0	0	0	0		402		10		5	3341	10	5	3335	20	5	3326	4	5	7859	1	5	0	0	5	0	0							6	1000	1	1	576716	6	1002	1	1	314572	6	1005	1	1	104857	6	1007	1	1	52431																						scripts/Craft/Include/Event.lua		201	0
114	ÑªÕ½¹üÑü	0	6	255	255	1	0	343	0	0	0	0		362		80		5	3335	20	5	7849	1	5	3839	5	5	3326	3	5	3323	2	5	0	0							7	1663	1	1	576716	7	1674	1	1	314572	7	1685	1	1	104857	7	1695	1	1	52431																						scripts/Craft/Include/Event.lua		181	0
115	»ù´¡Ä¥Ê¯	0	6	255	255		0	343	0	0	0	0		14		110		5	3333	2	5	973	4	5	974	4	5	3839	2													5	2618	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
116	°ÙÁ¶¼×Æ¬	0	6	255	255		0	343	0	0	0	0		14		110		5	3335	10	5	3310	2	5	974	4	5	3839	2													5	2619	1	1	1048576																																					scripts/Craft/Include/Event.lua		7	0
