ID	Name	CostStamina	ProfessionID	RequireLevel	RecipeLevel	NeedExpertise	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	PowerfulToolItemType	PowerfulToolItemIndex	EquipmentType	Exp	PrepareFrame	Belong	ResultOnLevel	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	RequireItemType5	RequireItemIndex5	RequireItemCount5	RequireItemType6	RequireItemIndex6	RequireItemCount6	RequireItemType7	RequireItemIndex7	RequireItemCount7	RequireItemType8	RequireItemIndex8	RequireItemCount8	CreateItemType1	CreateItemIndex1	CreateItemMin1	CreateItemMax1	CreateItemProbability1	CreateItemType2	CreateItemIndex2	CreateItemMin2	CreateItemMax2	CreateItemProbability2	CreateItemType3	CreateItemIndex3	CreateItemMin3	CreateItemMax3	CreateItemProbability3	CreateItemType4	CreateItemIndex4	CreateItemMin4	CreateItemMax4	CreateItemProbability4	CreateItemType5	CreateItemIndex5	CreateItemMin5	CreateItemMax5	CreateItemProbability5	CreateItemType6	CreateItemIndex6	CreateItemMin6	CreateItemMax6	CreateItemProbability6	CreateItemType7	CreateItemIndex7	CreateItemMin7	CreateItemMax7	CreateItemProbability7	CreateItemType8	CreateItemIndex8	CreateItemMin8	CreateItemMax8	CreateItemProbability8	_Quality	ScriptName	CoolDownID	CostVigor	ExpertiseRate
11	中品止血散	0	7	255	255			344	0	0	0	0		18		10		5	3012	2	5	3006	1																			5	3042	1	1	1048576																																					scripts/Craft/Include/Event.lua		9	0
12	下品补筋散	0	7	255	255			344	0	0	0	0		50		20		5	3013	1	5	3006	2																			5	3046	1	1	1048576																																					scripts/Craft/Include/Event.lua		25	0
14	下品金创散	0	7	255	255			344	0	0	0	0		50		30		5	3002	1	5	3013	1	5	979	1	5	3006	1													5	3043	1	2	1048576																																					scripts/Craft/Include/Event.lua		25	0
15	太白丹	0	7	255	255			344	0	0	0	0		50		20		5	3012	1	5	3013	1	5	972	1	5	3006	1													5	2756	1	2	1048576																																					scripts/Craft/Include/Event.lua		25	0
16	中品活络散	0	7	255	255			344	0	0	0	0		18		10		5	3013	2	5	3006	1																			5	3044	1	1	1048576																																					scripts/Craft/Include/Event.lua		9	0
17	下品定痛散	0	7	255	255			344	0	0	0	0		50		30		5	3014	1	5	3013	1	5	3006	1																5	3049	1	1	1048576																																					scripts/Craft/Include/Event.lua		25	0
18	中品长生散	0	7	255	255			344	0	0	0	0		18		30		5	3014	2	5	3005	1	5	0	0																5	2757	1	1	1048576																																					scripts/Craft/Include/Event.lua		9	0
19	飞鱼丸	0	7	255	255			344	0	0	0	0		50		40		5	3014	3	5	3005	2	5	3012	2																5	3048	1	1	1048576																																					scripts/Craft/Include/Event.lua		25	0
20	中品凝神散	0	7	255	255			344	0	0	0	0		50		30		5	3013	1	5	3014	1	5	3005	1																5	2758	1	2	1048576																																					scripts/Craft/Include/Event.lua		25	0
21	下品逍遥散	0	7	255	255			344	0	0	0	0		50		40		5	3014	3	5	3010	2	5	3006	2																5	2759	1	1	1048576																																					scripts/Craft/Include/Event.lua		25	0
22	下品玉露散	0	7	255	255			344	0	0	0	0		50		30		5	3014	2	5	979	1	5	3005	1																5	2760	1	1	1048576																																					scripts/Craft/Include/Event.lua		25	0
24	避水银针	0	7	255	255			344	0	0	0	0		74		40		5	972	1	5	3012	2	5	3009	2																5	3050	1	1	1048576																																					scripts/Craft/Include/Event.lua		37	0
25	下品闭气散	0	7	255	255			344	0	0	0	0		74		40		5	979	1	5	3004	2	5	3014	2	5	3005	2	5	0	0										5	3051	1	1	1048576																																					scripts/Craft/Include/Event.lua		37	0
26	上品止血散	0	7	255	255			344	0	0	0	0		26		10		5	3018	2	5	3006	1	5	0	0																5	3054	1	1	1048576																																					scripts/Craft/Include/Event.lua		13	0
27	上品活络散	0	7	255	255			344	0	0	0	0		74		10		5	3016	2	5	3013	1	5	3006	1																5	3053	1	1	1048576																																					scripts/Craft/Include/Event.lua		37	0
28	中品万灵散	0	7	255	255			344	0	0	0	0		74		10		5	3018	1	5	3016	1	5	3010	1	5	3006	1													5	3055	1	1	1048576																																					scripts/Craft/Include/Event.lua		37	0
29	中品金创散	0	7	255	255			344	0	0	0	0		74		30		5	3006	2	5	3013	2	5	979	1	5	0	0													5	3056	1	1	1048576																																					scripts/Craft/Include/Event.lua		37	0
30	中品补筋散	0	7	255	255			344	0	0	0	0		26		20		5	3016	2	5	3006	1	5	0	0																5	3074	1	1	1048576																																					scripts/Craft/Include/Event.lua		13	0
31	中品定痛散	0	7	255	255			344	0	0	0	0		74		30		5	3006	2	5	3016	2	5	972	1	5	0	0													5	3058	1	1	1048576																																					scripts/Craft/Include/Event.lua		37	0
32	下品金元散	0	7	255	255			344	0	0	0	0		74		30		5	3017	2	5	3006	1	5	0	0																5	3059	1	1	1048576																																					scripts/Craft/Include/Event.lua		37	0
33	下品化功散	0	7	255	255			344	0	0	0	0		74		40		5	3018	1	5	3004	1	5	3017	1	5	3006	1													5	2761	1	1	1048576																																					scripts/Craft/Include/Event.lua		37	0
34	下品亢龙散	0	7	255	255			344	0	0	0	0		86		30		5	3006	2	5	3017	2	5	979	1	5	0	0													5	3061	1	1	1048576																																					scripts/Craft/Include/Event.lua		43	0
35	中品护心散	0	7	255	255			344	0	0	0	0		30		20		5	3017	2	5	3006	1	5	0	0																5	3062	1	1	1048576																																					scripts/Craft/Include/Event.lua		15	0
36	中品强身散	0	7	255	255			344	0	0	0	0		86		20		5	979	1	5	3018	2	5	3006	2																5	3063	1	1	1048576																																					scripts/Craft/Include/Event.lua		43	0
37	中品聚魂散	0	7	255	255			344	0	0	0	0		86		20		5	972	1	5	3021	2	5	3006	2																5	3064	1	1	1048576																																					scripts/Craft/Include/Event.lua		43	0
38	上品长生散	0	7	255	255			344	0	0	0	0		86		30		5	3018	1	5	3017	1	5	3005	1																5	2762	1	1	1048576																																					scripts/Craft/Include/Event.lua		43	0
39	上品凝神散	0	7	255	255			344	0	0	0	0		86		30		5	3016	1	5	3017	1	5	3005	1																5	2763	1	1	1048576																																					scripts/Craft/Include/Event.lua		43	0
40	中品健骨散	0	7	255	255			344	0	0	0	0		86		20		5	3006	4	5	3020	2	5	0	0																5	3075	1	1	1048576																																					scripts/Craft/Include/Event.lua		43	0
41	下品止血丸	0	7	255	255			344	0	0	0	0		30		10		5	3020	2	5	3005	1	5	0	0																5	3067	1	1	1048576																																					scripts/Craft/Include/Event.lua		15	0
43	下品活络丸	0	7	255	255			344	0	0	0	0		30		10		5	3021	2	5	3005	1	5	0	0																5	3066	1	1	1048576																																					scripts/Craft/Include/Event.lua		15	0
44	健胃散	0	7	255	255			344	0	0	0	0		86		40		5	3004	2	5	3017	2	5	3022	2	5	3006	1	5	0	0										5	3554	1	1	1048576																																					scripts/Craft/Include/Event.lua		43	0
45	辟邪散	0	7	255	255			344	0	0	0	0		86		40		5	3022	2	5	3006	2	5	0	0																5	3072	1	1	1048576																																					scripts/Craft/Include/Event.lua		43	0
46	中品逍遥散	0	7	255	255			344	0	0	0	0		110		40		5	3021	3	5	3022	2	5	3006	2	5	979	1													5	3555	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
47	上品金创散	0	7	255	255			344	0	0	0	0		110		30		5	3020	2	5	972	2	5	3006	1	0	0														5	3068	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
48	上品定痛散	0	7	255	255			344	0	0	0	0		110		30		5	3021	2	5	979	2	5	3006	1	5	0	0													5	3069	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
49	下品幽冥散	0	7	255	255			344	0	0	0	0		110		30		5	3006	2	5	3022	1	5	3016	1	5	972	1	5	0	0										5	3076	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
50	下品霹雳散	0	7	255	255			344	0	0	0	0		110		30		5	3006	2	5	3020	1	5	3017	1	5	972	1	5	0	0										5	3077	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
51	下品烈火散	0	7	255	255			344	0	0	0	0		110		30		5	3006	2	5	3021	1	5	3018	1	5	972	1	5	0	0										5	3078	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
52	中品止血丸	0	7	255	255			344	0	0	0	0		38		10		5	3025	2	5	3005	1	5	0	0																5	3080	1	1	1048576																																					scripts/Craft/Include/Event.lua		19	0
53	中品活络丸	0	7	255	255			344	0	0	0	0		110		10		5	3021	2	5	3024	2	5	3005	1																5	3079	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
54	软筋针	0	7	255	255		0	344	0	0	0	0		110		40		5	3009	4	5	3022	4	5	0	0																5	2764	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
55	避水金针	0	7	255	255		0	344	0	0	0	0		110		40		5	974	1	5	3025	4	5	3008	2																5	3081	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
56	上品万灵散	0	7	255	255			344	0	0	0	0		110		10		5	3024	3	5	3025	3	5	3010	2	5	3006	1													5	3082	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
57	上品护心散	0	7	255	255			344	0	0	0	0		110		20		5	973	1	5	3025	4	5	3006	2																5	3083	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
58	上品聚魂散	0	7	255	255			344	0	0	0	0		38		20		5	3024	2	5	3006	1	5	0	0																5	3085	1	1	1048576																																					scripts/Craft/Include/Event.lua		19	0
59	中品亢龙散	0	7	255	255		0	344	0	0	0	0		110		30		5	973	1	5	3026	4	5	3022	4	5	3006	2	5	0	0										5	3093	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
60	下品金创丸	0	7	255	255		0	344	0	0	0	0		110		30		5	974	1	5	3027	4	5	3022	4	5	3006	2	5	0	0										5	3086	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
61	上品强身散	0	7	255	255			344	0	0	0	0		38		20		5	3027	2	5	3006	1	5	0	0																5	3084	1	1	1048576																																					scripts/Craft/Include/Event.lua		19	0
62	摧心针	0	7	255	255		0	344	0	0	0	0		110		40		5	974	1	5	3024	4	5	3009	2	5	0	0													5	2765	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
63	中品金元散	0	7	255	255		0	344	0	0	0	0		110		30		5	973	1	5	3027	4	5	3006	2	5	0	0													5	3090	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
64	五毒针	0	7	255	255		0	344	0	0	0	0		110		30		5	3009	2	5	3025	4	5	3027	4	5	0	0													5	2766	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
65	下品定痛丸	0	7	255	255		0	344	0	0	0	0		110		30		5	3006	2	5	3026	4	5	3027	4	5	0	0	5	0	0										5	3087	1	1	1048576																																					scripts/Craft/Include/Event.lua		55	0
66	中品化功散	0	7	255	255			344	0	0	0	0		122		40		5	3007	2	5	3024	5	5	973	1	5	3010	1	5	0	0										5	2767	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
68	下品长生丸	0	7	255	255			344	0	0	0	0		122		30		5	3030	2	5	3028	2	5	3010	1	5	3006	1													5	2721	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
69	下品凝神丸	0	7	255	255			344	0	0	0	0		122		30		5	3030	2	5	3029	2	5	3010	1	5	3006	1													5	2722	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
70	下品展凤散	0	7	255	255		0	344	0	0	0	0		122		30		5	3006	2	5	3024	4	5	3026	2	5	0	0													5	3560	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
71	正骨膏	0	7	255	255		0	344	0	0	0	0		122		40		5	3028	10	5	3030	5	5	3010	2	5	3007	2	5	0	0										5	3089	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
72	上品补筋散	0	7	255	255			344	0	0	0	0		122		20		5	3006	2	5	3029	4	5	0	0																5	3095	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
73	上品健骨散	0	7	255	255			344	0	0	0	0		122		20		5	3006	2	5	3028	4	5	0	0																5	3096	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
74	涣精针	0	7	255	255			344	0	0	0	0		122		40		5	3009	2	5	3032	4	5	0	0																5	2768	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
75	钻心针	0	7	255	255			344	0	0	0	0		122		40		5	3009	2	5	3031	5	5	0	0	5	0	0													5	2769	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
76	上品止血丸	0	7	255	255			344	0	0	0	0		42		10		5	3028	2	5	3006	1	5	0	0																5	3098	1	1	1048576																																					scripts/Craft/Include/Event.lua		21	0
77	上品活络丸	0	7	255	255			344	0	0	0	0		122		10		5	3029	3	5	3024	3	5	3006	1																5	3097	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
78	中品金创丸	0	7	255	255		0	344	0	0	0	0		122		30		5	974	2	5	3028	5	5	3030	5	5	3007	5	5	0	0										5	3102	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
79	上品亢龙散	0	7	255	255		0	344	0	0	0	0		122		30		5	973	2	5	3030	3	5	3032	5	5	3007	5	5	0	0										5	3563	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
80	中品闭气散	0	7	255	255			344	0	0	0	0		122		40		5	3028	5	5	3030	5	5	3007	5	5	0	0	5	0	0										5	3101	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
81	下品吸星散	0	7	255	255			344	0	0	0	0		122		40		5	3028	5	5	3010	1	5	3007	5	5	0	0													5	3108	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
82	上品逍遥散	0	7	255	255			344	0	0	0	0		122		40		5	3030	5	5	3010	1	5	3007	5	5	0	0													5	3099	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
83	空山新雨	0	7	255	255			344	0	0	0	0		122		40		5	3028	4	5	3029	4	5	3007	5	5	0	0													5	3116	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
84	下品强身丸	0	7	255	255			344	0	0	0	0		42		20		5	3031	2	5	3006	1	5	0	0	5	0	0													5	3125	1	1	1048576																																					scripts/Craft/Include/Event.lua		21	0
85	下品健骨丸	0	7	255	255			344	0	0	0	0		122		20		5	3010	1	5	3032	4	5	3006	2	5	0	0													5	3126	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
86	下品聚魂丸	0	7	255	255			344	0	0	0	0		122		20		5	3010	1	5	3029	4	5	3006	2	5	0	0													5	3127	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
87	下品调和散	0	7	255	255		0	344	0	0	0	0		122		30		5	3010	1	5	3029	4	5	3032	4	5	3006	2	5	0	0										5	3103	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
88	下品护心丸	0	7	255	255		0	344	0	0	0	0		122		20		5	3010	2	5	3030	4	5	3007	5	5	0	0													5	3123	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
89	下品补筋丸	0	7	255	255		0	344	0	0	0	0		122		20		5	3010	2	5	3032	4	5	3007	5	5	0	0													5	3124	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
90	中品幽冥散	0	7	255	255		0	344	0	0	0	0		122		30		5	6646	1	5	3029	2	5	3032	2	5	979	1	5	0	0										5	3104	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
91	中品霹雳散	0	7	255	255		0	344	0	0	0	0		122		30		5	6646	1	5	3029	2	5	3031	2	5	979	1	5	0	0										5	3105	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
92	中品烈火散	0	7	255	255		0	344	0	0	0	0		122		30		5	6646	1	5	3029	2	5	3028	2	5	979	1	5	0	0										5	3106	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
93	下品止血膏	0	7	255	255			344	0	0	0	0		42		10		5	3028	2	5	3006	1	5	0	0	5	0	0													5	3113	1	1	1048576																																					scripts/Craft/Include/Event.lua		21	0
94	下品活络膏	0	7	255	255			344	0	0	0	0		122		10		5	3029	3	5	3024	3	5	979	1	5	3006	1													5	3109	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
95	下品万灵丸	0	7	255	255			344	0	0	0	0		122		10		5	5000	1	5	4999	1	5	6646	1	5	0	0	5	0	0										5	3111	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
96	沐火丹	0	7	255	255			344	0	0	0	0		122		40		5	3007	2	5	3030	3	5	3029	5	5	3010	2	5	0	0										5	3107	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
97	破冰丸	0	7	255	255		0	344	0	0	0	0		122		40		5	3007	2	5	3030	3	5	3032	5	5	3010	2	5	0	0										5	3117	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
98	混元丹	0	7	255	255		0	344	0	0	0	0		122		40		5	3031	5	5	3030	5	5	3010	2	5	3007	2	5	0	0										5	3118	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
100	金针·烟	0	7	255	255			344	0	0	0	0		122		40		5	3028	5	5	973	1	5	3008	1	5	0	0	5	0	0										5	2771	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
101	金针·影	0	7	255	255			344	0	0	0	0		122		40		5	3008	1	5	974	1	5	3029	5	5	0	0	5	0	0										5	2772	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
104	万花丹	0	7	255	255		0	344	0	0	0	0		122		30		5	3031	5	5	974	1	5	3010	2	5	3007	5	5	0	0										5	2775	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
105	中品玉露散	0	7	255	255		0	344	0	0	0	0		122		30		5	3032	5	5	973	1	5	3010	2	5	3007	5	5	0	0										5	2776	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
107	中品展凤散	0	7	255	255		0	344	0	0	0	0		122		30		5	3029	5	5	3032	3	5	974	1	5	3006	1													5	3570	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
108	下品亢龙丸	0	7	255	255		0	344	0	0	0	0		122		30		5	3028	5	5	3031	3	5	973	1	5	3006	1													5	2744	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
110	中品吸星散	0	7	255	255			344	0	0	0	0		122		40		5	3028	5	5	3010	2	5	3030	5	5	3007	2	5	0	0										5	3119	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
111	中品止血膏	0	7	255	255			344	0	0	0	0		122		10		5	5000	1	5	3007	1	5	0	0																5	3130	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
113	中品活络膏	0	7	255	255			344	0	0	0	0		122		10		5	4999	1	5	3007	1	5	0	0																5	3129	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
118	下品逍遥丸	0	7	255	255		0	344	0	0	0	0		122		40		5	5000	1	5	6648	2	5	0	0	5	0	0	5	0	0										5	3132	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
131	魄元散	0	7	255	255		0	344	0	0	0	0	-1	30	80	50	0	5	3032	5	5	3021	5	5	3016	5	5	3024	5	5	974	1	0	0	0	0	0	0	0	0	0	5	4999	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua		15	0
132	金刚散	0	7	255	255		0	344	0	0	0	0	-1	30	80	50	0	5	3028	5	5	3020	5	5	3018	5	5	3025	5	5	6648	1	0	0	0	0	0	0	0	0	0	5	5000	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua		15	0
133	下品玄阴散	0	7	255	255		0	344	0	0	0	0	-1	122	80	30	0	5	974	1	5	3031	4	5	3032	4	5	3006	1	0	0	0	0	0	0	0	0	0	0	0	0	5	4996	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua		61	0
134	下品罡阳散	0	7	255	255		0	344	0	0	0	0	-1	122	80	30	0	5	973	1	5	3028	4	5	3032	4	5	3007	1	0	0	0	0	0	0	0	0	0	0	0	0	5	4997	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua		61	0
137	下品静心散	0	7	255	255		0	344	0	0	0	0		122		40		5	3032	3	5	6646	1	5	973	1	5	974	1	5	3024	3										5	6869	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
139	截元丹	0	7	255	255		0	344	0	0	0	0		122		40		5	3030	3	5	6646	1	5	973	1	5	974	1	5	3026	3										5	6870	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
140	下品益气散	0	7	255	255		0	344	0	0	0	0		42		30		5	3028	3	5	6646	1	5	973	1	5	974	1	5	3031	3										5	6871	1	1	1048576																																					scripts/Craft/Include/Event.lua		21	0
141	纳元丹	0	7	255	255		0	344	0	0	0	0	-1	122	80	40	0	5	3029	2	5	6646	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7053	8	12	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua		61	0
142	下品护心丹	0	7	255	255			344	0	0	0	0		122		20		5	3030	2	5	3028	2	5	3007	2	5	974	2													5	9689	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
143	下品展凤丹	0	7	255	255			344	0	0	0	0		122		30		5	3032	4	5	3031	4	5	3007	2	5	973	2													5	9690	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
144	下品长生丹	0	7	255	255			344	0	0	0	0		122		30		5	9692	4	5	9693	2	5	3007	1																5	9691	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
145	下品凝神丹	0	7	255	255			344	0	0	0	0		122		30		5	9692	4	5	3030	4	5	6646	1																5	9694	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
146	下品健骨丹	0	7	255	255			344	0	0	0	0		122		20		5	3032	4	5	3031	4	5	3007	2	5	974	2													5	9695	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
147	下品亢龙丹	0	7	255	255			344	0	0	0	0		122		30		5	3030	4	5	3028	4	5	3007	2	5	973	2													5	9696	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
148	下品万通丹	0	7	255	255			344	0	0	0	0		122		40		5	9692	2	5	9693	2	5	3007	1																5	9697	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
149	蜀元露	0	7	255	255			344	0	0	0	0		42		50		5	9692	4	5	9693	4	5	9699	4	5	3010	4													5	9698	1	1	1048576																																					scripts/Craft/Include/Event.lua		21	0
150	下品聚魂丹	0	7	255	255			344	0	0	0	0		122		20		5	3030	2	5	3028	2	5	3007	2	5	974	2													5	9700	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
151	下品益气丸	0	7	255	255			344	0	0	0	0		122		30		5	3032	4	5	3031	4	5	3007	2	5	973	2													5	9701	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
152	下品止血丹	0	7	255	255			344	0	0	0	0		122		10		5	9693	4	5	3028	4	5	6646	1																5	9702	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
153	下品活络丹	0	7	255	255			344	0	0	0	0		122		10		5	9692	4	5	3029	4	5	6646	1																5	9703	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
154	下品补筋丹	0	7	255	255			344	0	0	0	0		122		20		5	3030	2	5	3028	2	5	3007	2	5	974	2													5	9704	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
155	下品破秽丹	0	7	255	255			344	0	0	0	0		122		30		5	3032	4	5	3031	4	5	3007	2	5	973	2													5	9705	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
156	下品强身丹	0	7	255	255			344	0	0	0	0		122		20		5	3030	2	5	3028	2	5	3007	2	5	974	2													5	9706	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
157	下品金创丹	0	7	255	255			344	0	0	0	0		122		30		5	3032	4	5	3031	4	5	3007	2	5	973	2													5	9707	1	1	1048576																																					scripts/Craft/Include/Event.lua		61	0
