CraftID	Craft	RecipeID	Name	Belong	_Quality	ProfessionLevel	BranchID	ReputationID	nReputationLevel	nPrice
4	烹饪	207	行军炒大肉	30		80				408610
4	烹饪	208	行军炒小肉	30		80				408610
4	烹饪	209	行军闷蹄	30		82				435140
4	烹饪	210	行军煮蹄	30		84				464950
4	烹饪	211	行军烧骨	30		86				494760
4	烹饪	212	行军炖骨	30		88				524570
4	烹饪	213	八珍强体汤	20		90				665260
4	烹饪	214	白芷增骨汤	20		90				665260
4	烹饪	215	安荣力劲汤	20		90				665260
4	烹饪	216	逍遥固元汤	20		90				665260
4	烹饪	217	君子知身汤	20		90				665260
4	烹饪	231	碧笼盈蒸肉	50		90				776140
4	烹饪	232	佳·八珍强体汤	20		90				776140
4	烹饪	233	佳·白芷增骨汤	20		90				776140
4	烹饪	234	佳·安荣力劲汤	20		90				776140
4	烹饪	235	佳·逍遥固元汤	20		90				776140
4	烹饪	236	佳·君子知身汤	20		90				776140
4	烹饪	262	玉露团	20		91				776140
4	烹饪	263	汉宫棋	20		92				776140
4	烹饪	264	凤凰胎	20		92				776140
4	烹饪	265	长生粥	20		93				776140
4	烹饪	266	小天酥	20		93				776140
4	烹饪	267	西江料	20		94				776140
4	烹饪	268	红罗丁	20		94				776140
4	烹饪	281	佳·玉露团	20		95				776140
4	烹饪	282	佳·汉宫棋	20		95				776140
4	烹饪	283	佳·凤凰胎	20		95				776140
4	烹饪	284	佳·长生粥	20		95				776140
4	烹饪	285	佳·小天酥	20		95				776140
4	烹饪	286	佳·西江料	20		95				776140
4	烹饪	287	佳·红罗丁	20		95				776140
4	烹饪	314	水晶芙蓉肉	50		95				776140
5	缝纫	1	粗布靴	40		10				380
5	缝纫	2	粗布衫	20		10				380
5	缝纫	3	粗布装	30		10				380
5	缝纫	7	粗布厚装	30		12				670
5	缝纫	8	猪皮衫	20		12				670
5	缝纫	9	小香包	90		14				1170
5	缝纫	10	细布厚头巾	10		14				2920
5	缝纫	13	灯笼	100		16				1780
5	缝纫	18	猪皮护手	60		16				1780
5	缝纫	19	棉布包	70		18				2320
5	缝纫	20	无色头带	10		18				2320
5	缝纫	23	流云腰带	50		20				3020
5	缝纫	25	铜头狼毫皮靴	40		22				3890
5	缝纫	28	方绫丝腰带	50		24				4970
5	缝纫	29	方纹绫头巾	10		26				5790
5	缝纫	33	锡扣布环	60		28				7140
5	缝纫	34	丝绸皮包	70		28				7140
5	缝纫	37	辟邪头冠	10		32				10120
5	缝纫	38	鱼口绫丝带	50		32				10120
5	缝纫	39	皮底草鞋	40		32				10120
5	缝纫	41	虎皮护手	60		34				11400
5	缝纫	42	无色束带	50		34				11400
5	缝纫	45	彘皮丝绸衫	20		36				12820
5	缝纫	46	熊皮护腿	30		36				12820
5	缝纫	47	粗制丝裤	30		38				14400
5	缝纫	58	七宝白绫衫	20		40				16140
5	缝纫	59	彩绸鞋	40		40				16140
5	缝纫	60	白编綾衫	20		42				17870
5	缝纫	61	彩锦衫	20		42				17870
5	缝纫	62	彩锦皮带	50		44				19890
5	缝纫	65	千斤护臂	60		46				22010
5	缝纫	66	辟邪细皮靴	40		46				22010
5	缝纫	68	紫绫麻布裤	30		48				24350
5	缝纫	69	虎皮战甲	20		48				24350
5	缝纫	70	白绫乾坤袍	20		48				24350
5	缝纫	88	绫罗厚皮靴	40		50				26930
5	缝纫	89	水波绫香袋	90		50				26930
5	缝纫	94	绫罗狼皮腰带	50		52				30620
5	缝纫	95	绫罗虎皮头巾	10		52				30620
5	缝纫	98	绫罗明王衫	20		54				34930
5	缝纫	99	玄武龟背甲	20		54				34930
5	缝纫	105	金丝狼皮护手	60		56				39640
5	缝纫	106	金丝水波护手	60		56				39640
5	缝纫	107	酒仙装	30		56				39640
5	缝纫	108	任侠装	30		56				39640
5	缝纫	117	绫罗紧身厚装	30		58				44520
5	缝纫	118	水波紧身皮装	30		58				44520
5	缝纫	119	绫罗金丝头带	10		58				44520
5	缝纫	136	流苏绫罗头带	10		60				49290
5	缝纫	137	绫罗天蚕系带	10		60				49290
5	缝纫	138	明王绫罗冠	10		60				49290
5	缝纫	148	天绛金丝带	50		62				54760
5	缝纫	149	天绛轻容袍	20		62				54760
5	缝纫	150	天绛紧皮装	30		62				54760
5	缝纫	151	天绛玄武护手	60		62				54760
5	缝纫	152	天绛金甲靴	40		62				54760
5	缝纫	163	方棋绫缠手	60		64				60560
5	缝纫	167	虎扑靴	40		66				66710
5	缝纫	168	啸狼靴	40		66				66710
5	缝纫	169	轻纱彘皮衫	20		66				66710
5	缝纫	170	金丝方绫装	30		66				66710
5	缝纫	178	青霜寒冰袍	20		68				73710
5	缝纫	179	青霜扑虎护腿	30		68				73710
5	缝纫	182	飞凤如意装	30		68				257990
5	缝纫	185	乌蚕装	30		70				270210
5	缝纫	186	天蚕护腿	30		70				270210
5	缝纫	187	貂皮杀劫装	30		70				270210
5	缝纫	192	逸侠袍	20		70				77200
5	缝纫	193	逸侠护手	60		70				77200
5	缝纫	195	逸侠天蚕装	30		70				77200
5	缝纫	196	百花布	80		70				270210
5	缝纫	234	百编皮革	80	0	70				77200
5	缝纫	237	百编皮装	30	0	70				270210
5	缝纫	238	飞凤如意缠腰	50	0	70				270210
5	缝纫	239	乌蚕皮带	50	0	70				270210
5	缝纫	240	百编皮带	50	0	70				270210
5	缝纫	241	天蚕腰带	50	0	70				270210
5	缝纫	242	貂皮杀劫裹腰	50	0	70				270210
5	缝纫	281	鹅黄绣（护手）	120		52	0			30620
5	缝纫	282	净白绣（护手）	120		52	0			30620
5	缝纫	283	蓝叶绣（护手）	120		52	0			30620
5	缝纫	284	鹅黄染（腰带）	110		52	0			39640
5	缝纫	285	净白染（腰带）	110		52	0			30620
5	缝纫	286	蓝叶染（腰带）	110		52	0			30620
5	缝纫	309	煤黑绣（头部）	120		56	0			39640
5	缝纫	312	墨灰绣（鞋子）	120		56	0			39640
5	缝纫	313	妃红染（下装）	110		56	0			39640
5	缝纫	316	墨灰染（鞋子）	110		58	0			39640
5	缝纫	342	杏黄绣（鞋子）	120		62	0			54760
5	缝纫	345	杏黄染（鞋子）	110		62	0			54760
5	缝纫	353	杏黄绣（护手）	120		64	0			60560
5	缝纫	354	莹白绣（护手）	120		64	0			60560
5	缝纫	358	杏黄染（腰带）	110		64	0			60560
5	缝纫	359	莹白染（腰带）	110		64	0			60560
5	缝纫	442	山水绣染（护手）	100	0	30				8900
5	缝纫	443	湛蓝绣染（护手）	100	0	30				8900
5	缝纫	444	翠青绣染（下装）	100	0	30				8900
5	缝纫	445	山水绣染（头部）	100	0	30				8900
5	缝纫	446	铁血绣染（护手）	100	0	50				26930
5	缝纫	447	紫碧绣染（下装）	100	0	50				26930
5	缝纫	448	铁血绣染（头部）	100	0	50				26930
5	缝纫	470	晏清衣	20		70				77200
5	缝纫	471	剑笏衣	20		70				77200
5	缝纫	472	赤锦裳	20		70				77200
5	缝纫	473	静虑衣	20		70				77200
5	缝纫	474	靖微衣	20		70				77200
5	缝纫	475	凝元衣	20		70				77200
5	缝纫	476	凝元装	30		70				77200
5	缝纫	477	靖微装	30		70				77200
5	缝纫	478	静虑装	30		70				77200
5	缝纫	479	栈雪装	30		70				77200
5	缝纫	480	赤锦袖	60		70				77200
5	缝纫	481	栈雪缠腰	50		70				77200
5	缝纫	482	见性腰带	50		70				77200
5	缝纫	483	靖微腰带	50		70				77200
5	缝纫	485	见性帽	10		70				77200
5	缝纫	486	静虑履	40		70				77200
5	缝纫	487	栈雪帽	10		70				77200
5	缝纫	488	赤锦钗	10		70				77200
5	缝纫	489	剑笏护手	60		70				77200
5	缝纫	490	晏清护手	60		70				77200
5	缝纫	491	剑笏帽	10		70				77200
5	缝纫	492	见性装	20		70				77200
5	缝纫	493	晏清装	30		70				77200
5	缝纫	494	天工锦缎皮包	70		70			0	234610
5	缝纫	507	平湖衣	20		70				77200
5	缝纫	508	平湖护手	60		70				77200
5	缝纫	509	平湖腰带	50		70				77200
5	缝纫	519	挂件包·背部	70	0	70	0	0	0	77200
5	缝纫	520	挂件包·腰部	70	0	70	0	0	0	77200
5	缝纫	521	杏黄绣（头部）	120		70	0		0	77200
5	缝纫	522	莹白绣（头部）	120		70	0	0		77200
5	缝纫	523	莹白染（下装）	110		70	0	0		77200
5	缝纫	526	岩蓝染（下装）	110		70	0	0		77200
5	缝纫	527	岩蓝绣（头部）	120		70	0	0		77200
5	缝纫	528	杏黄染（下装）	110		70	0			77200
5	缝纫	529	粗制布卷	80	0	10	0	0	0	380
5	缝纫	530	丝制布卷	80	0	20	0	0	0	3020
5	缝纫	531	绸缎布卷	80	0	30	0	0	0	8900
5	缝纫	532	彩色布卷	80	0	40	0	0	0	16140
5	缝纫	533	绫罗布卷	80	0	50	0	0	0	26930
5	缝纫	534	纱制布卷	80	0	60	0	0	0	49290
5	缝纫	544	天工染布	80		76				137580
5	缝纫	545	幻彩珠	80		70				77200
5	缝纫	546	断玉	80		70				77200
5	缝纫	546	断玉	80		80				572050
5	缝纫	551	浮坤下装	30		72				114870
5	缝纫	552	浮坤上衣	20		74				572050
5	缝纫	553	浮坤腰带	50		76				137580
5	缝纫	554	浮坤头饰	10		78				149960
5	缝纫	555	浮坤护腕	60		80				163440
5	缝纫	556	逆云下装	30		72				114870
5	缝纫	557	逆云上衣	20		74				125260
5	缝纫	558				80				572050
5	缝纫	559	逆云头饰	10		78				149960
5	缝纫	560	逆云护腕	60		80				163440
5	缝纫	561	和霜下装	30		72				114870
5	缝纫	562	和霜上衣	20		74				125260
5	缝纫	563	和霜腰带	50		76				137580
5	缝纫	564	和霜头饰	10		78				149960
5	缝纫	565	和霜护腕	60		80				163440
5	缝纫	566	玉池下装	30		72				114870
5	缝纫	567	玉池上衣	20		74				125260
5	缝纫	568	玉池腰带	50		76				137580
5	缝纫	569	玉池头饰	10		78				149960
5	缝纫	569	玉池头饰	10		80				572050
5	缝纫	570	玉池护腕	60		80				163440
5	缝纫	570	玉池护腕	60		80				572050
5	缝纫	571	聚海下装	30		72				114870
5	缝纫	572	聚海上衣	20		74				125260
5	缝纫	573	聚海腰带	50		76				137580
5	缝纫	574	聚海头饰	10		78				149960
5	缝纫	575	聚海护腕	60		80				163440
5	缝纫	576	绘泉下装	30		72				114870
5	缝纫	577	绘泉上衣	20		74				125260
5	缝纫	578	绘泉腰带	50		76				137580
5	缝纫	579	绘泉头饰	10		78				149960
5	缝纫	580	绘泉护腕	60		80				163440
5	缝纫	581	愈枯下装	30		72				114870
5	缝纫	582	愈枯上衣	20		74				125260
5	缝纫	583	愈枯腰带	50		76				137580
5	缝纫	584	愈枯头饰	10		78				149960
5	缝纫	585	愈枯护腕	60		80				163440
5	缝纫	586	万虹下装	30		72				114870
5	缝纫	587	万虹上衣	20		74				125260
5	缝纫	588	万虹腰带	50		76				137580
5	缝纫	589	万虹头饰	10		78				149960
5	缝纫	590	万虹护腕	60		80				163440
5	缝纫	591	立乾布靴	40		80				163440
5	缝纫	594	破天布靴	40		80				163440
5	缝纫	597	愈坎布靴	40		80				163440
5	缝纫	600	芷水布靴	40		80				163440
5	缝纫	603	飓元布靴	40		80				163440
5	缝纫	606	残风布靴	40		80				163440
5	缝纫	609	恩泽布靴	40		80				163440
5	缝纫	612	浊兑布靴	40		80				163440
5	缝纫	614	壁	80		80				163440
5	缝纫	616	霸蜀·立乾头饰	10		80				163440
5	缝纫	619	镇蜀·破天头饰	10		80				163440
5	缝纫	622	净蜀·愈坎头饰	10		80				163440
5	缝纫	625	镇蜀·芷水头饰	10		80				163440
5	缝纫	628	净蜀·飓元头饰	10		80				163440
5	缝纫	631	镇蜀·残风头饰	10		80				163440
5	缝纫	634	净蜀·恩泽头饰	10		80				163440
5	缝纫	637	镇蜀·浊兑头饰	10		80				163440
5	缝纫	639	岐黄绣（上装）	120		70				77200
5	缝纫	640	岐黄绣（护手）	120		72				114870
5	缝纫	641	流纹绣（上装）	120		74				125260
5	缝纫	642	流纹绣（护手）	120		74				125260
5	缝纫	643	角砾绣（上装）	120		78				149960
5	缝纫	644	角砾绣（护手）	120		78				149960
5	缝纫	645	益元绣（上装）	120		75				131770
5	缝纫	646	益元绣（护手）	120		76				137580
5	缝纫	647	云锡绣（上装）	120		80				163440
5	缝纫	648	云锡绣（护手）	120		80				163440
5	缝纫	649	岐黄染（下装）	110		72				114870
5	缝纫	650	岐黄染（腰带）	110		72				77200
5	缝纫	651	流纹染（下装）	110		74				125260
5	缝纫	652	流纹染（腰带）	110		74				125260
5	缝纫	653	角砾染（下装）	110		78				149960
5	缝纫	654	角砾染（腰带）	110		78				149960
5	缝纫	655	益元染（下装）	110		78				131770
5	缝纫	656	益元染（腰带）	110		75				137580
5	缝纫	657	云锡染（下装）	110		80				163440
5	缝纫	658	云锡染（腰带）	110		80				163440
5	缝纫	691	逆云腰带	50	0	76	0	0	0	137580
5	缝纫	692	蜀染布卷	80	0	70	0	0	0	77200
5	缝纫	696	扎染手腕	60	0	70	0	0	0	193010
5	缝纫	697	扎染布鞋	40	0	73	0	0	0	299900
5	缝纫	698	蜡染下装	30	0	75	0	0	0	329430
5	缝纫	699	蜡染腰带	50	0	78	0	0	0	374900
5	缝纫	700	霸蜀染（下装）	110	0	80	0	0	0	490330
5	缝纫	701	霸蜀染（腰带）	110	0	80	0	0	0	490330
5	缝纫	702	霸蜀绣（上装）	120	0	80	0	0	0	490330
5	缝纫	703	霸蜀绣（护手）	120	0	80	0	0	0	490330
5	缝纫	704	貂皮	80	0	80	0	0	0	490330
5	缝纫	705	珍珠缀放	80	0	80	0	0	0	490330
5	缝纫	706	天蛛丝	80	0	80	0	0	0	490330
5	缝纫	707	巨兽毛皮	80	0	80	0	0	0	490330
5	缝纫	714	明朗·绣（气血）	120	0	80	0	0	0	572050
5	缝纫	715	明朗·绣（内力）	120	0	80	0	0	0	572050
5	缝纫	716	明朗·绣（气回）	120	0	80	0	0	0	572050
5	缝纫	717	明朗·绣（内回）	120	0	80	0	0	0	572050
5	缝纫	719	明朗·纹（气血）	120	0	80	0	0	0	572050
5	缝纫	720	明朗·纹（内力）	120	0	80	0	0	0	572050
5	缝纫	721	明朗·纹（气回）	120	0	80	0	0	0	572050
5	缝纫	722	明朗·纹（内回）	120	0	80	0	0	0	572050
5	缝纫	734	源夏素腕	60	0	80	0	0	0	572050
5	缝纫	735	源冬素腕	60	0	80	0	0	0	572050
5	缝纫	736	舞春绣腕	60	0	80	0	0	0	572050
5	缝纫	737	舞夏绣腕	60	0	80	0	0	0	572050
5	缝纫	738	诵春墨腕	60	0	80	0	0	0	572050
5	缝纫	739	诵夏墨腕	60	0	80	0	0	0	572050
5	缝纫	740	幻夏缎腕	60	0	80	0	0	0	572050
5	缝纫	741	幻春缎腕	60	0	80	0	0	0	572050
5	缝纫	750	行军·绣（随机）	120		80				408610
5	缝纫	751	行军·印（随机）	120		83				450050
5	缝纫	752	行军·染（随机）	120		86				494760
5	缝纫	753	行军·纹（随机）	120		89				539480
5	缝纫	754	安戎·绣（体质）	110		90				665260
5	缝纫	766	安戎·印（力道）	110		90				665260
5	缝纫	767	安戎·印（元气）	110		90				665260
5	缝纫	773	安戎·染（力道）	110		90				665260
5	缝纫	774	安戎·染（元气）	110		90				665260
5	缝纫	780	安戎·纹（体质）	110		90				665260
5	缝纫	792	盘牙手	60		90				665260
5	缝纫	792	盘牙手	60		90				665260
5	缝纫	792	盘牙手	60		90				665260
5	缝纫	792	盘牙手	60		90				665260
5	缝纫	805	碧床落花绒	80		90				776140
5	缝纫	807	雅·安戎·绣（体质）	110		90				776140
5	缝纫	819	雅·安戎·印（力道）	110		90				776140
5	缝纫	820	雅·安戎·印（元气）	110		90				776140
5	缝纫	826	雅·安戎·染（力道）	110		90				776140
5	缝纫	827	雅·安戎·染（元气）	110		90				776140
5	缝纫	833	雅·安戎·纹（体质）	110		90				776140
5	缝纫	845	固本·护手	60		90				776140
5	缝纫	846	落元·护手	60		90				776140
5	缝纫	847	破土·护手	60		90				776140
5	缝纫	848	巧柳·护手	60		90				776140
5	缝纫	849	润露·护手	60		90				776140
5	缝纫	850	铁战·护手	60		90				776140
5	缝纫	863	定本·护手	60		90				776140
5	缝纫	864	离元·护手	60		90				776140
5	缝纫	865	泗土·护手	60		90				776140
5	缝纫	866	妩柳·护手	60		90				776140
5	缝纫	867	稚露·护手	60		90				776140
5	缝纫	868	狂战·护手	60		90				776140
5	缝纫	881	盘牙手	60		90				665260
5	缝纫	884	朔雪护手	60		90				776140
5	缝纫	885	瑶光护手	60		90				776140
5	缝纫	886	玄魁护手	60		90				776140
5	缝纫	887	赤襄护手	60		90				776140
5	缝纫	888	素音护手	60		90				776140
5	缝纫	889	瑞麟护手	60		90				776140
5	缝纫	902	璧·铉	80		90				572050
5	缝纫	884	玄霜·护手	60		90				776140
5	缝纫	885	尚元·护手	60		90				776140
5	缝纫	886	崩山·护手	60		90				776140
5	缝纫	887	流光·护手	60		90				776140
5	缝纫	888	含弘·护手	60		90				776140
5	缝纫	889	固城·护手	60		90				776140
5	缝纫	902	璧·戮	80		90				572050
5	缝纫	922	挂件包·面部	70	0	70	0	0	0	77200
5	缝纫	923	尊雕髓·护手	60		90				936000
5	缝纫	924	知脉池·护手	60		90				936000
5	缝纫	925	烛骨月·护手	60		90				936000
5	缝纫	926	疾风愁·护手	60		90				936000
5	缝纫	927	夜灵心·护手	60		90				936000
5	缝纫	928	月流肌·护手	60		90				936000
5	缝纫	941	璧·苍	80		90				936000
5	缝纫	958	苍·盘牙手（根骨）	60		90				936000
5	缝纫	959	苍·盘牙手（元气）	60		90				936000
5	缝纫	960	苍·盘牙手（力道）	60		90				936000
5	缝纫	961	苍·盘牙手（身法）	60		90				936000
5	缝纫	962	苍·盘牙腰带（根骨）	50		90				936000
5	缝纫	963	苍·盘牙腰带（元气）	50		90				936000
5	缝纫	964	苍·盘牙腰带（力道）	50		90				936000
5	缝纫	965	苍·盘牙腰带（身法）	50		90				936000
5	缝纫	966	苍·盘牙上装（根骨）	20		90				936000
5	缝纫	967	苍·盘牙上装（元气）	20		90				936000
5	缝纫	968	苍·盘牙上装（力道）	20		90				936000
5	缝纫	969	苍·盘牙上装（身法）	20		90				936000
5	缝纫	970	苍·盘牙手（治疗）	60		90				936000
5	缝纫	971	苍·盘牙腰带（治疗）	50		90				936000
5	缝纫	972	苍·盘牙上装（治疗）	20		90				936000
5	缝纫	973	衣饰包·披风	70	0	70	0	0	0	77200
5	缝纫	974	衣饰包·披肩	70	0	70	0	0	0	77200
5	缝纫	975	露饮莲·护手	60		90				936000
5	缝纫	976	采盈欢·护手	60		90				936000
5	缝纫	977	阔月澜·护手	60		90				936000
5	缝纫	978	醉梁生·护手	60		90				936000
5	缝纫	979	牵萝绮·护手	60		90				936000
5	缝纫	980	转烛山·护手	60		90				936000
5	缝纫	993	璧·侠	80		90				936000
5	缝纫	994	剑胆·绣（体质）	110		91				776140
5	缝纫	995	剑胆·绣（气血）	110		91				776140
5	缝纫	996	剑胆·绣（内力）	110		91				776140
5	缝纫	998	剑胆·绣（内回）	110		92				776140
5	缝纫	1006	剑胆·印（力道）	110		92				776140
5	缝纫	1007	剑胆·印（元气）	110		92				776140
5	缝纫	1011	剑胆·染（力道）	110		93				776140
5	缝纫	1012	剑胆·染（元气）	110		93				776140
5	缝纫	1016	剑胆·纹（体质）	110		93				776140
5	缝纫	1017	剑胆·纹（气血）	110		94				776140
5	缝纫	1018	剑胆·纹（内力）	110		94				776140
5	缝纫	1020	剑胆·纹（内回）	110		94				776140
5	缝纫	1028	佳·剑胆·绣（体质）	110		95				776140
5	缝纫	1029	佳·剑胆·绣（气血）	110		95				776140
5	缝纫	1030	佳·剑胆·绣（内力）	110		95				776140
5	缝纫	1032	佳·剑胆·绣（内回）	110		95				776140
5	缝纫	1040	佳·剑胆·印（力道）	110		95				776140
5	缝纫	1041	佳·剑胆·印（元气）	110		95				776140
5	缝纫	1045	佳·剑胆·染（力道）	110		95				776140
5	缝纫	1046	佳·剑胆·染（元气）	110		95				776140
5	缝纫	1050	佳·剑胆·纹（体质）	110		95				776140
5	缝纫	1051	佳·剑胆·纹（气血）	110		95				776140
5	缝纫	1052	佳·剑胆·纹（内力）	110		95				776140
5	缝纫	1054	佳·剑胆·纹（内回）	110		95				776140
5	缝纫	1066	璧·渊	120		95				776140
5	缝纫	1079	咸阳护臂	60		95				776140
5	缝纫	1080	黄埃护臂	60		95				776140
5	缝纫	1081	绪风护臂	60		95				776140
5	缝纫	1082	云笛护臂	60		95				776140
5	缝纫	1083	云秋护臂	60		95				776140
5	缝纫	1084	繁霜降护臂	60		95				776140
5	缝纫	1103	壁·霸	120		95				776140
5	缝纫	1104	天蚕玉带绒	120		95				776140
6	铸造	1	铜锭	120		10				380
6	铸造	3	红铜腰带	80		10				380
6	铸造	5	铜偶	130		12				670
6	铸造	9	柳木枪	40		12				670
6	铸造	12	红铜双剑	50		14				1170
6	铸造	13	磨石	110		14				1170
6	铸造	13	磨石	110		14				1170
6	铸造	15	烟斗	100		16				1780
6	铸造	19	红铜轻甲	70		16				1780
6	铸造	20	铜头柳木棍	20		16				1780
6	铸造	21	狼毫笔	10		16				1780
6	铸造	22	红铜护腰	80		18				2320
6	铸造	23	锡锭	120		20				3020
6	铸造	24	青铜锭	120		20				3020
6	铸造	26	青铜护手	90		20				3020
6	铸造	29	铜头柳木枪	40		22				3890
6	铸造	31	海上磨石	110		24				4970
6	铸造	35	青铜头柳木棍	20		22				4970
6	铸造	40	无色发钗	60		26				5790
6	铸造	41	裹皮青铜护腰	80		28				7140
6	铸造	46	蛇皮铜丝甲	70		30				8900
6	铸造	50	桐木棍	20		32				10120
6	铸造	51	紫背环子甲	70		32				10120
6	铸造	52	紫背环子刀	40		32				10120
6	铸造	53	粗砂磨石	110		34				11400
6	铸造	55	桐木笔	10		34				11400
6	铸造	56	铜杆枪	40		34				11400
6	铸造	58	兽纹护手	90		36				12820
6	铸造	59	紫背冲天冠	60		36				12820
6	铸造	60	侠少剑	30		38				14400
6	铸造	61	柳叶双剑	50		38				14400
6	铸造	64	锌锭	120		40				16140
6	铸造	68	熟铜棍	20		40				16140
6	铸造	71	铜镜	130		42				17870
6	铸造	72	黄铜护心甲	70		42				17870
6	铸造	73	黄铜三尖枪	40		42				17870
6	铸造	76	飞凤双剑	50		44				19890
6	铸造	79	黄铜点穴笔	10		46				22010
6	铸造	80	斩马剑	30		46				22010
6	铸造	82	虎纹黄铜护手	90		48				24350
6	铸造	88	生铁锭	120		50				26930
6	铸造	89	熟铁锭	120		50				26930
6	铸造	91	铁木棍	20		50				26930
6	铸造	92	檀木长刀	40		50				26930
6	铸造	96	铁偶	130		56				30620
6	铸造	99	粗磨石	110		52	0			30620
6	铸造	101	铁纹甲片	110		52	0			30620
6	铸造	103	铁制鞍具	140		52	0			30620
6	铸造	104	银纹甲	70		52				30620
6	铸造	105	铁纹长剑	30		52				30620
6	铸造	111	判官笔	10		54				34930
6	铸造	112	铁纹腰带	80		54				34930
6	铸造	117	铁纹兽皮笼套	140		56	0			39640
6	铸造	118	铁纹护手	90		56				39640
6	铸造	119	铁纹双剑	50		56				39640
6	铸造	120	玄武腰刀	100		58				44520
6	铸造	122	兽纹护心甲	70		58				44520
6	铸造	127	精铁锭	120		60				49290
6	铸造	128	银锭	120		60				49290
6	铸造	129	密银锭	120		60				49290
6	铸造	130	御磨石	110		60	0			49290
6	铸造	131	百炼银甲	110		60	0			49290
